Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Front.Head.x,Front.Head.y,Front.Head.z,Rear.Head.x,Rear.Head.y,Rear.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,271.315,43.27439,1795.70752,366.07275,28.55616,1667.61121,144.20927,66.03767,1705.04663,324.5022,37.65898,1520.03015
2,0.008,271.33661,43.20344,1796.63062,364.93781,28.35991,1668.98608,143.35098,66.12261,1704.83911,325.04886,37.83275,1520.6792
3,0.017,268.91248,42.35617,1795.78369,364.53329,29.89905,1669.58362,143.10188,65.90904,1704.27356,325.04886,37.83275,1520.6792
4,0.025,267.33002,42.70552,1796.71777,364.76859,29.43434,1670.90393,142.16304,65.8025,1703.67395,325.07932,38.34663,1521.1449
5,0.033,266.56784,42.42094,1797.09119,364.26746,30.7802,1672.77966,140.88142,65.26202,1703.17297,325.54468,38.71244,1521.38135
6,0.042,264.49228,43.16938,1797.08643,363.89722,30.01288,1673.67175,140.64143,64.67028,1702.64111,326.34042,39.02321,1522.45776
7,0.05,263.87582,43.36159,1797.28503,363.711,30.35829,1674.32971,139.99301,63.10707,1702.19019,326.34106,37.89037,1523.28284
8,0.058,261.47845,43.70024,1798.17493,363.47504,30.49961,1674.74463,139.80534,63.01449,1701.66455,327.8952,39.84925,1525.22949
9,0.067,261.48904,41.82767,1798.79846,363.14764,30.57957,1675.31335,138.82507,63.28622,1701.44104,328.24353,38.47943,1526.01807
10,0.075,260.31882,42.39731,1799.03857,362.57651,30.11312,1676.35828,137.88841,63.43652,1700.78479,329.6922,38.79428,1526.76404
11,0.083,259.45142,42.00544,1799.21448,361.8942,30.34029,1677.69006,136.9917,63.50318,1700.61035,329.99359,38.79428,1526.89087
12,0.092,256.69339,41.70443,1799.19214,361.26663,28.91394,1678.4585,136.9917,63.50318,1700.61035,329.68018,38.28002,1526.95325
13,0.1,256.79092,40.85369,1799.5658,361.23627,28.61046,1679.02356,136.40471,62.57209,1700.75061,330.2453,37.83985,1527.10962
14,0.108,256.66165,40.72096,1799.66309,360.49286,28.51659,1679.37854,136.12009,62.30029,1700.57007,330.2453,37.83985,1527.10962
15,0.117,257.2164,40.38698,1800.26392,359.94803,28.40927,1680.08557,135.57651,62.52242,1700.82471,329.6431,39.07166,1527.59619
16,0.125,256.05484,39.99777,1800.30994,359.21466,28.43219,1680.87097,134.90701,64.00051,1700.26025,330.69244,39.75843,1529.61719
17,0.133,255.68739,40.08039,1800.45837,359.2832,28.57348,1681.47363,134.71454,64.12905,1699.98474,330.69409,39.32502,1530.40686
18,0.142,253.36806,39.62902,1801.22351,359.06729,27.91361,1682.03516,133.78648,64.29398,1699.73145,330.24924,38.7651,1531.65234
19,0.15,251.91859,39.36873,1802.39136,357.95343,28.77466,1683.65869,132.6259,64.14627,1699.48877,329.78522,38.37945,1531.88489
20,0.158,249.93942,41.75423,1802.74438,357.15958,29.06172,1684.44604,131.50102,63.72084,1699.61023,329.84134,38.00236,1532.40234
21,0.167,247.59137,41.5297,1803.20703,356.11325,28.82781,1684.97705,131.27132,64.01711,1699.46643,329.72623,37.74319,1532.68555
22,0.175,247.85402,41.68367,1803.77148,355.14529,28.92177,1686.2041,129.36374,63.91263,1699.47852,329.08591,38.16556,1533.72437
23,0.183,245.89413,41.18444,1803.78162,354.57495,29.21577,1687.89954,128.48528,63.94576,1699.7782,329.05505,38.42114,1535.55371
24,0.192,245.60739,41.54685,1804.02905,353.54745,28.84474,1688.73181,127.8812,64.05523,1699.6637,328.44073,38.44376,1536.31653
25,0.2,243.68867,42.7741,1805.21326,352.2464,30.10621,1690.24194,126.60774,64.7542,1699.39978,327.78326,40.35109,1537.83252
26,0.208,241.02296,43.64288,1805.56055,351.32782,30.36864,1691.18127,125.39404,64.73156,1698.95239,327.79529,38.85362,1538.38147
