Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-165.15106,-211.85753,965.84369,-126.24461,-343.07944,901.35608,-138.51799,-326.73703,799.08191
2,0.008,-165.15106,-211.85753,965.84369,-126.24461,-343.07944,901.35608,-138.97014,-326.83087,799.0838
3,0.017,-165.15106,-211.85753,965.84369,-126.24461,-343.07944,901.35608,-139.65338,-326.20212,798.81726
4,0.025,-165.15106,-211.85753,965.84369,-126.24461,-343.07944,901.35608,-139.09895,-326.60333,798.85852
5,0.033,-165.56421,-211.51399,965.7998,-126.43826,-342.90134,901.2392,-139.47612,-326.14063,798.83618
6,0.042,-165.56421,-211.51399,965.7998,-126.43826,-342.90134,901.2392,-139.81429,-326.0722,798.6604
7,0.05,-165.56421,-211.51399,965.7998,-126.43826,-342.90134,901.2392,-139.65338,-326.20212,798.81726
8,0.058,-165.56421,-211.51399,965.7998,-126.43826,-342.90134,901.2392,-139.81429,-326.0722,798.6604
9,0.067,-165.56421,-211.51399,965.7998,-126.65744,-342.75793,901.31348,-139.37106,-325.91855,798.70776
10,0.075,-165.56421,-211.51399,965.7998,-126.89247,-342.54776,901.19238,-139.81429,-326.0722,798.6604
11,0.083,-165.97736,-211.17058,965.75592,-126.89247,-342.54776,901.19238,-139.81429,-326.0722,798.6604
12,0.092,-165.56421,-211.51399,965.7998,-126.89247,-342.54776,901.19238,-139.81429,-326.0722,798.6604
13,0.1,-165.56421,-211.51399,965.7998,-126.87732,-342.54437,900.88684,-140.06305,-325.97043,798.78497
14,0.108,-165.56421,-211.51399,965.7998,-126.87732,-342.54437,900.88684,-140.06305,-325.97043,798.78497
15,0.117,-165.97736,-211.17058,965.75592,-126.70475,-342.66553,900.64697,-140.06305,-325.97043,798.78497
16,0.125,-165.97736,-211.17058,965.75592,-126.89247,-342.54776,901.19238,-140.74951,-324.98334,798.24603
17,0.133,-165.56421,-211.51399,965.7998,-126.71188,-342.68524,900.89636,-140.74951,-324.98334,798.24603
18,0.142,-165.56421,-211.51399,965.7998,-126.61053,-342.4328,900.89587,-139.76529,-325.69971,798.28339
19,0.15,-165.15106,-211.85753,965.84369,-126.43217,-342.60107,900.41541,-139.76529,-325.69971,798.28339
20,0.158,-165.56421,-211.51399,965.7998,-126.59781,-342.47537,900.63965,-140.21147,-325.80685,798.49707
21,0.167,-165.56421,-211.51399,965.7998,-126.5584,-342.69583,900.17212,-140.21147,-325.80685,798.49707
22,0.175,-165.56421,-211.51399,965.7998,-126.68925,-342.4837,900.13055,-139.67809,-325.34308,797.94617
23,0.183,-165.56421,-211.51399,965.7998,-126.68925,-342.4837,900.13055,-139.67809,-325.34308,797.94617
24,0.192,-165.31075,-211.68716,965.67047,-126.69963,-342.2948,899.71228,-139.4028,-325.53067,797.9184
25,0.2,-165.29524,-211.42024,965.33295,-126.30457,-342.26251,899.44507,-139.4028,-325.53067,797.9184
26,0.208,-165.29524,-211.42024,965.33295,-126.53828,-342.37827,899.4184,-139.8777,-325.54041,798.04761
27,0.217,-164.8821,-211.76378,965.37689,-126.1709,-342.26712,899.16608,-139.4028,-325.53067,797.9184
28,0.225,-164.8821,-211.76378,965.37689,-125.99052,-342.21222,899.06543,-139.4028,-325.53067,797.9184
29,0.233,-164.8821,-211.76378,965.37689,-125.99052,-342.21222,899.06543,-139.33281,-325.48874,797.40417
30,0.242,-164.8821,-211.76378,965.37689,-125.99052,-342.21222,899.06543,-139.33281,-325.48874,797.40417
31,0.25,-164.74683,-211.28468,965.16504,-125.99052,-342.21222,899.06543,-138.59755,-324.85233,797.74847
32,0.258,-164.74683,-211.28468,965.16504,-125.99052,-342.21222,899.06543,-138.48909,-324.65317,797.35022
33,0.267,-164.74683,-211.28468,965.16504,-126.00117,-342.34579,899.08844,-138.53116,-324.91724,797.06995
34,0.275,-164.29102,-211.40169,965.07849,-125.77003,-341.97705,898.9173,-138.53116,-324.91724,797.06995
35,0.283,-164.29102,-211.40169,965.07849,-125.58286,-342.0217,898.85602,-138.31184,-324.71259,797.14886
36,0.292,-164.29102,-211.40169,965.07849,-125.58286,-342.0217,898.85602,-137.84496,-324.46072,796.94568
