Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,-1290.45129,-611.71307,1065.98669
2,0.008,-1281.64685,-612.98804,1065.60535
3,0.017,-1273.27356,-612.47345,1064.71313
4,0.025,-1265.08325,-612.77161,1064.04846
5,0.033,-1256.99402,-612.86316,1063.57288
6,0.042,-1248.16138,-612.7323,1063.12891
7,0.05,-1239.4126,-613.53973,1062.14026
8,0.058,-1231.14001,-612.94104,1061.1803
9,0.067,-1222.63416,-612.86975,1060.68176
10,0.075,-1214.5553,-612.64575,1059.40613
11,0.083,-1205.69006,-612.28156,1059.03564
12,0.092,-1196.5376,-611.87842,1057.65149
13,0.1,-1188.70203,-610.94244,1056.67786
14,0.108,-1179.21252,-610.68146,1055.91211
15,0.117,-1171.50024,-610.01282,1055.11816
16,0.125,-1161.97888,-609.88129,1053.86707
17,0.133,-1153.88623,-608.49109,1053.14758
18,0.142,-1145.40833,-608.13354,1051.94446
19,0.15,-1137.08167,-606.35632,1051.34155
20,0.158,-1127.30127,-605.09943,1050.91809
21,0.167,-1118.96167,-604.37091,1050.40515
22,0.175,-1110.23022,-603.21356,1049.66199
23,0.183,-1101.33923,-601.45166,1049.59546
24,0.192,-1093.34387,-600.80615,1049.10791
25,0.2,-1083.94043,-600.27289,1048.68848
26,0.208,-1076.30994,-598.55518,1048.79358
27,0.217,-1067.48096,-597.31598,1049.44312
28,0.225,-1059.08337,-595.9856,1048.86414
29,0.233,-1050.95557,-595.60986,1049.57349
30,0.242,-1042.74805,-594.37537,1050.2804
31,0.25,-1034.88525,-592.99475,1050.15295
32,0.258,-1026.3186,-591.4151,1051.35974
33,0.267,-1018.24982,-589.18195,1052.67627
34,0.275,-1010.53619,-588.13916,1054.13269
35,0.283,-1002.90167,-586.36115,1055.32971
36,0.292,-994.6004,-584.87341,1056.46509
37,0.3,-987.36041,-583.9267,1057.9563
38,0.308,-980.72937,-580.57959,1060.08105
39,0.317,-973.40674,-580.02051,1061.56738
40,0.325,-965.85223,-577.84674,1062.96106
41,0.333,-958.19653,-576.22791,1064.08008
42,0.342,-950.93677,-574.8587,1065.24841
43,0.35,-944.08734,-573.78973,1066.4801
44,0.358,-937.25214,-572.117,1067.28601
45,0.367,-930.33551,-570.97955,1068.41516
46,0.375,-923.54169,-569.95471,1069.58679
47,0.383,-916.50415,-569.48187,1070.48608
48,0.392,-909.93933,-568.39618,1071.53381
49,0.4,-902.70453,-566.76117,1072.72449
50,0.408,-896.34534,-566.85083,1073.82947
51,0.417,-889.78564,-565.43469,1075.03088
52,0.425,-883.71161,-564.54016,1076.3092
