Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,-1308.70642,-433.63428,1565.72656,-1109.71252,-370.6532,1464.35645
2,0.008,-1301.61108,-434.54886,1566.85083,-1101.9447,-369.77859,1464.26709
3,0.017,-1293.72766,-433.5528,1565.75012,-1094.87231,-369.86948,1464.07361
4,0.025,-1288.23718,-433.46613,1565.65698,-1087.5719,-370.89246,1462.71594
5,0.033,-1279.57996,-433.64621,1564.776,-1080.18982,-370.41003,1461.6405
6,0.042,-1272.20129,-433.65439,1563.72473,-1073.20264,-371.92081,1461.18201
7,0.05,-1264.32874,-434.04654,1563.68335,-1067.13635,-368.14944,1460.43408
8,0.058,-1257.16968,-432.51617,1562.18408,-1060.78821,-366.04593,1460.40796
9,0.067,-1250.15564,-432.14905,1561.64746,-1054.38074,-364.24356,1460.61584
10,0.075,-1242.61523,-432.31482,1560.72717,-1046.29224,-363.27893,1459.47839
11,0.083,-1236.26233,-431.2045,1559.32727,-1038.56506,-362.19397,1459.44385
12,0.092,-1228.90625,-431.03925,1557.92444,-1029.98401,-364.03455,1455.99316
13,0.1,-1220.35352,-429.96173,1557.41003,-1023.86725,-363.0293,1454.34546
14,0.108,-1213.14038,-428.62381,1555.53296,-1016.04761,-360.98871,1454.41406
15,0.117,-1206.14612,-428.37399,1554.90332,-1008.08136,-360.78809,1453.21851
16,0.125,-1198.39514,-427.61707,1554.16333,-1000.44904,-359.65353,1452.83386
17,0.133,-1190.81616,-425.84201,1552.89771,-992.55072,-357.75818,1451.92468
18,0.142,-1183.46521,-424.09668,1552.62732,-989.41882,-352.64676,1452.77454
19,0.15,-1176.5249,-421.97308,1550.64551,-977.39935,-356.24268,1449.62512
20,0.158,-1169.27539,-420.54404,1549.53955,-973.98639,-348.43387,1448.50488
21,0.167,-1162.84399,-418.33667,1549.36865,-965.95343,-347.22412,1447.41602
22,0.175,-1153.90283,-417.3006,1548.54089,-957.89063,-346.7254,1448.2417
23,0.183,-1146.72571,-414.77951,1547.6311,-950.4635,-346.40018,1447.4248
24,0.192,-1139.74292,-413.05966,1547.15027,-942.92657,-344.17722,1446.60266
25,0.2,-1131.67603,-410.48303,1546.68652,-934.60364,-341.91086,1445.35767
26,0.208,-1124.27844,-408.82187,1545.83337,-926.83002,-343.2439,1445.61584
27,0.217,-1117.11658,-405.83426,1545.36731,-919.14832,-340.89432,1445.41284
28,0.225,-1109.93909,-404.5936,1545.3009,-911.59216,-339.47668,1445.09241
29,0.233,-1101.60144,-400.65451,1545.24951,-903.57623,-336.3353,1445.72351
30,0.242,-1094.78418,-398.46591,1545.37195,-895.47461,-333.50439,1445.95886
31,0.25,-1086.547,-397.19934,1545.74695,-887.94458,-332.00693,1445.65723
32,0.258,-1079.28638,-393.65598,1545.71021,-879.93341,-331.25253,1446.55676
33,0.267,-1071.44263,-391.49612,1546.32544,-871.86237,-329.56781,1447.53455
34,0.275,-1063.72583,-389.17111,1547.29187,-863.5592,-325.98392,1447.86963
35,0.283,-1055.93091,-387.58881,1547.16089,-855.98651,-324.29974,1448.00281
36,0.292,-1048.71716,-385.20877,1547.71924,-847.94348,-322.52954,1449.00269
37,0.3,-1040.9342,-384.55972,1548.98145,-840.78961,-321.68176,1450.64221
38,0.308,-1033.84619,-381.48132,1549.42029,-832.39203,-319.44559,1451.3324
39,0.317,-1025.42542,-379.80667,1550.27148,-825.50067,-318.68854,1451.34766
40,0.325,-1017.84845,-377.94354,1550.33875,-816.909,-316.70718,1452.71777
