Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,-1177.90454,-482.53802,1402.85315
2,0.008,-1169.56213,-480.88705,1400.6499
3,0.017,-1162.86658,-480.20193,1399.90369
4,0.025,-1154.94385,-479.56534,1399.50952
5,0.033,-1147.63,-480.16742,1398.93372
6,0.042,-1140.43665,-479.25858,1398.97363
7,0.05,-1133.0575,-480.52191,1397.29834
8,0.058,-1124.68628,-477.66776,1395.24365
9,0.067,-1117.95239,-480.10959,1395.73242
10,0.075,-1108.53735,-477.11212,1395.29956
11,0.083,-1104.23108,-476.19119,1396.50476
12,0.092,-1093.99146,-476.06903,1394.9314
13,0.1,-1085.49182,-473.49338,1393.40979
14,0.108,-1078.93506,-472.54791,1392.95825
15,0.117,-1071.55652,-472.07043,1392.14856
16,0.125,-1064.10681,-471.76599,1390.92932
17,0.133,-1053.15259,-468.92807,1388.29456
18,0.142,-1047.68811,-469.72067,1388.073
19,0.15,-1040.66272,-466.92905,1387.47864
20,0.158,-1031.22546,-465.04565,1386.90393
21,0.167,-1026.02881,-464.79425,1388.31848
22,0.175,-1015.85352,-462.63486,1388.07275
23,0.183,-1008.87524,-463.27802,1386.44556
24,0.192,-1002.00415,-459.11169,1386.94934
25,0.2,-993.88745,-456.58533,1386.47437
26,0.208,-985.57544,-454.832,1384.36743
27,0.217,-977.94269,-454.04022,1387.64502
28,0.225,-968.95038,-450.97955,1386.86267
29,0.233,-962.92017,-449.35611,1388.11792
30,0.242,-955.27704,-448.37524,1387.4187
31,0.25,-946.52563,-446.62222,1387.04578
32,0.258,-938.08514,-443.62387,1389.53833
33,0.267,-929.97473,-441.65271,1388.67151
34,0.275,-922.39343,-439.17929,1389.8689
35,0.283,-913.492,-435.96082,1391.42456
36,0.292,-907.19067,-436.50684,1391.91638
37,0.3,-898.49066,-434.76782,1392.85083
38,0.308,-889.36969,-431.75848,1396.96875
39,0.317,-885.40356,-432.24808,1396.97534
40,0.325,-874.62054,-429.74368,1397.17126
41,0.333,-868.95374,-427.61066,1398.56335
42,0.342,-861.86084,-426.40613,1399.26282
43,0.35,-853.24377,-424.86569,1399.42444
44,0.358,-847.94556,-423.15149,1401.15369
45,0.367,-837.68408,-421.61209,1401.78638
