Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,-1071.31274,-591.29138,931.93109
2,0.008,-1063.40881,-594.63666,931.72528
3,0.017,-1054.11206,-590.70728,932.77814
4,0.025,-1045.42969,-590.64343,932.69879
5,0.033,-1037.13623,-590.89514,932.3316
6,0.042,-1027.28174,-586.84796,933.2912
7,0.05,-1019.65912,-589.75201,933.15741
8,0.058,-1010.60663,-586.7547,932.716
9,0.067,-1001.2168,-586.01666,932.12555
10,0.075,-993.28583,-586.56128,931.9856
11,0.083,-983.23492,-582.36182,931.46216
12,0.092,-976.62531,-585.7392,931.55371
13,0.1,-966.02386,-582.47821,930.92896
14,0.108,-957.87457,-584.43781,929.55615
15,0.117,-948.99158,-581.85284,929.99536
16,0.125,-939.92371,-578.68536,929.55457
17,0.133,-930.86871,-581.99237,928.39417
18,0.142,-920.198,-579.43256,927.75476
19,0.15,-913.02313,-582.03918,927.01996
20,0.158,-903.86572,-579.41199,926.76172
21,0.167,-894.47815,-575.9256,927.14777
22,0.175,-887.09875,-577.88654,926.43945
23,0.183,-878.15894,-575.6416,927.41895
24,0.192,-869.73431,-575.20502,926.89209
25,0.2,-861.68005,-575.30109,926.90527
26,0.208,-852.41461,-572.93408,926.29047
27,0.217,-843.28119,-575.46729,927.32843
28,0.225,-834.11639,-573.14026,927.55853
29,0.233,-826.52991,-571.80115,927.84442
30,0.242,-818.85034,-572.0658,928.57281
31,0.25,-809.83948,-571.78638,928.73828
32,0.258,-802.45447,-572.2666,929.45496
33,0.267,-794.90472,-569.53137,929.55731
34,0.275,-787.77661,-570.46741,929.82214
35,0.283,-780.16748,-568.28516,931.47278
36,0.292,-773.39282,-568.16309,932.58777
37,0.3,-766.02423,-566.40808,933.6283
38,0.308,-758.0318,-566.37463,934.18805
39,0.317,-750.84625,-564.57489,935.00311
40,0.325,-743.57092,-565.35364,936.12567
41,0.333,-736.93195,-564.51141,937.50769
42,0.342,-729.35376,-563.59186,938.18341
43,0.35,-721.76605,-563.78387,939.30792
44,0.358,-714.82471,-562.33478,939.94525
45,0.367,-708.68188,-562.81543,940.63275
46,0.375,-701.59418,-561.22919,941.31934
47,0.383,-696.61884,-560.05707,942.30341
48,0.392,-688.74347,-559.32141,942.80347
49,0.4,-682.28503,-559.53656,943.80725
50,0.408,-675.68219,-557.79919,943.98254
51,0.417,-669.9151,-557.46783,944.75031
52,0.425,-662.69196,-556.38293,945.07745
53,0.433,-656.58771,-556.07642,945.90088
54,0.442,-649.87335,-554.32581,945.99457
55,0.45,-643.96436,-553.65973,947.50122
56,0.458,-638.17914,-553.31177,948.17163
57,0.467,-633.09998,-551.85632,947.86566
58,0.475,-625.91663,-552.2359,949.75208
59,0.483,-619.13934,-550.34821,950.24603
60,0.492,-612.80579,-550.63281,950.34894
61,0.5,-608.02661,-550.63458,950.54089
62,0.508,-602.39783,-548.80371,950.19421
63,0.517,-595.83386,-548.0108,950.7912
64,0.525,-589.67151,-548.52527,951.19806
65,0.533,-583.93536,-546.22522,952.07495
66,0.542,-577.53735,-545.53381,951.4986
67,0.55,-571.80554,-546.69977,951.04272
68,0.558,-565.72339,-544.6145,949.60681
69,0.567,-559.48987,-545.76819,949.40265
70,0.575,-552.5116,-543.75433,948.84912
71,0.583,-546.966,-546.29358,948.33521
72,0.592,-540.56415,-544.66388,947.05359
73,0.6,-535.74219,-543.64954,946.08411
74,0.608,-528.26093,-542.53528,944.70374
75,0.617,-522.84479,-543.7663,944.03473
76,0.625,-515.82263,-543.19885,941.86926
77,0.633,-509.14856,-542.35315,940.5014
78,0.642,-503.16904,-541.36432,938.70087
79,0.65,-496.32507,-542.44025,937.65216
80,0.658,-489.47104,-541.01489,934.84216
81,0.667,-483.13724,-541.51959,933.07196
82,0.675,-476.38525,-539.69122,931.19598
83,0.683,-469.94897,-540.96588,929.97711
84,0.692,-463.21432,-541.18121,928.35669
85,0.7,-455.53519,-539.97083,926.58771
86,0.708,-449.88708,-539.89484,924.36847
87,0.717,-442.02884,-538.90796,922.45575
88,0.725,-435.20044,-539.24799,920.74811
89,0.733,-427.29544,-538.89905,919.34302
90,0.742,-420.80429,-538.38983,917.98071
91,0.75,-412.38589,-537.64252,915.48206
92,0.758,-405.42474,-537.2525,913.48541
93,0.767,-398.96698,-539.11847,912.01868
94,0.775,-391.069,-538.69006,910.49829
95,0.783,-383.73035,-538.47626,908.4364
96,0.792,-375.34579,-538.78888,906.61334
97,0.8,-367.53384,-537.37048,904.95203
98,0.808,-360.8891,-539.71625,902.89069
99,0.817,-353.15726,-538.15259,901.09796
100,0.825,-344.63455,-538.37524,899.28882
101,0.833,-336.68683,-537.85352,898.83472
102,0.842,-328.52942,-537.33423,897.22333
103,0.85,-321.41159,-539.57654,895.84058
104,0.858,-312.2536,-538.3172,895.21954
105,0.867,-305.43604,-539.30426,893.76178
106,0.875,-296.73557,-539.68011,892.5863
107,0.883,-288.54715,-540.21088,891.80505
108,0.892,-280.6268,-540.57294,890.48004
109,0.9,-273.21835,-539.88586,890.42847
110,0.908,-265.11032,-541.16168,890.03156
111,0.917,-256.37936,-540.81354,890.52368
112,0.925,-248.26073,-541.46558,890.6825
113,0.933,-241.08554,-543.40533,891.09479
114,0.942,-233.78374,-542.61768,891.76361
115,0.95,-225.57629,-544.71387,892.94275
116,0.958,-217.68365,-543.58582,894.21387
117,0.967,-209.46985,-543.32727,894.85553
118,0.975,-201.3427,-542.49176,896.73743
119,0.983,-192.79112,-543.32666,897.26068
120,0.992,-185.47195,-544.1582,898.99628
121,1,-176.95547,-543.60474,900.31781
122,1.008,-168.56465,-543.41174,900.76245
123,1.017,-161.06682,-543.59125,902.69684
124,1.025,-152.85486,-545.01868,905.09009
125,1.033,-143.67923,-543.09595,906.63544
126,1.042,-135.3965,-544.43726,907.34174
127,1.05,-126.64021,-544.84869,908.74072
128,1.058,-117.65433,-543.93347,909.80865
129,1.067,-109.07629,-542.91748,911.35742
130,1.075,-100.26392,-544.6615,911.79645
131,1.083,-92.47169,-543.97186,912.60962
132,1.092,-83.51855,-544.9281,914.05597
133,1.1,-74.83092,-545.46124,915.16797
134,1.108,-66.82816,-545.05389,915.67218
135,1.117,-56.59832,-544.89703,917.15894
136,1.125,-48.12052,-543.72943,918.12555
137,1.133,-40.63355,-545.67676,918.89063
138,1.142,-30.67992,-545.68927,919.11322
139,1.15,-22.06385,-544.71533,920.27386
140,1.158,-12.69334,-544.77686,921.59222
141,1.167,-3.58512,-545.88068,923.03021
142,1.175,4.81126,-544.37842,923.125
143,1.183,13.71635,-545.44281,923.59821
144,1.192,21.84932,-543.96906,924.63885
145,1.2,31.74195,-543.88861,926.13489
146,1.208,40.07045,-542.11798,925.80475
147,1.217,48.95264,-541.24066,926.26672
148,1.225,58.30585,-541.35474,927.03815
149,1.233,67.56423,-541.07288,927.16571
150,1.242,75.37931,-540.52533,927.87256
151,1.25,84.85113,-539.67609,928.75366
152,1.258,94.15968,-539.30853,929.06714
153,1.267,101.88979,-538.48242,929.59564
154,1.275,111.236,-538.56262,929.27777
155,1.283,121.0972,-538.513,930.01569
156,1.292,129.62337,-536.81799,931.21704
157,1.3,137.74765,-536.29132,931.09546
158,1.308,146.83002,-535.31055,931.44989
159,1.317,156.63152,-534.87976,930.79285
160,1.325,164.43082,-533.53729,930.56671
161,1.333,172.83044,-533.63208,930.1875
162,1.342,182.868,-531.35126,932.23907
163,1.35,191.41931,-531.40125,932.14093
164,1.358,200.17145,-529.35651,931.76996
165,1.367,208.85753,-530.30829,932.17566
166,1.375,217.76718,-529.73181,931.83289
167,1.383,225.50139,-528.23419,931.59387
168,1.392,233.48985,-528.95825,931.43237
169,1.4,243.81781,-526.43579,931.65332
170,1.408,251.08885,-527.21545,931.85938
171,1.417,260.59784,-524.6145,932.57965
172,1.425,267.53244,-525.96954,932.42731
