Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,-1162.62451,-607.57178,1041.48511
2,0.008,-1154.44519,-607.18256,1041.89722
3,0.017,-1146.55505,-605.87665,1041.88257
4,0.025,-1137.14648,-605.69153,1040.99146
5,0.033,-1129.0365,-606.41498,1040.87415
6,0.042,-1120.276,-605.53497,1040.63977
7,0.05,-1111.69177,-604.7533,1041.07483
8,0.058,-1103.07007,-604.67987,1039.74707
9,0.067,-1094.36243,-603.10956,1039.58472
10,0.075,-1086.39941,-603.88397,1037.828
11,0.083,-1077.99414,-602.97717,1038.09094
12,0.092,-1068.94446,-601.8891,1037.91455
13,0.1,-1060.7373,-600.6463,1036.96887
14,0.108,-1051.53845,-600.26617,1036.14502
15,0.117,-1042.54309,-599.66724,1034.8606
16,0.125,-1034.77771,-598.80206,1034.71509
17,0.133,-1025.93079,-598.56287,1033.41504
18,0.142,-1017.16919,-596.99719,1033.43042
19,0.15,-1007.93909,-596.24854,1032.37427
20,0.158,-998.35107,-595.18518,1032.1488
21,0.167,-989.64948,-594.46619,1031.23267
22,0.175,-980.29156,-592.72949,1030.57825
23,0.183,-971.51758,-591.34216,1030.87268
24,0.192,-963.5592,-592.01868,1031.0918
25,0.2,-954.48822,-589.95776,1031.53784
26,0.208,-946.35901,-589.17035,1031.36694
27,0.217,-938.00659,-587.88055,1032.11304
28,0.225,-929.09741,-586.25031,1032.35156
29,0.233,-921.68298,-585.33209,1032.55798
30,0.242,-913.11609,-583.58911,1033.20288
31,0.25,-906.2309,-584.33014,1033.2146
32,0.258,-897.75653,-582.11719,1034.17371
33,0.267,-889.47699,-579.50061,1034.72205
34,0.275,-881.94623,-579.67548,1035.53931
35,0.283,-874.60901,-577.646,1037.34839
36,0.292,-867.80646,-577.80792,1037.86267
37,0.3,-859.0202,-576.03461,1038.85352
38,0.308,-851.85809,-574.57941,1040.90723
39,0.317,-844.66919,-574.81561,1041.07446
40,0.325,-836.94,-573.12219,1042.3407
41,0.333,-829.98431,-571.59973,1043.91663
42,0.342,-822.51941,-570.52802,1045.14063
43,0.35,-816.62231,-571.47571,1045.62073
44,0.358,-808.77533,-568.7901,1046.53455
45,0.367,-802.79333,-567.68011,1047.49841
46,0.375,-794.69714,-566.65131,1049.00916
47,0.383,-788.25916,-568.12598,1049.55457
48,0.392,-781.47192,-566.37878,1050.50623
49,0.4,-773.76917,-566.06689,1051.3468
50,0.408,-767.57715,-564.70404,1051.94885
51,0.417,-761.55847,-564.63184,1053.16772
52,0.425,-754.11438,-563.80627,1054.15552
53,0.433,-748.89368,-562.66388,1055.13562
54,0.442,-742.19055,-560.08911,1056.15149
55,0.45,-735.84302,-560.84338,1056.4259
56,0.458,-728.4715,-560.11945,1057.29553
57,0.467,-722.84326,-558.88098,1058.45044
58,0.475,-716.61066,-557.64398,1060.07251
59,0.483,-710.3819,-557.36145,1059.86487
60,0.492,-704.65509,-556.61365,1060.35071
61,0.5,-697.92493,-556.30237,1061.21631
62,0.508,-691.77765,-554.3313,1061.40613
63,0.517,-686.5036,-553.77148,1061.73584
64,0.525,-679.09912,-554.10565,1062.65845
65,0.533,-672.88422,-553.12921,1062.64905
66,0.542,-666.81403,-551.6861,1062.7948
67,0.55,-661.63116,-552.15839,1062.48694
68,0.558,-654.57153,-550.65063,1062.27185
69,0.567,-648.05499,-550.63702,1061.48596
70,0.575,-641.664,-549.45062,1060.60352
71,0.583,-636.31641,-549.40546,1059.79871
72,0.592,-628.37665,-548.48071,1059.41748
73,0.6,-621.78064,-549.16248,1058.8114
74,0.608,-614.68622,-547.73499,1058.37354
75,0.617,-608.33148,-546.8689,1056.22083
76,0.625,-601.56714,-546.2146,1055.90869
77,0.633,-594.84351,-545.89764,1054.38379
78,0.642,-587.90778,-545.28778,1052.36707
79,0.65,-581.97937,-545.82977,1050.95166
80,0.658,-574.7829,-543.61621,1049.60095
81,0.667,-567.94879,-542.84485,1047.15942
82,0.675,-560.54462,-542.96606,1046.43408
83,0.683,-553.73419,-541.05505,1044.86975
84,0.692,-545.30481,-541.01599,1043.63159
85,0.7,-539.52057,-540.49957,1042.78918
86,0.708,-532.32428,-540.62762,1041.07214
87,0.717,-525.0448,-540.47675,1038.99609
88,0.725,-517.28223,-540.64581,1038.48682
89,0.733,-509.90103,-537.7514,1036.37549
90,0.742,-503.20795,-539.54889,1035.62488
91,0.75,-496.09262,-538.54773,1032.59692
92,0.758,-487.12851,-538.65643,1031.11157
93,0.767,-480.6947,-538.57581,1029.42749
94,0.775,-471.92868,-538.01544,1027.60583
95,0.783,-464.73856,-538.78766,1026.10083
96,0.792,-457.43103,-537.04553,1024.94421
97,0.8,-448.46576,-537.74231,1022.55194
98,0.808,-441.1763,-536.97852,1021.12396
99,0.817,-432.33527,-538.30322,1019.13794
100,0.825,-424.94199,-536.54791,1017.6048
101,0.833,-417.59241,-537.67529,1016.55444
102,0.842,-408.52628,-537.32098,1015.24414
103,0.85,-400.50351,-537.37286,1014.18829
104,0.858,-392.94238,-536.96558,1013.02264
105,0.867,-384.66916,-537.65112,1011.67407
106,0.875,-378.20477,-539.43604,1011.04608
107,0.883,-368.17798,-538.31494,1010.6853
108,0.892,-360.26187,-539.20862,1010.34778
109,0.9,-351.83078,-539.60004,1010.03583
110,0.908,-344.35257,-538.96161,1009.72089
111,0.917,-334.98657,-540.83746,1011.78644
112,0.925,-327.1651,-539.73334,1012.80945
113,0.933,-320.03592,-539.56256,1011.76752
114,0.942,-310.70126,-538.75745,1011.81311
115,0.95,-303.57184,-539.14734,1013.57489
116,0.958,-293.81931,-540.07117,1015.60779
117,0.967,-286.00339,-541.21021,1016.6319
118,0.975,-279.53558,-540.24408,1017.38837
119,0.983,-270.60242,-542.065,1019.19513
120,0.992,-262.87546,-542.16626,1020.64545
121,1,-255.08818,-542.54956,1022.22314
122,1.008,-246.5209,-543.01135,1022.21979
123,1.017,-237.8629,-543.81219,1024.01599
124,1.025,-230.23172,-544.21185,1025.87329
125,1.033,-221.8765,-544.50385,1026.90088
126,1.042,-212.8096,-546.26892,1027.80762
127,1.05,-205.05598,-546.48016,1029.83679
128,1.058,-197.38486,-546.2179,1029.94678
129,1.067,-189.41762,-546.82416,1030.28479
130,1.075,-179.45132,-547.68341,1031.63184
131,1.083,-170.54546,-549.1496,1033.64819
132,1.092,-162.72054,-548.92273,1034.02673
133,1.1,-154.71474,-548.37067,1034.64001
134,1.108,-145.7702,-549.01837,1035.70972
135,1.117,-137.14978,-549.24597,1035.71411
136,1.125,-129.40613,-548.51849,1036.40381
137,1.133,-121.21537,-549.72552,1037.61353
138,1.142,-112.828,-550.20764,1038.21875
139,1.15,-103.88569,-550.05231,1039.95313
140,1.158,-95.78391,-550.62732,1039.62842
141,1.167,-86.88155,-549.48242,1039.60388
142,1.175,-77.66468,-549.09772,1040.98621
143,1.183,-69.82588,-549.21417,1040.93848
144,1.192,-61.79702,-548.8031,1041.1908
145,1.2,-52.97815,-549.50781,1040.5321
146,1.208,-44.17149,-549.05957,1041.198
