Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
56,0.458,-782.0802,-239.92349,1412.69324,-800.38989,-510.1041,1423.26831,-857.63678,-160.34618,1443.72644
57,0.467,-775.10211,-238.63976,1412.72729,-792.42438,-508.6492,1424.46167,-850.94263,-159.93912,1444.37842
58,0.475,-768.21844,-237.96007,1413.89575,-784.25708,-507.01135,1423.79993,-843.51953,-158.3257,1446.17578
59,0.483,-762.18335,-237.63905,1415.75305,-777.70355,-505.94064,1423.82947,-838.09485,-157.90152,1447.20276
60,0.492,-755.82898,-236.08524,1415.62988,-771.59424,-505.48965,1425.10632,-830.80914,-157.56403,1447.75378
61,0.5,-748.60345,-236.01514,1416.78699,-764.44006,-504.89178,1426.63879,-825.07208,-156.57523,1448.3894
62,0.508,-742.26947,-235.53569,1416.81482,-756.94952,-502.23322,1425.91321,-816.80096,-155.36967,1449.98218
63,0.517,-734.40851,-234.216,1418.07104,-751.77881,-503.54666,1427.30811,-810.07416,-154.61818,1450.28613
64,0.525,-726.33203,-232.8309,1418.56458,-745.77893,-503.46887,1428.85095,-802.44977,-154.40446,1449.99866
65,0.533,-719.52466,-231.88362,1418.02576,-737.68372,-502.96127,1428.91919,-796.48383,-153.31978,1450.17395
66,0.542,-712.45825,-231.64629,1417.76953,-729.39752,-499.83771,1426.79541,-789.37964,-153.03528,1451.54797
67,0.55,-707.18713,-231.51974,1417.62622,-725.05707,-500.70526,1428.09692,-781.74579,-151.99889,1451.2511
68,0.558,-701.10168,-231.54112,1417.49255,-717.44781,-500.09464,1427.88,-774.94153,-150.44048,1450.72668
69,0.567,-694.31396,-230.07368,1417.32837,-712.03601,-500.37613,1428.56091,-766.74493,-150.42809,1450.64624
70,0.575,-687.72559,-230.45439,1416.74097,-702.40515,-498.73889,1426.12988,-759.04486,-149.81676,1450.42883
71,0.583,-679.72949,-228.57222,1417.71338,-696.92053,-497.94733,1428.55762,-752.77734,-149.58363,1450.15479
72,0.592,-672.54065,-228.35594,1416.88696,-688.81207,-497.00848,1427.12708,-745.2431,-148.88986,1450.79932
73,0.6,-665.60413,-227.99077,1416.47107,-683.32458,-497.45865,1427.19849,-738.51953,-148.05124,1450.07275
74,0.608,-658.97888,-227.99072,1415.4563,-674.71625,-495.94238,1425.4574,-731.02142,-148.53024,1449.04724
75,0.617,-650.33411,-225.60414,1416.44226,-669.10797,-496.40265,1424.44714,-724.26807,-147.54211,1448.00635
76,0.625,-643.66022,-225.61702,1415.68884,-660.89618,-494.46237,1423.18677,-717.15363,-146.68962,1447.84045
77,0.633,-637.30725,-224.58083,1414.35791,-653.17487,-494.48865,1423.99048,-710.03564,-146.19402,1447.04407
78,0.642,-630.3819,-224.29527,1413.71777,-646.15808,-494.81485,1423.58264,-702.71045,-146.8974,1446.71606
79,0.65,-623.02472,-223.61403,1412.91528,-638.30981,-494.6236,1421.87671,-694.26678,-146.27328,1445.9032
80,0.658,-614.88013,-223.63672,1412.75623,-632.01428,-493.81,1421.7312,-687.72693,-145.60756,1445.78064
81,0.667,-606.4743,-224.37436,1410.93262,-623.125,-492.67389,1420.66443,-679.2558,-144.89407,1445.87708
82,0.675,-599.27435,-223.19347,1410.13477,-616.49152,-493.40585,1419.84143,-671.59369,-145.00577,1445.20984
83,0.683,-591.81781,-223.72766,1409.76599,-608.95837,-491.68649,1418.24951,-665.12354,-144.26369,1444.14038
84,0.692,-584.90625,-221.95303,1408.62012,-601.55994,-493.07498,1417.39771,-657.82709,-143.78194,1443.24158
85,0.7,-577.48291,-223.01346,1407.40222,-594.43439,-492.15842,1415.70361,-649.83124,-144.61896,1442.99707
86,0.708,-570.86426,-221.83771,1406.02881,-584.96014,-493.60553,1414.68494,-641.31958,-144.02173,1440.75415
87,0.717,-563.97052,-221.56851,1405.54956,-578.29413,-491.90399,1413.77625,-635.12396,-143.99994,1440.61841
88,0.725,-553.37079,-223.15723,1404.19055,-570.89526,-493.40213,1412.14197,-626.72882,-143.95006,1438.44055
89,0.733,-546.49518,-222.64381,1403.11536,-563.19049,-491.38931,1410.5592,-619.12616,-143.94232,1437.72913
90,0.742,-539.77808,-222.48476,1402.19519,-555.76459,-492.57715,1409.68762,-611.65668,-143.68166,1436.72461
91,0.75,-532.56409,-223.21866,1401.06482,-547.9928,-491.88483,1407.4436,-602.27106,-143.55305,1435.34717
92,0.758,-524.93805,-222.70883,1399.23755,-539.95947,-492.61072,1405.63184,-595.45526,-144.13315,1434.46667
93,0.767,-516.06677,-222.60149,1398.19275,-533.11346,-492.74658,1404.96008,-587.53845,-143.96033,1433.45789
94,0.775,-508.05536,-222.58405,1396.72107,-525.07172,-491.91406,1403.62207,-579.7276,-144.79855,1431.70154
95,0.783,-500.42993,-223.60016,1395.79419,-517.75775,-492.75107,1402.02527,-572.13885,-143.92488,1430.85315
96,0.792,-492.86993,-223.18066,1394.90771,-509.13489,-493.31241,1399.84363,-563.57764,-145.33052,1429.79126
97,0.8,-483.00925,-223.45555,1393.1825,-501.70496,-493.6741,1398.69287,-554.86523,-144.95721,1429.02234
98,0.808,-474.70026,-224.99146,1392.01941,-493.38452,-492.82532,1397.13745,-546.56793,-144.6398,1428.78503
99,0.817,-467.67731,-223.68047,1391.55774,-485.82205,-494.71381,1395.90601,-537.38324,-146.12202,1427.05493
100,0.825,-457.15521,-225.07034,1390.65796,-477.30475,-494.46436,1394.25256,-529.50189,-145.29085,1426.60413
101,0.833,-449.19034,-224.7106,1389.70557,-469.9812,-495.74182,1393.13135,-520.09686,-146.24489,1426.13831
102,0.842,-440.16046,-226.16702,1389.41711,-461.7735,-495.23782,1392.63208,-511.43088,-146.17404,1425.63428
103,0.85,-431.75183,-226.23889,1389.27661,-454.11319,-497.17703,1392.17188,-502.5929,-147.1207,1424.83728
104,0.858,-423.42712,-227.15237,1389.05518,-445.70023,-497.19223,1391.6134,-494.22372,-147.48875,1423.84509
105,0.867,-412.58948,-228.34283,1388.29126,-437.32809,-498.95706,1390.88977,-484.12173,-148.21585,1424.84729
106,0.875,-403.62485,-228.59099,1389.13306,-429.84671,-498.15588,1390.33496,-475.37848,-148.54321,1425.43311
107,0.883,-394.32199,-229.36104,1390.23474,-420.43607,-500.3208,1388.99573,-465.56281,-149.4229,1424.66772
108,0.892,-384.71576,-229.67767,1390.6283,-411.8168,-501.10431,1390.4458,-457.21265,-150.01602,1425.76306
109,0.9,-375.78079,-230.93492,1391.53186,-403.672,-502.66901,1390.41504,-446.63095,-150.88152,1427.12732
110,0.908,-364.29794,-231.64728,1392.27124,-394.86285,-502.15585,1390.52734,-436.4902,-152.11488,1427.68726
111,0.917,-357.15277,-233.84462,1393.79626,-386.20688,-504.17157,1391.98633,-427.47638,-151.99409,1429.41101
112,0.925,-346.51352,-234.39926,1395.06982,-377.55908,-504.49533,1392.34814,-417.3949,-152.94337,1430.6665
113,0.933,-338.73669,-235.70476,1395.92932,-369.7637,-506.53537,1393.71057,-407.30142,-154.83717,1432.43677
114,0.942,-327.97546,-236.23668,1396.29858,-360.41046,-505.26187,1394.74585,-398.20056,-155.26648,1433.58032
115,0.95,-319.23404,-236.98593,1399.27783,-352.07248,-507.63171,1395.54492,-388.45139,-155.60179,1435.96948
116,0.958,-309.92679,-239.13086,1400.3468,-342.35834,-508.68088,1396.9314,-380.10385,-157.01265,1437.6521
117,0.967,-300.6225,-240.5688,1401.65918,-333.0788,-508.41708,1397.64282,-370.51321,-157.59804,1439.32813
118,0.975,-292.21719,-241.33913,1403.92749,-324.75336,-510.44611,1398.94202,-361.42252,-159.49568,1440.59802
119,0.983,-282.1687,-241.77254,1404.54846,-316.08319,-510.0061,1400.13672,-351.97873,-161.25978,1442.39941
120,0.992,-274.66806,-242.85397,1407.00916,-307.52438,-511.73825,1401.14795,-344.27173,-160.96164,1444.19934
121,1,-265.89395,-244.48206,1408.2854,-298.24557,-511.94235,1403.07629,-335.40994,-163.15758,1445.71729
122,1.008,-257.04538,-245.58743,1409.91003,-290.02274,-513.96558,1403.14392,-327.811,-162.69916,1447.49622
123,1.017,-250.51907,-245.80865,1410.17456,-281.06937,-513.271,1404.62708,-319.21143,-164.52763,1449.02283
124,1.025,-240.49554,-246.51071,1410.93079,-272.60257,-513.56598,1404.78003,-310.70294,-164.01668,1450.79602
125,1.033,-232.40448,-246.78249,1413.59436,-264.42474,-514.09564,1405.67151,-303.96616,-165.52483,1451.79309
126,1.042,-224.93471,-247.76028,1414.26318,-255.22711,-514.80634,1407.12939,-295.24216,-166.20317,1453.63257
127,1.05,-216.08727,-247.52518,1414.8551,-247.19795,-515.71399,1406.89661,-289.00357,-167.12698,1454.84753
128,1.058,-208.92711,-248.2744,1415.34302,-238.6692,-515.16638,1407.66272,-280.95779,-166.65781,1456.09155
129,1.067,-201.38737,-246.92171,1416.09521,-230.8349,-515.65546,1409.01526,-272.26587,-167.98956,1457.62988
130,1.075,-194.47141,-246.04182,1417.63892,-221.86998,-516.24786,1409.65222,-265.11584,-168.11755,1458.57178
131,1.083,-186.27203,-247.01874,1418.30762,-213.84853,-515.18292,1410.03857,-257.66873,-167.90111,1459.06982
132,1.092,-179.37975,-246.54781,1418.81165,-205.5508,-515.74548,1410.06934,-250.47427,-169.33702,1459.79761
133,1.1,-172.45958,-248.63179,1419.48083,-197.49081,-515.64954,1411.05652,-243.36357,-168.20219,1460.38037
134,1.108,-164.60945,-247.45036,1421.08044,-188.87265,-515.31537,1411.98206,-235.82938,-168.61041,1460.9054
135,1.117,-156.61006,-246.80867,1421.23364,-181.54216,-514.89563,1412.78369,-229.71057,-168.9341,1461.77942
136,1.125,-150.51883,-247.8671,1421.67224,-174.42514,-515.95612,1412.63708,-220.38927,-169.87679,1462.68896
137,1.133,-143.3638,-247.60988,1422.43188,-166.47612,-516.01221,1413.67981,-214.79767,-169.38158,1463.25488
138,1.142,-136.64079,-247.18994,1421.76526,-158.83144,-516.16327,1414.52136,-208.13602,-168.29254,1463.61304
139,1.15,-128.75775,-248.31461,1422.65442,-151.75972,-515.32843,1414.28333,-201.0477,-169.38733,1464.3092
140,1.158,-122.58801,-247.02614,1423.44177,-143.63139,-516.09064,1414.87695,-194.8959,-169.3084,1464.06104
141,1.167,-114.33944,-247.46695,1424.17664,-135.93745,-516.3869,1414.67346,-187.23283,-169.25598,1463.4834
142,1.175,-108.33154,-246.44957,1424.93408,-128.13205,-514.66022,1415.0033,-180.79472,-169.86937,1463.97876
143,1.183,-100.85917,-247.0742,1425.08862,-119.783,-515.60199,1415.30994,-172.95493,-168.88,1465.2843
144,1.192,-95.21159,-246.07127,1424.99377,-112.83746,-515.16736,1415.17944,-166.55307,-169.21759,1465.521
145,1.2,-86.58507,-246.25484,1425.02856,-104.98378,-514.7326,1414.62256,-160.57108,-169.95764,1464.52783
146,1.208,-78.32124,-245.93643,1424.84863,-97.84708,-514.95245,1414.16931,-154.38039,-169.30196,1464.33777
147,1.217,-72.41498,-246.04999,1424.50024,-90.31894,-514.1535,1413.46533,-146.84753,-169.51312,1464.30933
148,1.225,-66.31212,-245.43907,1424.08228,-82.95287,-514.57617,1414.06775,-139.7673,-168.61728,1464.78418
149,1.233,-59.3845,-245.42508,1423.78088,-75.17371,-514.11035,1413.59497,-132.92706,-169.01857,1463.45532
150,1.242,-50.82887,-244.24127,1422.39099,-67.80321,-512.44708,1413.58289,-126.76859,-169.55396,1463.2583
151,1.25,-43.13683,-245.1559,1423.58862,-59.67085,-512.44482,1412.71326,-119.59088,-168.75583,1462.724
152,1.258,-36.49611,-243.24707,1422.88074,-53.12906,-513.534,1412.31567,-112.87215,-167.33363,1461.66211
153,1.267,-29.86256,-242.88937,1422.55945,-44.98475,-512.22607,1411.61865,-105.52832,-167.3334,1461.36084
154,1.275,-22.62053,-243.28078,1421.79492,-37.15847,-512.08722,1412.17285,-98.83001,-166.50996,1460.33838
155,1.283,-13.82502,-242.84084,1420.80652,-29.54234,-511.09427,1411.60083,-91.12776,-166.0654,1459.26221
156,1.292,-6.98669,-242.60655,1420.41333,-22.23642,-511.17178,1411.18921,-84.26947,-166.2256,1458.59937
157,1.3,-0.21656,-240.99336,1420.32971,-14.6336,-509.76517,1410.64209,-77.15114,-165.81635,1457.9187
158,1.308,8.05553,-239.86601,1419.6991,-6.99195,-508.42645,1409.4574,-68.93315,-164.21429,1456.70923
159,1.317,16.33193,-239.31862,1419.07739,1.35667,-507.95612,1409.02075,-62.20973,-163.79109,1456.60083
160,1.325,23.07667,-238.16862,1418.42346,7.13753,-508.28638,1408.02271,-54.48386,-162.39807,1455.40845
161,1.333,30.76995,-236.9104,1417.09387,14.87591,-506.63397,1406.86646,-46.80843,-161.3322,1453.85278
162,1.342,39.16056,-237.08588,1416.4502,22.27892,-505.11264,1406.92407,-39.87654,-160.8513,1453.24487
163,1.35,46.87553,-235.54263,1415.27905,29.45424,-504.57373,1406.60242,-31.60396,-159.44662,1451.4845
164,1.358,53.75194,-234.174,1414.90247,37.09141,-503.99527,1405.63843,-24.11397,-158.21677,1450.72217
165,1.367,61.91161,-233.57758,1414.05029,43.98608,-503.01605,1405.95361,-17.04366,-156.28598,1449.23718
166,1.375,69.73844,-230.82724,1413.91907,51.73269,-500.90033,1405.01624,-8.4648,-155.62085,1448.57983
167,1.383,78.45753,-228.91156,1412.34741,59.62462,-499.39307,1405.06018,-1.81092,-153.38382,1448.22998
168,1.392,85.22693,-229.61787,1412.24475,67.38223,-497.26752,1403.33716,6.45559,-152.27234,1446.61389
169,1.4,93.38132,-227.88441,1410.17834,74.83463,-495.62885,1403.40967,15.42198,-149.76476,1446.23364
170,1.408,101.28236,-225.76706,1410.55774,82.76399,-493.92984,1404.24744,21.90537,-149.2014,1445.92371
171,1.417,108.42574,-224.28206,1410.60083,90.08722,-492.66785,1404.54028,29.44929,-146.30196,1444.83484
172,1.425,117.29327,-222.59703,1409.81213,97.90749,-491.91418,1404.06311,39.07129,-144.72685,1443.40784
173,1.433,125.26692,-221.09686,1410.33386,104.93387,-490.84711,1404.28955,46.69342,-142.40958,1442.85315
174,1.442,133.34335,-218.02324,1410.00769,113.33622,-489.63672,1405.80054,54.46355,-139.90953,1442.48792
175,1.45,141.22752,-216.2747,1410.55737,120.91484,-487.26691,1405.64392,63.07358,-138.61183,1442.71851
176,1.458,150.41589,-216.20033,1410.97021,128.62111,-486.25803,1406.99292,70.98782,-138.22693,1442.25635
177,1.467,156.78845,-213.99489,1410.01453,137.39835,-484.16608,1407.90295,78.86388,-135.26216,1442.01611
178,1.475,166.1494,-211.74142,1410.68848,145.34877,-483.57526,1409.12146,86.78257,-133.48367,1441.9812
179,1.483,174.07735,-212.17323,1410.54919,153.26741,-481.81763,1410.39429,94.42091,-132.57616,1442.81799
180,1.492,180.72812,-210.74367,1411.46082,161.51895,-479.2793,1411.32397,103.80788,-131.75072,1442.35193
181,1.5,189.31145,-207.66473,1412.13171,170.24966,-477.82083,1412.32898,111.0684,-129.60155,1442.78052
182,1.508,197.27945,-207.58791,1413.34534,177.28139,-477.1965,1413.28174,118.44461,-129.41315,1443.71008
183,1.517,204.86656,-205.59621,1413.46362,185.5636,-476.47107,1414.98608,126.70175,-127.30376,1443.4679
184,1.525,214.1615,-204.3539,1414.14148,193.00015,-473.60727,1415.39331,135.19496,-126.26694,1444.55933
185,1.533,221.31468,-203.43303,1414.47131,201.62128,-473.31842,1416.36633,143.67395,-125.65343,1445.32458
186,1.542,229.06525,-201.96791,1415.19421,208.81203,-471.86633,1417.29382,150.55478,-123.5028,1445.77795
187,1.55,237.51825,-200.57997,1416.66223,216.59038,-470.71915,1418.75415,159.2388,-122.68505,1446.302
188,1.558,244.57579,-200.84125,1416.6853,224.70197,-469.60019,1419.38062,167.44525,-121.86273,1447.24609
189,1.567,253.33638,-198.09584,1417.25879,231.47104,-468.13831,1419.95679,175.92999,-120.70525,1447.6947
190,1.575,261.36636,-198.03497,1417.69702,238.62038,-467.31378,1421.42957,183.27698,-120.08702,1448.44629
191,1.583,269.59448,-197.1897,1418.67627,246.3978,-467.09753,1422.44543,192.18907,-118.29597,1449.63342
192,1.592,276.76755,-197.06868,1419.00879,253.90575,-466.81549,1422.76819,200.48784,-117.95439,1450.56213
193,1.6,285.67892,-196.1714,1421.1814,262.13562,-466.19116,1424.1145,208.33044,-117.10114,1451.57104
194,1.608,292.83896,-195.56708,1421.31653,269.23932,-464.18536,1424.59241,217.3774,-115.70782,1452.30994
195,1.617,300.80704,-196.56017,1422.3916,276.18329,-464.49881,1425.17383,225.77609,-114.76229,1453.22229
196,1.625,308.7435,-194.62575,1422.28809,283.09241,-464.29004,1426.94312,233.54425,-114.64291,1453.67798
197,1.633,315.81494,-194.62488,1423.77869,290.63568,-463.87408,1427.81665,240.38379,-114.27926,1455.00452
198,1.642,324.04556,-193.69609,1424.31433,298.52646,-462.98932,1429.02551,248.65427,-114.56089,1455.31714
199,1.65,331.19803,-193.93201,1425.94519,305.37378,-462.08633,1429.39771,256.6145,-112.93288,1456.0802
200,1.658,337.93033,-194.36647,1426.65076,311.99396,-462.9617,1431.43005,265.05746,-112.2394,1457.23022
201,1.667,346.45831,-193.68373,1426.44104,319.16809,-462.81427,1432.75232,272.65167,-112.973,1458.79883
202,1.675,354.70184,-192.88693,1427.11633,326.83359,-460.71155,1432.62268,281.20801,-111.5006,1459.09949
203,1.683,360.98688,-193.73196,1427.77576,333.15414,-460.42645,1433.43823,287.49863,-111.38026,1459.94519
204,1.692,368.21753,-192.30219,1427.89111,339.52081,-460.59323,1434.23389,295.20703,-110.97998,1460.18225
205,1.7,376.27753,-193.26437,1428.677,346.87347,-460.44907,1435.43982,302.82245,-110.77529,1461.4137
206,1.708,382.40546,-192.57706,1429.60229,354.14456,-460.62814,1435.30981,310.30167,-111.63483,1461.81494
207,1.717,391.14175,-192.3045,1429.16296,360.66681,-460.13919,1434.68262,318.67834,-110.52386,1461.91467
208,1.725,398.9873,-191.46982,1429.65515,368.02789,-460.86636,1436.02795,325.06708,-110.00832,1462.3988
209,1.733,405.01254,-192.10783,1429.875,374.33316,-460.44,1436.8894,333.08405,-109.86966,1463.13611
210,1.742,412.74664,-192.19479,1429.73669,380.74503,-461.00763,1436.35242,341.00311,-110.16593,1463.15918
211,1.75,420.93478,-192.23451,1429.77112,387.8233,-460.90405,1436.12415,349.53003,-110.08015,1463.49414
212,1.758,427.05716,-192.13264,1429.93372,395.47772,-460.22348,1436.45435,356.95715,-109.67983,1463.00562
213,1.767,435.40567,-193.41061,1429.88342,401.34222,-461.1499,1435.70972,363.79309,-109.52597,1463.29492
214,1.775,443.30182,-191.4079,1430.41125,407.82727,-460.33484,1435.09546,372.13156,-109.96174,1463.90637
215,1.783,448.39963,-193.76747,1429.70361,415.23663,-459.7999,1435.85266,380.94055,-110.32619,1464.27148
216,1.792,457.6142,-192.88535,1429.11487,422.4985,-461.00208,1435.04736,386.67871,-109.52631,1463.28589
217,1.8,465.18958,-192.44289,1429.92529,428.91321,-461.50717,1434.80371,394.71011,-110.50491,1463.26416
218,1.808,471.13315,-194.12987,1429.45154,436.46692,-459.86319,1434.06335,403.37823,-110.60055,1463.37109
219,1.817,478.97784,-194.35457,1427.67981,442.77582,-460.50708,1433.37219,411.25137,-110.41413,1462.92505
220,1.825,487.17838,-194.03006,1427.56689,450.52563,-460.6163,1432.81116,418.19666,-110.63634,1462.17188
221,1.833,494.92654,-194.22868,1427.02942,456.92731,-462.10254,1432.82288,426.29733,-110.50756,1461.41675
222,1.842,502.8396,-195.15343,1426.5188,464.2019,-461.88336,1431.64709,434.11221,-110.91277,1461.03271
223,1.85,510.5639,-195.8114,1425.72058,471.63168,-461.54022,1430.39648,441.11523,-112.07355,1461.20886
224,1.858,517.75739,-195.83037,1425.40076,478.60706,-461.94925,1429.25549,449.74283,-112.66474,1460.66162
225,1.867,525.44733,-195.89503,1423.9209,487.13068,-462.86984,1428.6991,457.57236,-112.65037,1459.95398
226,1.875,532.7832,-196.57106,1423.95581,493.83945,-462.49835,1427.96216,465.08826,-113.57171,1458.88477
227,1.883,540.45941,-197.39299,1422.37524,500.77844,-464.00476,1427.26025,472.75803,-113.65086,1457.59875
228,1.892,549.20929,-197.70464,1421.96753,509.57797,-464.40854,1425.35535,481.44238,-114.59467,1457.38477
229,1.9,556.31049,-198.67758,1420.88171,516.10553,-465.37207,1424.82629,488.99121,-116.10518,1456.51367
230,1.908,564.83661,-199.62886,1419.66284,523.43414,-465.82318,1423.15137,497.72211,-116.51852,1454.90479
231,1.917,571.92767,-200.58882,1419.09302,531.98047,-467.1568,1421.76355,505.66202,-116.32364,1454.10156
232,1.925,580.03864,-201.44365,1416.45105,538.44861,-467.58817,1420.63892,514.14203,-117.90954,1452.68274
