Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
76,0.625,-685.08313,-608.92273,1110.08508
77,0.633,-678.62933,-608.01434,1108.34631
78,0.642,-671.9967,-607.99835,1107.33667
79,0.65,-664.72577,-607.17261,1106.87939
80,0.658,-657.3941,-605.74536,1106.03882
81,0.667,-649.80194,-606.1665,1105.30432
82,0.675,-642.79871,-605.08929,1103.83887
83,0.683,-635.09814,-602.98029,1102.54858
84,0.692,-628.38422,-603.52881,1100.89441
85,0.7,-620.55048,-603.07263,1099.61145
86,0.708,-614.3194,-603.26581,1099.21118
87,0.717,-606.23279,-602.86853,1096.78101
88,0.725,-598.85547,-602.5741,1095.88354
89,0.733,-591.26892,-601.95898,1094.70593
90,0.742,-583.31982,-601.46985,1093.297
91,0.75,-576.74115,-601.56934,1091.19153
92,0.758,-568.55353,-600.77936,1089.36951
93,0.767,-561.20343,-600.77875,1087.73181
94,0.775,-553.45496,-600.71564,1086.25085
95,0.783,-545.2041,-599.71637,1084.54138
96,0.792,-538.43695,-600.18243,1083.36621
97,0.8,-529.63971,-598.82306,1080.39246
98,0.808,-522.49835,-599.88159,1079.3855
99,0.817,-514.04327,-598.64648,1077.54358
100,0.825,-507.04468,-598.56238,1076.09045
101,0.833,-498.96594,-598.12054,1074.93311
102,0.842,-491.03391,-598.41248,1072.8042
103,0.85,-483.86267,-597.88721,1072.59546
104,0.858,-475.41583,-597.84644,1071.20471
105,0.867,-467.36594,-596.44489,1070.03015
106,0.875,-459.61884,-597.31769,1069.52161
107,0.883,-452.01343,-596.06915,1068.65991
108,0.892,-443.36209,-596.99872,1068.72034
109,0.9,-435.69858,-595.67859,1068.99695
110,0.908,-427.50922,-594.5838,1068.75977
111,0.917,-419.13702,-596.06506,1069.0105
112,0.925,-411.02643,-594.93445,1068.74341
113,0.933,-403.1842,-595.93524,1070.29993
114,0.942,-395.53403,-595.12634,1071.43652
115,0.95,-387.28122,-594.80188,1072.92334
116,0.958,-379.33237,-595.46619,1073.64624
117,0.967,-371.26495,-595.22198,1074.74121
118,0.975,-363.36868,-595.49182,1075.8833
119,0.983,-354.66449,-595.91309,1076.9707
120,0.992,-346.72586,-597.94458,1078.41199
121,1,-338.48544,-597.58685,1079.12048
122,1.008,-331.29477,-599.18622,1080.03467
123,1.017,-322.24899,-599.36035,1081.91052
124,1.025,-313.97464,-601.32104,1082.94092
125,1.033,-305.586,-601.3797,1083.75232
126,1.042,-297.28134,-602.71393,1085.62744
127,1.05,-288.9407,-603.21698,1085.59534
128,1.058,-279.80515,-604.44958,1085.76172
129,1.067,-271.51788,-604.46411,1087.34424
130,1.075,-263.25778,-605.73584,1088.56946
131,1.083,-254.45076,-606.19586,1089.37415
132,1.092,-246.14973,-606.20966,1089.95349
133,1.1,-238.06979,-607.40765,1091.30408
134,1.108,-228.6447,-606.80054,1090.77649
135,1.117,-220.54393,-607.62207,1091.73645
136,1.125,-211.20541,-608.43536,1092.84973
137,1.133,-203.21103,-609.17273,1092.98486
138,1.142,-194.78033,-609.14618,1093.61719
139,1.15,-186.54697,-609.10071,1094.10449
140,1.158,-178.39268,-609.57733,1094.52979
141,1.167,-169.54073,-609.68427,1094.23108
142,1.175,-160.79552,-609.18677,1095.20203
143,1.183,-152.39473,-609.79352,1094.50342
144,1.192,-143.68896,-610.79907,1095.06726
145,1.2,-135.168,-610.02136,1094.55273
146,1.208,-127.19485,-611.21613,1094.55298
147,1.217,-118.58503,-611.23682,1094.67957
148,1.225,-109.86484,-611.526,1094.57996
149,1.233,-102.05579,-611.95404,1094.09009
150,1.242,-93.71873,-612.35992,1094.79468
151,1.25,-84.2104,-610.94452,1093.37195
152,1.258,-76.86187,-612.57611,1092.79614
153,1.267,-68.40011,-611.50452,1092.55786
154,1.275,-59.61375,-611.75537,1092.60461
155,1.283,-51.20669,-611.76898,1092.01306
156,1.292,-42.95641,-611.64221,1091.91541
157,1.3,-34.85792,-611.64508,1091.68652
158,1.308,-25.45427,-610.5202,1091.76782
159,1.317,-17.24915,-610.1106,1090.64795
160,1.325,-9.15116,-609.4256,1089.96716
161,1.333,-0.55217,-609.77625,1088.81812
162,1.342,7.47805,-609.54919,1088.75635
163,1.35,15.77228,-608.34998,1088.71008
164,1.358,24.24261,-608.08667,1087.35339
165,1.367,33.37497,-606.21979,1087.45618
166,1.375,40.61677,-605.45129,1087.29041
167,1.383,48.74689,-604.25714,1087.04028
168,1.392,57.49261,-603.25732,1086.50854
169,1.4,65.73694,-602.3847,1086.22107
170,1.408,72.72545,-601.47162,1086.63684
171,1.417,80.77074,-599.4939,1086.72241
172,1.425,88.84077,-598.62866,1086.93799
173,1.433,97.41203,-597.49768,1087.52515
174,1.442,104.77556,-595.67542,1087.92505
175,1.45,112.6368,-593.84497,1088.38293
176,1.458,119.70994,-593.33771,1089.53174
177,1.467,127.79395,-591.3833,1090.48315
178,1.475,134.84679,-589.81329,1091.14539
179,1.483,143.61642,-588.25452,1092.74744
180,1.492,150.86736,-587.21765,1094.04871
181,1.5,157.86879,-585.90973,1095.49451
182,1.508,165.75983,-584.71301,1096.52539
183,1.517,173.20955,-583.05804,1097.92285
184,1.525,181.33961,-582.65155,1099.26428
185,1.533,188.31966,-581.5946,1100.15747
186,1.542,195.30917,-580.2774,1100.78455
187,1.55,202.90688,-579.79553,1102.10767
188,1.558,209.50655,-577.68097,1102.71155
189,1.567,216.91522,-577.65686,1103.53687
190,1.575,223.97597,-576.66858,1104.56763
191,1.583,230.85529,-575.44342,1105.11316
192,1.592,237.71416,-574.70032,1105.97424
193,1.6,244.29831,-574.11414,1106.9469
194,1.608,250.44926,-573.22217,1107.79065
195,1.617,257.14093,-572.7843,1108.88391
196,1.625,264.492,-571.48865,1110.41113
197,1.633,270.66013,-571.45648,1111.02283
198,1.642,277.87274,-571.18213,1112.05322
199,1.65,283.95239,-570.45166,1113.52368
200,1.658,289.74396,-570.49249,1114.25195
201,1.667,297.34647,-570.58044,1114.64758
202,1.675,303.81345,-569.76538,1116.15308
203,1.683,310.42148,-570.00958,1117.19702
204,1.692,316.47592,-570.20355,1118.08044
205,1.7,322.15027,-568.85406,1118.54272
206,1.708,327.98193,-569.12933,1119.2948
207,1.717,334.7388,-569.05334,1119.22607
208,1.725,341.02292,-569.36102,1119.62695
209,1.733,347.461,-569.57355,1120.15369
210,1.742,353.8439,-569.06415,1119.96594
211,1.75,359.73679,-569.8797,1120.63281
212,1.758,365.77545,-569.30957,1120.21338
213,1.767,372.40103,-568.6759,1119.36328
214,1.775,378.66968,-569.88763,1119.53381
215,1.783,385.43283,-569.71942,1119.27649
216,1.792,391.52386,-569.86993,1119.15344
217,1.8,397.74411,-569.42908,1118.48218
218,1.808,404.4017,-569.17175,1118.44165
219,1.817,409.77609,-569.41284,1117.0813
220,1.825,416.34018,-569.77594,1117.44299
221,1.833,423.7287,-569.3111,1116.34729
222,1.842,429.74988,-570.3186,1115.85327
223,1.85,436.90826,-571.12756,1115.68347
224,1.858,443.66599,-570.58929,1114.1189
225,1.867,450.09464,-570.51727,1113.76733
226,1.875,457.00235,-571.55371,1112.23389
227,1.883,464.43631,-571.66699,1111.52441
228,1.892,470.4173,-572.17462,1109.8761
229,1.9,477.63101,-572.52533,1108.89661
230,1.908,485.42645,-573.71387,1107.93713
231,1.917,492.47055,-573.78815,1106.92737
232,1.925,499.03391,-574.36182,1104.83789
233,1.933,507.74432,-574.84363,1104.11426
234,1.942,515.18378,-575.34485,1102.35693
235,1.95,521.19269,-576.18762,1101.09766
236,1.958,529.05414,-577.70569,1098.96899
237,1.967,537.08636,-577.75104,1096.95056
238,1.975,543.92133,-578.68811,1095.77124
239,1.983,552.1308,-579.97363,1094.11694
240,1.992,560.3194,-580.25079,1091.94617
241,2,568.50232,-581.4021,1090.69824
242,2.008,575.79388,-581.97931,1088.47156
243,2.017,584.00311,-582.93402,1086.39722
244,2.025,592.21863,-583.76428,1085.17627
245,2.033,600.22986,-583.93646,1083.44763
246,2.042,608.44495,-585.04492,1082.27466
247,2.05,615.6095,-586.50726,1080.67859
248,2.058,624.71185,-587.6814,1079.03162
249,2.067,632.0155,-587.53192,1078.71704
250,2.075,640.36237,-587.56409,1076.60596
251,2.083,648.61243,-588.93024,1076.38074
252,2.092,657.56873,-589.41223,1076.67432
253,2.1,666.10712,-591.10468,1076.88574
254,2.108,673.85443,-590.98816,1077.25513
255,2.117,682.92346,-592.17401,1077.04529
256,2.125,690.66663,-593.04303,1078.11218
257,2.133,698.56763,-594.33734,1078.53455
258,2.142,706.30786,-595.60205,1079.2146
259,2.15,714.66888,-596.61401,1080.11035
260,2.158,723.60162,-598.93939,1079.98938
261,2.167,730.64825,-599.49475,1080.40686
262,2.175,738.84796,-601.73682,1081.38757
263,2.183,747.34631,-603.27185,1082.43652
264,2.192,755.21204,-604.7522,1082.70251
265,2.2,762.99872,-605.97437,1083.01794
266,2.208,771.1438,-607.10608,1083.97131
267,2.217,780.1391,-608.74725,1083.95935
268,2.225,788.1532,-609.42621,1084.16797
269,2.233,795.92834,-610.91907,1084.77991
270,2.242,805.21417,-613.35535,1085.81567
271,2.25,812.28931,-614.02765,1086.55811
272,2.258,821.33655,-614.81781,1086.61731
273,2.267,829.21954,-615.90265,1088.27271
274,2.275,837.14105,-616.88428,1088.50867
275,2.283,845.71771,-617.65784,1088.59741
276,2.292,854.10522,-619.61426,1090.10291
277,2.3,862.1618,-619.29211,1090.76709
278,2.308,869.68878,-620.54053,1091.57532
279,2.317,877.63513,-622.33569,1092.38708
280,2.325,885.22571,-623.11096,1093.34314
281,2.333,893.6748,-623.74536,1093.81824
282,2.342,900.67853,-624.69373,1094.34583
283,2.35,908.59888,-626.03284,1094.69897
284,2.358,916.09833,-626.42108,1094.9657
285,2.367,923.91736,-627.76965,1095.01526
286,2.375,931.54486,-628.27167,1094.90027
287,2.383,938.77148,-628.80115,1096.02966
288,2.392,947.41571,-630.52454,1095.46533
289,2.4,955.4187,-630.45569,1095.25623
290,2.408,963.40997,-631.96204,1095.68604
291,2.417,970.96014,-632.88904,1095.37292
292,2.425,978.42566,-633.11725,1094.79297
293,2.433,985.84375,-633.67224,1094.90149
294,2.442,993.9422,-634.14697,1094.28955
295,2.45,1003.15509,-635.16571,1094.34436
296,2.458,1011.72894,-635.65619,1093.50903
297,2.467,1018.54907,-635.93335,1093.23193
298,2.475,1027.06396,-637.27698,1092.50256
299,2.483,1034.9458,-637.08087,1091.55725
300,2.492,1042.97693,-637.63953,1092.18469
301,2.5,1051.00586,-637.50238,1090.9856
302,2.508,1059.20959,-637.99103,1091.20276
303,2.517,1067.32166,-638.29327,1090.2616
304,2.525,1075.83948,-638.34698,1089.16907
305,2.533,1083.55383,-638.0979,1088.54651
306,2.542,1090.6311,-636.94214,1087.59875
307,2.55,1099.77478,-636.87262,1086.97498
308,2.558,1106.45959,-637.57184,1087.21326
309,2.567,1115.42456,-637.43188,1086.34985
310,2.575,1124.48169,-637.37933,1086.54236
311,2.583,1131.76282,-637.44977,1086.41907
312,2.592,1140.5072,-637.14148,1085.40271
313,2.6,1147.9458,-637.61261,1085.59155
314,2.608,1156.01392,-636.74243,1085.96631
315,2.617,1165.36292,-635.25775,1086.2616
316,2.625,1173.21057,-634.32666,1086.57532
317,2.633,1180.07861,-633.89301,1085.61133
318,2.642,1187.04614,-633.4718,1086.39343
319,2.65,1195.17322,-633.64447,1087.9646
320,2.658,1204.58667,-633.70667,1088.21472
321,2.667,1210.99524,-632.23883,1088.52844
322,2.675,1218.98169,-630.56879,1088.92456
323,2.683,1226.01965,-629.82544,1090.47949
324,2.692,1234.27502,-629.802,1092.0907
325,2.7,1242.13428,-629.10468,1093.03735
326,2.708,1249.53748,-629.25299,1095.18628
327,2.717,1256.15833,-626.89789,1096.58813
328,2.725,1264.53406,-626.63507,1097.59509
329,2.733,1272.26501,-626.07391,1098.71863
330,2.742,1280.7356,-626.38403,1101.35828
331,2.75,1286.90564,-625.29602,1102.78027
332,2.758,1293.18726,-624.77368,1104.37012
333,2.767,1302.02209,-624.27191,1105.58862
334,2.775,1309.14233,-625.01666,1106.42542
335,2.783,1316.53674,-625.09778,1107.80261
336,2.792,1323.14722,-624.61438,1110.04675
337,2.8,1330.07263,-624.74463,1111.5802
338,2.808,1337.94934,-625.28931,1112.18152
339,2.817,1345.69812,-624.07092,1113.90552
340,2.825,1353.67102,-623.63556,1115.71838
341,2.833,1357.95911,-623.11115,1116.47656
342,2.842,1365.55652,-623.77228,1117.10547
343,2.85,1373.96179,-624.06073,1118.64197
344,2.858,1381.31421,-624.21552,1119.73682
345,2.867,1385.53345,-623.00635,1120.81396
346,2.875,1393.24146,-624.17712,1121.24402
347,2.883,1401.55884,-624.73834,1122.98157
348,2.892,1409.19458,-624.89514,1123.73242
349,2.9,1414.6532,-624.44238,1123.38806
350,2.908,1421.59473,-624.59198,1124.58057
351,2.917,1428.22852,-623.85474,1123.67078
352,2.925,1436.79688,-625.98901,1124.83765
353,2.933,1442.03088,-624.92126,1125.94641
354,2.942,1450.36768,-626.3916,1125.65918
355,2.95,1456.37708,-625.74121,1125.81677
356,2.958,1461.82239,-624.90448,1125.94739
357,2.967,1468.48926,-625.77191,1125.29749
358,2.975,1475.66235,-626.08563,1125.26807
359,2.983,1481.56763,-624.46484,1125.16577
360,2.992,1488.82239,-625.03473,1125.62012
361,3,1495.32861,-626.02368,1125.44165
362,3.008,1501.22607,-624.39429,1124.13684
363,3.017,1507.57422,-625.3689,1124.02771
364,3.025,1515.5697,-625.82971,1123.51941
365,3.033,1520.55652,-625.00336,1123.61475
366,3.042,1527.49316,-625.57373,1121.45313
367,3.05,1535.66321,-626.32513,1121.58289
368,3.058,1541.06982,-626.46887,1121.60596
369,3.067,1547.73938,-626.92578,1119.48999
370,3.075,1556.10449,-627.19891,1118.72913
371,3.083,1561.59094,-626.80957,1119.1311
372,3.092,1568.98792,-627.01593,1116.85999
373,3.1,1576.35938,-627.5329,1116.18604
374,3.108,1584.36462,-628.29657,1116.33606
375,3.117,1590.23364,-627.41467,1115.41455
376,3.125,1597.86597,-627.84363,1114.71753
377,3.133,1606.2356,-629.05884,1113.25964
378,3.142,1613.875,-630.06085,1111.5896
379,3.15,1621.53015,-629.70618,1111.92139
380,3.158,1628.69824,-629.83661,1109.83679
381,3.167,1636.1925,-630.66547,1108.95386
382,3.175,1644.42358,-631.40222,1106.64331
383,3.183,1651.49414,-631.49512,1105.83557
384,3.192,1658.9093,-629.67078,1103.64648
385,3.2,1667.65112,-631.22449,1102.12207
386,3.208,1675.42578,-632.16833,1101.49573
387,3.217,1682.70117,-632.03619,1099.2843
388,3.225,1691.93518,-632.72009,1098.98218
389,3.233,1699.91736,-634.60297,1096.27307
390,3.242,1707.50476,-633.98712,1095.39587
391,3.25,1716.0553,-634.19745,1093.70068
392,3.258,1723.8418,-635.32227,1091.66956
393,3.267,1732.12451,-636.51721,1089.78052
394,3.275,1740.1283,-636.20551,1088.48486
395,3.283,1749.67639,-637.50604,1087.61206
396,3.292,1757.84521,-638.35132,1086.20886
397,3.3,1765.6543,-638.18713,1084.79138
398,3.308,1774.13257,-639.64783,1083.72034
399,3.317,1782.72266,-640.15234,1082.3418
400,3.325,1791.29834,-639.74237,1080.96985
401,3.333,1801.33301,-642.24976,1080.82239
402,3.342,1809.64832,-641.34302,1080.66711
