Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,-1092.08105,-532.92291,921.07452
2,0.008,-1081.97473,-535.8913,919.06213
3,0.017,-1074.15686,-532.31342,920.76013
4,0.025,-1066.2832,-532.56531,920.52808
5,0.033,-1057.16443,-532.51416,920.22394
6,0.042,-1048.70728,-529.43066,919.13983
7,0.05,-1039.90796,-531.89703,919.05585
8,0.058,-1031.99487,-529.05859,919.68646
9,0.067,-1021.87128,-528.42517,917.54199
10,0.075,-1014.60278,-528.97412,918.37042
11,0.083,-1005.36859,-524.82892,918.96692
12,0.092,-998.25989,-528.45007,917.20215
13,0.1,-988.38477,-525.47784,916.54089
14,0.108,-978.02216,-526.60815,915.20789
15,0.117,-970.80188,-524.72467,915.27307
16,0.125,-963.19281,-522.30914,914.18134
17,0.133,-951.62445,-524.77094,912.55219
18,0.142,-941.98987,-522.58264,911.96667
19,0.15,-933.84601,-524.45648,912.64264
20,0.158,-924.31329,-521.41754,913.54773
21,0.167,-916.89447,-519.15442,911.96204
22,0.175,-908.41595,-520.43622,912.2583
23,0.183,-901.1167,-519.04175,912.40356
24,0.192,-891.35553,-518.49188,910.39337
25,0.2,-883.71631,-518.82593,910.14154
26,0.208,-874.57703,-516.74371,908.75372
27,0.217,-864.52252,-519.50592,908.01007
28,0.225,-855.34949,-516.71344,909.63556
29,0.233,-847.91803,-515.38043,910.0874
30,0.242,-839.3927,-515.38623,910.6424
31,0.25,-829.90906,-515.09711,910.30988
32,0.258,-822.93744,-515.83801,910.68451
33,0.267,-815.65607,-513.47003,909.99792
34,0.275,-809.5069,-515.01819,909.59241
35,0.283,-801.36792,-512.19238,912.49371
36,0.292,-794.11108,-511.608,914.46759
37,0.3,-787.94684,-510.46423,915.03394
38,0.308,-779.58618,-510.45416,915.09949
39,0.317,-772.4361,-508.8385,915.42261
40,0.325,-763.6795,-508.6366,917.82574
41,0.333,-757.84351,-508.0921,919.18744
42,0.342,-750.51611,-507.62088,918.80634
43,0.35,-741.68359,-507.66205,919.06696
44,0.358,-734.68939,-505.96646,920.34753
45,0.367,-727.42725,-505.85809,921.6449
46,0.375,-721.13672,-504.14752,923.54749
47,0.383,-717.20978,-503.64957,923.58783
48,0.392,-708.62982,-502.10229,925.875
49,0.4,-700.68945,-502.52838,924.63934
50,0.408,-696.60541,-501.61661,924.96143
51,0.417,-689.65521,-500.53183,926.73126
52,0.425,-681.71936,-498.7337,928.62781
53,0.433,-675.40472,-498.71741,928.23932
54,0.442,-670.2644,-497.25366,929.17078
55,0.45,-663.73676,-496.70139,929.58862
56,0.458,-658.54547,-496.93338,929.12555
57,0.467,-653.38837,-495.04001,930.07941
58,0.475,-645.05457,-495.04987,931.87579
59,0.483,-639.55615,-493.9313,931.36877
60,0.492,-632.58069,-493.97968,931.49579
61,0.5,-627.23376,-493.73337,931.84863
62,0.508,-622.80914,-492.08771,932.22931
63,0.517,-616.41376,-491.36456,932.79852
64,0.525,-608.94916,-491.26328,933.71948
65,0.533,-604.22601,-489.5744,933.77087
66,0.542,-597.92206,-488.42664,934.78638
67,0.55,-591.65411,-490.03076,932.31519
