Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,-1140.43811,-634.54108,964.45319
2,0.008,-1131.98901,-633.08972,964.24762
3,0.017,-1122.75037,-632.12286,963.22198
4,0.025,-1113.74841,-633.16449,962.79156
5,0.033,-1105.45215,-632.02478,962.83929
6,0.042,-1096.95227,-630.58698,962.70807
7,0.05,-1087.26379,-630.1734,962.16052
8,0.058,-1078.71838,-629.89435,961.34753
9,0.067,-1069.84106,-627.57281,961.38617
10,0.075,-1060.68787,-628.84363,960.73706
11,0.083,-1052.21631,-627.66302,959.74194
12,0.092,-1042.83521,-627.44757,960.26343
13,0.1,-1034.38354,-626.92175,959.86658
14,0.108,-1025.1582,-624.24585,959.37
15,0.117,-1016.06543,-624.46875,957.99432
16,0.125,-1007.49243,-623.98248,957.67249
17,0.133,-999.14484,-623.125,957.12054
18,0.142,-989.37701,-622.80872,957.435
19,0.15,-980.83093,-623.46106,955.92017
20,0.158,-972.67462,-621.35822,955.47925
21,0.167,-962.80194,-620.20575,955.82971
22,0.175,-955.05524,-620.51465,954.22589
23,0.183,-945.62622,-620.5918,954.7019
24,0.192,-936.87152,-617.03302,954.49762
25,0.2,-929.08746,-617.79291,955.21637
26,0.208,-919.85162,-615.14722,955.70154
27,0.217,-911.52631,-616.32123,955.86823
28,0.225,-903.03436,-615.09851,955.2962
29,0.233,-895.54822,-614.04651,955.99725
30,0.242,-887.24622,-612.56927,955.89185
31,0.25,-879.51416,-611.83948,957.47858
32,0.258,-870.84747,-611.81116,959.0188
33,0.267,-863.11749,-608.95508,959.79523
34,0.275,-855.88068,-611.14294,960.55914
35,0.283,-848.12195,-608.68518,961.01648
36,0.292,-841.17749,-607.99402,961.80023
37,0.3,-832.91956,-607.33765,963.4754
38,0.308,-826.28955,-607.198,965.08887
39,0.317,-819.81482,-605.60626,966.59949
40,0.325,-812.71375,-604.58099,967.09869
41,0.333,-804.76343,-604.09644,968.83264
42,0.342,-798.3858,-603.77386,970.56769
43,0.35,-791.31982,-602.04626,971.03058
44,0.358,-784.4538,-600.8092,971.62427
45,0.367,-778.17487,-599.50732,972.54205
46,0.375,-771.1864,-599.81927,973.08441
47,0.383,-763.89532,-598.26569,974.81317
48,0.392,-758.19623,-598.60754,975.13708
49,0.4,-751.4848,-595.50977,975.35016
50,0.408,-744.72797,-597.71362,976.36487
51,0.417,-738.37518,-595.38116,977.16113
52,0.425,-732.48322,-594.62427,977.64191
53,0.433,-725.35754,-592.5108,979.77808
54,0.442,-719.64209,-594.27484,980.41809
55,0.45,-713.42438,-592.15192,980.69916
56,0.458,-706.8595,-591.67377,981.85577
57,0.467,-700.85681,-589.78351,982.52484
58,0.475,-695.26929,-589.52942,983.36322
59,0.483,-688.09253,-589.03522,984.00293
60,0.492,-682.80066,-588.85321,984.49298
61,0.5,-676.80408,-587.14587,984.83148
62,0.508,-670.26666,-586.72455,985.74652
63,0.517,-663.75348,-586.34729,985.83551
64,0.525,-658.56451,-585.62756,986.17194
65,0.533,-652.1098,-584.3775,985.99261
66,0.542,-645.81165,-584.47101,986.13879
67,0.55,-640.11005,-583.80292,985.86426
68,0.558,-633.65424,-583.51819,985.27557
69,0.567,-628.03351,-582.37384,984.98431
70,0.575,-621.47864,-582.07782,984.25446
71,0.583,-615.06567,-581.375,983.37115
72,0.592,-609.30579,-580.16614,982.31335
73,0.6,-602.43512,-580.81482,982.20642
74,0.608,-595.73749,-580.15912,980.63879
75,0.617,-590.42755,-579.71625,979.48578
76,0.625,-583.22595,-578.84778,978.67914
77,0.633,-577.08514,-579.74084,977.3313
78,0.642,-570.1579,-578.8941,976.50226
79,0.65,-564.26788,-578.34277,975.00714
80,0.658,-556.81049,-579.15991,973.91882
81,0.667,-550.35895,-577.94202,972.39362
82,0.675,-543.30524,-577.67084,970.17218
83,0.683,-536.59186,-577.72723,968.61127
84,0.692,-529.6344,-577.26196,967.33411
85,0.7,-522.65173,-574.80151,965.18225
86,0.708,-516.24969,-576.36896,964.30212
87,0.717,-508.20929,-575.09827,963.08624
88,0.725,-501.43036,-576.61987,961.43329
89,0.733,-493.85764,-574.5506,959.74786
90,0.742,-488.0943,-574.26849,957.24225
91,0.75,-478.87366,-574.38141,956.13452
92,0.758,-471.96396,-573.84454,954.4267
93,0.767,-464.38599,-574.14374,952.61475
94,0.775,-456.6221,-574.08197,950.9696
95,0.783,-450.02121,-573.4873,949.37085
96,0.792,-441.67734,-573.79144,947.15607
97,0.8,-435.23608,-573.7005,945.73584
98,0.808,-425.95316,-573.24512,942.65204
99,0.817,-419.1665,-573.13635,942.58856
100,0.825,-410.12576,-573.25171,940.53461
101,0.833,-402.92902,-572.737,938.81299
102,0.842,-394.52832,-573.53955,937.96045
103,0.85,-387.78824,-573.11481,936.48657
104,0.858,-379.77399,-573.44617,934.86731
105,0.867,-371.31433,-572.97406,934.17822
106,0.875,-363.74936,-574.01874,933.67743
107,0.883,-355.51889,-573.16925,932.526
108,0.892,-347.51093,-573.13147,932.14813
109,0.9,-339.37439,-572.09851,931.98969
110,0.908,-332.11401,-572.89105,932.03119
111,0.917,-324.08963,-572.59277,932.5343
112,0.925,-316.05576,-573.78961,932.75885
113,0.933,-308.64935,-572.92456,933.15546
114,0.942,-300.50528,-573.18286,933.96497
115,0.95,-292.84814,-573.22406,935.01538
116,0.958,-284.35992,-573.68097,935.63861
117,0.967,-276.97769,-573.54669,936.92285
118,0.975,-268.86624,-574.06757,937.85876
119,0.983,-261.76685,-573.98273,939.44952
120,0.992,-252.6528,-574.09106,940.96515
121,1,-245.46654,-574.31812,942.12189
122,1.008,-236.32205,-574.92615,943.03845
123,1.017,-227.65817,-575.2597,944.95758
124,1.025,-219.51205,-575.79749,945.9975
125,1.033,-211.29207,-575.96625,946.88635
126,1.042,-202.78775,-576.25952,948.21149
127,1.05,-193.86674,-577.56226,950.15399
128,1.058,-185.93382,-577.5835,951.11877
129,1.067,-177.08231,-577.87451,952.03503
130,1.075,-168.1162,-578.03308,952.45807
131,1.083,-158.85266,-577.97876,953.54468
132,1.092,-150.77274,-579.12152,954.52283
133,1.1,-142.37497,-578.60938,955.56982
134,1.108,-132.80167,-578.84509,955.95575
135,1.117,-124.91859,-579.2923,956.79041
136,1.125,-116.10493,-580.10779,957.60889
137,1.133,-106.37291,-580.07416,958.26111
138,1.142,-99.15794,-579.89313,959.02185
139,1.15,-89.40907,-580.14899,959.81091
140,1.158,-80.30891,-579.97003,960.31598
141,1.167,-72.36965,-580.61847,961.56396
142,1.175,-62.98055,-580.57739,961.77966
143,1.183,-54.7747,-579.97241,961.93829
144,1.192,-45.18954,-579.40967,962.2663
145,1.2,-36.76967,-579.73157,962.5506
146,1.208,-27.36994,-579.49951,962.74951
147,1.217,-18.52139,-580.54858,963.16571
148,1.225,-9.73326,-579.37537,964.19891
149,1.233,-0.52528,-578.9859,964.35901
150,1.242,8.58025,-578.40247,964.30115
151,1.25,17.60701,-578.29932,964.53955
152,1.258,26.11245,-577.8656,965.06934
