Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,-1333.76892,-349.61176,1401.43018
2,0.008,-1327.90784,-349.47116,1400.98022
3,0.017,-1320.83569,-349.87265,1400.4762
4,0.025,-1312.68555,-350.3775,1400.18713
5,0.033,-1306.69214,-349.70181,1399.16467
6,0.042,-1298.86438,-349.77216,1398.62341
7,0.05,-1290.9491,-349.49619,1397.99268
8,0.058,-1282.99756,-348.26083,1397.16431
9,0.067,-1276.2666,-348.43439,1395.98926
10,0.075,-1268.85901,-348.34421,1394.83777
11,0.083,-1262.32813,-347.18698,1394.48547
12,0.092,-1253.11731,-346.65927,1392.22571
13,0.1,-1246.42322,-346.00729,1391.82434
14,0.108,-1238.94836,-345.11185,1390.67871
15,0.117,-1231.68799,-344.1857,1388.93066
16,0.125,-1223.78931,-342.56723,1387.58215
17,0.133,-1215.85986,-341.93741,1386.6582
18,0.142,-1208.36084,-340.83701,1385.14001
19,0.15,-1201.10266,-338.30264,1383.73499
20,0.158,-1193.56616,-337.33231,1383.04639
21,0.167,-1186.00537,-335.83728,1381.21838
22,0.175,-1178.32056,-334.69586,1379.96838
23,0.183,-1169.91833,-333.70135,1379.49988
24,0.192,-1162.51794,-331.55179,1377.84192
25,0.2,-1155.27332,-329.7757,1377.15271
26,0.208,-1147.42212,-327.27725,1376.18201
27,0.217,-1139.41504,-325.31705,1375.65442
28,0.225,-1131.86353,-324.19284,1374.73486
29,0.233,-1122.45825,-321.83524,1374.06897
30,0.242,-1116.27612,-319.66736,1374.8894
31,0.25,-1106.93591,-318.03961,1375.26318
32,0.258,-1099.45862,-316.17599,1375.46484
33,0.267,-1091.57593,-313.63397,1375.94836
34,0.275,-1083.81189,-311.96683,1376.33569
35,0.283,-1076.07251,-310.28815,1376.9873
36,0.292,-1068.19373,-308.96631,1377.30103
37,0.3,-1060.0697,-307.29904,1377.83435
38,0.308,-1053.11462,-305.51776,1377.93237
39,0.317,-1044.24573,-303.1806,1379.02356
40,0.325,-1038.15161,-302.74005,1379.55115
41,0.333,-1029.80481,-301.75571,1380.44531
42,0.342,-1022.06201,-300.08667,1380.44812
43,0.35,-1013.97137,-298.61279,1381.72156
44,0.358,-1006.54834,-297.79788,1382.24573
45,0.367,-998.47229,-295.87097,1383.12866
46,0.375,-991.3642,-294.27832,1384.55371
47,0.383,-984.10895,-294.21591,1385.54517
48,0.392,-976.41736,-293.33359,1386.73425
49,0.4,-968.75348,-290.06354,1388.20227
50,0.408,-961.89795,-289.98599,1389.47009
51,0.417,-954.38953,-289.08728,1391.00049
52,0.425,-948.00024,-287.44318,1391.85706
53,0.433,-940.61902,-287.51871,1393.5824
54,0.442,-934.01672,-285.63364,1394.97339
55,0.45,-927.17395,-286.01935,1395.88806
