Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,-1100.29431,-557.72443,952.71368
2,0.008,-1092.8175,-558.43207,952.41919
3,0.017,-1083.55457,-557.53503,952.42432
4,0.025,-1075.27661,-556.08722,952.25354
5,0.033,-1066.65808,-555.92139,952.24707
6,0.042,-1058.63208,-555.77551,950.96637
7,0.05,-1050.66162,-553.88593,951.69379
8,0.058,-1041.69141,-554.17212,951.31006
9,0.067,-1033.96619,-554.17419,950.52356
10,0.075,-1024.26208,-551.78052,950.40674
11,0.083,-1016.74054,-551.73181,950.99542
12,0.092,-1008.49603,-552.31293,949.69922
13,0.1,-999.65723,-551.05878,949.24365
14,0.108,-989.6886,-548.89764,948.60748
15,0.117,-982.17249,-550.29517,947.86609
16,0.125,-973.63159,-547.47565,946.58881
17,0.133,-964.73962,-546.52393,946.32605
18,0.142,-955.60876,-547.81177,946.0556
19,0.15,-944.67126,-545.92932,945.37811
20,0.158,-936.10657,-546.77368,945.99762
21,0.167,-927.29932,-545.87518,944.22339
22,0.175,-918.72418,-543.47028,944.25037
23,0.183,-910.19916,-543.67084,943.88824
24,0.192,-902.09619,-542.4823,942.88666
25,0.2,-894.11774,-541.18933,942.83008
26,0.208,-885.7334,-541.92059,942.18048
27,0.217,-876.8905,-540.49805,941.79456
28,0.225,-868.79779,-539.09015,943.30878
29,0.233,-861.11542,-536.87616,943.80963
30,0.242,-852.54272,-538.18341,944.05115
31,0.25,-843.72638,-537.23065,944.37567
32,0.258,-834.99677,-535.43243,944.58997
33,0.267,-827.76154,-536.13538,944.26764
34,0.275,-821.83466,-534.24792,944.26501
35,0.283,-813.92627,-533.85431,946.71234
36,0.292,-806.1828,-531.85236,948.2843
37,0.3,-798.42413,-533.80518,948.57416
38,0.308,-790.74921,-531.19592,949.16229
39,0.317,-784.15619,-529.93402,949.92975
40,0.325,-775.43976,-530.31805,951.84399
41,0.333,-768.14215,-529.00555,952.92297
42,0.342,-761.80402,-527.50012,953.32501
43,0.35,-754.57159,-528.08258,954.04443
44,0.358,-746.97003,-527.45441,954.93231
45,0.367,-739.27374,-526.5376,955.98242
46,0.375,-731.88733,-524.98291,957.20819
47,0.383,-727.49573,-524.28613,957.83862
48,0.392,-718.38733,-524.4892,959.1131
49,0.4,-713.4408,-523.15155,959.3197
50,0.408,-707.7348,-521.99194,959.3479
51,0.417,-700.11682,-521.84155,960.67316
52,0.425,-693.22601,-522.24866,962.54004
53,0.433,-686.11328,-520.27051,962.61432
54,0.442,-680.98724,-519.97479,963.5603
55,0.45,-675.00574,-518.28552,964.01489
56,0.458,-669.29535,-518.23187,963.79498
57,0.467,-663.00714,-517.03424,964.46649
58,0.475,-656.25964,-517.33069,966.3454
59,0.483,-651.15131,-516.27045,966.40619
60,0.492,-645.73718,-513.74622,967.24841
61,0.5,-638.94482,-514.06653,967.07983
62,0.508,-632.32843,-512.90863,966.90802
63,0.517,-626.47876,-512.33667,967.59869
64,0.525,-619.86829,-511.33069,968.63971
65,0.533,-614.91235,-512.92749,968.4314
66,0.542,-608.14178,-511.48203,969.21332
67,0.55,-602.7608,-510.04172,967.56317
68,0.558,-596.14648,-509.17725,967.6004
69,0.567,-589.53693,-510.43478,967.31696
70,0.575,-582.71814,-509.46472,966.3291
71,0.583,-578.10492,-508.47824,965.70184
72,0.592,-570.85748,-508.44186,963.62683
73,0.6,-565.03473,-508.47949,963.14667
74,0.608,-558.12067,-507.13693,962.23474
75,0.617,-551.64484,-507.20901,961.04419
76,0.625,-546.11359,-507.1322,958.95349
77,0.633,-538.80066,-506.07031,958.62207
78,0.642,-532.83185,-504.68982,956.73578
79,0.65,-524.8147,-505.03384,954.42639
80,0.658,-519.16022,-504.241,952.18958
81,0.667,-512.28546,-504.90027,951.00677
82,0.675,-505.92441,-505.13336,950.16937
83,0.683,-498.52432,-503.63568,947.98279
84,0.692,-491.63116,-505.70883,946.40814
85,0.7,-484.79306,-503.77002,943.88898
86,0.708,-477.95557,-503.04883,942.65485
87,0.717,-470.15201,-503.07901,941.13757
88,0.725,-463.26547,-501.99271,939.67639
89,0.733,-455.90201,-501.64325,937.53992
90,0.742,-448.22327,-501.06778,936.18561
91,0.75,-442.55957,-501.62036,935.82495
92,0.758,-433.67877,-502.19974,932.77344
93,0.767,-426.46777,-501.33499,931.36279
94,0.775,-419.20157,-501.84888,929.04504
95,0.783,-410.39993,-501.76669,926.8905
96,0.792,-403.06851,-501.49139,926.35492
97,0.8,-395.30194,-501.4588,924.14014
98,0.808,-387.86096,-500.54553,922.92163
99,0.817,-380.25919,-501.93378,920.17871
100,0.825,-372.54013,-500.24261,918.30981
101,0.833,-363.3988,-500.70709,916.70941
102,0.842,-357.01971,-501.50735,916.13593
103,0.85,-348.74429,-501.43365,914.87646
104,0.858,-339.06567,-501.10837,913.27917
105,0.867,-331.80429,-501.75974,913.61053
106,0.875,-323.68057,-501.49969,912.28845
107,0.883,-315.05984,-502.5704,911.58508
108,0.892,-307.40707,-502.61679,911.65253
109,0.9,-297.84872,-502.68646,910.88446
110,0.908,-290.47443,-503.50153,910.93982
111,0.917,-281.97348,-502.94623,910.65234
112,0.925,-274.60068,-503.7207,910.89856
113,0.933,-265.88885,-503.09149,911.72339
114,0.942,-257.8165,-504.45074,912.28333
115,0.95,-249.32083,-504.94958,913.56744
116,0.958,-241.28165,-504.33801,914.18109
117,0.967,-234.14484,-504.73218,915.37823
118,0.975,-226.13556,-505.17587,917.53656
119,0.983,-218.56116,-504.66501,918.66278
120,0.992,-209.66376,-505.73392,919.99664
121,1,-202.33662,-504.32965,920.99213
122,1.008,-193.46745,-506.03613,923.2821
123,1.017,-185.21056,-505.83331,923.9707
124,1.025,-177.12537,-505.74554,926.04279
125,1.033,-168.74307,-506.58792,927.5556
126,1.042,-160.33174,-506.54178,929.26263
127,1.05,-152.2812,-506.47888,929.8186
128,1.058,-143.49797,-506.39368,931.04608
129,1.067,-134.23149,-507.01111,932.7016
130,1.075,-126.60606,-506.47742,933.54639
131,1.083,-117.50934,-507.82092,934.85126
132,1.092,-109.908,-507.39276,936.18695
133,1.1,-100.89384,-508.3027,937.59503
134,1.108,-92.11649,-508.54797,937.89398
135,1.117,-83.15184,-508.8186,938.42688
136,1.125,-74.83651,-508.80911,939.07727
137,1.133,-66.21748,-508.79834,940.34442
138,1.142,-57.64964,-509.04718,940.91382
139,1.15,-49.71964,-508.55957,941.61194
140,1.158,-41.121,-508.59222,941.70026
141,1.167,-31.39812,-507.99713,943.00079
142,1.175,-22.98245,-507.52734,943.97504
143,1.183,-14.85002,-508.04181,944.6684
144,1.192,-5.95731,-507.62021,944.78003
145,1.2,2.76871,-507.57776,945.12054
146,1.208,11.59858,-506.54251,945.96191
147,1.217,19.85885,-505.84088,946.34436
148,1.225,28.68628,-505.43427,946.55573
149,1.233,37.51395,-504.65359,947.03333
150,1.242,45.16231,-505.05527,946.92731
151,1.25,55.23734,-504.18207,948.427
152,1.258,63.55507,-504.1387,948.77173
153,1.267,72.51673,-503.03174,948.79187
154,1.275,81.28498,-502.10226,949.52863
155,1.283,90.2459,-502.29987,949.35809
156,1.292,98.77065,-501.98444,950.09924
157,1.3,106.82195,-500.9046,949.90314
158,1.308,115.76955,-500.44812,949.87244
159,1.317,125.49644,-499.65271,949.89923
160,1.325,133.35376,-498.11008,949.99561
161,1.333,141.86244,-497.43134,949.78351
162,1.342,150.992,-496.93872,949.50696
163,1.35,159.97737,-496.17892,949.17816
164,1.358,168.3165,-495.19748,949.51617
165,1.367,176.10521,-495.33966,950.01379
166,1.375,185.38718,-494.11484,949.57782
167,1.383,194.14337,-493.89261,949.14191
168,1.392,202.46353,-492.87097,948.95483
169,1.4,210.52164,-492.48987,948.56262
170,1.408,219.37469,-491.3158,949.43188
171,1.417,227.85655,-490.11597,948.6189
172,1.425,235.68024,-489.68436,949.22931
173,1.433,244.17462,-489.03336,949.73364
174,1.442,252.25858,-488.18216,949.57129
175,1.45,260.42819,-488.22235,950.75348
176,1.458,267.48978,-486.89584,951.25061
177,1.467,275.52429,-486.24945,952.17365
178,1.475,283.48053,-484.73196,952.69971
179,1.483,291.39886,-484.77023,953.59454
180,1.492,298.70142,-484.07397,953.8681
181,1.5,306.14743,-483.75836,954.65186
182,1.508,311.97638,-482.65201,953.59528
183,1.517,320.02728,-481.85382,956.01941
184,1.525,328.20605,-480.14499,957.60675
185,1.533,335.24503,-480.24942,957.47064
186,1.542,342.28604,-479.17496,957.67224
187,1.55,350.83621,-479.28943,958.71442
188,1.558,356.91089,-477.71863,958.47455
189,1.567,363.97284,-476.70975,959.8335
190,1.575,372.27908,-476.61673,959.88513
191,1.583,378.88599,-475.89444,961.02515
192,1.592,385.52231,-474.65295,960.67352
193,1.6,394.65234,-473.94669,961.76794
194,1.608,400.92752,-473.50635,963.59113
195,1.617,405.88388,-473.92053,966.68835
196,1.625,411.73984,-473.05484,966.49188
197,1.633,420.42944,-472.26395,967.15436
198,1.642,426.20654,-472.26743,968.58148
199,1.65,432.71045,-470.99762,968.64716
200,1.658,438.42059,-471.96881,969.62866
201,1.667,445.56415,-471.63541,970.80969
202,1.675,450.37445,-470.35178,971.38678
203,1.683,457.65469,-470.90573,973.10596
204,1.692,462.87155,-470.76263,973.22913
205,1.7,469.60019,-469.91916,972.98431
206,1.708,476.25592,-469.17889,974.78876
207,1.717,482.51242,-469.10205,975.44849
208,1.725,488.13495,-469.44797,975.31281
209,1.733,494.54736,-469.52545,975.63135
210,1.742,500.73535,-468.90677,976.13605
211,1.75,507.34152,-469.50385,976.37207
212,1.758,513.26263,-469.85001,976.37372
213,1.767,519.19427,-470.31204,975.57733
214,1.775,526.67731,-470.02832,976.70508
215,1.783,533.39655,-470.33698,976.15363
216,1.792,540.03351,-470.64505,976.15009
217,1.8,546.97955,-471.48941,975.43488
218,1.808,554.15161,-471.1936,975.54352
219,1.817,558.92822,-472.24008,975.55353
220,1.825,565.18317,-471.55441,973.40472
221,1.833,572.28613,-472.05734,973.3703
222,1.842,579.24512,-472.40915,972.33295
223,1.85,585.51324,-473.37772,972.13226
224,1.858,592.3512,-474.0144,971.08197
225,1.867,599.69244,-473.91309,970.82538
226,1.875,606.26953,-473.87283,969.56323
227,1.883,613.55731,-474.04001,968.72406
228,1.892,620.20093,-474.47333,967.00214
229,1.9,627.09039,-475.38257,966.55914
230,1.908,633.76172,-475.96124,964.33905
231,1.917,642.13892,-476.42279,963.62048
232,1.925,649.64075,-476.07626,961.40698
233,1.933,656.17395,-476.62418,961.0542
234,1.942,662.83807,-477.73105,959.30249
235,1.95,670.76782,-477.91803,957.96216
236,1.958,678.99414,-478.34027,958.01959
237,1.967,687.01019,-479.26813,956.74384
238,1.975,694.77869,-479.85056,955.28033
239,1.983,702.51685,-480.21848,953.65619
240,1.992,710.97058,-481.04257,952.15485
241,2,718.79651,-481.84653,950.16168
242,2.008,727.50739,-482.97247,949.19775
243,2.017,735.71948,-482.9201,947.41046
244,2.025,744.17902,-483.54578,945.60461
245,2.033,751.78192,-485.19797,944.3797
246,2.042,760.99622,-486.18805,944.1048
247,2.05,769.20233,-486.6778,943.34473
248,2.058,777.44031,-487.27283,942.1095
249,2.067,786.13239,-488.13943,941.15515
250,2.075,794.78918,-489.285,940.33728
251,2.083,803.78412,-489.58377,940.12036
252,2.092,812.11536,-490.48468,939.82758
253,2.1,820.2818,-491.75363,939.3844
254,2.108,828.42322,-493.27231,940.45349
255,2.117,836.04077,-493.32065,940.39154
256,2.125,844.64752,-493.80508,940.9715
