Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,-1340.52991,-481.66138,1272.4856,-1223.18604,-642.39893,1233.14563
2,0.008,-1334.10913,-480.72168,1271.61182,-1214.26135,-639.86578,1233.27417
3,0.017,-1325.7594,-481.70563,1271.37244,-1207.10413,-642.25726,1232.32202
4,0.025,-1317.96143,-481.56683,1270.72949,-1198.31677,-638.68964,1232.1333
5,0.033,-1310.14587,-481.17319,1270.39648,-1190.02673,-640.94165,1231.27197
6,0.042,-1302.62744,-480.65317,1269.67957,-1183.18811,-642.99463,1230.19739
7,0.05,-1295.07483,-479.63156,1269.15417,-1173.55066,-640.59552,1230.19775
8,0.058,-1287.48999,-479.246,1267.85461,-1166.80713,-641.85168,1229.21448
9,0.067,-1280.02551,-479.35815,1267.32837,-1156.83496,-637.97119,1230.61694
10,0.075,-1272.6394,-478.68054,1265.77759,-1149.45972,-639.96509,1229.27283
11,0.083,-1264.43481,-477.15616,1265.68835,-1140.72168,-636.43475,1228.91174
12,0.092,-1256.95898,-476.51895,1263.5824,-1132.89575,-639.24066,1227.36755
13,0.1,-1249.26892,-475.61023,1263.12073,-1124.13281,-635.5368,1226.88489
14,0.108,-1241.54272,-475.45361,1261.60706,-1116.229,-637.3894,1225.53552
15,0.117,-1233.41235,-474.73581,1261.479,-1107.81079,-633.93439,1224.93433
16,0.125,-1225.05408,-473.40536,1259.6626,-1098.58643,-632.9975,1223.87793
17,0.133,-1218.05872,-472.3006,1258.82813,-1091.00745,-632.73724,1223.38049
18,0.142,-1209.66333,-470.98856,1257.64331,-1082.41248,-629.32202,1222.03882
19,0.15,-1202.13647,-470.70331,1256.65466,-1074.63403,-631.36432,1221.09241
20,0.158,-1193.95129,-470.54169,1255.6731,-1066.7135,-627.79352,1220.73218
21,0.167,-1185.69238,-468.03229,1254.37122,-1058.40564,-630.06641,1219.97705
22,0.175,-1177.88843,-467.52994,1253.95654,-1049.70776,-626.02209,1220.58875
23,0.183,-1169.77625,-466.23944,1253.31543,-1041.41687,-622.17645,1221.4917
24,0.192,-1161.0437,-464.66592,1252.49646,-1036.43701,-623.87134,1221.78967
25,0.2,-1153.27869,-462.84634,1251.8855,-1025.40454,-621.91956,1220.69861
26,0.208,-1144.7915,-461.70404,1251.22266,-1018.66199,-622.26941,1220.67432
27,0.217,-1136.55969,-460.0657,1250.69031,-1010.8252,-619.24756,1221.98022
28,0.225,-1128.28027,-458.09598,1251.09204,-1000.52881,-614.81757,1222.46777
29,0.233,-1119.91113,-456.97812,1251.51001,-993.78748,-617.10156,1222.12134
30,0.242,-1112.72998,-455.67725,1251.26721,-984.99957,-613.20691,1222.54138
31,0.25,-1104.64709,-454.09515,1251.81531,-976.21704,-610.53345,1221.66333
32,0.258,-1096.07581,-452.87476,1252.73975,-969.91516,-610.73676,1224.97107
33,0.267,-1088.48645,-451.43765,1253.24231,-962.13092,-607.81763,1225.1626
34,0.275,-1080.14954,-449.5488,1254.60767,-954.1792,-609.2608,1226.05212
35,0.283,-1071.91919,-448.43744,1255.75806,-945.88458,-605.37189,1229.28345
36,0.292,-1064.2323,-446.50034,1256.86511,-937.80804,-603.17352,1229.1394
37,0.3,-1057.03918,-445.11179,1257.4751,-931.47333,-602.7851,1230.198
38,0.308,-1049.17334,-445.18164,1258.17285,-923.66931,-600.3501,1232.19507
39,0.317,-1040.92761,-443.90555,1259.27856,-915.78857,-598.51801,1233.20447
40,0.325,-1032.89954,-441.93793,1260.26282,-907.87878,-598.01636,1234.96204
41,0.333,-1025.57397,-440.66202,1260.67249,-899.87463,-594.4527,1236.27771
42,0.342,-1017.8913,-440.14767,1262.44629,-893.63269,-595.34119,1237.57874
43,0.35,-1010.38031,-439.50851,1263.46619,-885.88055,-593.45441,1237.95764
44,0.358,-1002.15723,-438.38983,1264.40051,-879.48425,-593.43304,1240.02051
45,0.367,-994.99866,-437.71509,1266.03247,-872.03906,-590.74158,1240.05505
46,0.375,-987.56183,-436.98074,1267.24207,-864.73541,-590.41876,1241.22681
47,0.383,-980.86938,-435.17865,1268.52393,-857.86273,-590.27698,1242.07776
48,0.392,-974.16718,-433.39545,1269.25403,-850.78619,-587.58112,1243.93762
49,0.4,-967.04315,-433.11987,1270.88904,-844.62457,-587.25586,1245.04956
50,0.408,-959.71173,-432.05066,1271.67798,-837.94244,-587.91766,1245.07861
51,0.417,-953.45844,-431.14227,1273.46667,-830.30835,-585.17761,1247.33875
52,0.425,-946.22864,-430.3374,1274.21155,-823.39716,-584.55481,1247.91797
53,0.433,-939.42047,-428.40802,1275.19104,-817.30017,-583.95807,1249.07947
54,0.442,-932.62872,-428.08771,1276.59448,-810.10059,-582.75818,1250.12891
55,0.45,-926.11255,-426.64807,1277.83594,-803.23566,-581.39893,1251.25623
56,0.458,-919.61212,-425.32672,1279.09912,-796.495,-581.25836,1251.37073
57,0.467,-912.55542,-425.01074,1280.49634,-790.20288,-580.37408,1252.72607
58,0.475,-906.06866,-424.12921,1281.43628,-783.22101,-579.20074,1253.78784
59,0.483,-899.16937,-423.61432,1282.59253,-776.35919,-578.65887,1254.28833
60,0.492,-892.979,-422.34882,1282.92053,-771.12653,-579.04456,1254.40784
61,0.5,-885.90234,-420.75662,1284.2085,-763.38049,-577.59479,1255.96924
62,0.508,-878.9754,-421.01538,1284.84412,-756.82428,-576.10498,1256.5957
63,0.517,-872.59558,-419.92996,1285.37854,-749.90948,-574.67889,1257.34424
64,0.525,-865.97412,-419.33594,1285.79443,-743.65076,-574.98462,1257.22314
65,0.533,-859.08594,-418.7764,1286.2467,-737.50684,-574.70642,1257.52661
66,0.542,-851.92468,-418.25671,1287.00818,-731.039,-573.20953,1259.03918
67,0.55,-845.07294,-417.57886,1286.95532,-724.60834,-572.1037,1259.09229
68,0.558,-838.62256,-416.77957,1287.08862,-717.35052,-571.73438,1258.13635
69,0.567,-831.70575,-415.81656,1286.45288,-711.68079,-571.66913,1257.24329
70,0.575,-824.49524,-415.78442,1286.026,-705.22485,-573.04926,1257.67383
71,0.583,-817.69958,-415.30649,1286.33923,-698.99902,-569.44507,1256.84717
72,0.592,-810.80029,-413.88785,1286.08948,-690.90393,-570.49017,1257.49133
73,0.6,-803.95367,-413.60742,1285.27332,-684.91919,-569.25153,1256.00818
74,0.608,-797.21362,-413.62024,1285.99695,-675.74518,-569.5462,1255.82178
75,0.617,-789.28912,-413.80341,1284.56946,-670.63025,-567.25916,1254.04443
76,0.625,-783.50543,-413.40948,1284.45337,-663.16382,-568.15277,1254.88501
77,0.633,-775.59229,-412.83453,1283.96155,-655.4101,-566.99622,1253.57031
78,0.642,-768.88782,-412.68625,1284.01282,-649.22345,-567.50452,1252.73499
79,0.65,-762.89722,-411.87628,1283.6687,-641.57611,-566.95599,1251.44604
80,0.658,-754.99396,-412.67108,1283.20557,-633.63489,-565.24036,1250.69348
81,0.667,-746.82874,-411.57733,1282.20129,-626.82654,-564.94299,1250.12964
82,0.675,-738.99866,-412.02164,1280.83667,-618.32245,-563.68225,1248.75281
83,0.683,-732.05896,-411.1424,1280.27051,-611.76831,-564.40161,1247.61377
84,0.692,-724.80524,-411.21738,1279.26599,-604.23138,-563.42407,1246.58105
85,0.7,-717.34723,-411.2428,1278.18311,-596.79773,-562.77179,1244.40234
86,0.708,-709.64948,-411.04019,1276.81372,-589.52521,-563.39349,1243.36304
87,0.717,-702.03577,-410.0683,1275.70361,-581.56543,-562.4024,1242.28674
88,0.725,-694.43481,-409.51678,1273.71741,-573.53546,-563.08325,1241.31616
89,0.733,-686.60626,-409.58038,1272.03625,-565.76013,-562.3324,1239.72266
90,0.742,-679.36365,-409.6319,1271.4408,-558.26605,-561.42633,1237.69958
91,0.75,-671.39801,-409.28073,1270.1001,-551.09955,-561.86127,1236.4436
92,0.758,-663.38159,-408.84131,1268.29565,-542.50372,-560.42255,1234.60535
93,0.767,-655.16614,-408.59579,1266.81042,-536.00488,-561.02063,1232.37219
94,0.775,-647.41107,-409.5968,1264.88708,-528.33661,-560.8139,1231.46228
95,0.783,-639.18134,-409.19855,1263.67456,-521.29736,-561.03296,1229.65417
96,0.792,-631.8302,-408.93021,1262.28979,-512.79822,-561.55695,1227.59033
97,0.8,-624.00616,-408.92795,1261.66516,-505.78033,-562.9682,1226.32935
98,0.808,-615.63391,-409.0968,1259.3197,-497.63702,-560.90509,1224.42773
99,0.817,-607.61707,-409.17065,1258.12683,-489.6749,-560.90076,1223.83191
100,0.825,-599.19763,-408.64145,1256.94592,-481.61914,-561.59473,1222.01563
101,0.833,-590.99176,-408.24066,1255.71069,-473.75653,-561.36749,1220.2666
102,0.842,-582.41711,-408.31378,1254.52832,-465.7309,-562.14398,1219.96423
103,0.85,-573.24487,-408.74329,1253.68469,-456.97961,-562.5202,1218.7843
104,0.858,-564.19299,-408.797,1252.78357,-449.63254,-563.17725,1217.43506
105,0.867,-555.7406,-408.47308,1252.32483,-441.63919,-563.08618,1216.77124
106,0.875,-547.27454,-408.1102,1252.9624,-434.04276,-563.78741,1214.98047
107,0.883,-538.93652,-408.04266,1253.04492,-425.7287,-564.29218,1215.88867
108,0.892,-529.78961,-407.73471,1252.93884,-417.01199,-562.80365,1215.39331
109,0.9,-521.47107,-407.56384,1253.53369,-409.19382,-564.22186,1215.78503
110,0.908,-512.23071,-407.91409,1254.47839,-400.10748,-563.52277,1216.29639
111,0.917,-503.11417,-408.90152,1255.62012,-392.29416,-564.39886,1216.10034
112,0.925,-494.78577,-408.89523,1256.63733,-384.17102,-564.39301,1216.42627
113,0.933,-485.59604,-408.4808,1257.52344,-376.03552,-564.73969,1217.64929
114,0.942,-476.59824,-408.59424,1259.01477,-368.10007,-565.26825,1218.22351
115,0.95,-468.04449,-409.62198,1260.17065,-358.70029,-564.58221,1219.12561
116,0.958,-458.94037,-409.68912,1261.86731,-351.01596,-566.62927,1220.20056
117,0.967,-450.16119,-410.20633,1262.74548,-341.99503,-566.77917,1221.62585
118,0.975,-441.21683,-411.04041,1264.02783,-334.58902,-568.06384,1223.2522
119,0.983,-433.36145,-410.94086,1264.82971,-325.80197,-567.80042,1224.45435
120,0.992,-423.71906,-411.85849,1266.72693,-317.72537,-570.14862,1225.42358
121,1,-415.65048,-412.56183,1267.65955,-308.00464,-569.99664,1226.73669
122,1.008,-406.85281,-412.90002,1269.41504,-300.5928,-571.74194,1227.7926
123,1.017,-398.51956,-413.94614,1269.77185,-291.22513,-571.95483,1229.33301
124,1.025,-390.0213,-414.55432,1271.34509,-283.40796,-572.26575,1230.10693
125,1.033,-381.9928,-415.23605,1272.35486,-274.69846,-573.16809,1230.92737
126,1.042,-374.02899,-414.96835,1273.29895,-265.66165,-573.94171,1231.93945
127,1.05,-365.79611,-416.02573,1273.84705,-258.73203,-574.36725,1231.94141
128,1.058,-357.49332,-416.0025,1275.13245,-248.17545,-575.06293,1233.38123
129,1.067,-350.40314,-416.25,1276.01074,-240.899,-575.97742,1233.99768
130,1.075,-341.91373,-417.15894,1276.4696,-232.21355,-575.25958,1234.72742
131,1.083,-334.67657,-417.22818,1277.99036,-222.94537,-574.8858,1235.75391
132,1.092,-326.89566,-418.1243,1278.42322,-215.13293,-576.51782,1236.24841
133,1.1,-319.20282,-417.70148,1279.66516,-206.7153,-576.05823,1236.20483
134,1.108,-311.39621,-418.00748,1279.68665,-197.81554,-575.28455,1237.67297
135,1.117,-303.89148,-418.41223,1280.05029,-190.01826,-575.79639,1237.51367
136,1.125,-296.45929,-418.61646,1281.3064,-181.7332,-574.9671,1237.90906
137,1.133,-289.03162,-417.21133,1281.5592,-173.04555,-576.12775,1238.48376
138,1.142,-281.34241,-418.59406,1281.88525,-165.28453,-576.40021,1239.43176
139,1.15,-273.75693,-417.67474,1281.53564,-156.64888,-575.99548,1240.15857
140,1.158,-266.07956,-417.58688,1281.84729,-149.05087,-575.36011,1240.35645
141,1.167,-258.7507,-418.14093,1282.41956,-141.02982,-576.51776,1240.57532
142,1.175,-251.36234,-419.36938,1282.35852,-132.68401,-575.40369,1240.56079
143,1.183,-244.29733,-420.4707,1282.69434,-125.28183,-577.36328,1240.43933
144,1.192,-236.17963,-418.94986,1282.01404,-117.5835,-576.67987,1241.09399
145,1.2,-228.79742,-419.44318,1282.07239,-110.11179,-576.8183,1241.55981
146,1.208,-220.94807,-418.82648,1281.37085,-102.6092,-576.90887,1241.01074
147,1.217,-213.52541,-418.36713,1280.5448,-94.49656,-576.61304,1241.27148
148,1.225,-205.5417,-418.6228,1280.13245,-86.70697,-577.68451,1241.80957
149,1.233,-197.86081,-418.93051,1280.05664,-78.90998,-577.59686,1240.92371
150,1.242,-190.52538,-418.1741,1279.75696,-70.02133,-577.39172,1240.59387
151,1.25,-183.6254,-418.22272,1279.23633,-63.16042,-577.05615,1240.30981
152,1.258,-175.17435,-416.85437,1277.52283,-55.31842,-577.57404,1239.85376
153,1.267,-167.65622,-417.02094,1277.58301,-46.4891,-576.6792,1240.23621
154,1.275,-159.43198,-416.05658,1276.79932,-37.96012,-575.70337,1239.54456
155,1.283,-151.10159,-415.95746,1276.37329,-30.47024,-575.96094,1239.14209
156,1.292,-143.90318,-415.4332,1274.96619,-22.08343,-576.1983,1238.82336
157,1.3,-135.6991,-414.05621,1273.6604,-13.77324,-574.59216,1237.46191
158,1.308,-129.00046,-413.78018,1272.96997,-5.91725,-573.28101,1237.03101
159,1.317,-121.03755,-412.14758,1272.21875,2.69516,-572.43726,1235.90747
160,1.325,-113.24826,-412.54492,1271.67627,10.49761,-572.901,1235.87646
161,1.333,-105.25447,-410.37946,1269.66089,18.22014,-571.53162,1235.80811
162,1.342,-97.58431,-411.39178,1269.49817,26.4269,-572.06659,1236.18225
163,1.35,-90.84138,-408.60886,1268.71558,34.12106,-569.36511,1234.42126
164,1.358,-82.19654,-408.57559,1267.25183,42.0482,-568.72656,1233.96899
165,1.367,-74.39023,-406.89862,1266.77893,49.68778,-567.73993,1233.75586
166,1.375,-66.07276,-406.72073,1266.03564,57.87589,-566.51245,1233.66113
167,1.383,-58.55418,-403.96194,1264.88062,65.41031,-566.02509,1232.80811
168,1.392,-50.68551,-403.95856,1264.0896,72.86472,-565.2063,1233.33936
169,1.4,-42.46312,-401.90457,1264.30945,80.74941,-563.79382,1233.20337
170,1.408,-34.31033,-401.52695,1263.85327,88.43357,-561.70422,1233.1748
171,1.417,-25.27636,-399.91199,1263.40479,96.86201,-560.67816,1233.5885
172,1.425,-17.7184,-397.27957,1262.19299,103.72648,-558.31366,1233.51123
173,1.433,-9.40001,-396.42615,1262.43652,112.17108,-558.23663,1233.59106
174,1.442,-1.67259,-395.29083,1262.76746,118.88158,-556.57892,1234.33203
175,1.45,7.83634,-394.08133,1263.47852,127.35636,-555.17712,1235.05627
176,1.458,15.68938,-394.15182,1264.05469,135.64362,-553.61005,1235.50537
177,1.467,23.37509,-392.67709,1264.55139,143.18907,-552.29291,1237.04272
178,1.475,31.50337,-393.17624,1265.60315,151.12228,-551.32452,1238.22327
179,1.483,39.189,-390.54626,1266.08032,158.97005,-550.27765,1239.05994
180,1.492,47.86604,-390.6615,1267.66321,166.32359,-548.71368,1240.90027
181,1.5,56.30923,-389.2825,1268.31445,174.69754,-548.23846,1242.0437
182,1.508,63.8348,-388.54294,1269.68738,181.56418,-546.33301,1243.22913
183,1.517,71.87402,-388.48474,1270.75464,189.50507,-545.06232,1244.32788
184,1.525,80.2356,-386.53525,1270.76892,198.28069,-542.88208,1245.06763
185,1.533,86.88686,-386.0813,1271.93713,205.55228,-540.9516,1245.42188
186,1.542,95.70977,-384.1871,1272.8042,213.73706,-539.53601,1247.20862
187,1.55,102.92244,-383.59357,1273.25366,220.79301,-539.18402,1247.55847
188,1.558,111.27455,-382.14841,1274.66016,227.23416,-538.33887,1248.55273
189,1.567,117.94624,-381.63272,1275.4115,235.6367,-536.77783,1249.80151
190,1.575,124.82851,-381.8515,1276.57727,242.64261,-536.48413,1249.9978
191,1.583,133.32733,-380.02029,1277.72864,250.00642,-535.7973,1251.38318
192,1.592,140.68028,-380.16873,1278.47754,256.76636,-534.3866,1251.58521
193,1.6,148.16949,-377.42667,1279.1377,264.47662,-534.04395,1252.67322
194,1.608,155.56905,-378.24091,1281.05664,271.09531,-533.59705,1253.50916
195,1.617,161.9101,-377.91846,1282.28796,277.70404,-533.76544,1254.04565
196,1.625,168.89012,-376.0986,1283.46033,284.95807,-531.92291,1255.63831
197,1.633,177.16988,-376.42502,1284.37195,291.56396,-532.1452,1257.28333
198,1.642,184.05502,-374.1846,1286.16663,298.02249,-532.48627,1258.52051
199,1.65,190.29939,-374.75894,1287.39685,304.82294,-532.02765,1259.37744
200,1.658,197.51514,-374.17673,1288.60754,311.5932,-531.84753,1259.62024
201,1.667,204.25958,-373.48431,1289.38696,318.53937,-530.84167,1261.38806
202,1.675,211.70697,-372.07681,1289.96997,324.40186,-530.50269,1262.20837
203,1.683,218.35176,-373.20273,1291.74597,331.59717,-530.84125,1262.37903
204,1.692,224.61621,-372.58594,1292.66492,338.0556,-529.66864,1263.43005
205,1.7,232.12604,-371.54056,1292.66199,344.63037,-529.30115,1264.08191
206,1.708,238.66377,-370.45267,1293.3877,351.40543,-529.81891,1264.40588
207,1.717,244.33293,-370.30423,1293.63269,357.58923,-530.41351,1265.34705
208,1.725,251.85809,-369.6857,1293.74561,365.26453,-529.41528,1265.53857
209,1.733,259.01199,-368.91818,1293.77832,370.80508,-530.36957,1265.00793
210,1.742,266.00024,-369.26544,1294.45142,377.52658,-530.97998,1265.30396
211,1.75,271.7905,-369.85028,1295.01831,384.42798,-529.69641,1265.62073
212,1.758,278.30582,-368.14951,1295.15088,390.55872,-530.01636,1264.79016
213,1.767,285.43805,-368.64719,1295.52356,395.92075,-530.13129,1264.84619
214,1.775,292.78903,-368.78461,1295.36804,403.29877,-530.17657,1265.01086
215,1.783,299.51941,-368.40179,1295.41577,410.21582,-529.6543,1264.37585
216,1.792,306.65521,-368.09982,1295.125,415.39532,-530.68494,1264.98865
217,1.8,314.10574,-368.13724,1294.61768,423.26428,-530.84558,1264.25439
218,1.808,321.66919,-367.98639,1294.11169,428.81598,-529.86743,1263.41064
219,1.817,328.33643,-368.22025,1294.2583,436.01239,-530.83466,1262.70105
220,1.825,335.59552,-366.50983,1293.20752,442.43707,-530.92554,1262.50293
221,1.833,342.88211,-368.01526,1293.1449,449.03308,-530.71338,1261.37976
222,1.842,350.19055,-367.86676,1292.11072,455.86118,-530.72308,1260.27185
223,1.85,357.35449,-368.80176,1291.47546,462.73862,-531.1355,1259.83264
224,1.858,364.57932,-369.42841,1291.81604,469.96942,-531.32483,1259.76624
225,1.867,371.96448,-368.92868,1290.22302,476.67557,-532.80383,1258.48315
226,1.875,379.26279,-369.37543,1289.56226,483.80811,-532.95276,1257.86938
227,1.883,387.68506,-369.69427,1288.22534,490.50223,-533.7923,1257.08862
228,1.892,394.33231,-369.83914,1286.53174,497.99536,-534.86902,1255.62988
229,1.9,402.5903,-371.04825,1285.6897,504.49551,-534.56427,1254.17188
230,1.908,410.03912,-372.1969,1284.51282,511.98352,-535.31384,1252.85449
231,1.917,418.3938,-370.86975,1283.17859,519.46582,-535.91949,1251.66211
232,1.925,426.37149,-372.06921,1281.67761,527.45197,-536.99841,1250.14966
233,1.933,432.88269,-372.40924,1280.88733,535.16638,-537.61554,1249.15271
234,1.942,442.09073,-373.51971,1278.87341,542.62695,-538.21973,1247.17615
235,1.95,449.50656,-375.1954,1277.49658,549.89459,-539.50275,1245.30396
236,1.958,457.55667,-375.97144,1276.79944,557.51324,-541.23584,1243.96387
237,1.967,466.02795,-376.2244,1274.63586,565.53992,-541.25464,1242.09753
238,1.975,472.7674,-377.96225,1273.49866,572.90033,-541.9679,1240.39905
239,1.983,481.07565,-378.29227,1271.76477,580.49329,-543.72546,1238.69434
240,1.992,489.8414,-378.98419,1269.98181,588.84485,-544.73566,1237.56824
241,2,496.95596,-380.13028,1268.54346,596.96625,-545.79779,1236.08032
242,2.008,505.63583,-380.64337,1266.4447,604.23096,-547.06976,1234.04468
243,2.017,513.63898,-382.44144,1265.16492,612.29388,-548.94226,1232.25574
244,2.025,521.05573,-383.58047,1264.16821,620.4505,-550.12299,1231.36609
245,2.033,531.24402,-384.49036,1263.25488,629.04071,-551.40228,1229.88928
246,2.042,538.5896,-385.63297,1262.60352,636.57019,-553.08197,1228.22607
247,2.05,546.93671,-386.53287,1260.60522,644.34052,-553.95532,1226.62512
248,2.058,555.5578,-388.17093,1259.75073,652.57568,-553.6994,1225.5531
249,2.067,563.66742,-389.0379,1260.39392,660.35162,-555.33289,1224.88721
250,2.075,571.99323,-390.83298,1260.67969,668.64105,-557.21045,1223.90076
251,2.083,579.85681,-391.98093,1261.24121,676.76776,-557.9292,1224.14551
252,2.092,588.35553,-393.92511,1261.58398,685.50226,-559.60901,1223.84534
253,2.1,597.1441,-395.43353,1263.00952,693.98193,-561.70465,1223.90833
254,2.108,604.35419,-396.0101,1264.01904,702.28809,-563.24219,1224.12329
255,2.117,613.39484,-397.13391,1264.31897,710.17023,-563.38654,1223.94604
256,2.125,621.3988,-398.97684,1265.42688,719.10046,-565.70203,1224.99121
257,2.133,630.00714,-399.60516,1266.40515,726.94501,-566.45331,1225.40405
258,2.142,638.763,-401.48752,1266.5957,735.44135,-567.98621,1225.00623
259,2.15,646.71039,-402.47238,1266.95874,743.59625,-569.12488,1226.26563
260,2.158,655.78741,-404.23544,1267.7168,752.02411,-571.18829,1227.03674
261,2.167,663.30939,-405.68982,1269.53357,760.14117,-572.02771,1227.50122
262,2.175,671.18176,-406.56384,1270.72339,768.63855,-574.43677,1228.77441
