Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,-1290.94067,-422.49353,1466.5885
2,0.008,-1283.56201,-423.32153,1466.02759
3,0.017,-1277.62683,-421.31155,1465.44104
4,0.025,-1268.80273,-422.62659,1465.22681
5,0.033,-1261.83508,-421.92569,1463.49316
6,0.042,-1254.4552,-421.37534,1463.17236
7,0.05,-1246.39941,-421.34195,1462.94238
8,0.058,-1239.91602,-419.95718,1462.49512
9,0.067,-1232.01135,-419.55475,1460.84924
10,0.075,-1224.65906,-419.341,1460.26978
11,0.083,-1216.99744,-418.67981,1458.85974
12,0.092,-1210.81213,-418.15665,1457.91528
13,0.1,-1201.78345,-417.07996,1456.80652
14,0.108,-1195.55188,-416.78937,1456.50659
15,0.117,-1186.46655,-414.88779,1454.50525
16,0.125,-1180.07642,-414.14401,1453.97498
17,0.133,-1172.17627,-412.95264,1453.02808
18,0.142,-1165.55786,-410.85269,1452.35571
19,0.15,-1157.89392,-410.29681,1451.2655
20,0.158,-1149.9342,-409.51544,1449.96899
21,0.167,-1142.60095,-407.62418,1448.63513
22,0.175,-1135.08484,-405.85385,1448.46497
23,0.183,-1127.354,-403.72696,1447.28821
24,0.192,-1119.77283,-401.80685,1447.18298
25,0.2,-1112.68701,-399.03171,1446.06848
26,0.208,-1103.83374,-398.52258,1445.32275
27,0.217,-1096.36609,-395.88986,1444.47253
28,0.225,-1088.90161,-393.76697,1445.29919
29,0.233,-1081.68787,-389.14835,1444.60864
30,0.242,-1073.78259,-389.048,1445.4198
31,0.25,-1064.74072,-385.92252,1445.35803
32,0.258,-1057.23352,-384.31992,1446.19153
33,0.267,-1050.50854,-382.17538,1446.75964
34,0.275,-1041.99792,-379.9223,1446.53137
35,0.283,-1035.20459,-377.98703,1447.6217
36,0.292,-1026.33704,-377.23718,1448.18616
37,0.3,-1018.92749,-375.328,1448.73792
38,0.308,-1011.42969,-372.93713,1450.63843
39,0.317,-1004.91052,-371.0433,1451.59216
40,0.325,-997.30237,-369.81146,1452.5282
41,0.333,-988.98871,-367.34497,1452.04565
42,0.342,-980.67542,-365.97107,1453.83862
43,0.35,-974.11322,-365.70111,1454.60803
44,0.358,-966.93225,-365.23929,1456.25903
45,0.367,-959.02142,-362.15854,1456.31433
46,0.375,-951.43262,-360.72101,1458.11572
47,0.383,-943.71783,-360.66226,1458.03589
48,0.392,-935.74536,-360.65298,1459.47266
49,0.4,-929.53644,-357.91458,1460.37634
50,0.408,-922.7442,-358.23721,1462.63428
51,0.417,-914.85413,-356.43863,1463.41736
52,0.425,-907.51367,-356.31619,1464.23621
53,0.433,-900.53772,-353.42947,1464.62134
54,0.442,-894.46979,-354.24808,1467.20508
