Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,162.86482,-279.98413,1343.28723,172.85304,-420.64951,1221.37195,138.98602,-367.11725,1145.38379
2,0.008,162.83527,-280.16867,1343.0752,171.90892,-420.22223,1220.85559,139.25221,-366.65283,1145.40845
3,0.017,162.73308,-280.34766,1342.43298,171.88524,-419.62445,1220.31836,139.9153,-365.99493,1144.85217
4,0.025,161.73102,-280.12601,1342.27856,171.7067,-419.80682,1219.76123,141.35995,-365.71271,1143.53564
5,0.033,161.75586,-280.04388,1342.02173,170.84644,-419.04111,1219.40283,141.59605,-365.02979,1143.07629
6,0.042,160.92342,-279.46292,1341.80591,170.81628,-418.95667,1219.14697,141.89699,-365.21484,1142.8031
7,0.05,160.54022,-279.06818,1341.51111,170.81628,-418.95667,1219.14697,142.24016,-365.30444,1142.65686
8,0.058,160.30946,-278.39157,1341.04895,170.81628,-418.95667,1219.14697,142.37921,-365.4852,1142.61548
9,0.067,159.74634,-278.8624,1341.00305,170.88672,-418.92636,1219.29431,142.37921,-365.4852,1142.61548
10,0.075,159.43166,-278.65747,1340.89636,170.90503,-418.75009,1219.74097,142.37921,-365.4852,1142.61548
11,0.083,159.32465,-278.62039,1340.96021,170.91602,-418.95377,1220.22632,141.71521,-365.71552,1143.41406
12,0.092,159.76569,-278.39737,1341.22595,170.55215,-419.37875,1220.67603,140.78209,-366.18323,1144.38428
13,0.1,159.78815,-278.10349,1341.51147,170.2384,-419.38806,1221.32336,139.76651,-366.19424,1144.73523
14,0.108,159.25,-278.53067,1341.50745,170.78395,-419.27408,1221.7616,138.79822,-367.05612,1145.15759
15,0.117,160.05862,-278.45508,1341.71692,171.12421,-419.25125,1221.94031,138.07222,-367.78314,1145.10779
16,0.125,160.3385,-278.39722,1342.24963,171.21596,-419.25424,1222.03235,136.99686,-367.83243,1145.80811
17,0.133,160.27405,-277.99551,1342.33972,171.75385,-419.46313,1222.04065,136.43144,-367.91385,1146.20752
18,0.142,160.85007,-277.77808,1342.62769,171.72374,-419.3139,1221.95825,136.31647,-368.07916,1146.29297
19,0.15,161.1651,-277.98303,1342.73438,172.07547,-419.29831,1221.96692,135.81139,-367.7673,1146.77551
20,0.158,161.38875,-278.2886,1342.66797,172.07547,-419.29831,1221.96692,135.81139,-367.7673,1146.77551
21,0.167,162.11685,-278.76828,1342.74011,171.71654,-418.70129,1221.19385,135.81139,-367.7673,1146.77551
22,0.175,163.03273,-278.96649,1342.74658,172.41383,-418.80981,1221.25037,135.55779,-367.17841,1146.01184
23,0.183,163.34795,-279.19272,1342.28857,172.71738,-418.51965,1220.52173,135.8127,-367.00012,1145.09607
24,0.192,163.47676,-279.73703,1342.06653,173.09021,-418.34549,1219.6864,135.6313,-366.69928,1144.71912
25,0.2,163.50542,-279.66571,1341.8623,172.88274,-418.38861,1219.39014,135.45345,-366.70386,1144.55029
26,0.208,163.62421,-280.32889,1341.73608,172.65004,-418.84625,1219.16931,135.39474,-366.59375,1144.2334
27,0.217,163.71298,-280.03583,1341.5387,172.13762,-418.46277,1218.5304,136.04883,-365.80215,1144.06995
28,0.225,163.35727,-279.16299,1341.33423,172.18922,-418.43869,1218.08691,136.45374,-365.51779,1143.32996
29,0.233,162.93918,-279.02148,1341.18103,171.4389,-418.11807,1217.69812,136.76982,-364.87555,1143.07312
30,0.242,163.16045,-279.65259,1341.15869,171.05753,-418.30173,1217.36548,137.35953,-364.24493,1143.14661
31,0.25,162.72935,-278.85965,1341.10767,171.12767,-417.96216,1217.47119,138.7657,-364.07794,1142.48938
32,0.258,162.12808,-278.63895,1341.10254,171.07259,-418.08466,1217.375,139.24023,-364.21594,1142.41699
33,0.267,162.12808,-278.63895,1341.10254,171.04904,-417.90887,1217.55042,139.60918,-363.79532,1142.29077
34,0.275,161.49487,-278.37741,1341.00415,170.5276,-417.99969,1218.31104,139.28456,-364.74945,1142.35608
35,0.283,161.27304,-277.7464,1341.02649,170.89311,-418.10788,1218.65576,139.98294,-365.1123,1142.63708
36,0.292,161.85048,-278.82587,1341.17212,170.69949,-418.39883,1219.11804,139.71352,-365.49817,1142.52136
37,0.3,160.8252,-277.81259,1341.17188,170.62524,-418.82059,1219.29773,139.92496,-365.63669,1142.65356
38,0.308,160.42026,-278.26419,1341.11292,170.66243,-418.71155,1219.74609,139.42255,-365.63681,1143.42688
39,0.317,160.45598,-278.49197,1341.31995,170.53743,-419.27243,1220.1792,138.28978,-367.03149,1144.10461
