Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-1695.43579,-186.71118,1233.54749,-1749.50635,-220.87285,1069.17993,-1778.02844,-138.55377,1038.60742
2,0.008,-1687.63416,-183.11992,1232.50378,-1743.39929,-222.24274,1069.06311,-1774.52026,-138.24217,1039.08179
3,0.017,-1680.4054,-185.43024,1232.21265,-1737.14478,-223.92281,1068.97473,-1770.14905,-137.851,1037.97449
4,0.025,-1674.50781,-186.94814,1232.93298,-1729.15173,-223.89954,1070.17688,-1758.64709,-139.90228,1038.30713
5,0.033,-1665.40808,-184.24782,1232.51721,-1722.53357,-223.66611,1069.98096,-1754.1864,-140.64888,1037.99377
6,0.042,-1657.53271,-187.42172,1229.34534,-1716.78088,-224.15448,1068.96582,-1747.32751,-140.53535,1036.92896
7,0.05,-1651.87561,-188.82614,1231.21594,-1709.70496,-226.13858,1068.17126,-1740.58728,-140.79065,1036.90698
8,0.058,-1642.1051,-186.54144,1230.07739,-1701.6615,-226.27295,1067.48267,-1732.83228,-143.08162,1036.04724
9,0.067,-1635.03455,-188.40443,1228.71387,-1694.76318,-226.26004,1066.93567,-1724.45422,-143.2937,1034.92822
10,0.075,-1628.11511,-191.01764,1227.93042,-1687.59802,-228.13792,1066.07593,-1720.17505,-143.19679,1034.02551
11,0.083,-1620.11292,-189.42963,1225.61633,-1679.69666,-228.24203,1064.63062,-1710.00818,-144.70587,1033.46228
12,0.092,-1611.43726,-191.65224,1224.04114,-1671.4823,-230.52925,1063.89368,-1699.80457,-145.5648,1031.32813
13,0.1,-1604.92249,-193.19577,1223.0332,-1664.02087,-231.21147,1061.64172,-1696.52197,-145.94986,1031.26208
14,0.108,-1595.56201,-193.54541,1223.37756,-1656.55371,-233.19209,1061.07251,-1684.46082,-148.1393,1028.89966
15,0.117,-1587.11292,-195.09511,1219.97424,-1648.1438,-233.34319,1058.43298,-1676.36011,-148.93768,1028.73547
16,0.125,-1580.28564,-196.02155,1219.6228,-1638.96826,-233.98378,1057.552,-1668.80066,-149.05644,1027.47278
17,0.133,-1572.54895,-199.62901,1218.22437,-1631.3717,-235.86383,1056.6731,-1660.15649,-151.23698,1025.09644
18,0.142,-1562.27026,-198.31073,1216.68164,-1623.56201,-236.11017,1053.75525,-1654.27136,-152.69376,1024.33337
19,0.15,-1553.51843,-201.31769,1214.47888,-1613.5813,-236.5748,1051.72925,-1649.3772,-152.19388,1022.65131
20,0.158,-1548.12866,-203.36758,1214.86475,-1605.6106,-238.75635,1050.75024,-1638.30151,-155.08549,1020.8457
21,0.167,-1537.29993,-203.70251,1210.88562,-1596.45557,-239.72121,1049.61914,-1631.56396,-154.57916,1020.35468
22,0.175,-1527.49817,-204.52109,1211.14868,-1585.40149,-241.40729,1047.99939,-1614.10242,-158.08507,1017.09613
23,0.183,-1519.92712,-206.66457,1211.84998,-1575.38721,-242.20752,1047.18872,-1608.50293,-157.80446,1016.36591
24,0.192,-1508.89001,-207.8362,1212.26184,-1567.47168,-243.55252,1047.27747,-1597.34863,-158.48302,1016.63934
25,0.2,-1499.97925,-208.21773,1210.07068,-1556.95569,-243.86275,1046.47375,-1587.23608,-160.07169,1015.45428
