Frame#,Time,L.Wrist.x,L.Wrist.y,L.Wrist.z,L.Thumb.M1.x,L.Thumb.M1.y,L.Thumb.M1.z,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Thumb.M3.x,L.Thumb.M3.y,L.Thumb.M3.z,L.Finger3.M1.x,L.Finger3.M1.y,L.Finger3.M1.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z,L.Finger3.M3.x,L.Finger3.M3.y,L.Finger3.M3.z
1,0,149.96158,211.32028,584.15363,105.29556,185.89542,602.2912,139.32642,117.74599,588.51617,162.76393,80.00737,557.3114,222.39148,164.83926,572.39783,229.37511,114.41872,549.4325,230.2003,69.30865,525.68591
2,0.008,150.48724,211.27661,583.75488,105.29556,185.89542,602.2912,139.32642,117.74599,588.51617,162.76393,80.00737,557.3114,222.14027,164.90764,572.34924,229.08717,114.47128,549.35797,230.2003,69.30865,525.68591
3,0.017,150.48724,211.27661,583.75488,105.29556,185.89542,602.2912,139.10043,117.09082,588.00433,163.08923,79.60052,556.65942,222.50481,164.74922,572.22772,229.37511,114.41872,549.4325,230.2003,69.30865,525.68591
4,0.025,150.2529,210.90083,583.68994,104.98089,185.79602,602.14673,139.32642,117.74599,588.51617,162.76393,80.00737,557.3114,220.86861,165.50868,571.58344,229.37511,114.41872,549.4325,230.15849,68.67806,525.72638
5,0.033,150.2529,210.90083,583.68994,104.98089,185.79602,602.14673,139.44493,117.49895,588.2063,163.86206,78.80644,556.6734,222.50481,164.74922,572.22772,229.37511,114.41872,549.4325,230.15849,68.67806,525.72638
6,0.042,150.2529,210.90083,583.68994,105.29556,185.89542,602.2912,139.44493,117.49895,588.2063,163.53682,79.21309,557.32538,222.39148,164.83926,572.39783,229.37511,114.41872,549.4325,230.2003,69.30865,525.68591
7,0.05,150.2529,210.90083,583.68994,105.29556,185.89542,602.2912,139.32642,117.74599,588.51617,163.66531,78.65932,556.75482,220.77487,165.63358,571.75977,229.37511,114.41872,549.4325,229.38599,68.82124,525.2699
8,0.058,150.2529,210.90083,583.68994,104.88312,185.82419,602.25275,139.29381,117.54404,588.52087,163.66531,78.65932,556.75482,220.77487,165.63358,571.75977,229.46216,114.60928,549.51654,229.95053,68.79822,525.81049
9,0.067,150.2529,210.90083,583.68994,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,220.77487,165.63358,571.75977,229.46216,114.60928,549.51654,230.00812,69.49153,525.81964
10,0.075,150.64545,210.819,583.69666,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.53682,79.21309,557.32538,220.77487,165.63358,571.75977,229.46216,114.60928,549.51654,230.15787,69.01505,525.44067
11,0.083,150.64545,210.819,583.69666,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,222.39148,164.83926,572.39783,228.77756,114.13187,549.53571,230.15787,69.01505,525.44067
12,0.092,150.2529,210.90083,583.68994,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,222.39148,164.83926,572.39783,229.46216,114.60928,549.51654,230.30449,68.80876,525.08264
13,0.1,150.2529,210.90083,583.68994,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,220.77487,165.63358,571.75977,229.46216,114.60928,549.51654,230.15787,69.01505,525.44067
14,0.108,150.64545,210.819,583.69666,105.17824,185.90445,602.39191,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,220.77487,165.63358,571.75977,229.32022,114.30154,548.83771,230.30449,68.80876,525.08264
15,0.117,150.64545,210.819,583.69666,105.98676,185.75301,603.05469,139.44493,117.49895,588.2063,163.66531,78.65932,556.75482,222.75005,164.75255,572.81897,230.54623,113.79884,549.49506,230.51163,69.70895,525.13904
