Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z,L.Ankle.x,L.Ankle.y,L.Ankle.z,L.Ankle.Medial.x,L.Ankle.Medial.y,L.Ankle.Medial.z
1,0,-914.42877,227.75478,270.14117,-1007.21637,236.97649,68.45961,-977.86761,132.52121,85.18949
2,0.008,-913.89069,228.80521,269.79401,-1007.21637,236.97649,68.45961,-977.70825,132.67311,85.54032
3,0.017,-914.42877,227.75478,270.14117,-1007.39014,236.83296,68.46651,-977.70825,132.67311,85.54032
4,0.025,-914.42877,227.75478,270.14117,-1007.73785,236.54602,68.48037,-977.86761,132.52121,85.18949
5,0.033,-914.39008,228.18652,270.0072,-1007.39014,236.83296,68.46651,-977.86761,132.52121,85.18949
6,0.042,-914.53296,228.23125,270.50436,-1007.51245,236.72934,68.58244,-977.70825,132.67311,85.54032
7,0.05,-914.09332,226.77484,270.82684,-1007.51245,236.72934,68.58244,-977.99188,133.04628,85.52611
8,0.058,-914.5191,227.56131,270.45694,-1007.51245,236.72934,68.58244,-977.70825,132.67311,85.54032
9,0.067,-914.39008,228.18652,270.0072,-1007.51245,236.72934,68.58244,-977.86761,132.52121,85.18949
10,0.075,-914.42877,227.75478,270.14117,-1007.51245,236.72934,68.58244,-977.86761,132.52121,85.18949
11,0.083,-914.42877,227.75478,270.14117,-1007.51245,236.72934,68.58244,-977.70825,132.67311,85.54032
12,0.092,-914.53296,228.23125,270.50436,-1007.51245,236.72934,68.58244,-977.70825,132.67311,85.54032
13,0.1,-914.42877,227.75478,270.14117,-1007.73785,236.54602,68.48037,-977.70825,132.67311,85.54032
14,0.108,-914.39008,228.18652,270.0072,-1007.51245,236.72934,68.58244,-977.70825,132.67311,85.54032
15,0.117,-914.42877,227.75478,270.14117,-1007.73785,236.54602,68.48037,-977.70825,132.67311,85.54032
16,0.125,-914.42877,227.75478,270.14117,-1007.39301,236.9151,68.55015,-977.70825,132.67311,85.54032
17,0.133,-914.42877,227.75478,270.14117,-1007.61835,236.73178,68.4481,-977.70825,132.67311,85.54032
18,0.142,-914.42877,227.75478,270.14117,-1007.73785,236.54602,68.48037,-977.70825,132.67311,85.54032
19,0.15,-914.42877,227.75478,270.14117,-1007.73785,236.54602,68.48037,-977.70825,132.67311,85.54032
