Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Front.Head.x,Front.Head.y,Front.Head.z,Rear.Head.x,Rear.Head.y,Rear.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,-1251.63953,44.74295,1318.24927,-1122.43909,15.80174,1225.56738,-1347.61707,48.2044,1229.93091,-1155.52625,7.77771,1054.63708
2,0.008,-1251.63953,44.74295,1318.24927,-1122.36255,16.13132,1224.8313,-1347.61707,48.2044,1229.93091,-1155.52625,7.77771,1054.63708
3,0.017,-1251.46118,44.68221,1317.5697,-1122.36255,16.13132,1224.8313,-1347.73059,48.12423,1230.31873,-1155.52625,7.77771,1054.63708
4,0.025,-1251.42664,44.85777,1317.64172,-1122.36255,16.13132,1224.8313,-1347.73059,48.12423,1230.31873,-1155.34216,7.7647,1054.41016
5,0.033,-1251.89771,44.33984,1318.06274,-1122.36255,16.13132,1224.8313,-1347.54346,47.95695,1230.026,-1155.34216,7.7647,1054.41016
6,0.042,-1251.68481,44.45462,1317.45496,-1122.36255,16.13132,1224.8313,-1347.49756,47.89597,1230.62378,-1155.63123,7.23605,1054.81152
7,0.05,-1251.67407,44.56742,1318.17737,-1121.96814,15.85469,1224.02576,-1347.49756,47.89597,1230.62378,-1155.80469,7.27873,1055.00012
8,0.058,-1251.68481,44.45462,1317.45496,-1121.96814,15.85469,1224.02576,-1347.49756,47.89597,1230.62378,-1155.52625,7.77771,1054.63708
9,0.067,-1251.67407,44.56742,1318.17737,-1122.36255,16.13132,1224.8313,-1347.49756,47.89597,1230.62378,-1154.50842,6.09685,1054.72913
10,0.075,-1251.63953,44.74295,1318.24927,-1121.96814,15.85469,1224.02576,-1347.57129,48.14339,1230.52881,-1154.6925,6.10982,1054.95593
11,0.083,-1251.63953,44.74295,1318.24927,-1121.96814,15.85469,1224.02576,-1347.57129,48.14339,1230.52881,-1154.6925,6.10982,1054.95593
12,0.092,-1251.42664,44.85777,1317.64172,-1122.36255,16.13132,1224.8313,-1347.57129,48.14339,1230.52881,-1154.46021,6.01229,1055.38196
13,0.1,-1251.14795,45.30927,1317.30676,-1121.96814,15.85469,1224.02576,-1347.57129,48.14339,1230.52881,-1154.54407,5.81391,1055.60107
14,0.108,-1251.63953,44.74295,1318.24927,-1122.36255,16.13132,1224.8313,-1347.57129,48.14339,1230.52881,-1154.54407,5.81391,1055.60107
15,0.117,-1251.63953,44.74295,1318.24927,-1122.36255,16.13132,1224.8313,-1347.57129,48.14339,1230.52881,-1155.92651,4.81312,1055.19299
16,0.125,-1251.63953,44.74295,1318.24927,-1122.36255,16.13132,1224.8313,-1347.57129,48.14339,1230.52881,-1155.53894,5.15552,1055.49329
17,0.133,-1251.38916,45.1653,1317.9718,-1122.36255,16.13132,1224.8313,-1347.73059,48.12423,1230.31873,-1155.53894,5.15552,1055.49329
18,0.142,-1251.38916,45.1653,1317.9718,-1122.36255,16.13132,1224.8313,-1347.73059,48.12423,1230.31873,-1155.34912,4.91543,1055.7218
19,0.15,-1251.63953,44.74295,1318.24927,-1122.36255,16.13132,1224.8313,-1347.73059,48.12423,1230.31873,-1155.92651,4.81312,1055.19299
