Frame#,Time,R.Thigh.x,R.Thigh.y,R.Thigh.z,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z,R.Knee.x,R.Knee.y,R.Knee.z,R.Knee.Medial.x,R.Knee.Medial.y,R.Knee.Medial.z
1,0,15.72646,-312.56372,580.75781,105.61448,-226.94125,631.77441,142.74989,-304.34564,545.32935,170.78267,-170.63768,546.34894
2,0.008,15.47851,-312.71085,581.23871,105.63657,-226.74574,632.12274,142.63437,-304.51886,545.67603,170.82422,-170.95543,546.70142
3,0.017,15.64663,-312.71024,581.59631,105.65408,-226.85254,632.33014,142.67035,-304.37778,545.82233,170.4446,-171.01865,547.05481
4,0.025,15.7148,-312.91324,581.96155,105.71471,-227.17397,632.58789,142.88872,-304.33783,545.8454,170.60547,-171.14569,547.16644
5,0.033,15.7148,-312.91324,581.96155,105.62518,-226.93358,632.58417,142.9774,-304.36429,545.89655,170.86287,-171.0332,547.28052
6,0.042,15.75996,-312.80142,581.85132,105.72093,-227.20195,632.48322,142.99268,-304.59811,545.91357,170.7234,-171.15437,546.94519
7,0.05,15.83451,-313.45123,581.75464,105.65704,-227.11469,632.27496,142.99042,-304.87292,545.74152,171.08133,-171.28601,546.99628
8,0.058,15.49387,-313.12988,581.13934,105.61575,-226.97127,631.88507,142.74785,-305.03622,545.41077,170.82422,-170.95543,546.70142
9,0.067,15.56573,-313.49603,580.67621,105.75925,-227.19356,631.49371,143.13496,-305.23871,545.01868,170.73361,-170.55722,545.99188
10,0.075,15.39374,-313.73953,580.24457,105.65115,-227.55376,631.35931,142.84363,-305.0824,544.54919,171.03516,-170.97606,545.29181
11,0.083,15.36431,-313.81369,579.45233,105.39194,-227.66902,630.78424,142.5847,-305.01959,543.55621,171.36841,-171.25174,544.77362
12,0.092,15.38853,-313.64398,578.7525,105.57552,-228.06741,629.7301,142.44928,-305.27631,543.00916,171.33731,-171.16838,544.3092
13,0.1,15.10363,-313.43942,578.21887,105.50839,-228.23869,629.065,142.83926,-305.06189,541.8576,171.36041,-171.39253,543.98517
14,0.108,14.93957,-313.86151,577.01044,105.71621,-228.64098,628.56567,142.57492,-305.15979,541.37103,171.69165,-171.73383,543.13232
15,0.117,15.10505,-313.55951,576.46503,105.83533,-229.11237,628.44397,142.35338,-304.92178,540.72626,171.47768,-171.64281,542.26093
16,0.125,15.1454,-314.16153,576.08704,105.83533,-229.11237,628.44397,142.44421,-305.21387,540.68732,171.23453,-171.48988,541.93329
17,0.133,14.99343,-314.11212,576.07489,105.68328,-229.07338,628.58398,142.19997,-305.11981,540.86841,171.19586,-171.28934,543.05371
18,0.142,15.03984,-314.26395,576.37103,105.67377,-228.95987,628.86737,142.42073,-305.02274,541.37305,171.25296,-171.2054,543.76843
19,0.15,14.99802,-314.22293,577.04761,105.50839,-228.23869,629.065,142.68427,-304.71497,541.80707,171.27209,-171.21452,544.08044
20,0.158,15.44392,-313.63898,577.88068,105.40049,-227.93518,629.73096,142.52655,-304.24924,542.50378,171.22237,-170.91144,544.42743
21,0.167,15.43601,-313.62613,578.60498,105.29436,-227.77995,630.77197,142.70712,-304.58096,543.30743,171.18336,-170.82036,545.06415
22,0.175,15.42273,-313.52411,579.34741,105.44337,-227.56792,631.05231,143.81,-304.66422,544.99872,170.87253,-170.42325,545.70563
23,0.183,15.07675,-313.26627,580.06024,105.32925,-227.48267,631.34509,142.68672,-304.10959,544.63245,170.73361,-170.55722,545.99188
24,0.192,14.91589,-313.08575,580.43481,105.50961,-227.42548,631.65112,142.86908,-304.03967,544.94135,170.53548,-170.60558,546.23962
25,0.2,15.27141,-312.59744,581.01276,105.66496,-226.7034,631.91028,142.99498,-303.77609,545.2912,170.71144,-170.74805,546.46893
26,0.208,15.65808,-312.66547,581.37726,105.54375,-226.73955,632.16852,142.92223,-303.95557,545.65564,170.5834,-170.69437,546.98254
27,0.217,15.64663,-312.71024,581.59631,105.54375,-226.73955,632.16852,142.845,-303.92932,545.77643,170.5834,-170.69437,546.98254
