Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-61.01708,443.89499,981.33167,38.89862,547.52142,891.73541,2.90598,526.46356,808.68884
2,0.008,-60.91637,443.54984,980.97858,38.61017,547.50842,891.60834,3.89857,525.19641,807.63568
3,0.017,-60.99624,443.43582,980.19513,38.48763,547.77655,891.35425,4.04318,525.14856,807.56012
4,0.025,-61.18561,443.60333,980.00629,37.61628,548.26288,891.1203,4.78918,524.95367,807.05573
5,0.033,-61.85863,443.9158,979.37439,37.05703,548.99188,891.06195,5.47236,524.84204,806.79651
6,0.042,-63.34334,443.54657,978.75177,36.85519,549.63184,891.26331,5.75884,524.81091,807.20825
7,0.05,-64.19862,443.69904,978.5293,36.56932,549.54675,891.29938,6.02256,524.72797,807.10394
8,0.058,-64.40115,443.90582,978.13721,36.3212,549.48633,891.53625,6.21967,524.73224,806.93048
9,0.067,-65.5309,444.23462,977.87994,36.3212,549.48633,891.53625,6.19911,524.40692,806.9317
10,0.075,-66.2775,444.17682,977.71747,36.35038,549.48303,891.68774,6.36291,524.77515,807.27319
11,0.083,-66.78059,444.14545,977.46973,36.29536,549.62042,891.94781,6.4409,524.76758,807.73871
12,0.092,-67.59129,444.13159,977.73279,36.40631,549.51141,892.44385,5.88432,524.92041,808.4762
13,0.1,-67.76848,444.12698,977.76837,36.18693,549.08649,893.37469,5.50803,524.93097,808.62946
14,0.108,-67.69814,443.8226,978.22144,36.31723,549.01978,893.50781,5.5008,524.94891,808.69031
15,0.117,-67.47855,444.24527,979.12061,36.73625,548.73938,893.9859,6.49288,525.55353,808.87787
16,0.125,-66.44221,443.97018,979.64215,37.6294,547.91248,893.8363,6.19619,525.63184,808.88416
17,0.133,-65.97044,443.74551,979.90338,38.34325,547.79834,893.64709,5.91937,525.71228,808.80908
18,0.142,-65.7797,443.63519,980.73907,39.45143,547.3349,893.61084,5.0485,525.66705,808.82733
19,0.15,-64.84031,443.54901,980.89703,39.3236,547.09338,893.56299,4.5149,525.87927,808.79828
20,0.158,-63.2275,443.10019,981.03247,39.44719,546.75909,893.04401,4.00998,525.35583,808.56964
21,0.167,-62.47681,442.9819,980.78278,39.54899,547.04468,892.69427,4.00998,525.35583,808.56964
22,0.175,-61.60734,442.8096,980.94263,39.7452,546.96265,892.24792,3.90573,524.96735,808.6109
23,0.183,-60.81482,442.49066,980.8811,39.87103,546.90881,891.78027,3.69435,524.6366,808.79663
24,0.192,-60.7938,443.25275,980.87268,39.91074,547.20319,891.41101,5.0054,524.12085,807.86664
25,0.2,-60.69111,443.26746,981.10571,39.80413,547.32892,891.02472,4.84579,524.461,807.42084
26,0.208,-60.75047,443.10977,980.46869,39.9539,547.46393,890.94916,5.91938,524.12573,807.03931
27,0.217,-60.73714,443.17154,980.21277,39.95891,547.56683,890.82904,5.7364,524.22626,806.81885
28,0.225,-60.86736,443.24774,979.92151,39.91159,547.74902,890.96759,6.19176,524.46967,806.77173
29,0.233,-61.99117,443.10208,979.11694,40.19761,547.89178,891.06165,6.98022,524.24658,806.82861
30,0.242,-62.88426,443.33002,978.79193,40.00597,547.93231,891.33624,7.36887,524.64301,807.00458
31,0.25,-63.33663,443.52472,978.59485,40.11315,548.05664,891.46552,7.3928,524.97791,807.21613
32,0.258,-63.907,443.62277,978.60461,40.08263,548.13062,892.19696,8.25181,525.57611,807.80389
33,0.267,-64.30146,443.85751,978.25494,39.12483,549.10767,892.80304,8.39144,525.65985,808.34686
34,0.275,-64.88383,444.31281,978.85907,39.34816,549.52454,893.31134,9.16197,526.3902,808.43713
35,0.283,-64.90604,444.54004,979.00409,39.36033,549.18079,893.90149,8.74833,527.00476,808.75757
36,0.292,-65.08476,444.22089,979.73236,39.36033,549.18079,893.90149,8.65996,527.07935,809.04089
37,0.3,-65.08476,444.22089,979.73236,39.95476,548.32996,894.12506,8.65996,527.07935,809.04089
38,0.308,-64.94942,444.62619,980.30206,40.27404,548.04889,894.03918,8.60797,527.21265,809.32837
39,0.317,-64.94537,444.44424,980.6084,40.67065,547.92749,893.50031,8.01175,526.95331,809.60492
40,0.325,-64.05785,444.18597,981.0899,40.85025,547.74091,893.47845,7.35111,526.87042,809.50372
41,0.333,-62.84528,443.81494,981.10028,40.46169,547.58221,893.58978,6.69904,525.72559,808.9726
42,0.342,-61.95769,443.29178,981.32043,40.94416,547.77838,893.33008,6.62877,525.612,808.77673
43,0.35,-61.67297,443.22595,981.22766,40.73174,547.4342,893.15527,6.13867,525.46124,808.75806
44,0.358,-61.60734,442.8096,980.94263,40.96107,547.15887,892.16217,5.53868,525.46973,808.54034
45,0.367,-60.68942,443.27649,981.25226,40.77556,546.84753,891.84698,5.11969,525.05164,808.25714
46,0.375,-60.39888,442.44794,981.25897,40.49073,547.09772,891.60272,5.13906,523.54706,807.43817
47,0.383,-60.40057,442.4389,981.11237,40.38961,547.2218,891.17633,5.95741,523.92365,807.16864
48,0.392,-60.58423,443.06351,980.48145,40.29543,547.47601,890.8891,6.21387,524.0025,806.62085
49,0.4,-60.73714,443.17154,980.21277,40.15202,547.50146,890.87885,6.21387,524.0025,806.62085
50,0.408,-60.87359,443.16135,979.94049,39.95891,547.56683,890.82904,6.30826,524.04712,806.54584
51,0.417,-62.18426,443.01663,979.11078,39.95891,547.56683,890.82904,6.39692,523.76605,806.24451
52,0.425,-62.88426,443.33002,978.79193,39.91159,547.74902,890.96759,7.14694,523.96637,806.17249
53,0.433,-63.33555,443.71613,978.4527,39.91159,547.74902,890.96759,7.12349,524.17596,806.22046
54,0.442,-64.30146,443.85751,978.25494,39.73602,547.78418,891.09033,7.51861,524.62219,806.56921
55,0.45,-64.40115,443.90582,978.13721,39.3776,547.88416,891.30811,7.41435,524.44141,806.71881
56,0.458,-64.65329,443.99506,977.95001,38.86034,549.2171,892.03357,7.73301,524.8924,807.30017
57,0.467,-65.47717,444.29135,978.28821,38.40352,549.69489,892.15564,8.74979,526.62494,808.31512
58,0.475,-65.47356,444.45023,978.64209,38.86346,550.48694,892.76263,8.33637,527.23926,808.6355
59,0.483,-65.21487,444.57034,979.20044,38.90408,550.43268,892.82019,7.90552,527.5058,808.70648
60,0.492,-65.11933,444.46606,980.02087,39.36033,549.18079,893.90149,7.55996,528.17688,808.96039
61,0.5,-64.65784,444.77234,980.55627,40.27196,548.05719,893.64056,6.66618,528.48352,808.92505
62,0.508,-64.56886,444.73822,980.81958,40.29703,547.99646,893.1925,5.95488,528.53131,808.93982
63,0.517,-63.08683,444.18988,980.96521,40.41905,547.98297,893.00562,4.44091,528.20801,808.9389
64,0.525,-62.68677,443.78168,981.11627,40.60295,547.90533,892.01965,3.75759,527.19806,808.92157
65,0.533,-61.61747,443.88956,981.52405,40.65878,547.70447,891.79016,3.75759,527.19806,808.92157
