Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
71,0.583,-1264.34497,-62.46464,1238.56445,-1132.66431,-224.90816,1186.14282
72,0.592,-1259.72949,-63.99415,1238.84509,-1125.96667,-226.14815,1186.77893
73,0.6,-1254.98718,-65.6893,1239.3374,-1119.22058,-228.27989,1186.43909
74,0.608,-1250.29907,-67.93503,1239.98816,-1114.19604,-230.05608,1187.13757
75,0.617,-1243.9447,-70.45663,1241.05896,-1108.1626,-231.4996,1187.70715
76,0.625,-1239.78442,-72.3414,1241.92761,-1102.77954,-232.95653,1187.37646
77,0.633,-1235.2085,-73.97944,1242.47119,-1097.28979,-233.20457,1188.71838
78,0.642,-1230.52356,-75.55676,1242.78735,-1091.18555,-233.15352,1188.45166
79,0.65,-1225.76721,-76.99769,1243.1416,-1086.30298,-235.70822,1189.66333
80,0.658,-1220.10999,-78.52406,1244.10095,-1081.00562,-237.87245,1189.84509
81,0.667,-1215.56738,-79.91749,1244.59729,-1075.0542,-238.70543,1190.01941
82,0.675,-1210.62683,-81.85569,1245.09656,-1069.547,-238.86034,1189.56763
83,0.683,-1206.32458,-84.2094,1245.68347,-1063.38293,-240.73903,1190.27393
84,0.692,-1202.06885,-85.104,1246.11865,-1058.59521,-241.55168,1190.48792
85,0.7,-1197.30066,-85.70296,1246.38782,-1053.42151,-242.17241,1190.9093
86,0.708,-1192.43799,-87.6246,1247.0249,-1047.98596,-245.58044,1191.43555
87,0.717,-1186.92151,-88.99717,1246.70813,-1042.67358,-244.51369,1191.54871
88,0.725,-1182.96179,-90.29258,1247.00293,-1037.78308,-246.14233,1190.96985
89,0.733,-1178.4563,-91.18133,1247.16162,-1030.87695,-246.16307,1191.33777
90,0.742,-1173.60486,-92.62285,1247.09241,-1026.01929,-245.8427,1191.10364
91,0.75,-1169.61487,-93.1153,1246.49194,-1021.28278,-246.57498,1190.59387
92,0.758,-1165.19336,-93.55553,1246.12915,-1016.65814,-248.98024,1189.91016
93,0.767,-1160.40857,-94.48581,1245.59607,-1011.70428,-250.60089,1189.55591
94,0.775,-1155.98169,-94.65709,1245.57007,-1006.87256,-249.2813,1189.88843
95,0.783,-1150.87427,-95.38863,1245.36584,-1002.06384,-250.63898,1188.67041
96,0.792,-1147.02539,-95.49951,1245.34924,-998.00439,-251.17192,1188.2594
97,0.8,-1143.01892,-96.28203,1244.73755,-993.41199,-252.30603,1187.58203
98,0.808,-1138.00952,-96.38602,1243.98621,-987.86017,-251.73596,1187.40771
99,0.817,-1132.84045,-97.79839,1244.11194,-983.37195,-251.23421,1186.22961
100,0.825,-1128.15039,-97.42368,1243.24561,-979.78149,-252.5443,1186.05798
101,0.833,-1123.49817,-97.58916,1243.03711,-974.84314,-254.13934,1184.96191
102,0.842,-1119.32166,-97.53719,1242.39441,-969.6499,-251.15948,1184.31323
103,0.85,-1114.8479,-97.66611,1241.71143,-965.49432,-252.49907,1183.33411
104,0.858,-1110.07385,-98.08623,1240.44092,-961.30585,-253.51929,1182.64624
105,0.867,-1105.66101,-97.5158,1240.07532,-956.14099,-253.80879,1182.11536
106,0.875,-1100.88306,-97.76787,1239.51746,-951.47131,-251.69046,1180.91687
107,0.883,-1095.90491,-97.17571,1238.70178,-946.69012,-253.13426,1179.77466
108,0.892,-1091.1167,-97.31666,1237.55884,-942.07037,-251.47372,1179.62451
109,0.9,-1086.55652,-95.99651,1236.50671,-936.67126,-250.93231,1178.27795
110,0.908,-1081.3999,-95.70579,1235.59924,-932.31506,-252.0538,1177.73401
111,0.917,-1076.12207,-96.22819,1234.81567,-926.47064,-250.10426,1176.505
112,0.925,-1071.63184,-94.9737,1233.46191,-922.33142,-249.72237,1175.50305
113,0.933,-1066.8562,-94.2138,1232.62964,-917.62299,-251.07649,1174.97998
114,0.942,-1062.27332,-93.51253,1232.52856,-912.17383,-249.06824,1173.45032
115,0.95,-1057.47632,-93.59968,1230.6145,-907.32959,-249.51212,1172.90796
116,0.958,-1051.75085,-92.92364,1229.84485,-902.05176,-249.56815,1171.13623
117,0.967,-1046.5459,-92.95103,1228.88672,-896.87659,-248.60576,1170.0293
118,0.975,-1040.88586,-91.15314,1228.04028,-892.06659,-248.99393,1170.09656
119,0.983,-1035.76709,-91.31334,1227.16052,-887.23792,-248.70018,1169.62085
120,0.992,-1030.28882,-90.11187,1226.29492,-881.08728,-246.65593,1168.75562
121,1,-1024.99719,-89.2339,1225.43225,-875.66107,-246.10373,1167.83069
122,1.008,-1020.1759,-89.33519,1224.51941,-870.61304,-244.74646,1167.21057
123,1.017,-1014.67627,-87.68505,1223.49109,-864.76147,-245.26114,1165.79309
124,1.025,-1008.92841,-87.49933,1222.80835,-858.96735,-243.37477,1165.677
125,1.033,-1002.64032,-86.18758,1221.49524,-854.35571,-244.8961,1165.35217
126,1.042,-996.66907,-85.04959,1220.87891,-848.02563,-240.97691,1164.70837
127,1.05,-991.50122,-84.27562,1219.79236,-843.4881,-241.50108,1164.03918
128,1.058,-985.93079,-83.168,1219.15833,-837.0672,-238.96692,1163.2738
129,1.067,-979.83881,-81.46941,1218.85535,-832.18872,-240.26718,1162.71289
130,1.075,-973.96472,-80.63639,1218.72229,-825.62665,-237.55296,1162.91504
131,1.083,-967.73041,-79.03954,1218.3623,-820.75775,-237.47383,1162.34119
132,1.092,-961.15253,-78.25881,1218.16162,-814.4942,-234.79991,1161.59363
133,1.1,-955.90753,-76.2762,1218.37366,-809.94421,-235.56067,1161.96875
134,1.108,-948.51831,-76.01749,1218.23499,-803.01459,-234.22473,1163.37964
135,1.117,-942.82086,-75.20282,1217.66699,-797.55267,-234.18727,1164.38538
136,1.125,-935.36896,-72.95016,1218.10193,-790.1853,-231.32126,1164.73828
137,1.133,-929.07446,-72.36748,1218.59253,-784.76123,-231.50111,1165.36646
138,1.142,-922.98309,-71.06175,1218.80469,-778.05768,-229.28969,1164.98669
139,1.15,-916.59729,-69.84634,1220.12036,-770.97327,-229.30225,1166.98157
140,1.158,-910.25323,-67.82459,1221.22668,-763.7287,-226.71495,1167.2998
141,1.167,-904.04858,-67.88362,1221.66821,-757.08136,-224.43121,1168.12671
142,1.175,-898.20764,-65.84438,1222.35852,-752.51276,-225.21725,1167.84009
143,1.183,-892.68768,-65.11902,1223.7572,-745.1571,-222.59111,1171.14075
144,1.192,-886.59888,-63.08548,1224.20447,-740.81628,-221.92769,1171.72754
145,1.2,-880.99951,-62.45891,1225.91431,-733.33167,-219.66882,1172.62512
146,1.208,-874.83282,-60.18114,1226.2749,-728.72095,-218.89394,1173.99622
147,1.217,-868.28094,-59.16587,1228.37634,-723.36511,-217.48279,1174.81238
148,1.225,-862.94592,-57.54835,1229.22803,-719.01031,-217.79504,1176.51941
149,1.233,-857.15979,-55.76264,1229.81995,-713.72522,-214.0072,1176.90649
150,1.242,-851.1803,-54.25563,1231.18591,-710.21307,-215.1232,1177.39404
151,1.25,-845.54932,-52.30181,1231.71765,-704.1734,-211.96204,1179.52612
152,1.258,-839.46716,-50.81139,1232.18311,-701.35931,-212.33701,1179.54041
153,1.267,-834.88727,-49.2687,1232.81458,-696.16321,-210.16318,1180.51941
154,1.275,-829.3158,-46.98229,1233.42688,-691.96503,-209.48236,1180.32874
155,1.283,-823.6875,-45.90034,1234.09119,-688.49951,-209.82484,1180.82971
156,1.292,-818.742,-43.7749,1234.20874,-683.24365,-206.81281,1182.05737
157,1.3,-813.50922,-43.03769,1235.14063,-678.99243,-207.37672,1183.09692
158,1.308,-807.98767,-41.00286,1236.03247,-674.60657,-204.9577,1183.03308
159,1.317,-802.91028,-40.69202,1236.31824,-670.78613,-205.83714,1182.81934
160,1.325,-797.6123,-38.93356,1237.32996,-666.9259,-205.45583,1182.95654
161,1.333,-791.40125,-37.64484,1237.89478,-662.72162,-203.08295,1183.14905
162,1.342,-787.15491,-36.44746,1238.56506,-657.94324,-203.12532,1184.70959
163,1.35,-782.35938,-35.52881,1239.36426,-653.85797,-202.04315,1185.02954
164,1.358,-777.03986,-35.00851,1239.64624,-650.76831,-202.21504,1186.35425
165,1.367,-772.90894,-33.38539,1240.85864,-645.09131,-202.49101,1186.37329
166,1.375,-767.43152,-32.66468,1241.15173,-640.26617,-199.7816,1185.82983
167,1.383,-762.68225,-31.49992,1241.84204,-637.52985,-201.73332,1186.25366
168,1.392,-757.64545,-29.76856,1242.52673,-632.84296,-202.13571,1186.55701
169,1.4,-751.9173,-29.40448,1242.85999,-628.57452,-199.17606,1187.9519
170,1.408,-747.49579,-29.29986,1243.97961,-623.38684,-200.16777,1187.60925
171,1.417,-742.33539,-28.09295,1244.08875,-619.04755,-197.39871,1188.0658
172,1.425,-737.79572,-27.22897,1243.83972,-614.19287,-197.16168,1188.68445
173,1.433,-732.50653,-26.8553,1244.58728,-610.15778,-198.28487,1189.08093
174,1.442,-728.64093,-25.00214,1244.4082,-606.55865,-197.0719,1189.0437
175,1.45,-723.48035,-25.1552,1244.64734,-602.16498,-196.31229,1188.30798
176,1.458,-718.41699,-24.75537,1245.33301,-598.84723,-197.88631,1188.33679
177,1.467,-714.13995,-24.45633,1245.10315,-596.37738,-198.69214,1189.21985
178,1.475,-709.50562,-23.58091,1245.11267,-591.58331,-196.83382,1188.80176
179,1.483,-704.89032,-23.74817,1244.8916,-586.72101,-197.8418,1188.79761
180,1.492,-700.1734,-23.63197,1244.99072,-583.89075,-198.26198,1188.83154
181,1.5,-694.65033,-23.76499,1244.99097,-579.21149,-195.99741,1189.22473
182,1.508,-689.93707,-23.90185,1244.36267,-577.00116,-197.69659,1188.92126
183,1.517,-686.20776,-23.34911,1244.68091,-572.56665,-198.48544,1189.49316
184,1.525,-680.7879,-23.57768,1244.48828,-568.28668,-199.81094,1189.49731
185,1.533,-675.13617,-24.35014,1244.22754,-561.57184,-196.93422,1188.22485
186,1.542,-670.41235,-24.92955,1243.54797,-558.93097,-199.09198,1188.52991
187,1.55,-666.28973,-25.26265,1243.46082,-552.86652,-201.00223,1187.20447
188,1.558,-661.22711,-25.91479,1243.35144,-550.1637,-200.284,1187.28198
189,1.567,-655.47748,-26.79015,1242.59229,-544.69098,-200.12888,1187.06812
190,1.575,-650.11884,-27.3539,1242.11475,-540.21277,-203.64999,1185.89404
191,1.583,-645.71405,-28.83849,1241.66833,-532.81311,-203.2148,1184.73889
192,1.592,-640.12683,-29.98921,1241.2301,-528.53973,-203.37271,1184.44092
193,1.6,-634.94684,-30.35552,1240.61072,-524.23981,-204.68536,1184.47607
194,1.608,-629.86639,-31.36672,1240.37939,-518.19507,-206.11411,1184.08215
195,1.617,-624.76086,-33.91621,1239.46143,-512.01349,-206.70448,1182.46704
196,1.625,-618.5545,-35.48814,1239.05579,-507.36304,-207.95076,1181.88428
197,1.633,-613.58362,-36.60738,1237.93884,-501.49756,-210.71294,1182.01184
198,1.642,-608.57349,-37.93582,1237.95264,-493.75238,-210.76468,1180.75818
199,1.65,-602.82056,-38.98481,1236.17603,-489.40536,-210.46284,1180.58093
200,1.658,-597.27362,-40.71259,1235.69421,-484.4227,-213.24654,1178.4093
201,1.667,-592.00031,-42.00675,1235.06311,-478.02991,-213.91193,1177.85938
202,1.675,-587.79242,-45.47154,1234.64551,-471.41589,-215.2578,1176.45728
203,1.683,-582.60815,-47.01437,1234.39929,-467.49106,-217.81026,1176.22021
204,1.692,-575.70721,-47.89363,1233.78625,-460.21045,-219.01547,1175.29956
205,1.7,-569.97278,-50.60498,1232.16284,-454.81326,-220.65581,1174.37097
206,1.708,-564.63452,-51.69409,1231.41956,-449.10663,-222.03564,1173.1936
207,1.717,-559.4693,-52.99621,1230.96643,-443.95407,-224.84448,1172.84619
208,1.725,-553.17499,-55.13531,1229.4187,-436.772,-224.70639,1171.67969
209,1.733,-547.57159,-57.08336,1229.34692,-431.47064,-227.05437,1170.31934
210,1.742,-541.80634,-59.23185,1228.22913,-425.93518,-228.25842,1170.28088
211,1.75,-536.51434,-61.72694,1228.31396,-420.02542,-230.55075,1169.64624
212,1.758,-530.61401,-64.02134,1228.19775,-413.20032,-232.08405,1169.40955
213,1.767,-525.05267,-65.70846,1227.65869,-407.15945,-231.9704,1169.33313
214,1.775,-519.35126,-67.04523,1228.52588,-401.78766,-235.35124,1168.86133
215,1.783,-513.48383,-68.91313,1228.44263,-394.53802,-237.50017,1168.97034
216,1.792,-508.44244,-71.33543,1229.02393,-387.98459,-238.10194,1168.95789
217,1.8,-502.34613,-73.20837,1229.28516,-382.37997,-240.4278,1169.77893
218,1.808,-496.32736,-75.69663,1229.97424,-376.37897,-242.14259,1169.49414
219,1.817,-490.6799,-77.35708,1231.19189,-369.74506,-243.50623,1169.9314
220,1.825,-485.83636,-79.61847,1232.36145,-363.31366,-245.92078,1171.20532
221,1.833,-480.1272,-81.8263,1233.24731,-358.18594,-247.93864,1171.95679
222,1.842,-474.59235,-83.89455,1233.96924,-350.63629,-249.32298,1172.44385
223,1.85,-468.86475,-86.06192,1234.99707,-344.45462,-251.87291,1173.79712
224,1.858,-463.07248,-88.82088,1236.47083,-339.03024,-253.31931,1174.65039
225,1.867,-456.88306,-90.5558,1236.29639,-333.22781,-254.76025,1175.96594
226,1.875,-451.28497,-92.64394,1237.96362,-326.59424,-258.72833,1177.5625
227,1.883,-445.73129,-94.78962,1238.56384,-319.77542,-259.31735,1179.56445
228,1.892,-440.33774,-97.15196,1240.08313,-314.53152,-260.95203,1180.07312
229,1.9,-434.43823,-99.21473,1240.995,-308.01373,-263.91614,1182.08069
230,1.908,-428.86102,-101.88926,1241.75806,-301.66641,-265.45087,1182.20654
231,1.917,-423.48077,-104.21571,1243.02649,-295.14319,-267.39258,1183.52991
232,1.925,-417.918,-106.24,1243.56848,-289.71918,-267.18924,1184.40076
233,1.933,-412.50647,-108.9642,1244.30286,-284.2821,-270.04437,1185.39832
234,1.942,-407.50699,-110.73531,1245.05798,-276.55389,-271.84299,1185.87207
235,1.95,-401.19992,-112.33996,1245.36243,-270.85367,-272.3945,1186.11792
236,1.958,-396.88562,-114.80262,1246.09827,-264.85068,-275.56955,1187.23389
237,1.967,-391.56055,-116.42434,1246.85034,-258.45547,-277.082,1186.17139
238,1.975,-386.40375,-118.97395,1247.18152,-252.304,-277.59625,1186.54456
239,1.983,-380.47134,-120.41488,1247.55981,-246.71672,-280.74451,1186.93652
240,1.992,-376.21188,-121.4017,1247.65295,-239.84401,-280.57837,1187.73242
241,2,-370.84991,-123.50201,1247.92383,-233.7319,-281.41782,1187.34668
242,2.008,-365.39343,-125.36366,1248.75195,-227.84154,-282.99173,1188.18018
243,2.017,-360.29651,-127.20744,1249.09973,-221.20828,-283.63092,1187.49585
244,2.025,-355.95459,-127.83105,1249.48438,-215.79024,-285.29236,1188.11792
245,2.033,-350.79288,-129.70032,1250.06323,-209.83261,-285.74893,1187.77625
246,2.042,-345.70773,-131.42807,1250.50085,-203.97775,-285.91583,1188.51575
247,2.05,-340.20578,-132.31448,1251.11365,-197.84476,-287.56494,1188.5437
248,2.058,-335.89972,-133.48077,1251.24524,-192.56129,-288.22202,1188.8335
249,2.067,-331.69659,-135.07695,1252.32397,-186.36371,-289.20108,1189.57446
250,2.075,-326.13962,-135.90971,1253.01379,-180.49364,-289.85657,1189.62048
251,2.083,-320.69785,-136.68086,1253.19971,-174.70184,-289.647,1189.27844
252,2.092,-315.64511,-138.57053,1253.46558,-169.74226,-290.491,1189.37073
253,2.1,-311.37158,-139.82341,1253.52966,-164.21162,-291.25241,1189.95593
254,2.108,-306.26178,-140.24738,1254.04053,-158.99779,-291.61038,1190.14526
255,2.117,-301.73993,-141.11554,1254.1366,-153.53481,-291.29095,1190.12109
256,2.125,-296.67093,-141.96695,1254.33813,-147.87914,-291.31985,1189.85352
257,2.133,-291.78836,-142.58817,1253.69763,-142.8286,-292.71082,1189.62317
258,2.142,-287.28018,-143.22147,1253.83191,-138.16397,-294.3396,1190.49585
259,2.15,-282.56046,-144.20705,1254.43127,-133.47166,-294.36523,1190.30762
260,2.158,-278.37167,-144.4911,1253.77612,-127.06438,-294.20126,1189.79639
261,2.167,-273.2774,-145.37816,1253.13721,-122.48188,-294.11301,1190.08386
262,2.175,-269.12512,-146.43657,1252.82959,-117.8523,-293.6723,1189.64197
263,2.183,-264.36456,-146.61969,1253.50061,-113.20029,-294.74127,1188.50159
264,2.192,-259.46878,-147.33228,1252.95776,-108.31483,-295.2095,1189.22705
265,2.2,-255.09828,-147.13141,1252.05139,-103.56827,-295.77649,1188.37659
266,2.208,-249.91789,-147.37599,1251.87183,-98.04182,-295.0376,1188.1322
267,2.217,-245.46361,-147.09117,1251.58557,-93.73208,-294.633,1187.01172
268,2.225,-240.82906,-146.75185,1250.63782,-88.84991,-293.77567,1186.25159
269,2.233,-235.91721,-147.01256,1249.44507,-83.82677,-294.03738,1185.6521
270,2.242,-231.01953,-147.03935,1249.54944,-78.89925,-293.08868,1185.33167
271,2.25,-226.0121,-147.54587,1249.00586,-74.4106,-293.58044,1184.62781
272,2.258,-221.1082,-146.10782,1247.96655,-68.45766,-293.44946,1183.58472
273,2.267,-216.73462,-146.56152,1247.98242,-63.27484,-292.91226,1182.74158
274,2.275,-211.55649,-145.31123,1246.8728,-57.96889,-292.45029,1181.85181
275,2.283,-206.54529,-145.69107,1246.16052,-51.8513,-291.45657,1181.12878
276,2.292,-201.51532,-144.73236,1245.55933,-46.74846,-290.64429,1179.8252
277,2.3,-196.48019,-143.87299,1244.64246,-42.12526,-289.77719,1179.56091
278,2.308,-191.99242,-143.09242,1243.50476,-36.4226,-289.48444,1179.13367
279,2.317,-186.47641,-143.04915,1242.75769,-31.51062,-288.29099,1177.61292
280,2.325,-181.40117,-141.85803,1241.70435,-27.10307,-288.62653,1176.771
281,2.333,-176.16887,-140.75887,1240.83069,-20.96618,-286.82983,1176.20654
282,2.342,-171.89209,-140.63829,1239.54541,-16.17581,-287.03049,1175.1825
283,2.35,-166.49306,-138.91742,1239.06067,-11.00604,-284.9996,1174.79614
284,2.358,-161.67085,-137.088,1237.66577,-5.68197,-284.80389,1173.32983
285,2.367,-155.77315,-136.71803,1236.64185,-0.84759,-283.85895,1172.92517
286,2.375,-150.03477,-135.45564,1235.51233,5.11043,-282.35297,1172.57324
287,2.383,-145.371,-133.90425,1235.37866,10.41676,-281.42667,1171.48108
288,2.392,-139.20753,-133.0575,1234.68896,15.48193,-281.0007,1170.80762
289,2.4,-133.52797,-130.71126,1233.77344,21.7692,-279.6864,1170.51172
290,2.408,-127.91608,-129.47386,1232.71375,26.55167,-278.72305,1169.73962
291,2.417,-122.51473,-128.81908,1232.18665,31.94462,-276.20776,1169.00696
292,2.425,-117.15706,-127.50941,1231.46301,37.80345,-275.04855,1168.62097
293,2.433,-110.54377,-125.2382,1230.52246,43.46086,-273.52097,1168.05823
294,2.442,-105.26522,-123.28144,1229.88086,49.01232,-272.61728,1167.62012
295,2.45,-99.71701,-121.46078,1229.0304,55.23314,-270.42981,1167.50488
296,2.458,-93.69803,-120.42679,1228.09558,60.96398,-268.80093,1167.48962
297,2.467,-87.68253,-117.78061,1227.90955,67.23788,-267.21179,1166.33972
298,2.475,-81.34266,-116.11902,1228.21716,71.91736,-265.82385,1167.50354
299,2.483,-74.97987,-114.28835,1227.75293,77.60338,-263.33325,1167.40381
300,2.492,-69.40053,-112.65113,1227.72546,84.05508,-262.51453,1166.81018
301,2.5,-62.19363,-110.95845,1228.41821,90.81487,-260.7276,1168.02783
302,2.508,-56.38929,-108.8427,1228.35754,96.40142,-258.93893,1168.47876
303,2.517,-50.13851,-107.27118,1228.8385,102.69427,-256.40479,1168.51904
304,2.525,-44.07654,-106.32056,1229.67322,109.62875,-255.64833,1169.44031
305,2.533,-37.85974,-103.61184,1230.4801,115.01127,-253.80289,1171.14905
306,2.542,-32.1423,-100.98557,1230.14258,121.82935,-250.57314,1170.60632
307,2.55,-25.49977,-98.34644,1231.01697,127.45365,-249.28542,1171.48743
308,2.558,-19.88878,-96.52713,1231.52075,134.03909,-248.15152,1172.96387
309,2.567,-13.60503,-94.03143,1232.26965,139.23837,-244.8325,1173.62756
310,2.575,-7.58107,-92.42381,1233.75159,145.53561,-242.15381,1174.30664
311,2.583,-1.66064,-90.38735,1234.6687,150.37991,-241.66479,1176.26807
312,2.592,3.33719,-87.50567,1234.8783,155.60361,-240.64017,1177.9613
313,2.6,9.56829,-85.67088,1235.81018,160.23865,-236.84593,1178.88562
314,2.608,15.41595,-83.79473,1237.37891,165.33994,-235.59662,1180.34253
315,2.617,21.51283,-80.44084,1238.60925,169.64134,-234.30542,1181.677
316,2.625,26.43873,-77.20251,1239.18103,174.60222,-231.64549,1181.84802
317,2.633,32.6023,-76.16901,1240.17993,179.48395,-228.63637,1183.05835
318,2.642,38.64226,-72.75391,1240.93701,183.86174,-228.74077,1183.91797
319,2.65,42.39787,-72.21129,1242.13,188.24605,-226.48921,1184.86475
320,2.658,48.95507,-68.91068,1241.63708,192.21913,-223.65633,1185.25037
321,2.667,54.33792,-67.00401,1242.83313,196.32948,-223.63136,1186.50891
322,2.675,59.99722,-63.81911,1243.14832,201.57892,-220.76965,1185.84497
323,2.683,65.58842,-62.7448,1243.56982,205.54613,-220.21342,1186.71228
324,2.692,69.99429,-60.37909,1243.91565,210.80383,-220.27625,1187.01648
325,2.7,74.69003,-58.41956,1244.88208,213.98415,-217.72443,1187.32544
326,2.708,80.14005,-54.9141,1244.92261,217.49969,-216.07944,1187.18835
327,2.717,86.47442,-54.4673,1245.21228,223.33755,-215.34102,1188.03589
