Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,-1461.92676,-209.65691,944.0899
2,0.008,-1460.22107,-208.58305,943.34491
3,0.017,-1459.24451,-208.16753,942.92523
4,0.025,-1451.9646,-209.24062,942.56903
5,0.033,-1451.15369,-209.59207,942.14032
6,0.042,-1446.69275,-210.57664,943.12097
7,0.05,-1442.77148,-210.37619,941.66394
8,0.058,-1442.07825,-210.20822,942.0462
9,0.067,-1437.16455,-211.71382,941.72437
10,0.075,-1435.41943,-211.71198,941.44611
11,0.083,-1430.88672,-212.7431,942.11017
12,0.092,-1427.11133,-211.73709,941.35864
13,0.1,-1425.11731,-211.13106,940.99084
14,0.108,-1419.71399,-213.813,941.10834
15,0.117,-1417.84314,-213.48927,939.03632
16,0.125,-1411.87488,-217.27742,939.85236
17,0.133,-1410.71899,-217.1105,939.19983
18,0.142,-1404.18091,-218.2112,938.55365
19,0.15,-1401.40625,-219.06627,938.76636
20,0.158,-1395.84705,-218.77818,938.42206
21,0.167,-1389.38757,-220.77139,936.82098
22,0.175,-1387.90222,-221.00287,936.33472
23,0.183,-1381.86157,-223.05367,936.38403
24,0.192,-1376.85522,-225.39798,935.51733
25,0.2,-1374.00647,-226.08551,936.05481
26,0.208,-1366.771,-228.48026,934.81323
27,0.217,-1362.12317,-229.36166,934.07593
28,0.225,-1357.82507,-228.78412,932.9953
29,0.233,-1352.09827,-230.63412,932.39557
30,0.242,-1347.10754,-232.4865,932.37537
31,0.25,-1343.26746,-234.17638,931.53076
32,0.258,-1337.26416,-236.71335,930.83496
33,0.267,-1331.24194,-237.03305,931.00348
34,0.275,-1324.80896,-238.68669,930.42639
35,0.283,-1319.23438,-240.58998,929.005
36,0.292,-1314.23804,-241.19608,929.07294
37,0.3,-1308.57703,-244.21747,928.47107
38,0.308,-1301.92017,-246.34625,927.83099
39,0.317,-1295.3866,-248.2988,926.78229
40,0.325,-1289.45215,-249.35013,926.95831
41,0.333,-1282.65967,-249.9521,926.74579
42,0.342,-1276.57532,-253.89078,926.43195
43,0.35,-1269.44922,-254.93846,925.77026
44,0.358,-1263.78992,-256.22507,926.01758
45,0.367,-1255.90283,-257.60339,926.55353
46,0.375,-1250.24365,-258.47281,926.2934
47,0.383,-1242.77844,-261.06854,926.8183
48,0.392,-1236.81421,-263.64188,926.10101
49,0.4,-1229.28479,-265.36285,926.79498
50,0.408,-1222.23816,-266.51526,929.23438
51,0.417,-1215.15002,-268.254,930.02075
52,0.425,-1209.07507,-270.72162,930.81696
53,0.433,-1202.80273,-273.11963,931.82611
