Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
223,1.85,-278.66885,-365.7807,842.43866
224,1.858,-271.26059,-367.83563,843.85785
225,1.867,-264.20819,-368.15176,844.88617
226,1.875,-256.53674,-369.97336,845.81659
227,1.883,-249.05658,-370.78183,848.3186
228,1.892,-241.47643,-371.65924,849.70978
229,1.9,-233.90808,-373.58264,850.75262
230,1.908,-226.26117,-374.49945,851.69354
231,1.917,-218.03258,-375.49521,852.47961
232,1.925,-210.4261,-376.79913,853.48285
233,1.933,-204.18669,-378.67825,855.0896
234,1.942,-195.29362,-380.45108,856.47107
235,1.95,-188.63345,-381.10294,857.68713
236,1.958,-181.21156,-383.16959,857.97662
237,1.967,-173.54245,-384.00351,859.14557
238,1.975,-165.50874,-386.82013,860.0592
239,1.983,-158.15804,-387.44128,860.86902
240,1.992,-150.15129,-388.46628,861.45087
241,2,-142.41644,-389.66058,861.59692
242,2.008,-134.88359,-391.37564,862.58698
243,2.017,-127.64093,-392.07983,863.76837
244,2.025,-120.41978,-393.56244,863.87762
245,2.033,-113.21383,-393.47012,864.14801
246,2.042,-105.8275,-396.07065,865.7467
247,2.05,-98.73819,-394.54245,866.6073
248,2.058,-91.91915,-396.2767,867.45319
249,2.067,-85.55874,-397.4303,868.50024
250,2.075,-78.1667,-397.82047,868.64386
251,2.083,-70.96368,-397.74167,869.73743
252,2.092,-64.75976,-397.68201,870.30957
253,2.1,-58.16394,-397.23547,870.33704
254,2.108,-50.97856,-396.73724,871.47778
255,2.117,-43.8124,-396.79062,871.67236
256,2.125,-37.67992,-396.81625,871.75006
257,2.133,-31.28402,-395.40765,872.078
258,2.142,-24.61584,-395.31305,873.03082
259,2.15,-18.51036,-394.93085,872.84979
260,2.158,-12.05654,-394.68161,873.44794
261,2.167,-5.39139,-392.7218,873.11127
262,2.175,1.41848,-392.3349,873.27032
263,2.183,7.56061,-391.6727,872.98798
264,2.192,13.33578,-390.51547,872.37885
265,2.2,19.79387,-389.26389,872.5661
266,2.208,25.94438,-388.80911,872.56384
267,2.217,32.5236,-387.68024,872.01251
268,2.225,38.73748,-385.98022,871.61005
269,2.233,44.58937,-384.8573,871.78125
270,2.242,50.24067,-383.51276,871.18195
271,2.25,56.99917,-381.81738,869.32721
272,2.258,62.53323,-380.79868,869.54926
273,2.267,68.84605,-380.10297,869.17242
274,2.275,74.88743,-378.70728,867.91095
275,2.283,80.89009,-377.35339,867.21637
276,2.292,86.24135,-376.55893,866.82678
277,2.3,92.32066,-374.93088,865.95612
278,2.308,97.71056,-374.37744,865.30774
279,2.317,103.87491,-372.21921,864.77875
280,2.325,109.59854,-370.20477,863.3728
281,2.333,115.48393,-369.03186,862.78229
282,2.342,121.47188,-368.4502,861.9433
283,2.35,127.35612,-366.75104,860.86554
284,2.358,133.35751,-364.61319,859.5332
285,2.367,138.85498,-363.69031,858.95953
286,2.375,143.58934,-363.56973,857.76929
287,2.383,149.84499,-361.15375,857.24261
288,2.392,155.28154,-359.14539,856.7522
289,2.4,161.28793,-357.29428,855.90466
290,2.408,166.89392,-356.32727,855.16321
291,2.417,171.7379,-354.58752,853.96375
292,2.425,177.77002,-353.56668,853.41644
293,2.433,183.00952,-352.62952,852.80438
294,2.442,188.95752,-351.06158,851.68573
295,2.45,194.30606,-350.72311,851.76758
296,2.458,200.31776,-349.01672,851.52203
297,2.467,204.549,-347.61005,850.46057
298,2.475,209.97668,-346.74094,850.48163
299,2.483,215.20403,-344.72757,850.35052
300,2.492,220.08424,-343.18723,850.54419
301,2.5,225.77821,-341.95706,850.82367
302,2.508,230.49631,-341.2356,851.41449
303,2.517,235.17102,-339.29535,851.00201
304,2.525,240.22598,-338.24045,850.94794
305,2.533,244.78371,-337.42786,851.31335
306,2.542,250.82686,-336.54037,852.54541
307,2.55,255.0954,-333.81366,852.67072
308,2.558,259.39365,-332.99219,853.93182
309,2.567,263.86081,-331.63358,855.0575
310,2.575,267.32953,-330.36218,855.25323
311,2.583,271.88937,-329.57193,856.4491
312,2.592,275.60178,-327.61679,857.3446
313,2.6,280.15991,-327.28003,858.23438
314,2.608,283.64557,-325.56012,859.30585
315,2.617,287.28171,-325.95724,859.75214
316,2.625,291.30084,-324.25555,861.11493
317,2.633,294.33469,-323.85071,861.39624
318,2.642,298.08466,-323.31436,862.43201
319,2.65,301.17407,-322.64404,862.78558
320,2.658,304.19144,-322.02539,863.04626
321,2.667,308.30563,-321.88507,863.63373
322,2.675,310.87643,-321.61719,863.68219
323,2.683,314.28818,-320.01047,863.34991
324,2.692,316.89951,-319.60263,863.82513
325,2.7,320.10269,-318.23248,863.53046
326,2.708,323.21606,-318.51416,864.10632
327,2.717,325.87555,-317.85721,863.29584
328,2.725,328.9111,-317.08258,863.30707
329,2.733,331.07925,-317.03799,863.60126
330,2.742,333.95825,-316.73257,863.21454
331,2.75,337.03107,-315.39032,863.03687
332,2.758,338.76898,-315.49765,863.16327
333,2.767,341.15762,-315.07159,863.26886
334,2.775,344.16754,-313.88596,862.85046
335,2.783,346.15076,-313.88507,862.77405
336,2.792,349.67163,-312.85559,862.66156
337,2.8,352.04523,-313.13284,863.00848
338,2.808,354.48337,-312.36923,862.7674
339,2.817,357.28568,-312.16687,862.31836
340,2.825,360.19751,-311.26901,862.58801
341,2.833,362.33679,-310.94891,862.0462
342,2.842,366.4245,-312.0188,861.80267
343,2.85,368.73917,-311.32278,861.61591
344,2.858,371.45981,-310.57278,861.57434
345,2.867,374.14035,-310.43112,861.36401
346,2.875,377.44629,-310.6973,860.73566
347,2.883,381.97784,-311.14249,860.69891
348,2.892,384.51373,-311.09006,860.3819
349,2.9,387.02808,-311.25845,859.80402
350,2.908,391.14828,-310.71854,858.73669
351,2.917,394.72104,-311.50696,858.63062
352,2.925,398.19632,-311.1319,858.50562
353,2.933,402.18686,-311.66483,857.15192
354,2.942,405.81885,-311.39642,856.83435
355,2.95,410.03339,-310.55655,856.3902
356,2.958,413.56125,-311.19162,855.59778
357,2.967,418.42023,-311.62149,854.56665
358,2.975,422.6268,-312.35275,853.69403
359,2.983,427.44705,-313.16605,852.99951
360,2.992,431.05499,-312.77957,852.00916
361,3,435.69669,-313.06372,850.54413
362,3.008,440.68805,-313.41068,849.71881
363,3.017,445.9574,-313.59192,849.17938
364,3.025,451.98767,-314.06091,847.30463
365,3.033,455.65872,-314.27792,846.63824
366,3.042,461.6485,-315.0289,846.12683
367,3.05,466.37872,-315.41367,844.84424
368,3.058,472.55927,-315.52316,843.789
369,3.067,477.98126,-315.89307,842.31885
370,3.075,483.53543,-316.89993,841.89789
371,3.083,490.29373,-318.0144,840.72998
372,3.092,495.8996,-318.24359,839.97107
373,3.1,502.32037,-319.51147,838.849
374,3.108,508.1463,-319.19019,838.34052
375,3.117,514.55792,-319.15021,836.87927
376,3.125,520.68469,-320.60992,836.74323
377,3.133,528.24976,-321.41464,835.4729
378,3.142,534.38617,-322.8364,835.17615
379,3.15,541.39673,-323.75293,834.84253
380,3.158,548.1474,-324.31924,834.9292
381,3.167,555.36835,-325.36136,835.10156
382,3.175,562.44727,-326.17313,834.91577
383,3.183,569.67908,-326.93106,835.27307
384,3.192,576.41205,-327.63599,835.54175
385,3.2,584.17206,-328.9263,836.73059
386,3.208,590.96619,-329.14114,837.42682
387,3.217,598.85406,-330.87277,837.88763
388,3.225,605.40601,-332.38132,839.19348
389,3.233,612.62805,-332.39487,840.68439
390,3.242,621.7962,-334.35889,842.60333
391,3.25,628.22675,-334.9393,843.4931
392,3.258,634.82458,-338.17267,845.38599
393,3.267,641.14111,-339.42822,847.37573
394,3.275,651.3075,-340.38272,847.86169
395,3.283,659.05463,-341.53122,849.75165
396,3.292,666.2807,-343.79419,850.87622
397,3.3,674.40161,-344.8284,851.74005
398,3.308,682.01392,-346.43814,854.31549
399,3.317,689.19128,-348.8349,855.78137
400,3.325,697.08881,-349.56412,857.52484
401,3.333,705.38416,-352.12997,859.00458
402,3.342,713.25336,-354.02405,860.46478
403,3.35,721.8042,-356.61725,861.3443
404,3.358,728.92419,-357.50644,862.65131
405,3.367,737.22876,-359.9201,864.36859
406,3.375,744.82349,-360.52765,865.04431
407,3.383,753.05273,-362.6221,866.92371
408,3.392,759.82043,-364.50854,868.50433
409,3.4,768.52612,-366.35519,869.20398
410,3.408,776.15881,-366.77811,869.88367
411,3.417,784.30798,-368.07922,871.20917
412,3.425,791.15753,-369.20767,872.27209
413,3.433,799.40527,-370.49527,873.008
414,3.442,807.26215,-371.14957,874.06732
415,3.45,815.74878,-371.54956,875.37933
416,3.458,822.62732,-372.30081,875.61969
417,3.467,829.09131,-372.80447,876.59424
418,3.475,837.48053,-372.94629,877.89697
419,3.483,845.17346,-373.67258,878.59747
420,3.492,852.08246,-373.58145,879.21069
421,3.5,859.95282,-372.91501,880.27094
422,3.508,866.4953,-372.83109,880.94543
423,3.517,874.62732,-372.09061,881.68634
424,3.525,880.86505,-370.17493,882.13434
425,3.533,887.11554,-370.45929,882.6911
426,3.542,895.21497,-369.68439,883.38837
427,3.55,902.12195,-369.12823,883.73499
428,3.558,909.43488,-368.51328,883.71936
429,3.567,916.77374,-366.64981,882.961
430,3.575,923.53729,-366.75735,883.37445
431,3.583,929.37231,-364.88043,883.19556
432,3.592,936.19769,-363.70349,883.68439
433,3.6,942.71387,-363.59808,883.44391
434,3.608,949.729,-362.26715,883.16724
435,3.617,955.74908,-360.08862,883.13135
436,3.625,962.61041,-358.71152,881.53687
437,3.633,969.02307,-357.84991,881.92297
438,3.642,974.93909,-354.97147,879.82971
439,3.65,981.22626,-354.41318,880.82086
440,3.658,987.23187,-352.22086,878.90143
441,3.667,994.10742,-349.9657,877.88446
442,3.675,1000.72394,-349.57352,878.66028
443,3.683,1005.7088,-347.27411,876.07971
444,3.692,1011.4989,-344.86923,875.45056
445,3.7,1018.12976,-343.58905,874.39716
446,3.708,1024.05811,-341.93307,873.35388
447,3.717,1030.16077,-340.39084,872.8222
448,3.725,1036.30005,-338.952,872.66016
449,3.733,1040.6355,-336.50284,870.25983
450,3.742,1046.02209,-334.11636,869.2193
451,3.75,1051.65491,-333.06116,868.26019
452,3.758,1056.26514,-330.38773,866.70111
453,3.767,1063.10693,-330.33264,866.01599
454,3.775,1068.75903,-327.92276,865.19427
455,3.783,1074.09998,-325.67899,863.87781
456,3.792,1079.08325,-324.41498,862.58026
457,3.8,1084.28467,-322.66351,861.88849
458,3.808,1089.62866,-321.30576,860.81842
459,3.817,1094.72449,-318.91769,860.14874
460,3.825,1100.43518,-318.15988,859.34735
461,3.833,1104.56055,-316.46686,858.14264
462,3.842,1111.29358,-316.03674,857.36102
463,3.85,1114.86243,-313.91144,856.62341
464,3.858,1120.28687,-312.48383,856.13007
465,3.867,1125.97595,-312.39923,855.92438
466,3.875,1130.32251,-309.71921,855.67969
467,3.883,1133.68347,-308.00354,854.94678
468,3.892,1139.47083,-307.88138,854.55988
469,3.9,1144.30286,-306.33301,854.70551
470,3.908,1147.65955,-304.18732,854.74902
471,3.917,1151.56775,-304.21472,855.55164
472,3.925,1156.56982,-303.28027,856.04425
473,3.933,1160.93018,-301.7749,856.2041
474,3.942,1164.09875,-300.79257,856.48541
475,3.95,1169.09155,-300.26224,856.91852
476,3.958,1171.91882,-298.62918,857.20142
477,3.967,1175.55945,-298.54147,858.68005
478,3.975,1179.71509,-296.7359,858.60535
479,3.983,1182.974,-296.49396,859.76147
480,3.992,1185.7616,-295.43637,860.24628
481,4,1189.67859,-295.37094,861.57538
482,4.008,1192.85315,-294.96243,861.46277
483,4.017,1196.97632,-293.28845,862.76447
484,4.025,1198.5155,-292.34235,863.26135
485,4.033,1202.96167,-292.77826,863.74493
486,4.042,1205.82129,-293.00891,863.52539
487,4.05,1208.30005,-292.14371,863.72778
488,4.058,1213.84131,-293.18045,865.84308
489,4.067,1215.75671,-292.84769,863.88123
490,4.075,1217.54919,-290.99329,864.07977
491,4.083,1221.23511,-292.85086,864.47742
492,4.092,1224.52893,-291.323,864.23877
493,4.1,1226.59241,-291.73636,863.88568
494,4.108,1230.64026,-291.13708,863.98163
495,4.117,1232.74915,-290.81998,864.1759
496,4.125,1235.04639,-289.35138,863.96814
497,4.133,1236.76477,-288.44855,863.36267
498,4.142,1241.12195,-288.86072,864.6073
499,4.15,1244.88965,-287.97852,863.91675
500,4.158,1246.0752,-287.24265,863.83679
501,4.167,1249.55627,-285.96347,862.802
502,4.175,1250.96924,-285.41913,863.71313
503,4.183,1255.90076,-285.29648,864.81219
504,4.192,1256.62817,-284.9057,863.35278
505,4.2,1261.44775,-283.97672,863.01746
506,4.208,1262.75867,-283.33035,862.83417
507,4.217,1266.88086,-283.73547,862.46448
508,4.225,1269.19507,-283.23306,862.47186
509,4.233,1273.06018,-283.38733,862.56799
510,4.242,1276.91382,-283.06955,862.26465
511,4.25,1280.31323,-284.70618,862.46753
512,4.258,1283.59216,-283.79779,861.63763
513,4.267,1286.90149,-285.77673,862.93567
514,4.275,1291.0542,-285.1637,862.57025
515,4.283,1292.57251,-284.67136,860.77966
516,4.292,1297.61707,-285.94788,862.4776
517,4.3,1300.80701,-285.74673,860.66309
518,4.308,1304.96667,-287.10168,860.34363
519,4.317,1308.43115,-286.20145,859.56714
520,4.325,1313.9635,-286.75015,859.66791
521,4.333,1316.71863,-286.83646,858.42346
522,4.342,1320.93115,-286.41638,857.55951
523,4.35,1326.99023,-289.56915,857.36359
524,4.358,1330.38586,-288.81876,856.81995
525,4.367,1335.22327,-290.74017,856.60974
526,4.375,1338.16663,-289.65826,854.88025
527,4.383,1344.68652,-290.80692,853.86975
528,4.392,1350.66284,-292.3819,853.62213
529,4.4,1353.56372,-291.77405,852.67889
530,4.408,1359.55896,-293.06332,852.70142
531,4.417,1364.76892,-294.29901,850.78766
532,4.425,1370.25964,-293.88773,849.76923
533,4.433,1376.33069,-295.13763,849.1405
534,4.442,1382.4292,-296.6684,848.95197
535,4.45,1387.44312,-296.80032,847.73633
536,4.458,1392.8512,-298.21539,845.99365
537,4.467,1398.73669,-299.14087,845.42877
538,4.475,1405.73352,-300.4462,845.66595
539,4.483,1411.1272,-300.69791,843.54529
540,4.492,1419.02441,-302.89536,842.57977
541,4.5,1423.48511,-302.34491,841.56439
542,4.508,1430.6665,-304.36908,840.84845
543,4.517,1437.375,-305.29578,840.33221
544,4.525,1443.70374,-306.24194,839.26172
545,4.533,1450.84082,-308.02234,839.48279
546,4.542,1457.81445,-309.22064,839.72736
547,4.55,1463.51099,-309.36243,838.44812
548,4.558,1471.03735,-310.56711,838.14929
549,4.567,1477.20532,-311.43027,838.10962
550,4.575,1484.50964,-312.28079,838.36835
551,4.583,1491.99414,-313.69327,839.01392
552,4.592,1498.56409,-314.45798,840.22186
553,4.6,1506.26428,-314.88162,839.63861
554,4.608,1513.99597,-316.05771,841.177
555,4.617,1520.72205,-316.55078,841.23077
556,4.625,1527.51599,-318.90112,842.23431
557,4.633,1535.34314,-319.39832,843.54639
558,4.642,1543.07739,-319.84418,844.59662
559,4.65,1550.50903,-321.67416,845.96936
560,4.658,1557.86682,-323.39786,847.02594
561,4.667,1565.04639,-324.09409,848.47675
