Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,-1533.64355,-175.54732,1029.72681
2,0.008,-1530.95947,-176.33334,1029.78198
3,0.017,-1526.77234,-175.28313,1030.35547
4,0.025,-1523.00977,-174.62422,1030.46155
5,0.033,-1520.72119,-175.2056,1030.64844
6,0.042,-1517.70667,-174.51242,1029.32983
7,0.05,-1514.62756,-174.6239,1029.71594
8,0.058,-1508.63464,-174.16887,1029.27344
9,0.067,-1506.30188,-174.48955,1029.63013
10,0.075,-1503.0918,-175.42787,1029.22351
11,0.083,-1500.8595,-175.14117,1028.72314
12,0.092,-1497.66077,-175.66617,1027.67896
13,0.1,-1491.86865,-174.7198,1027.69397
14,0.108,-1490.24121,-175.36053,1027.70984
15,0.117,-1485.68079,-176.17067,1027.45032
16,0.125,-1479.58215,-177.94296,1027.53076
17,0.133,-1476.46692,-178.85048,1027.21643
18,0.142,-1472.17993,-179.73636,1026.47168
19,0.15,-1466.7312,-178.13596,1025.75537
20,0.158,-1462.25,-179.64676,1025.10388
21,0.167,-1457.63831,-180.67421,1024.91333
22,0.175,-1453.61694,-181.69968,1023.85382
23,0.183,-1448.78455,-183.76207,1024.08838
24,0.192,-1443.91882,-184.62469,1023.56476
25,0.2,-1438.61792,-185.30432,1022.65503
26,0.208,-1433.70508,-185.323,1022.55237
27,0.217,-1428.58044,-186.83615,1021.15454
28,0.225,-1423.19714,-188.60457,1020.78033
29,0.233,-1417.65894,-190.27307,1020.51117
30,0.242,-1414.64124,-191.16991,1019.02252
31,0.25,-1408.56177,-192.70497,1019.04755
32,0.258,-1402.84424,-193.42877,1017.22021
33,0.267,-1396.4646,-194.1613,1017.21228
34,0.275,-1391.0575,-196.34778,1015.88025
35,0.283,-1386.69751,-198.45555,1014.74078
36,0.292,-1380.41052,-200.1692,1014.25409
37,0.3,-1374.7406,-201.74039,1013.16663
38,0.308,-1367.68005,-203.02548,1013.06042
39,0.317,-1362.5321,-203.80687,1011.32831
40,0.325,-1356.42029,-206.41753,1010.60901
41,0.333,-1350.11292,-208.35606,1010.92627
42,0.342,-1343.49866,-211.0408,1010.40051
