Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,-1570.75183,188.07185,1302.29895
2,0.008,-1565.52917,187.75478,1302.76917
3,0.017,-1561.25159,188.45081,1302.81848
4,0.025,-1556.6792,189.4314,1302.18994
5,0.033,-1552.48828,189.97748,1302.33459
6,0.042,-1547.17578,190.10913,1302.57202
7,0.05,-1542.36169,190.26727,1302.09961
8,0.058,-1539.36292,190.62755,1302.25
9,0.067,-1534.09692,191.05202,1301.89502
10,0.075,-1528.91699,189.96329,1301.99963
11,0.083,-1524.25513,189.36948,1301.16724
12,0.092,-1519.3999,188.89658,1300.79041
13,0.1,-1515.66846,189.15878,1300.27881
14,0.108,-1510.60437,188.37257,1300.84753
15,0.117,-1505.93396,188.00075,1300.60498
16,0.125,-1501.32495,186.80563,1299.51904
17,0.133,-1498.4574,187.05759,1299.20215
18,0.142,-1493.10559,186.47879,1298.40979
19,0.15,-1488.36646,185.51338,1298.70911
20,0.158,-1483.36316,184.40915,1298.03247
21,0.167,-1478.08289,183.51709,1297.39746
22,0.175,-1475.76428,183.42961,1296.48425
23,0.183,-1470.12842,182.26077,1296.24988
24,0.192,-1465.24548,180.593,1296.10193
25,0.2,-1460.70398,178.37733,1294.47437
26,0.208,-1455.33557,177.02695,1294.1344
27,0.217,-1450.46729,176.24458,1293.17603
28,0.225,-1446.00464,174.94157,1292.77563
29,0.233,-1441.38684,173.56456,1292.01038
30,0.242,-1436.36584,172.06833,1291.43713
31,0.25,-1432.44946,170.99977,1290.74866
32,0.258,-1427.47864,170.05208,1290.22546
33,0.267,-1422.0835,167.86792,1288.95325
34,0.275,-1416.72021,165.26205,1287.99133
35,0.283,-1411.40723,164.49988,1287.00012
36,0.292,-1406.71924,161.42889,1286.60632
37,0.3,-1401.43396,160.17693,1285.18262
38,0.308,-1396.70947,158.6313,1285.44116
39,0.317,-1391.39587,156.49138,1284.44617
40,0.325,-1385.83374,153.84796,1284.05408
41,0.333,-1380.35559,151.50818,1283.84021
42,0.342,-1374.56335,149.34798,1283.40332
43,0.35,-1369.44836,148.49686,1284.0575
44,0.358,-1364.1687,145.97305,1284.422
45,0.367,-1358.81921,144.34882,1284.47424
46,0.375,-1353.17676,142.33731,1284.22607
47,0.383,-1348.33752,140.98517,1284.99304
48,0.392,-1342.91382,137.40932,1285.67566
49,0.4,-1337.31519,135.33339,1286.15735
50,0.408,-1331.82336,132.52541,1287.10596
51,0.417,-1327.14514,130.97389,1287.82471
52,0.425,-1322.39148,128.13329,1288.59778
53,0.433,-1316.80762,126.31925,1289.40552
54,0.442,-1312.48389,123.73259,1291.01587
55,0.45,-1306.60852,121.21691,1291.76379
56,0.458,-1302.07739,118.79109,1293.71545
57,0.467,-1297.29468,115.61969,1294.7533
58,0.475,-1292.21204,113.70184,1296.51392
59,0.483,-1288.27246,111.01993,1297.51477
60,0.492,-1282.51294,109.14376,1299.60083
61,0.5,-1277.95581,105.6945,1300.29688
62,0.508,-1272.88562,103.70734,1301.63367
63,0.517,-1267.91675,100.62977,1303.24817
64,0.525,-1263.40442,98.7581,1304.00891
65,0.533,-1257.94238,95.56422,1305.12012
66,0.542,-1253.89746,93.14613,1305.70703
67,0.55,-1249.58301,91.58297,1306.73499
68,0.558,-1244.76013,88.62544,1306.56189
69,0.567,-1239.68921,86.70715,1307.43103
70,0.575,-1235.34399,84.52642,1308.10852
71,0.583,-1231.13696,82.40559,1308.52039
72,0.592,-1226.74902,80.99303,1309.10474
73,0.6,-1222.63501,78.32961,1309.77039
74,0.608,-1217.3772,77.37057,1311.02246
75,0.617,-1214.31335,76.2188,1311.05725
76,0.625,-1209.04358,73.19974,1312.46851
77,0.633,-1203.82178,72.3476,1311.61426
78,0.642,-1199.70605,70.42262,1311.61511
79,0.65,-1194.92151,69.24087,1312.82947
80,0.658,-1191.6698,67.59117,1313.68799
81,0.667,-1185.47937,65.78303,1314.05188
82,0.675,-1182.08289,64.49756,1314.86548
83,0.683,-1177.3783,63.31205,1315.4408
84,0.692,-1172.19299,62.70479,1315.28748
85,0.7,-1168.7207,61.34443,1314.95471
86,0.708,-1163.55896,59.16287,1315.49426
87,0.717,-1159.0675,58.73191,1315.58325
88,0.725,-1155.64868,57.12999,1315.62463
89,0.733,-1150.83704,56.1163,1314.85742
90,0.742,-1147.51208,55.4678,1314.65576
91,0.75,-1142.27026,54.46465,1315.03638
92,0.758,-1136.97034,53.60892,1315.80298
93,0.767,-1133.39624,53.11014,1314.21912
94,0.775,-1129.02124,52.24935,1314.08411
95,0.783,-1124.1134,52.12892,1314.30591
96,0.792,-1120.43811,51.30502,1313.99866
97,0.8,-1115.54968,50.57379,1313.22876
98,0.808,-1112.38928,50.8335,1313.21179
99,0.817,-1107.11438,50.05151,1313.37476
100,0.825,-1100.86865,49.86832,1311.81079
101,0.833,-1096.37805,50.42628,1311.02502
102,0.842,-1091.66772,50.25397,1311.08667
103,0.85,-1086.44153,49.72809,1309.75269
104,0.858,-1082.22913,49.58102,1309.81482
105,0.867,-1076.87866,49.55189,1308.63184
106,0.875,-1072.56189,50.09373,1307.49976
107,0.883,-1068.10413,50.36913,1307.37317
108,0.892,-1062.92419,50.62792,1306.24316
109,0.9,-1058.21436,50.67995,1305.41125
110,0.908,-1051.8595,50.80543,1304.31348
111,0.917,-1046.86169,51.36962,1303.18835
112,0.925,-1043.15027,51.57484,1302.32019
113,0.933,-1038.33081,51.89773,1301.5741
114,0.942,-1032.96704,52.63234,1301.76367
115,0.95,-1026.35059,52.95928,1299.9696
116,0.958,-1021.1145,52.8695,1298.93225
117,0.967,-1016.03314,52.79292,1298.26672
118,0.975,-1010.38269,54.60004,1296.72668
119,0.983,-1005.6142,54.41621,1296.0769
120,0.992,-1000.81,55.74012,1295.03552
121,1,-995.56567,56.58552,1294.61133
122,1.008,-988.66309,56.49848,1293.01929
123,1.017,-983.84424,58.16544,1292.20386
124,1.025,-977.75366,58.74281,1290.88257
125,1.033,-972.29364,60.35182,1290.40173
126,1.042,-966.53082,61.76509,1289.38904
127,1.05,-959.96967,62.59001,1288.15808
128,1.058,-954.91162,63.84703,1288.06665
129,1.067,-948.75793,64.92895,1287.49854
130,1.075,-942.27551,66.18491,1286.58167
131,1.083,-936.55493,66.97213,1286.45618
132,1.092,-931.58679,69.50222,1287.39575
133,1.1,-924.2262,69.45199,1286.58337
134,1.108,-917.98065,70.55617,1286.32935
135,1.117,-912.53333,71.74634,1286.35693
136,1.125,-905.37024,72.75439,1287.04736
137,1.133,-899.60724,74.02069,1287.57959
138,1.142,-893.9375,74.9875,1287.66016
139,1.15,-887.03748,76.33643,1288.99109
140,1.158,-880.71332,78.36398,1288.96521
141,1.167,-874.4444,80.08949,1289.90308
142,1.175,-867.00305,80.30127,1290.89026
143,1.183,-861.72668,82.159,1291.60071
144,1.192,-855.66077,84.24831,1291.76953
145,1.2,-848.81433,84.40322,1293.55872
146,1.208,-842.87744,86.0447,1294.63318
147,1.217,-837.48669,87.18613,1295.27209
148,1.225,-831.48566,89.45931,1295.61035
149,1.233,-824.25818,90.67165,1297.17188
150,1.242,-818.70294,92.26443,1297.7312
151,1.25,-812.86981,93.80783,1298.53857
152,1.258,-805.24121,94.65556,1299.00952
153,1.267,-799.64789,96.49455,1299.73425
154,1.275,-794.50769,99.65192,1300.54956
155,1.283,-786.70978,99.12726,1301.60901
156,1.292,-781.81903,100.91473,1302.25525
157,1.3,-776.24567,101.66104,1302.5321
158,1.308,-770.7074,103.44313,1303.47046
159,1.317,-764.42743,105.35947,1303.82996
160,1.325,-759.78949,106.70538,1304.67285
161,1.333,-752.73553,106.62263,1305.65466
162,1.342,-747.29114,108.07103,1305.97217
163,1.35,-741.02625,108.33667,1306.74146
164,1.358,-736.16797,110.17549,1307.15649
165,1.367,-729.55536,111.03526,1307.72766
166,1.375,-722.93359,110.60793,1307.93628
167,1.383,-717.72345,112.66074,1307.77295
168,1.392,-714.25989,113.90134,1308.52466
169,1.4,-707.59589,114.90642,1308.66345
