Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,-1430.04321,200.43903,1298.75537,-1502.69824,-78.72858,1292.01794,-1477.43457,292.95657,1301.10889
2,0.008,-1424.5564,202.43323,1299.7395,-1497.31982,-79.37253,1292.42566,-1471.48621,292.37878,1301.25159
3,0.017,-1419.93164,202.00681,1298.85474,-1494.03894,-79.40301,1292.04932,-1466.52466,292.63037,1300.70105
4,0.025,-1415.57153,201.27237,1298.29431,-1490.02991,-78.50954,1292.39233,-1461.28784,291.83609,1300.41138
5,0.033,-1410.53882,202.12285,1297.09363,-1486.21326,-78.38663,1292.22888,-1457.08081,291.82156,1300.92407
6,0.042,-1406.4917,203.27266,1297.25464,-1482.0603,-78.77188,1292.14197,-1452.22461,292.47836,1300.34619
7,0.05,-1402.30017,202.51469,1296.8175,-1477.20386,-78.26726,1291.4939,-1447.81921,292.2637,1300.47522
8,0.058,-1393.86938,199.21284,1296.74158,-1474.15063,-77.34444,1291.38013,-1443.95264,292.86841,1300.3114
9,0.067,-1391.39148,199.37604,1296.85413,-1469.18774,-78.07628,1290.85986,-1437.87012,291.61945,1299.74194
10,0.075,-1386.61426,200.98776,1296.77979,-1464.44812,-79.51978,1291.31494,-1432.62598,291.07837,1299.34497
11,0.083,-1383.09656,201.69046,1297.16052,-1459.81055,-80.15511,1290.82129,-1427.7356,290.46451,1299.46509
12,0.092,-1378.9751,201.36253,1295.68799,-1455.10071,-80.82915,1290.57117,-1423.59644,290.82379,1299.10571
13,0.1,-1374.07739,199.35594,1296.14697,-1452.39587,-79.96106,1289.85217,-1419.42065,290.54459,1298.91492
14,0.108,-1367.39893,197.85236,1295.35156,-1447.76245,-79.66119,1289.1405,-1414.86768,290.49414,1298.27747
15,0.117,-1363.00415,198.55687,1294.177,-1442.09082,-80.71622,1289.47241,-1408.98059,288.40048,1298.12598
16,0.125,-1359.63574,197.5397,1294.36316,-1436.53589,-81.42731,1288.10852,-1404.94678,288.0274,1297.67871
