Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-1577.0614,19.2614,1312.45081
2,0.008,-1571.75586,19.82253,1312.74988
3,0.017,-1568.64673,20.22882,1313.39209
4,0.025,-1564.36646,20.4404,1312.64355
5,0.033,-1560.11011,21.698,1312.37952
6,0.042,-1556.1283,21.12137,1313.26025
7,0.05,-1550.61609,20.56116,1312.38867
8,0.058,-1546.73315,21.25551,1311.99756
9,0.067,-1542.74011,21.21744,1312.31409
10,0.075,-1537.63708,20.20077,1311.52002
11,0.083,-1532.54675,20.23039,1311.58984
12,0.092,-1528.93445,19.77351,1311.1416
13,0.1,-1523.9397,20.013,1310.32336
14,0.108,-1519.75977,20.14012,1310.30945
15,0.117,-1514.42285,19.17602,1309.66077
16,0.125,-1509.46191,18.75102,1309.54431
17,0.133,-1506.03613,17.42904,1309.38989
18,0.142,-1500.73083,16.75116,1308.14941
19,0.15,-1496.21216,16.62115,1307.28821
20,0.158,-1490.4491,15.44211,1306.73987
21,0.167,-1486.93213,14.19731,1307.04297
22,0.175,-1481.41479,12.85916,1305.76123
23,0.183,-1476.58057,12.64684,1305.02393
24,0.192,-1471.80273,11.14799,1304.13757
25,0.2,-1467.54053,9.26188,1304.18909
26,0.208,-1461.99158,7.75681,1302.0802
27,0.217,-1456.34558,6.79535,1302.22485
28,0.225,-1452.01367,5.5284,1301.76636
29,0.233,-1447.17688,3.80858,1301.1665
30,0.242,-1441.70459,2.6989,1300.04407
31,0.25,-1436.23779,1.34333,1299.5415
32,0.258,-1430.85181,0.344,1298.07666
33,0.267,-1426.29126,-2.05804,1297.10181
34,0.275,-1420.67261,-3.65135,1296.46863
35,0.283,-1415.70117,-4.88931,1296.02234
36,0.292,-1410.51001,-7.42139,1294.58313
37,0.3,-1403.57336,-8.47239,1293.95776
38,0.308,-1398.31531,-11.4708,1293.20459
39,0.317,-1392.17297,-13.29152,1291.79541
40,0.325,-1386.82178,-15.25447,1292.04858
41,0.333,-1380.90747,-17.28834,1292.1532
42,0.342,-1374.68665,-19.83531,1291.14539
43,0.35,-1369.67725,-22.00607,1291.52417
44,0.358,-1364.00427,-24.037,1292.42456
45,0.367,-1358.96753,-25.46662,1292.18896
46,0.375,-1353.33142,-28.11868,1292.84253
47,0.383,-1348.01611,-29.98553,1292.89917
48,0.392,-1343.08398,-31.5546,1293.56348
49,0.4,-1338.04932,-34.44714,1294.2655
50,0.408,-1331.46887,-36.50022,1295.02222
51,0.417,-1326.35095,-39.17273,1296.44739
52,0.425,-1322.03479,-40.92746,1296.89661
53,0.433,-1315.28821,-43.80555,1297.81567
54,0.442,-1310.18884,-45.73715,1298.77563
55,0.45,-1305.67346,-48.29515,1300.23242
56,0.458,-1300.49316,-50.51442,1301.17773
57,0.467,-1294.89221,-54.0045,1302.37207
58,0.475,-1289.38879,-56.11446,1303.67615
59,0.483,-1284.34424,-58.29842,1304.89587
60,0.492,-1278.51831,-60.31868,1305.86328
61,0.5,-1273.10083,-62.81819,1307.51709
62,0.508,-1268.16907,-65.48785,1308.42761
63,0.517,-1261.59937,-68.39359,1309.18774
64,0.525,-1257.03491,-69.8599,1311.29285
65,0.533,-1252.54053,-72.67128,1311.37512
66,0.542,-1245.36572,-75.15067,1311.98157
67,0.55,-1240.16614,-77.16305,1313.21179
68,0.558,-1235.7843,-78.79051,1313.18359
69,0.567,-1230.20227,-81.52304,1314.27942
70,0.575,-1224.72046,-83.97538,1314.92554
71,0.583,-1220.17725,-84.68031,1315.09326
72,0.592,-1215.9939,-87.07666,1315.83875
73,0.6,-1209.97363,-89.06657,1316.375
74,0.608,-1204.91553,-91.82397,1316.4093
75,0.617,-1199.88306,-93.37282,1317.39941
76,0.625,-1195.43201,-93.79463,1318.20715
77,0.633,-1188.83533,-97.26424,1318.72375
78,0.642,-1183.91882,-98.67476,1319.50928
79,0.65,-1179.2948,-99.11861,1319.60144
80,0.658,-1173.78296,-101.64573,1320.47314
81,0.667,-1167.71521,-103.66359,1320.73657
82,0.675,-1163.60803,-104.04482,1320.94629
83,0.683,-1159.09155,-105.30888,1321.09204
84,0.692,-1153.65906,-106.87999,1321.53235
85,0.7,-1148.99036,-108.00009,1321.7998
86,0.708,-1144.05884,-108.92195,1321.57935
87,0.717,-1139.11194,-109.58963,1321.76172
88,0.725,-1134.77966,-111.04199,1321.89441
89,0.733,-1130.33997,-111.83244,1322.43164
90,0.742,-1125.42957,-112.93473,1321.60706
91,0.75,-1121.15881,-113.08288,1322.24487
92,0.758,-1116.15015,-114.25506,1321.33313
93,0.767,-1112.1189,-114.67337,1321.53467
94,0.775,-1107.2356,-115.48037,1321.14978
95,0.783,-1102.37708,-116.79862,1320.71655
96,0.792,-1098.20837,-117.32806,1320.49634
97,0.8,-1093.43494,-116.78783,1320.22327
98,0.808,-1088.92029,-116.92883,1319.13037
99,0.817,-1084.71436,-117.84669,1318.91858
100,0.825,-1079.97241,-117.91163,1318.71924
101,0.833,-1074.77893,-118.27062,1317.51831
102,0.842,-1070.77124,-118.91256,1317.22546
103,0.85,-1065.87134,-118.51802,1316.44824
104,0.858,-1060.7738,-117.85366,1315.29834
105,0.867,-1055.54297,-118.56498,1314.86121
106,0.875,-1051.13464,-119.14161,1314.59998
107,0.883,-1046.83069,-118.20661,1313.01611
108,0.892,-1042.25427,-117.67335,1312.8429
109,0.9,-1037.9425,-118.40594,1310.99255
110,0.908,-1032.86499,-118.39336,1310.63428
111,0.917,-1027.97168,-116.34958,1309.229
112,0.925,-1023.81635,-117.00663,1308.52466
113,0.933,-1018.59137,-117.02624,1307.95679
114,0.942,-1013.05688,-115.18556,1306.55908
