Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,-1503.2876,119.54901,1466.46814,-1343.0719,105.48175,1302.33948
2,0.008,-1498.76917,118.79738,1466.45117,-1338.38098,103.4201,1302.31653
3,0.017,-1493.79236,118.63893,1466.29187,-1334.33142,103.78147,1302.15161
4,0.025,-1489.58557,118.48026,1467.30688,-1330.85632,105.63753,1301.8927
5,0.033,-1485.62048,118.74844,1466.48816,-1326.61316,106.4915,1301.62585
6,0.042,-1480.51233,119.47871,1466.10461,-1321.34888,105.027,1300.41821
7,0.05,-1475.86401,118.84996,1466.18933,-1316.07825,104.65376,1300.97437
8,0.058,-1470.80627,118.1782,1465.00305,-1312.33569,107.23382,1301.21533
9,0.067,-1467.03882,117.95885,1465.39941,-1307.80298,106.30703,1301.01782
10,0.075,-1463.66968,117.97868,1465.21216,-1303.70471,102.63995,1300.45105
11,0.083,-1458.20544,117.37245,1464.52783,-1298.16443,102.69171,1299.91943
12,0.092,-1453.03845,116.45904,1464.50281,-1294.91162,107.77095,1301.55444
13,0.1,-1448.00098,115.58434,1463.7052,-1289.59033,103.1308,1300.43713
14,0.108,-1445.1106,116.05359,1463.87659,-1284.94385,101.0216,1300.43127
15,0.117,-1440.80688,115.30525,1463.75513,-1280.56519,100.23848,1299.41064
16,0.125,-1435.57861,114.52909,1462.52722,-1275.22803,104.6732,1299.68921
17,0.133,-1432.13904,114.16389,1461.66589,-1272.05872,102.89491,1298.92188
18,0.142,-1426.92627,112.82635,1461.77173,-1267.17041,100.68173,1297.98926
19,0.15,-1422.76843,112.68626,1461.8186,-1262.25342,100.60723,1297.9325
20,0.158,-1418.64722,111.85219,1460.98181,-1256.92664,98.13914,1297.7395
21,0.167,-1412.98291,110.90921,1460.49609,-1252.31152,96.00398,1297.74548
22,0.175,-1407.84485,109.93531,1459.97095,-1248.90723,94.93891,1296.96313
23,0.183,-1403.31079,108.40646,1459.28162,-1243.11121,99.17062,1296.31592
24,0.192,-1398.71582,107.4615,1457.57654,-1239.0824,95.46714,1295.77209
25,0.2,-1393.69812,107.02633,1457.97729,-1234.16235,95.42941,1295.73108
26,0.208,-1389.43188,105.99497,1456.78577,-1228.98706,95.87327,1294.84302
27,0.217,-1385.22729,103.36472,1455.93774,-1224.77209,89.40878,1294.09094
28,0.225,-1379.89612,102.68057,1455.17432,-1219.54407,89.44534,1294.78369
29,0.233,-1375.4292,101.39158,1455.54248,-1215.10083,90.91852,1294.97449
30,0.242,-1370.47107,100.00661,1454.6123,-1209.04541,91.45535,1293.62134
31,0.25,-1365.86511,99.75713,1453.93518,-1204.55347,88.15199,1292.22363
32,0.258,-1361.13098,97.29047,1452.89417,-1199.62866,88.16442,1292.20227
33,0.267,-1356.25525,95.08266,1452.65027,-1194.00623,87.23058,1292.18701
34,0.275,-1351.41248,93.30287,1450.94702,-1189.45374,85.04156,1292.21484
35,0.283,-1347.23523,92.7498,1450.91663,-1184.35388,82.99541,1291.64612
36,0.292,-1342.39221,91.15632,1449.89294,-1178.56274,82.57146,1291.99426
37,0.3,-1337.69922,87.96947,1449.87378,-1172.51257,82.60667,1291.49487
38,0.308,-1333.07629,87.70647,1449.59058,-1167.94666,79.04494,1292.05103
39,0.317,-1327.30334,85.71547,1448.92249,-1163.08179,76.89715,1292.29871
40,0.325,-1322.34778,84.154,1448.08032,-1157.52722,77.07307,1291.84448
41,0.333,-1317.55469,81.46298,1448.49695,-1151.44165,75.66322,1291.34875
42,0.342,-1311.53198,79.64288,1449.23425,-1146.11804,72.46073,1292.44348
43,0.35,-1306.48291,77.494,1448.20532,-1141.22437,70.98232,1292.54846
44,0.358,-1301.46753,74.85715,1447.43616,-1135.87036,68.7616,1292.61133
45,0.367,-1296.95117,72.81246,1448.59058,-1128.86694,68.00264,1292.81567
46,0.375,-1289.95703,71.19724,1448.37109,-1124.33923,65.01595,1292.82605
47,0.383,-1285.16809,68.87546,1448.91187,-1119.51477,63.04081,1293.44067
48,0.392,-1279.86035,66.4212,1450.53003,-1113.16125,61.88671,1293.61133
49,0.4,-1274.75281,65.59566,1450.38293,-1109.06958,60.36494,1295.17249
50,0.408,-1268.91223,62.49587,1451.61304,-1103.92712,57.81169,1295.42688
51,0.417,-1264.38977,61.21796,1453.06177,-1099.24011,53.15481,1296.0033
52,0.425,-1258.10034,58.41222,1454.32874,-1094.15259,49.5815,1296.0741
53,0.433,-1253.86206,57.00834,1455.0553,-1087.25012,50.13452,1298.24475
54,0.442,-1247.63904,54.66286,1456.79358,-1082.63586,52.47044,1299.5343
55,0.45,-1242.87012,53.01212,1457.8064,-1078.1803,48.8129,1302.72876
56,0.458,-1237.33276,49.73931,1459.25647,-1074.16479,44.29081,1303.03003
57,0.467,-1232.62622,48.55837,1460.64124,-1067.27161,42.84357,1303.10291
58,0.475,-1228.88477,46.20962,1462.09021,-1063.34937,37.34329,1305.07739
59,0.483,-1222.97327,44.37985,1463.04089,-1058.54211,37.38085,1306.10632
60,0.492,-1217.98474,42.38844,1465.08948,-1054.33472,36.00721,1306.72766
61,0.5,-1214.22278,40.60445,1466.00171,-1047.82825,35.64479,1310.61511
62,0.508,-1207.14783,38.141,1468.07068,-1042.00403,33.01439,1311.5907
63,0.517,-1201.69824,34.63828,1468.54041,-1037.02161,31.45181,1311.17517
64,0.525,-1196.98511,33.94162,1469.34839,-1033.46704,26.33304,1312.21606
65,0.533,-1194.42334,32.64178,1469.58887,-1028.39526,26.54055,1313.59241
66,0.542,-1188.33435,31.15399,1470.33167,-1023.05261,25.29406,1313.88977
67,0.55,-1184.38403,28.62883,1471.89771,-1018.2016,23.35701,1315.00415
68,0.558,-1178.63928,26.85751,1472.25073,-1013.16785,20.8779,1314.85974
69,0.567,-1173.23303,26.58733,1472.63171,-1009.31964,17.91299,1314.4353
70,0.575,-1169.45435,23.59604,1474.0188,-1005.88751,15.87016,1315.86365
71,0.583,-1163.2074,21.67545,1474.17029,-999.05792,20.98443,1317.74219
72,0.592,-1160.14526,20.28527,1474.13257,-993.74878,16.72875,1316.86279
73,0.6,-1154.02307,19.33349,1475.67798,-987.35211,14.6135,1317.84509
74,0.608,-1148.61255,17.41901,1475.87561,-983.13489,12.01446,1317.7074
75,0.617,-1144.87354,15.40267,1475.73584,-979.91577,11.34132,1317.48413
76,0.625,-1139.24646,14.23109,1476.72424,-974.92889,12.50549,1318.81714
77,0.633,-1135.42456,12.99854,1476.35193,-970.57007,9.85753,1317.85059
78,0.642,-1129.62427,11.53641,1476.7533,-966.77289,10.1474,1318.13965
79,0.65,-1124.81287,11.15179,1477.34888,-962.20526,7.29951,1317.71472
80,0.658,-1120.03162,9.58405,1477.4939,-956.32031,6.60502,1317.93347
81,0.667,-1115.15039,9.83286,1477.90198,-950.77441,8.86084,1318.34497
82,0.675,-1111.38806,7.66441,1477.71741,-946.00208,8.47482,1319.37756
83,0.683,-1106.12354,7.02219,1477.41626,-941.68488,4.75618,1318.97742
84,0.692,-1100.07776,6.68857,1476.47791,-937.06836,1.65923,1318.42468
85,0.7,-1096.41687,4.13692,1477.58081,-935.1048,1.85539,1320.36548
86,0.708,-1089.87402,3.71413,1477.95313,-928.27124,4.467,1318.26367
87,0.717,-1085.56799,3.78206,1478.24719,-923.97314,1.63754,1316.84656
88,0.725,-1081.71301,2.02375,1477.77527,-919.11615,0.0259,1316.25867
89,0.733,-1077.33936,3.09644,1478.03284,-914.77161,5.673,1318.21179
90,0.742,-1071.3396,1.96135,1478.65686,-910.61481,1.97752,1315.60913
91,0.75,-1066.56702,1.31725,1478.45837,-905.41003,0.47434,1314.45837
92,0.758,-1061.33679,-0.11967,1477.84436,-902.74475,-1.76938,1314.26013
93,0.767,-1055.16882,-0.67454,1478.02893,-898.3634,-4.88921,1313.60596
94,0.775,-1052.31311,-1.31325,1477.24927,-893.73108,-5.93965,1312.7876
95,0.783,-1048.50684,-0.59824,1476.67603,-888.70392,-2.4547,1311.698
96,0.792,-1042.39612,-1.07924,1476.73621,-885.03381,-3.91674,1310.74475
97,0.8,-1037.90564,-1.94992,1476.27942,-879.96881,-5.06934,1310.92932
98,0.808,-1031.9729,-2.1209,1475.58386,-874.56323,-2.83441,1310.22473
99,0.817,-1028.00562,-1.47973,1475.37842,-870.54572,-4.77349,1309.32886
100,0.825,-1023.20288,-2.48261,1474.00647,-866.88562,-6.21803,1308.38489
101,0.833,-1018.83429,-2.74891,1473.35425,-861.4635,-2.83302,1308.80225
102,0.842,-1013.33673,-3.36904,1473.59314,-855.742,-4.70263,1307.58533
103,0.85,-1007.73273,-4.34031,1472.02124,-851.72845,-6.72565,1306.04883
104,0.858,-1003.40051,-4.59052,1471.18372,-846.72278,-4.42976,1306.21497
105,0.867,-998.78339,-3.3322,1471.34155,-841.27313,-4.37331,1304.80334
106,0.875,-993.25391,-3.81458,1470.89453,-838.29456,-7.01647,1304.33374
107,0.883,-988.71997,-4.00459,1470.38818,-831.28394,-2.59734,1303.078
108,0.892,-982.86877,-4.8557,1468.87866,-827.61157,-4.39526,1302.39673
109,0.9,-977.74585,-5.16676,1468.49707,-822.75183,-8.21214,1300.66711
110,0.908,-973.82599,-3.07744,1467.26074,-816.13324,-3.73598,1300.91418
111,0.917,-968.91083,-3.49734,1467.1189,-813.02081,-5.49169,1299.03699
112,0.925,-963.61273,-4.3102,1465.88293,-807.79559,-7.81621,1297.13794
113,0.933,-958.13654,-3.61993,1464.77185,-802.53986,-4.01871,1297.69043
114,0.942,-953.07727,-3.58313,1463.66602,-798.37622,-5.35346,1296.48706
115,0.95,-947.95288,-3.44152,1462.99695,-792.32654,-1.63533,1296.01306
116,0.958,-942.48828,-3.02287,1461.36633,-788.63184,-3.67769,1295.30811
117,0.967,-937.04651,-2.80045,1461.32886,-782.7666,-6.48415,1294.05994
118,0.975,-932.93896,-1.34531,1461.0072,-776.15063,-2.81653,1293.56177
119,0.983,-927.21631,-0.33489,1459.00195,-771.53369,-4.65825,1292.70911
120,0.992,-922.8288,-1.28904,1458.85303,-765.37335,-0.88692,1291.94702
121,1,-917.43726,-0.87208,1458.56506,-760.58179,-3.62418,1291.25659
122,1.008,-912.18127,1.85439,1457.31714,-755.53827,1.25887,1290.84424
123,1.017,-906.3526,2.76329,1456.82385,-749.64154,-1.14917,1289.0918
124,1.025,-899.78094,3.79509,1455.526,-742.51025,1.69005,1289.16235
125,1.033,-895.10999,3.55896,1455.42957,-738.68793,-0.28474,1288.36328
126,1.042,-890.42932,5.69326,1455.61963,-733.24524,1.86722,1289.43872
127,1.05,-885.18805,6.50748,1453.5896,-727.56439,2.1784,1287.48413
128,1.058,-879.71179,6.65673,1453.32385,-720.30109,4.19915,1288.42517
129,1.067,-874.18585,7.60877,1452.90833,-714.61249,4.45999,1288.32288
130,1.075,-866.6651,9.04808,1451.87659,-708.76807,7.73131,1289.1698
131,1.083,-861.31732,10.09905,1452.38391,-703.30829,4.10758,1287.75989
132,1.092,-856.3681,11.7159,1452.3324,-696.16632,8.08386,1288.07629
133,1.1,-850.57751,12.50453,1452.23193,-691.77972,5.78165,1287.14355
134,1.108,-843.63409,13.23721,1451.95532,-684.13232,9.50158,1288.66614
135,1.117,-837.02539,15.36018,1452.67773,-676.1626,13.52184,1289.34961
136,1.125,-831.83325,16.82552,1452.81653,-669.38885,15.31104,1289.13232
137,1.133,-825.26465,16.64374,1453.39221,-664.53778,13.97147,1289.19824
138,1.142,-819.60583,18.5334,1454.25708,-660.75214,11.35407,1290.32495
139,1.15,-813.49695,20.20953,1455.22644,-653.32373,15.77725,1291.8385
140,1.158,-806.41364,20.32876,1455.93958,-647.50018,12.68645,1292.4043
141,1.167,-800.42517,21.59534,1457.44666,-641.45074,16.97781,1292.90137
142,1.175,-794.70941,23.64802,1458.25769,-633.84613,20.39518,1293.95203
143,1.183,-787.4729,23.82323,1459.38293,-629.15369,18.99029,1295.11633
144,1.192,-782.19177,25.41492,1461.39063,-621.85205,22.22623,1296.93494
145,1.2,-776.76605,27.6783,1462.43237,-616.45941,19.57641,1296.6908
146,1.208,-770.52368,28.04325,1463.48035,-610.42889,23.64851,1298.64661
147,1.217,-763.80554,28.71768,1464.26782,-605.53784,21.59062,1299.92505
148,1.225,-758.30988,31.33489,1466.33337,-598.31805,24.46122,1300.51062
149,1.233,-752.3924,31.49915,1466.6322,-591.44434,29.92315,1304.66467
150,1.242,-746.28729,32.99014,1466.9458,-586.7323,25.30545,1303.37
151,1.25,-740.86255,33.59302,1467.72217,-580.01776,30.0471,1305.38599
152,1.258,-734.61218,35.44656,1467.92542,-575.09668,26.45758,1304.56482
153,1.267,-728.30017,36.69349,1468.76282,-568.19049,30.07758,1306.11487
154,1.275,-723.16193,37.39677,1468.95947,-563.28357,28.34017,1307.41406
155,1.283,-717.04401,38.16022,1470.02051,-555.68243,31.65146,1307.44556
156,1.292,-711.05676,38.93057,1469.98792,-552.12463,28.81632,1307.0249
