Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,-1514.36768,112.40508,1374.19043
2,0.008,-1510.12927,112.48434,1374.34241
3,0.017,-1505.43958,113.11998,1374.0658
4,0.025,-1501.54736,113.10607,1374.27917
5,0.033,-1497.02588,112.4701,1374.6814
6,0.042,-1491.92908,113.22642,1374.24805
7,0.05,-1487.14709,113.9055,1373.99951
8,0.058,-1483.48865,113.18623,1373.59998
9,0.067,-1479.33081,113.0324,1372.95447
10,0.075,-1474.15222,112.25632,1373.47034
11,0.083,-1469.49072,112.40253,1372.87231
12,0.092,-1465.01416,111.80748,1372.49121
13,0.1,-1460.61536,111.18415,1372.32385
14,0.108,-1456.31763,111.45017,1371.49036
15,0.117,-1450.83936,110.71571,1371.49097
16,0.125,-1446.62708,109.34071,1370.88635
17,0.133,-1442.47644,109.2858,1370.64172
18,0.142,-1437.53442,107.58529,1370.46619
19,0.15,-1431.9082,107.92834,1369.5332
20,0.158,-1428.58081,106.41117,1369.12939
21,0.167,-1424.49121,105.65401,1368.6582
22,0.175,-1418.4718,104.68716,1367.99097
23,0.183,-1414.0083,103.92406,1366.88562
24,0.192,-1408.20105,102.5102,1366.86511
25,0.2,-1403.46338,101.58088,1366.48877
26,0.208,-1399.63489,100.67918,1365.44714
27,0.217,-1395.22766,99.13177,1364.93738
28,0.225,-1390.33521,98.17194,1363.88611
29,0.233,-1384.26428,96.03097,1363.15222
30,0.242,-1379.4093,94.38185,1362.24585
31,0.25,-1374.68469,93.71335,1362.04749
32,0.258,-1369.89441,92.01888,1361.47583
33,0.267,-1365.43103,89.92503,1361.01208
34,0.275,-1358.81042,89.1514,1360.21948
35,0.283,-1354.42175,86.86811,1358.53369
36,0.292,-1349.55371,85.25074,1357.7312
37,0.3,-1344.52539,84.29585,1357.60217
38,0.308,-1339.64563,82.60023,1357.39075
39,0.317,-1334.58118,79.75569,1356.05383
40,0.325,-1328.75867,78.21458,1356.5387
41,0.333,-1323.86389,76.49564,1356.75378
42,0.342,-1318.87305,73.98087,1357.16125
43,0.35,-1312.60889,71.59689,1355.97266
44,0.358,-1307.84802,70.20473,1356.87817
45,0.367,-1301.52002,67.00108,1356.75366
46,0.375,-1296.47791,66.55606,1357.09387
47,0.383,-1290.76978,63.94649,1357.11914
48,0.392,-1286.29126,62.38097,1358.57556
49,0.4,-1281.29504,59.71043,1358.797
50,0.408,-1276.09888,57.13021,1360.44299
51,0.417,-1270.82642,54.99178,1360.50256
52,0.425,-1265.21509,53.34768,1362.2771
53,0.433,-1260.30713,50.40113,1362.81506
54,0.442,-1254.69739,48.71569,1363.86414
55,0.45,-1249.75586,45.60919,1365.13342
56,0.458,-1243.94873,43.25561,1366.61963
57,0.467,-1239.60242,40.52464,1367.23743
58,0.475,-1234.81702,39.38822,1369.75769
59,0.483,-1229.4585,36.1275,1370.25598
60,0.492,-1224.75598,33.95161,1371.75586
61,0.5,-1219.41638,31.5927,1373.2124
62,0.508,-1214.57556,29.70759,1374.1969
63,0.517,-1209.2113,27.16555,1375.03418
64,0.525,-1204.47168,24.40924,1376.12451
65,0.533,-1199.35217,21.77863,1376.86499
66,0.542,-1193.99854,20.50589,1377.9165
67,0.55,-1189.5957,19.19168,1378.44861
68,0.558,-1184.34033,16.29622,1378.55554
69,0.567,-1179.34216,14.49353,1379.85583
70,0.575,-1175.78223,12.52391,1380.53259
71,0.583,-1169.93848,10.85878,1381.04456
72,0.592,-1165.95056,8.71066,1381.78552
73,0.6,-1160.28979,6.94337,1382.04163
74,0.608,-1155.8562,6.81443,1382.61353
75,0.617,-1151.51685,4.88625,1383.03674
76,0.625,-1145.8302,2.90008,1383.54102
77,0.633,-1141.79761,1.31476,1384.32837
78,0.642,-1136.69568,-0.33845,1385.29822
79,0.65,-1131.66516,-1.34795,1384.40198
80,0.658,-1127.44299,-2.89241,1384.9137
81,0.667,-1123.02722,-3.35415,1385.9386
82,0.675,-1117.68359,-5.29265,1386.00244
83,0.683,-1111.85181,-6.25295,1385.69983
84,0.692,-1107.33545,-6.43235,1385.62805
85,0.7,-1103.11255,-7.59547,1385.70654
86,0.708,-1098.48535,-8.19617,1386.31433
87,0.717,-1094.18176,-9.26944,1386.19409
88,0.725,-1089.0437,-10.16591,1385.26892
89,0.733,-1084.47449,-11.85525,1385.45435
90,0.742,-1079.54211,-12.9282,1385.2113
91,0.75,-1074.98352,-11.97877,1385.44714
92,0.758,-1070.94067,-13.30822,1384.7782
93,0.767,-1066.93115,-13.48801,1384.92139
94,0.775,-1061.71692,-14.31812,1385.07654
95,0.783,-1057.01855,-15.87801,1384.50879
96,0.792,-1051.67749,-16.13455,1383.50232
97,0.8,-1047.49487,-16.24552,1383.63538
98,0.808,-1042.67786,-16.95207,1383.03479
99,0.817,-1038.11267,-17.5184,1382.10217
100,0.825,-1033.25391,-17.25863,1381.65369
101,0.833,-1028.82129,-18.66367,1380.27039
102,0.842,-1024.41626,-17.77309,1380.68152
103,0.85,-1019.35687,-17.46193,1379.80627
104,0.858,-1014.37946,-17.25258,1378.37585
105,0.867,-1010.53772,-18.14972,1378.16626
106,0.875,-1005.32941,-18.4552,1377.13074
107,0.883,-1000.54358,-18.54278,1377.07336
108,0.892,-995.00342,-18.17843,1375.83899
109,0.9,-990.57764,-18.18463,1374.75305
110,0.908,-985.2522,-18.15539,1374.59473
111,0.917,-980.09961,-18.70211,1372.42627
112,0.925,-974.9668,-17.19452,1372.33337
113,0.933,-970.5957,-17.23157,1371.6543
114,0.942,-965.5033,-16.55619,1370.31482
115,0.95,-960.51489,-16.72877,1369.84241
116,0.958,-955.86536,-15.82215,1368.81433
117,0.967,-950.76624,-15.30587,1368.05457
118,0.975,-945.50092,-15.54233,1366.33447
119,0.983,-939.21771,-13.57687,1366.11121
120,0.992,-933.59039,-13.2571,1365.58936
121,1,-928.84619,-12.25004,1364.72534
122,1.008,-923.15839,-11.45801,1363.54285
123,1.017,-918.39771,-11.77145,1362.29626
124,1.025,-913.78619,-10.94588,1362.11194
125,1.033,-907.35712,-9.53999,1361.28687
126,1.042,-901.24829,-8.56721,1360.69189
127,1.05,-895.47986,-7.36913,1360.07837
128,1.058,-890.37457,-5.61616,1359.53516
129,1.067,-884.51343,-4.33666,1359.72632
130,1.075,-878.44641,-4.08252,1359.2196
131,1.083,-872.29169,-1.55971,1358.72754
132,1.092,-866.53027,-1.63157,1357.82788
133,1.1,-859.22009,0.40597,1358.26892
134,1.108,-854.20831,0.73077,1358.90881
135,1.117,-848.33289,2.95911,1359.29236
136,1.125,-841.21844,3.05164,1358.92554
137,1.133,-835.71088,4.90175,1359.03955
138,1.142,-830.43915,6.10266,1359.79871
139,1.15,-822.2583,7.8869,1360.20935
140,1.158,-816.93951,8.80994,1361.1582
141,1.167,-811.63696,10.37611,1362.39258
142,1.175,-804.28046,10.61132,1363.18469
143,1.183,-798.672,13.3913,1364.55591
144,1.192,-792.85034,14.90563,1366.20203
145,1.2,-785.40643,14.16204,1366.7356
146,1.208,-780.64581,16.47866,1368.21729
147,1.217,-775.04303,16.83187,1368.67834
148,1.225,-769.28979,19.76888,1369.65393
149,1.233,-762.05457,19.99248,1371.01611
150,1.242,-756.87872,22.02099,1371.56555
151,1.25,-751.07251,22.59415,1372.50061
152,1.258,-744.78448,24.74054,1373.50513
153,1.267,-739.15363,25.22025,1374.04065
154,1.275,-732.58545,26.88219,1375.17175
155,1.283,-727.2821,28.20428,1375.89063
156,1.292,-721.24286,30.09057,1375.34363
157,1.3,-715.6322,30.60679,1376.99988
158,1.308,-709.79199,30.39243,1376.04663
159,1.317,-705.41241,31.06369,1376.31226
160,1.325,-699.8009,32.58746,1377.11682
161,1.333,-694.15875,33.39001,1377.96082
162,1.342,-688.17004,35.62709,1378.65247
163,1.35,-681.97607,35.98656,1379.27295
164,1.358,-676.28979,36.17211,1379.70361
165,1.367,-671.32159,37.48532,1379.10852
166,1.375,-666.18335,38.11834,1380.03418
167,1.383,-660.6828,38.85108,1380.81812
168,1.392,-654.12659,39.25061,1381.48511
169,1.4,-648.96375,40.35417,1381.36096
