Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,-1385.91162,114.16798,1564.93347,-1291.84753,104.90611,1451.65442
2,0.008,-1380.52588,113.72334,1565.7002,-1288.18396,103.24286,1451.35388
3,0.017,-1375.8584,114.37406,1565.57751,-1282.75513,101.14576,1450.52881
4,0.025,-1370.63525,114.76109,1564.4115,-1278.20874,106.16418,1450.89172
5,0.033,-1365.53137,115.56586,1563.90356,-1273.2937,103.90187,1450.8551
6,0.042,-1362.94397,113.66405,1563.96765,-1269.72437,101.70184,1450.3855
7,0.05,-1358.32227,114.68584,1563.53015,-1264.84534,103.90827,1450.72498
8,0.058,-1353.63928,115.01421,1564.75049,-1260.33057,105.6776,1451.75647
9,0.067,-1348.68164,113.61821,1564.40173,-1255.14136,103.98367,1450.3114
10,0.075,-1344.82092,113.75838,1563.31641,-1250.90271,100.64778,1450.12122
11,0.083,-1340.47217,112.32837,1563.1062,-1246.4967,105.15234,1450.65161
12,0.092,-1336.44653,113.98643,1563.401,-1241.60669,104.46493,1450.64441
13,0.1,-1330.58997,112.77222,1562.93579,-1237.85632,101.1182,1449.98962
14,0.108,-1328.41504,111.57314,1562.31897,-1233.08447,99.19247,1449.59302
15,0.117,-1323.04102,111.31395,1561.72998,-1228.94971,98.89802,1449.87073
16,0.125,-1318.74683,110.80429,1561.94153,-1223.36121,103.21484,1449.08508
17,0.133,-1313.95361,110.23245,1561.82495,-1219.19104,99.35926,1447.95203
18,0.142,-1310.11316,109.42677,1561.83154,-1215.08862,98.34801,1447.41846
19,0.15,-1305.65649,108.64927,1561.58606,-1211.00244,97.55424,1446.74792
20,0.158,-1300.35217,108.40767,1560.24976,-1205.73474,96.81895,1447.6283
21,0.167,-1297.48389,107.22718,1561.245,-1200.92212,97.31908,1447.18359
22,0.175,-1292.05298,107.20232,1560.88599,-1195.94971,96.13607,1447.44067
23,0.183,-1287.25928,106.49141,1560.85229,-1192.65613,94.47347,1447.70801
24,0.192,-1283.16296,104.5549,1559.13574,-1188.45898,93.38393,1447.42981
25,0.2,-1279.33704,104.25436,1559.16797,-1182.59119,96.50094,1446.28723
26,0.208,-1274.71533,102.78876,1559.68115,-1178.20154,95.15257,1445.9834
27,0.217,-1271.13208,101.04326,1560.02075,-1173.75671,92.44266,1445.76392
28,0.225,-1265.05896,99.93378,1557.59192,-1168.38721,90.40273,1444.99548
29,0.233,-1260.58447,99.50209,1557.45789,-1164.16711,87.31761,1444.74316
30,0.242,-1257.09839,97.48756,1557.33484,-1160.59302,86.78102,1444.66895
31,0.25,-1251.88184,95.78596,1555.4082,-1155.32373,90.70863,1444.91431
32,0.258,-1246.29004,96.39625,1555.12048,-1151.22607,86.8583,1443.80469
33,0.267,-1243.29236,93.27565,1555.67847,-1146.37671,84.70364,1443.8468
34,0.275,-1238.05664,91.48256,1554.77722,-1141.02502,82.68863,1443.09509
35,0.283,-1233.65564,89.89094,1553.98315,-1136.83325,78.55748,1442.38904
36,0.292,-1228.68848,88.50923,1554.02954,-1131.57422,77.02903,1440.66992
37,0.3,-1223.59875,87.15507,1553.19849,-1126.31067,79.14767,1441.4303
38,0.308,-1218.76575,84.91682,1552.55566,-1121.08716,77.81783,1442.4281
39,0.317,-1214.37598,83.01628,1552.74841,-1116.82898,77.19298,1443.11133
40,0.325,-1209.9519,82.19745,1552.74792,-1110.68787,73.95912,1442.63159
41,0.333,-1205.23352,80.28271,1553.30579,-1106.46106,71.4261,1442.00232
42,0.342,-1200.03833,78.8503,1552.66235,-1101.25964,67.9957,1441.26892
43,0.35,-1194.40112,76.99131,1551.94946,-1096.80164,74.05285,1444.02954
44,0.358,-1190.33826,74.36582,1552.42542,-1091.3009,71.17274,1444.74731
45,0.367,-1185.17395,73.56811,1553.67798,-1085.48608,67.5773,1447.06274
46,0.375,-1178.38586,71.67046,1554.13257,-1080.51624,65.14035,1446.31482
47,0.383,-1172.99695,69.90115,1553.69934,-1075.42944,62.54409,1445.96057
48,0.392,-1167.68811,67.56222,1555.50293,-1069.36829,57.88806,1444.52002
49,0.4,-1163.12708,65.43277,1555.8927,-1063.24353,61.81122,1445.79272
50,0.408,-1157.82764,65.07933,1555.74634,-1059.07507,62.27221,1449.39966
51,0.417,-1150.8689,62.58751,1557.64709,-1054.65454,58.55056,1448.59167
52,0.425,-1145.51062,61.85706,1557.87036,-1048.57031,55.04879,1448.72205
53,0.433,-1141.24451,58.27344,1559.59229,-1042.99707,52.13215,1450.65625
54,0.442,-1134.93225,57.32836,1560.06287,-1038.94067,47.52557,1449.83032
55,0.45,-1129.42517,54.80573,1561.81104,-1032.58423,46.53642,1451.64038
56,0.458,-1124.80554,53.74011,1563.1615,-1028.45227,49.23026,1454.50964
57,0.467,-1118.45447,52.00274,1564.28748,-1022.08887,46.14209,1455.23389
58,0.475,-1113.75574,49.52327,1566.13733,-1017.4502,45.97893,1457.39978
59,0.483,-1108.95984,46.61998,1567.80554,-1011.89551,43.26004,1458.54614
60,0.492,-1103.7522,45.79141,1568.79492,-1007.26257,38.47205,1458.25244
61,0.5,-1098.68286,43.52511,1570.51282,-1001.07721,35.32402,1459.07483
62,0.508,-1094.19287,42.30995,1572.21033,-997.05566,35.96045,1462.2196
63,0.517,-1089.19238,40.06256,1572.43188,-992.22614,34.77,1462.48987
64,0.525,-1083.56531,37.88511,1574.01025,-987.29138,33.15691,1463.78198
65,0.533,-1079.27173,36.36213,1573.85486,-981.72589,30.82453,1465.22949
66,0.542,-1076.23401,35.3696,1575.4032,-976.29877,30.07094,1466.89233
67,0.55,-1069.67786,32.53228,1575.85828,-972.22302,29.10663,1466.68469
68,0.558,-1064.00513,31.32065,1576.33459,-967.9892,25.13671,1466.00256
69,0.567,-1059.88123,28.91643,1576.84363,-963.20593,23.67477,1466.98291
70,0.575,-1054.54126,27.94462,1577.95264,-959.19031,19.92982,1466.55408
71,0.583,-1050.86243,26.22064,1579.00586,-951.0495,23.51494,1469.09094
72,0.592,-1044.73267,25.57148,1579.45618,-947.30005,21.84528,1468.75818
73,0.6,-1040.01257,23.54962,1578.9032,-942.77411,18.6138,1468.22888
74,0.608,-1034.70154,22.52519,1578.30005,-938.74036,17.15044,1468.40112
75,0.617,-1028.21802,20.85188,1579.01294,-934.38934,16.01121,1468.13855
76,0.625,-1025.32141,18.59835,1580.15918,-927.84772,15.80824,1468.25745
77,0.633,-1019.47491,19.0935,1580.33679,-922.83521,15.47745,1469.8623
78,0.642,-1015.07031,19.09457,1581.0625,-917.96649,10.68547,1468.85425
79,0.65,-1011.47205,16.54257,1581.45105,-912.88403,9.54579,1469.46619
80,0.658,-1005.95648,15.11775,1580.89099,-907.87878,11.4892,1469.31982
81,0.667,-999.29755,15.07563,1579.96704,-904.34967,12.76932,1470.23022
82,0.675,-994.93481,14.14468,1580.17163,-899.66785,10.23219,1469.64294
83,0.683,-991.11829,14.26427,1580.64355,-894.84058,8.23892,1469.62122
84,0.692,-985.82062,12.29783,1581.06067,-888.73242,6.61166,1467.62708
85,0.7,-980.51532,10.33162,1581.47998,-883.84875,9.02387,1469.45728
86,0.708,-975.02179,10.22649,1580.73596,-880.11279,8.38365,1468.41138
87,0.717,-970.34943,9.79072,1580.33276,-874.4505,3.26951,1466.96289
88,0.725,-964.85565,10.57536,1580.13147,-868.82703,7.74319,1468.13599
89,0.733,-960.93005,10.01451,1579.65808,-864.52399,6.62792,1466.87146
90,0.742,-955.70398,10.4936,1579.3927,-860.72461,3.6903,1464.80835
91,0.75,-950.36664,8.33488,1578.38269,-855.47345,1.88742,1464.84717
92,0.758,-944.8418,7.12949,1577.86304,-849.65039,5.61807,1465.50183
93,0.767,-938.53882,7.26229,1577.75183,-846.18054,1.50296,1462.61621
94,0.775,-932.9483,6.69052,1575.80469,-841.93182,1.25377,1461.87231
95,0.783,-929.94733,8.20922,1576.32874,-835.86609,5.3422,1463.38416
96,0.792,-925.17053,6.74561,1575.79919,-832.00238,2.12979,1460.47693
97,0.8,-919.65515,6.31844,1575.4679,-826.72028,1.40836,1460.14331
98,0.808,-915.71655,7.15204,1574.6449,-821.95313,3.04074,1460.64282
99,0.817,-910.70404,6.31742,1574.3031,-816.729,2.56894,1459.74023
100,0.825,-905.53833,5.78029,1573.73022,-812.26807,0.66538,1458.30566
101,0.833,-900.24957,6.10915,1572.51184,-807.74615,2.63985,1458.08948
102,0.842,-894.11035,4.50728,1571.06836,-802.37268,1.40109,1456.81934
103,0.85,-892.1629,4.92902,1571.11365,-797.93005,-0.48663,1455.62073
104,0.858,-885.93951,3.87171,1570.9519,-791.48633,0.73039,1454.62939
105,0.867,-880.55817,4.34578,1569.41113,-786.17676,1.85819,1454.44421
106,0.875,-874.47388,3.74205,1567.50879,-784.00476,-0.53922,1452.90808
107,0.883,-871.40265,5.82853,1567.50012,-776.94153,2.35052,1451.95715
108,0.892,-864.89661,4.65712,1566.62317,-772.36414,1.63382,1451.84509
109,0.9,-859.57813,5.10008,1565.44604,-767.41486,2.00035,1449.52905
110,0.908,-854.45026,4.10401,1565.18933,-763.30634,3.80484,1450.01563
111,0.917,-850.36713,4.7108,1565.11853,-758.72485,2.22234,1449.32349
112,0.925,-845.73322,4.93755,1563.22827,-753.5257,1.88582,1446.83325
113,0.933,-840.11041,6.41362,1562.02991,-748.68756,1.98439,1446.07312
114,0.942,-834.16895,5.60266,1562.69922,-742.72638,-0.82515,1444.73706
115,0.95,-828.89221,5.17178,1560.62622,-737.42023,4.47001,1444.66687
116,0.958,-825.07031,6.65132,1558.94556,-732.83008,1.70434,1443.82056
117,0.967,-819.67871,5.74566,1558.88037,-726.92334,1.3364,1442.96411
118,0.975,-813.85126,6.87771,1558.59216,-721.65851,2.16028,1441.40515
119,0.983,-808.6225,6.30181,1557.55432,-716.24933,3.61477,1441.94678
120,0.992,-803.79144,7.47725,1556.27014,-712.28406,4.45511,1441.9834
121,1,-799.31403,7.63568,1556.7605,-706.97913,1.76868,1438.68994
122,1.008,-793.52472,9.48981,1556.56543,-701.5943,5.08687,1439.54504
123,1.017,-789.15643,9.92776,1556.00391,-695.80658,2.79362,1438.19971
124,1.025,-782.59271,9.51696,1554.45398,-688.82336,5.27122,1437.86267
125,1.033,-777.22766,11.46858,1553.15845,-684.0542,5.13077,1437.52856
126,1.042,-771.25775,12.36212,1553.2002,-678.9892,7.27985,1437.6449
127,1.05,-766.34497,14.45456,1552.94141,-674.9491,6.5784,1437.54199
128,1.058,-758.49451,14.3709,1551.37036,-667.88452,11.13538,1437.81201
129,1.067,-754.55066,15.31917,1550.54614,-663.35156,9.50869,1437.25989
130,1.075,-748.92188,15.234,1551.96594,-656.24615,9.54472,1437.79541
131,1.083,-743.38324,17.34586,1552.30457,-650.52527,9.26414,1437.08777
132,1.092,-738.12604,17.87986,1552.03882,-643.74951,12.86091,1437.51062
133,1.1,-733.1781,20.24643,1552.76733,-639.74194,12.20636,1436.93225
134,1.108,-726.39642,20.92298,1552.8761,-632.5647,15.21119,1437.94568
135,1.117,-721.23529,22.87239,1553.271,-625.75909,15.6284,1439.1543
136,1.125,-713.64838,23.81177,1552.95837,-620.8526,16.17038,1438.92505
137,1.133,-708.06671,23.9908,1553.58923,-613.41974,20.76682,1439.55505
138,1.142,-702.3949,27.13417,1554.48779,-608.35767,17.26639,1439.50806
139,1.15,-695.58258,27.61082,1554.75781,-600.71417,21.48603,1441.01282
140,1.158,-689.99243,28.84405,1556.93103,-594.92297,22.13753,1440.72278
141,1.167,-682.87128,30.58336,1556.28931,-588.74225,22.64689,1442.22363
142,1.175,-676.90204,30.17071,1557.34509,-581.92279,22.00606,1444.96338
143,1.183,-670.06915,31.34355,1559.67725,-577.7597,24.58232,1444.30408
144,1.192,-664.91302,31.39702,1560.91931,-567.44202,23.28256,1446.54749
145,1.2,-659.59998,35.04569,1561.02429,-560.61194,23.8672,1446.9751
146,1.208,-652.75415,35.08733,1563.48157,-558.27283,26.57745,1447.57837
147,1.217,-646.9527,36.24162,1564.90906,-552.06488,28.18845,1448.03882
148,1.225,-640.3313,37.22681,1565.09119,-546.04956,29.21976,1450.93945
149,1.233,-634.55145,36.40851,1566.48877,-540.23615,29.29736,1451.28088
150,1.242,-629.33685,37.66073,1566.63757,-532.52997,29.50695,1452.23608
151,1.25,-624.71606,38.92279,1568.03955,-527.51184,30.6017,1453.29163
152,1.258,-618.14026,39.77618,1569.31531,-526.97205,32.48978,1453.58533
153,1.267,-611.6889,40.20736,1569.38416,-519.54785,33.42683,1455.20984
154,1.275,-607.06885,42.84881,1569.60559,-512.61853,32.73236,1456.76843
155,1.283,-600.72418,41.69466,1570.54211,-506.44009,33.65079,1456.17908
156,1.292,-594.77991,43.51576,1571.37231,-502.06519,34.54085,1457.04431
157,1.3,-589.30786,43.92517,1571.96069,-496.09177,34.45207,1458.43958
