Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,-1455.52905,-281.64526,820.44611
2,0.008,-1454.14001,-281.98285,821.36719
3,0.017,-1450.46741,-281.888,820.87561
4,0.025,-1449.06494,-282.3457,820.67938
5,0.033,-1445.91711,-283.12039,821.64545
6,0.042,-1443.69116,-282.17963,821.76685
7,0.05,-1439.97314,-283.15146,821.17249
8,0.058,-1436.69055,-282.81085,819.73895
9,0.067,-1433.27148,-284.0076,819.35052
10,0.075,-1432.31055,-284.21521,819.62427
11,0.083,-1428.33765,-285.86606,819.48083
12,0.092,-1426.82776,-286.22394,819.51642
13,0.1,-1423.44727,-287.63855,819.60962
14,0.108,-1421.76355,-288.11246,818.75574
15,0.117,-1418.38123,-289.5285,818.84857
16,0.125,-1414.61279,-290.93158,818.28949
17,0.133,-1411.59521,-292.15891,817.67053
18,0.142,-1408.1792,-293.56018,817.2052
19,0.15,-1403.44482,-294.20901,816.95166
20,0.158,-1399.53259,-293.3801,816.75708
21,0.167,-1395.35303,-295.08963,815.7536
22,0.175,-1390.69495,-296.75458,815.74512
23,0.183,-1386.297,-298.17154,815.63263
24,0.192,-1381.16516,-300.26581,814.82898
25,0.2,-1378.4469,-301.11926,815.09814
26,0.208,-1376.07178,-302.40808,814.97229
27,0.217,-1371.34314,-303.86209,814.08765
28,0.225,-1366.51697,-305.57773,814.17914
29,0.233,-1358.50696,-305.2998,812.6402
30,0.242,-1353.03381,-307.50287,812.44373
31,0.25,-1346.93958,-309.42151,811.8988
32,0.258,-1341.89807,-311.23532,810.27106
33,0.267,-1336.09937,-313.56717,810.07074
34,0.275,-1331.38684,-315.30405,809.0434
35,0.283,-1323.35107,-318.84296,807.97375
36,0.292,-1318.27783,-317.26999,806.88123
37,0.3,-1311.95056,-319.70441,806.98639
38,0.308,-1305.94568,-321.83652,805.88239
39,0.317,-1298.69434,-323.43372,805.67542
40,0.325,-1293.64392,-324.39572,804.74805
41,0.333,-1285.84937,-325.80862,804.73993
42,0.342,-1279.08533,-326.4075,804.51398
43,0.35,-1272.54932,-329.5675,804.94757
44,0.358,-1265.75879,-331.18387,804.81946
45,0.367,-1259.09778,-333.76303,804.78638
46,0.375,-1251.44836,-333.32547,804.55109
47,0.383,-1243.02209,-336.78354,805.89124
48,0.392,-1236.80029,-337.95047,806.24176
49,0.4,-1230.04712,-340.51807,806.33521
50,0.408,-1222.38867,-342.38162,807.75653
51,0.417,-1214.78088,-341.29971,807.24005
52,0.425,-1207.29932,-343.64545,808.14496
53,0.433,-1200.14844,-346.26495,809.6391
54,0.442,-1193.3335,-348.48022,811.70691
55,0.45,-1183.94714,-352.67899,813.1994
56,0.458,-1176.68933,-351.11798,812.85559
57,0.467,-1168.68018,-354.22745,815.48059
58,0.475,-1161.78625,-356.22379,817.03436
59,0.483,-1154.91882,-358.14481,817.7998
60,0.492,-1146.80518,-358.42984,820.19751
61,0.5,-1139.8219,-361.10156,820.87427
62,0.508,-1131.43176,-363.06857,822.98517
63,0.517,-1124.09668,-367.45508,825.12592
64,0.525,-1116.37183,-369.76361,826.60425
65,0.533,-1109.07434,-372.0181,826.92432
66,0.542,-1102.19019,-374.60013,828.2583
67,0.55,-1093.5282,-373.94122,829.4585
68,0.558,-1086.83325,-376.15622,831.25079
69,0.567,-1079.34985,-379.89587,832.24036
70,0.575,-1072.42993,-382.52249,832.91754
71,0.583,-1064.36304,-385.17316,834.54431
72,0.592,-1057.48804,-388.47449,835.46313
73,0.6,-1049.88184,-387.00592,836.99365
74,0.608,-1041.99915,-389.48322,837.96039
75,0.617,-1035.34436,-392.51889,838.13135
76,0.625,-1028.40076,-394.36688,839.06464
77,0.633,-1020.61078,-395.44083,839.40393
78,0.642,-1013.74408,-396.47394,840.94476
79,0.65,-1006.56812,-399.09613,843.73895
80,0.658,-998.83038,-398.72571,842.71985
81,0.667,-991.34387,-398.90109,842.99084
82,0.675,-984.39825,-400.12308,844.90192
83,0.683,-978.46356,-401.98633,844.95563
84,0.692,-969.85327,-401.74673,845.24176
85,0.7,-963.36652,-402.72571,844.98895
86,0.708,-956.1554,-402.40558,846.91785
87,0.717,-948.86938,-402.13907,846.42145
88,0.725,-942.52789,-404.17203,846.80103
89,0.733,-936.08942,-404.14597,846.33984
90,0.742,-928.33795,-402.78027,847.41638
91,0.75,-924.64771,-403.31165,846.52411
92,0.758,-917.56451,-404.8269,847.8147
