Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z,R.Ulna.x,R.Ulna.y,R.Ulna.z,R.Radius.x,R.Radius.y,R.Radius.z
1,0,165.68669,-198.93549,917.79962,242.37624,-236.10852,871.69897,292.57642,-142.97563,866.93738
2,0.008,165.6767,-199.57964,918.01758,242.52246,-236.25644,871.42102,292.45166,-142.79805,868.19666
3,0.017,165.76213,-200.38292,918.11121,242.58734,-235.68446,870.03094,293.89774,-141.75967,868.53125
4,0.025,165.96042,-201.00703,917.60187,242.5802,-236.06548,869.55243,292.93137,-142.93884,868.50958
5,0.033,165.65877,-201.20131,916.93097,242.13567,-236.19893,868.31104,293.06674,-142.42583,867.93427
6,0.042,165.91382,-201.57373,916.32263,242.1041,-236.18732,867.84607,293.05502,-142.51479,866.18604
7,0.05,165.87212,-201.63969,915.70795,241.78438,-235.42477,866.72864,293.04221,-142.33179,864.10284
8,0.058,165.49309,-201.07915,914.38666,241.90009,-236.06842,865.89777,292.5621,-141.56834,862.68256
9,0.067,165.25316,-201.1041,913.90033,241.92218,-236.05681,865.67444,292.56192,-141.26118,860.63782
10,0.075,165.18443,-200.20708,913.33368,241.70461,-236.16389,865.66895,292.46921,-141.68379,858.79529
11,0.083,164.92247,-199.45837,911.85822,241.60182,-235.76254,865.27899,291.97842,-141.27325,858.23273
12,0.092,164.88808,-198.4579,911.64508,241.61217,-235.52052,865.60376,291.97842,-141.27325,858.23273
13,0.1,164.64355,-197.98338,911.54871,241.26031,-234.84906,865.92969,291.84793,-141.08832,857.95593
14,0.108,165.43399,-197.44835,910.55603,241.25131,-234.67131,866.0329,292.00421,-141.02231,857.8313
15,0.117,164.96849,-196.72975,910.13165,241.38095,-234.71591,866.13745,292.47641,-142.97203,856.54785
16,0.125,165.09225,-196.62617,910.25659,241.45238,-234.3716,866.31055,292.22675,-141.98773,856.97162
17,0.133,165.2025,-196.67348,910.75775,241.61247,-235.48167,867.05878,292.22675,-141.98773,856.97162
18,0.142,165.19606,-196.85579,911.01044,241.56841,-235.9057,868.00128,292.02145,-142.33249,857.1994
19,0.15,164.65984,-196.9655,911.72247,241.66823,-235.92596,869.15002,291.95395,-141.996,857.38141
20,0.158,164.5016,-196.97054,911.92731,241.86929,-235.44035,869.99158,292.18085,-141.27209,858.41785
21,0.167,164.30696,-197.11894,912.89038,242.21591,-235.73102,871.25232,292.37656,-139.56908,861.0282
22,0.175,164.30679,-197.35356,913.59943,242.2058,-235.86615,871.68555,291.97406,-138.96022,862.86414
23,0.183,164.7505,-197.87444,915.03668,242.17604,-235.38017,872.26642,291.8989,-139.50381,863.93945
24,0.192,164.45786,-197.95197,915.28717,242.17604,-235.38017,872.26642,291.97672,-140.63318,865.67523
25,0.2,164.29002,-198.41629,916.32532,242.17604,-235.38017,872.26642,291.99347,-139.96902,866.49738
26,0.208,164.53149,-198.52469,916.52606,242.17604,-235.38017,872.26642,292.3093,-139.0351,868.05176
27,0.217,164.42447,-198.68996,916.70239,242.37476,-235.69052,871.91071,292.50122,-139.10475,868.69928
28,0.225,165.29167,-200.58952,917.57806,242.41739,-235.94696,871.00458,292.08685,-138.92972,868.23993
29,0.233,165.17636,-200.81903,916.38055,242.63142,-235.2957,870.06042,292.40253,-138.45131,867.83936
30,0.242,165.1344,-201.02759,916.27179,242.26216,-234.52832,868.91248,291.93149,-139.17221,866.06158
31,0.25,165.29041,-201.38086,915.90277,242.08006,-234.71913,868.11951,291.66071,-140.38016,864.13208
32,0.258,164.8055,-201.13356,914.81659,241.72069,-235.20149,867.16412,291.74557,-139.3826,862.7132
33,0.267,165.22952,-200.65622,914.09778,241.91388,-235.04535,866.20532,291.55429,-138.80504,860.36908
34,0.275,164.22348,-200.01913,913.28528,241.9622,-235.39845,866.03888,291.81497,-141.08487,858.65997
35,0.283,164.69807,-198.78232,911.76831,242.09485,-235.66164,865.81561,291.819,-140.62558,858.36169
36,0.292,164.68147,-198.35539,911.55469,241.62691,-236.00636,865.82166,291.95395,-141.996,857.38141
37,0.3,164.64624,-197.49016,910.79028,241.2403,-235.86081,865.78882,292.07385,-141.91731,856.93976
38,0.308,164.96849,-196.72975,910.13165,241.79951,-235.61115,865.96289,292.51428,-141.26129,856.72516
39,0.317,164.83173,-196.48116,909.76007,241.88516,-235.19145,866.08868,292.51428,-141.26129,856.72516
