Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,341.9588,-170.83759,888.85614,345.49203,-122.96873,861.11749,357.63861,-98.24464,838.17584,389.13617,-69.00139,823.41431,422.73447,-157.13199,860.83551,466.50912,-152.87396,839.45807,498.40427,-154.08516,810.98218
2,0.008,340.13449,-172.45813,889.02112,345.53021,-123.29413,860.61786,357.38681,-98.36642,839.0874,388.2951,-68.83316,825.36255,422.55798,-158.52383,858.96753,465.91776,-153.66251,837.76141,497.96469,-155.66068,809.73846
3,0.017,340.23688,-171.14821,888.9472,345.53104,-122.23171,862.09198,357.7933,-97.71201,841.02625,388.01077,-68.93674,826.052,422.31909,-158.84491,857.87628,465.88794,-153.85002,837.91528,497.76852,-155.64331,810.51813
4,0.025,340.14279,-170.88811,888.18591,345.39545,-123.14117,861.39899,357.7933,-97.71201,841.02625,388.62204,-68.25943,827.43317,422.66394,-157.97778,859.54858,465.95734,-153.92407,840.42889,499.00089,-155.77072,812.52368
5,0.033,339.9527,-170.51715,888.1391,345.99759,-123.37429,861.13458,357.72705,-98.01386,839.71973,389.46268,-68.09266,826.77692,422.21915,-157.86206,860.81,466.11594,-154.42369,842.78888,500.01062,-155.6041,816.39197
6,0.042,338.34818,-170.65785,887.25739,345.33737,-123.27958,859.59521,357.53934,-98.19073,838.34143,390.50195,-68.7472,825.97809,422.10806,-156.60393,863.36572,466.77902,-153.37192,846.71466,501.02341,-155.76097,820.75732
7,0.05,337.81009,-171.80531,886.2373,344.71371,-123.18159,857.88812,356.89755,-98.09479,837.28522,390.93503,-69.11247,825.32471,421.77423,-156.46233,865.84985,466.8017,-153.03177,850.70624,502.43637,-154.01428,825.97345
8,0.058,337.64508,-171.56241,886.11359,344.27243,-122.54507,856.89532,357.83588,-98.79722,836.07159,392.04883,-69.4089,823.93176,420.73318,-155.66267,868.50159,467.40649,-151.30511,855.14606,503.31931,-152.82613,831.42004
9,0.067,337.11597,-171.50629,885.29865,342.6745,-123.13418,854.91486,358.12128,-100.11855,832.27533,393.33514,-71.60573,822.00299,419.40884,-154.66545,871.73914,467.42688,-148.93584,860.68555,503.37265,-152.06268,837.34344
10,0.075,336.27588,-170.51401,885.29932,342.55988,-122.94708,853.48059,359.24133,-99.50223,830.45789,394.44925,-73.32701,820.55139,419.397,-154.66539,874.27826,466.51251,-146.74672,864.22021,504.0123,-149.15027,841.06549
11,0.083,335.10425,-170.04306,884.93701,342.52777,-123.25992,853,360.39871,-100.13548,829.17004,396.14063,-73.36687,818.31036,417.92807,-152.91435,877.00195,465.56262,-146.03049,867.09436,503.92276,-147.92354,845.69354
12,0.092,335.077,-170.03569,884.75555,342.61697,-122.79994,850.75714,361.43979,-101.16093,826.85657,397.90521,-73.72421,816.69189,416.68738,-152.3214,879.82635,463.81332,-142.71019,870.84448,503.96625,-146.02652,848.3631
13,0.1,335.02203,-169.60683,884.49817,340.94287,-123.64502,849.6521,362.65741,-101.66827,825.43378,399.83459,-76.21247,813.50897,416.51062,-151.54968,880.7926,463.19333,-142.61148,873.91553,502.7124,-143.71671,849.83728
14,0.108,334.82492,-169.32042,884.28241,342.43027,-123.73035,849.60876,364.13516,-102.16991,824.36035,401.16095,-77.54204,811.45239,415.74368,-150.8891,881.35065,462.92053,-141.89333,874.85931,502.14084,-142.98334,850.87482
15,0.117,334.80588,-168.87465,883.64899,342.88766,-122.62811,850.1189,365.36966,-103.13892,822.69031,401.92648,-78.73254,808.87311,415.39844,-150.53117,881.85394,463.04248,-140.82674,874.90729,502.3129,-141.4294,851.13599
16,0.125,334.62006,-168.63142,883.71265,342.9277,-122.36716,849.25482,365.79221,-102.31884,821.57123,402.61325,-79.0449,806.70416,415.81354,-149.35109,881.63489,463.23413,-140.12112,874.53149,502.13849,-141.30656,850.63641
17,0.133,334.44803,-168.50066,884.31958,343.02359,-122.03295,849.14417,366.05347,-102.32064,821.16943,404.25351,-80.52193,805.03534,416.05234,-148.80179,881.30377,463.29065,-140.17041,872.59711,502.00488,-141.43459,848.27106
18,0.142,334.60324,-168.48895,884.88806,342.90619,-121.59286,849.71918,365.82553,-102.25699,821.14581,403.47162,-80.99053,804.97388,416.90396,-149.48628,879.71381,463.93631,-141.60466,868.4892,501.11633,-140.95117,844.83917
19,0.15,335.08548,-168.04642,885.42828,341.86157,-120.59253,850.79126,365.63443,-102.21398,821.4859,401.44998,-80.81142,805.24457,418.12296,-149.42642,877.3772,464.5498,-140.5757,866.37,500.43851,-141.85345,839.71301
20,0.158,335.26343,-167.49789,886.37366,342.29547,-120.63122,850.8371,365.22931,-102.84824,822.99011,401.06189,-78.73481,807.36298,420.08401,-149.68384,875.17108,465.23737,-141.80954,860.72223,500.5098,-142.40039,833.3197
21,0.167,335.71609,-167.77481,887.10205,341.8725,-120.4647,852.52582,362.20734,-99.62612,825.23517,398.12985,-77.39046,808.05963,420.49661,-149.41316,872.94745,465.73016,-141.35426,854.94611,500.14996,-143.48354,826.32611
22,0.175,336.48245,-167.63977,887.65363,342.12729,-120.0386,854.64136,360.27768,-99.05836,826.10016,395.09674,-75.35185,810.38702,421.11823,-150.55299,869.47797,465.94019,-142.33702,849.63733,497.88144,-143.33348,819.36658
23,0.183,336.72253,-168.47018,888.32013,342.51416,-119.63899,856.0882,358.77344,-97.5845,828.19281,391.72211,-73.70722,812.31635,422.46933,-150.43504,866.50964,465.18033,-144.05011,844.04303,495.66989,-144.91092,812.88049
24,0.192,337.54013,-168.15407,889.33093,341.77789,-119.5534,856.80896,357.16147,-97.92535,830.74841,389.0289,-70.83897,814.77087,422.44089,-152.05911,862.64941,464.4873,-145.79189,839.97974,495.16299,-146.20009,808.1377
25,0.2,337.95114,-167.13705,889.68176,342.58383,-119.33865,858.45703,354.23007,-95.91451,833.07269,386.88971,-68.60658,816.74988,421.91208,-151.60277,861.19641,463.26563,-146.35127,837.3197,494.31952,-147.46698,805.2666
26,0.208,337.95114,-167.13705,889.68176,342.51389,-119.7371,860.83972,354.43866,-95.10701,835.68335,384.71527,-67.1278,818.70245,421.52457,-153.54102,858.85223,464.37631,-147.44522,835.51935,494.28552,-148.47653,804.64166
27,0.217,338.31128,-167.26654,889.33606,342.97031,-120.13017,861.98193,353.06006,-94.25855,836.43311,383.3306,-65.94513,820.60437,421.54239,-153.12323,858.85175,464.1124,-148.53902,835.80585,494.03156,-149.73166,805.43915
28,0.225,338.31128,-167.26654,889.33606,342.80478,-119.79455,861.96869,352.14072,-93.76116,837.02307,383.04993,-66.22232,821.84521,420.89465,-152.9182,859.2063,463.84253,-148.1526,837.38605,494.56485,-149.85585,807.68787
29,0.233,338.14423,-167.29492,887.91364,342.55383,-119.8709,861.05023,352.87769,-94.11612,837.07697,383.18115,-65.48577,821.07214,420.71835,-152.53999,860.57721,464.23059,-148.66852,840.07825,496.36807,-149.48721,811.51343
30,0.242,337.71747,-166.99158,887.58563,342.2572,-119.51339,858.69287,352.96335,-94.43977,834.86511,383.62112,-65.46854,821.05939,421.24167,-151.1869,862.46466,464.53046,-147.96739,842.69525,498.64398,-149.10905,815.0802
31,0.25,339.23819,-168.08842,887.12317,341.44669,-119.39523,857.18384,353.32211,-94.27798,833.82843,385.01846,-65.13895,819.69611,420.08557,-152.13487,863.87939,464.92395,-147.04417,847.09814,499.23929,-148.1649,820.255
32,0.258,338.62418,-168.19507,886.79022,340.82941,-119.05344,855.68524,354.43765,-95.32389,831.63501,387.03555,-67.08369,817.96631,419.95822,-150.03778,867.67175,465.70972,-145.17809,851.78424,499.7142,-146.47818,826.33563
33,0.267,337.23352,-168.68433,886.45782,340.45633,-120.57401,853.96851,355.60367,-96.33673,828.29407,386.95743,-70.11748,815.94458,419.52997,-150.18459,869.97961,464.96396,-143.67393,855.57556,500.48715,-143.76021,831.69684
34,0.275,335.85971,-168.33139,885.19214,340.00906,-120.67266,851.02136,356.44809,-97.71478,826.66241,390.0307,-69.02062,813.56836,420.31412,-149.13397,872.45801,464.48813,-142.03098,860.54974,500.85229,-142.26646,836.3349
35,0.283,335.66632,-169.57803,884.1922,339.30402,-120.43731,850.70074,357.68134,-98.26996,825.20532,392.0809,-73.17242,811.13031,418.52274,-148.02132,875.14874,463.68695,-139.28596,864.37378,501.05753,-141.02023,841.16803
36,0.292,334.8576,-169.45804,884.10077,339.50275,-120.5358,850.37646,359.65021,-101.36477,822.62408,395.05438,-73.51421,809.25281,417.68826,-147.9082,877.50269,463.45135,-139.26662,867.48755,501.59766,-138.28247,844.54187
37,0.3,334.91318,-169.68703,884.10608,340.71466,-122.0918,847.79749,361.16504,-101.93433,820.48053,396.4856,-75.53086,805.96918,416.44006,-146.12607,878.81683,462.9028,-137.98318,869.00494,501.06879,-137.08104,846.47089
