Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-97.68262,230.38237,972.62146,77.58295,274.15863,905.17853,61.45294,241.60413,836.45941
2,0.008,-97.62248,230.00096,972.4317,77.45706,274.03323,905.65027,61.59228,240.8273,836.84918
3,0.017,-97.62248,230.00096,972.4317,77.88935,272.8985,906.89154,62.21259,240.71635,837.22015
4,0.025,-97.49132,230.61304,973.09735,78.65582,272.30228,908.44281,62.47117,240.67166,837.19104
5,0.033,-97.22353,230.77174,973.45447,78.41187,272.44537,909.08093,63.62807,241.32803,837.58374
6,0.042,-97.19357,230.99431,973.45642,78.39673,273.10132,909.39105,64.08577,240.67567,837.43768
7,0.05,-96.7655,230.92192,974.39105,78.78225,274.04523,909.63031,64.08577,240.67567,837.43768
8,0.058,-97.1858,231.55916,974.68665,78.84217,273.96429,909.89923,64.18754,241.14108,837.55139
9,0.067,-97.20354,231.21176,974.26666,79.37511,275.14807,910.64417,64.60719,241.00113,837.5271
10,0.075,-97.12321,231.53606,974.60944,78.62927,275.65442,910.81543,64.60719,241.00113,837.5271
11,0.083,-97.2776,231.50867,974.49628,78.52988,275.65002,910.66113,64.51569,241.36107,837.69348
12,0.092,-97.68717,231.83954,974.367,78.38233,276.9024,910.65808,63.75208,241.55753,837.49365
13,0.1,-98.38898,232.31842,973.88556,77.26365,278.22382,910.02826,63.82202,242.76773,837.98767
14,0.108,-98.58238,232.34236,973.91425,76.97556,278.62708,909.26025,63.20216,244.98827,838.32739
15,0.117,-99.26131,232.53352,973.82959,77.04625,278.73096,908.90387,62.85735,246.61757,838.35962
16,0.125,-99.34074,232.88882,973.74115,76.0824,279.01898,908.93604,62.31907,247.14302,838.29437
17,0.133,-99.57415,232.83449,973.87573,75.85564,278.91061,908.81921,61.27093,248.69714,838.80676
