Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-134.75024,-109.50729,979.59039,-116.44603,66.15744,993.76691,-262.25977,-147.09756,980.39661,-263.97333,101.21025,1011.87463,-316.83188,-106.93382,923.86011
2,0.008,-134.75024,-109.50729,979.59039,-116.44603,66.15744,993.76691,-262.27588,-147.22714,980.3233,-263.97333,101.21025,1011.87463,-316.94351,-106.92085,923.75653
3,0.017,-134.92355,-109.6026,979.54541,-116.40797,65.97986,993.65051,-262.34534,-147.11935,980.19159,-263.97333,101.21025,1011.87463,-316.94351,-106.92085,923.75653
4,0.025,-134.93454,-109.69926,979.45508,-116.5816,65.99437,993.64667,-262.57562,-147.22345,980.13678,-264.14285,101.28955,1011.77356,-316.94351,-106.92085,923.75653
5,0.033,-134.87486,-109.77321,979.36755,-116.94691,66.01222,994.18024,-262.57562,-147.22345,980.13678,-264.60352,101.57462,1011.5401,-316.94351,-106.92085,923.75653
6,0.042,-134.87486,-109.77321,979.36755,-116.82573,66.11414,993.52191,-262.57562,-147.22345,980.13678,-264.73331,101.57792,1011.37744,-317.00156,-106.76751,923.64825
7,0.05,-135.00429,-109.66414,979.30359,-117.01628,65.88868,993.39844,-262.75983,-147.0863,980.0271,-264.73331,101.57792,1011.37744,-316.94351,-106.92085,923.75653
8,0.058,-135.06396,-109.59018,979.39111,-117.01628,65.88868,993.39844,-262.57562,-147.22345,980.13678,-264.73331,101.57792,1011.37744,-316.92755,-106.90943,923.56775
9,0.067,-135.00429,-109.66414,979.30359,-117.01628,65.88868,993.39844,-262.58624,-147.36652,980.0094,-264.73331,101.57792,1011.37744,-317.07431,-106.84154,923.48132
10,0.075,-135.00429,-109.66414,979.30359,-117.44178,65.80054,993.90063,-262.57562,-147.22345,980.13678,-264.73331,101.57792,1011.37744,-317.13232,-106.6882,923.37311
11,0.083,-135.00429,-109.66414,979.30359,-117.01628,65.88868,993.39844,-262.58624,-147.36652,980.0094,-264.73331,101.57792,1011.37744,-317.07431,-106.84154,923.48132
12,0.092,-135.15479,-109.93041,979.34943,-117.01628,65.88868,993.39844,-262.42914,-147.46857,979.90326,-264.73331,101.57792,1011.37744,-317.17752,-107.26119,923.50952
13,0.1,-135.15479,-109.93041,979.34943,-117.05431,66.06625,993.51483,-262.42914,-147.46857,979.90326,-264.73331,101.57792,1011.37744,-317.33435,-107.39292,923.44696
14,0.108,-135.15479,-109.93041,979.34943,-117.23394,65.9781,993.67065,-262.42914,-147.46857,979.90326,-264.73331,101.57792,1011.37744,-317.13232,-106.6882,923.37311
15,0.117,-135.15479,-109.93041,979.34943,-117.23394,65.9781,993.67065,-262.50406,-147.55205,979.78729,-264.93036,101.64632,1011.55786,-317.13232,-106.6882,923.37311
16,0.125,-135.36322,-109.95528,979.38196,-117.23394,65.9781,993.67065,-262.50406,-147.55205,979.78729,-264.93036,101.64632,1011.55786,-317.28922,-106.82,923.31061
17,0.133,-135.5071,-109.91341,979.46143,-117.23394,65.9781,993.67065,-262.66119,-147.45,979.89343,-264.93036,101.64632,1011.55786,-317.28922,-106.82,923.31061
18,0.142,-135.43341,-109.9846,979.37274,-117.59682,66.14215,994.18219,-262.68823,-147.41492,979.67761,-264.93036,101.64632,1011.55786,-317.5632,-106.67839,923.32922
