Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,291.99957,-236.42444,1388.34363,222.3596,-254.17355,1181.7666,199.54988,-181.78589,1175.42627
2,0.008,292.0708,-236.3183,1388.4425,222.41599,-253.9548,1181.93579,199.54988,-181.78589,1175.42627
3,0.017,292.0708,-236.3183,1388.4425,222.41599,-253.9548,1181.93579,199.01749,-181.49982,1175.43872
4,0.025,291.99957,-236.42444,1388.34363,222.41599,-253.9548,1181.93579,199.01749,-181.49982,1175.43872
5,0.033,291.99957,-236.42444,1388.34363,222.34633,-253.85397,1182.19714,198.42799,-180.76541,1175.59973
6,0.042,291.98654,-236.34326,1388.44678,222.37222,-253.45946,1182.04639,198.42799,-180.76541,1175.59973
7,0.05,292.04501,-236.07526,1388.38721,222.26439,-253.48813,1182.2063,198.20781,-180.30432,1175.37939
8,0.058,291.72067,-236.42769,1388.30115,222.20731,-253.40804,1182.30371,198.42799,-180.76541,1175.59973
9,0.067,291.64883,-236.35188,1388.422,221.95029,-253.28339,1182.27917,198.42799,-180.76541,1175.59973
10,0.075,291.64883,-236.35188,1388.422,221.62723,-253.18376,1182.3678,198.20781,-180.30432,1175.37939
11,0.083,291.81238,-236.08356,1388.47229,221.44942,-253.24863,1182.36768,198.20781,-180.30432,1175.37939
12,0.092,291.67322,-235.1245,1388.47644,221.38593,-253.10223,1182.43457,197.56836,-179.34984,1175.53235
13,0.1,291.8136,-235.24518,1388.50745,221.38593,-253.10223,1182.43457,197.56836,-179.34984,1175.53235
14,0.108,291.4321,-235.16615,1388.67859,221.29596,-252.94861,1182.47937,197.56836,-179.34984,1175.53235
15,0.117,291.4321,-235.16615,1388.67859,221.29596,-252.94861,1182.47937,197.63737,-179.09787,1175.7124
16,0.125,291.50363,-234.92758,1388.78381,221.29596,-252.94861,1182.47937,197.56836,-179.34984,1175.53235
17,0.133,291.50363,-234.92758,1388.78381,221.19394,-252.89272,1182.56934,197.63737,-179.09787,1175.7124
18,0.142,291.07297,-234.82133,1388.84216,220.87883,-252.76585,1182.59351,197.63737,-179.09787,1175.7124
19,0.15,291.0636,-234.74902,1388.97144,220.96535,-252.64973,1182.76746,197.63737,-179.09787,1175.7124
20,0.158,290.73767,-234.59579,1388.89368,220.96535,-252.64973,1182.76746,197.63737,-179.09787,1175.7124
21,0.167,290.73767,-234.59579,1388.89368,220.87883,-252.76585,1182.59351,197.63737,-179.09787,1175.7124
22,0.175,290.73767,-234.59579,1388.89368,220.87883,-252.76585,1182.59351,197.63737,-179.09787,1175.7124
23,0.183,290.73767,-234.59579,1388.89368,220.7149,-252.50261,1182.68921,197.16,-179.05304,1175.34705
24,0.192,290.7287,-234.33772,1388.97241,220.69089,-252.51515,1182.46008,197.63737,-179.09787,1175.7124
25,0.2,290.67548,-234.19504,1388.7627,220.24887,-252.22084,1182.24927,197.63737,-179.09787,1175.7124
26,0.208,290.68488,-234.26733,1388.6333,220.24887,-252.22084,1182.24927,197.16,-179.05304,1175.34705
27,0.217,290.59512,-234.06805,1388.59387,220.16675,-251.8548,1182.25842,194.74927,-178.3905,1175.56555
28,0.225,290.42487,-234.20988,1388.45422,220.0298,-251.72032,1182.23413,194.71892,-178.16301,1175.47375
29,0.233,290.46918,-233.9353,1388.37,220.00587,-251.48805,1182.08472,194.71892,-178.16301,1175.47375
30,0.242,290.2926,-234.07256,1388.2384,220.00587,-251.48805,1182.08472,194.71892,-178.16301,1175.47375
31,0.25,289.99374,-233.90398,1388.11963,219.94781,-251.3862,1181.92419,194.83394,-177.89438,1175.27246
32,0.258,289.98312,-233.63602,1388.02942,219.84123,-251.49448,1181.85718,194.58691,-177.75294,1175.18213
33,0.267,289.98312,-233.63602,1388.02942,219.75496,-251.61812,1181.76831,194.58691,-177.75294,1175.18213
34,0.275,289.93839,-233.2525,1387.85449,219.68669,-251.6508,1181.61304,194.58691,-177.75294,1175.18213
35,0.283,289.91803,-233.63293,1387.87988,219.53383,-251.66136,1181.65674,194.58691,-177.75294,1175.18213
36,0.292,289.9115,-233.06873,1387.76648,219.44582,-251.49173,1181.33032,194.58691,-177.75294,1175.18213
