Frame#,Time,L.Biceps.Lateral.x,L.Biceps.Lateral.y,L.Biceps.Lateral.z,L.Elbow.x,L.Elbow.y,L.Elbow.z,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-218.76538,332.4823,908.40802,-165.62424,380.90442,753.46375,-222.25325,323.61267,720.8783
2,0.008,-218.76538,332.4823,908.40802,-165.62424,380.90442,753.46375,-222.31241,323.64911,721.18732
3,0.017,-218.92416,331.92001,908.20068,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
4,0.025,-218.92416,331.92001,908.20068,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
5,0.033,-218.94856,331.97113,908.57135,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
6,0.042,-218.94856,331.97113,908.57135,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
7,0.05,-217.98772,332.06537,908.93945,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
8,0.058,-218.12132,331.96628,909.03625,-165.42589,380.99139,753.88556,-222.31241,323.64911,721.18732
9,0.067,-218.12132,331.96628,909.03625,-165.3958,380.58752,754.09875,-222.31241,323.64911,721.18732
10,0.075,-218.30316,331.8107,909.0426,-165.3958,380.58752,754.09875,-222.40094,323.60638,721.87177
11,0.083,-218.30316,331.8107,909.0426,-165.59845,380.37946,754.24951,-222.40094,323.60638,721.87177
12,0.092,-218.30316,331.8107,909.0426,-165.4697,380.1799,754.56897,-221.88715,323.78568,722.01819
13,0.1,-218.3889,331.76849,909.22974,-165.4697,380.1799,754.56897,-221.88715,323.78568,722.01819
14,0.108,-218.3889,331.76849,909.22974,-165.50085,380.05161,754.70392,-221.88715,323.78568,722.01819
15,0.117,-218.3889,331.76849,909.22974,-165.4697,380.1799,754.56897,-221.88715,323.78568,722.01819
16,0.125,-218.09772,331.68808,909.46625,-165.50085,380.05161,754.70392,-221.88715,323.78568,722.01819
17,0.133,-217.86227,331.88315,909.42114,-165.50085,380.05161,754.70392,-221.53667,324.11252,722.01617
18,0.142,-217.86227,331.88315,909.42114,-165.50085,380.05161,754.70392,-221.88715,323.78568,722.01819
19,0.15,-217.86227,331.88315,909.42114,-165.52132,380.07651,755.27954,-221.88715,323.78568,722.01819
20,0.158,-218.09772,331.68808,909.46625,-164.54106,379.8447,755.19659,-221.88715,323.78568,722.01819
21,0.167,-217.86227,331.88315,909.42114,-164.54106,379.8447,755.19659,-221.88715,323.78568,722.01819
22,0.175,-217.86227,331.88315,909.42114,-164.54106,379.8447,755.19659,-221.88715,323.78568,722.01819
23,0.183,-217.86227,331.88315,909.42114,-164.54106,379.8447,755.19659,-221.53667,324.11252,722.01617
24,0.192,-217.86227,331.88315,909.42114,-164.54106,379.8447,755.19659,-221.53667,324.11252,722.01617
25,0.2,-217.63631,332.03891,909.67236,-164.54106,379.8447,755.19659,-221.53667,324.11252,722.01617
26,0.208,-217.86227,331.88315,909.42114,-164.33849,380.05298,755.04578,-221.53667,324.11252,722.01617
27,0.217,-217.55902,331.93228,909.38812,-164.33849,380.05298,755.04578,-221.53667,324.11252,722.01617
28,0.225,-217.15672,331.87051,909.50659,-164.33849,380.05298,755.04578,-221.53667,324.11252,722.01617
29,0.233,-217.15672,331.87051,909.50659,-164.54106,379.8447,755.19659,-221.17183,324.05557,722.27362
30,0.242,-217.17168,331.67346,909.6413,-164.3685,380.16898,755.58582,-221.17183,324.05557,722.27362
31,0.25,-217.17168,331.67346,909.6413,-164.07277,380.19635,755.50116,-221.17183,324.05557,722.27362
32,0.258,-217.17168,331.67346,909.6413,-163.6833,380.47003,755.68024,-221.17183,324.05557,722.27362
33,0.267,-217.00206,331.69736,909.72974,-163.6833,380.47003,755.68024,-221.17183,324.05557,722.27362
34,0.275,-216.84296,331.82043,909.64587,-163.47055,380.6395,755.34937,-221.17183,324.05557,722.27362
35,0.283,-216.6017,331.77173,909.63556,-163.47055,380.6395,755.34937,-221.17183,324.05557,722.27362
36,0.292,-216.92223,332.06323,909.71747,-163.47055,380.6395,755.34937,-221.17183,324.05557,722.27362
37,0.3,-216.6017,331.77173,909.63556,-163.34021,380.8761,755.27911,-221.00902,324.28088,722.51965
38,0.308,-216.6017,331.77173,909.63556,-163.6833,380.47003,755.68024,-221.00902,324.28088,722.51965
39,0.317,-216.76082,331.64865,909.71942,-163.6833,380.47003,755.68024,-221.17183,324.05557,722.27362
40,0.325,-216.76082,331.64865,909.71942,-163.55299,380.70667,755.60999,-221.17183,324.05557,722.27362
41,0.333,-216.76082,331.64865,909.71942,-163.6833,380.47003,755.68024,-221.3002,325.14069,722.32727
42,0.342,-216.60849,331.79309,909.797,-163.6833,380.47003,755.68024,-221.17183,324.05557,722.27362
43,0.35,-216.45079,331.9205,909.74536,-163.6833,380.47003,755.68024,-221.00902,324.28088,722.51965
44,0.358,-216.45079,331.9205,909.74536,-163.6833,380.47003,755.68024,-221.00902,324.28088,722.51965
45,0.367,-216.45079,331.9205,909.74536,-163.6833,380.47003,755.68024,-220.94037,324.45572,722.88977
46,0.375,-216.45079,331.9205,909.74536,-163.6833,380.47003,755.68024,-220.94037,324.45572,722.88977
47,0.383,-216.45079,331.9205,909.74536,-163.6833,380.47003,755.68024,-221.06854,325.54068,722.94318
48,0.392,-216.60849,331.79309,909.797,-163.6833,380.47003,755.68024,-221.06854,325.54068,722.94318
49,0.4,-216.60849,331.79309,909.797,-163.6833,380.47003,755.68024,-221.00902,324.28088,722.51965
50,0.408,-216.70564,331.76791,909.85815,-163.6833,380.47003,755.68024,-220.94037,324.45572,722.88977
51,0.417,-216.60849,331.79309,909.797,-163.6833,380.47003,755.68024,-220.94037,324.45572,722.88977
52,0.425,-216.54794,331.89532,909.80658,-163.6833,380.47003,755.68024,-220.94037,324.45572,722.88977
53,0.433,-216.54794,331.89532,909.80658,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
54,0.442,-216.70564,331.76791,909.85815,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
55,0.45,-216.70564,331.76791,909.85815,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
56,0.458,-216.70564,331.76791,909.85815,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
57,0.467,-216.70564,331.76791,909.85815,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
58,0.475,-216.44771,331.62988,910.17841,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
59,0.483,-216.54683,331.53043,910.4389,-163.42439,380.50751,755.92987,-220.94037,324.45572,722.88977
60,0.492,-216.51563,331.46295,910.51569,-163.33771,380.6778,756.49066,-220.94037,324.45572,722.88977
61,0.5,-216.51563,331.46295,910.51569,-163.02901,380.56021,756.54938,-220.94037,324.45572,722.88977
62,0.508,-216.51563,331.46295,910.51569,-163.33771,380.6778,756.49066,-220.94037,324.45572,722.88977
63,0.517,-216.51563,331.46295,910.51569,-163.33771,380.6778,756.49066,-220.94037,324.45572,722.88977
64,0.525,-216.51563,331.46295,910.51569,-163.33771,380.6778,756.49066,-220.94037,324.45572,722.88977
65,0.533,-216.67343,331.3356,910.56726,-163.54062,380.46991,756.64154,-220.94037,324.45572,722.88977
66,0.542,-216.67343,331.3356,910.56726,-163.72304,380.18414,756.43231,-220.94037,324.45572,722.88977
67,0.55,-216.67343,331.3356,910.56726,-163.23192,380.35233,756.70026,-220.94037,324.45572,722.88977
68,0.558,-216.51563,331.46295,910.51569,-163.54062,380.46991,756.64154,-220.94037,324.45572,722.88977
69,0.567,-216.51563,331.46295,910.51569,-163.54062,380.46991,756.64154,-220.94037,324.45572,722.88977
70,0.575,-216.51563,331.46295,910.51569,-163.54062,380.46991,756.64154,-220.94037,324.45572,722.88977
71,0.583,-216.51563,331.46295,910.51569,-163.54062,380.46991,756.64154,-220.94037,324.45572,722.88977
72,0.592,-216.51563,331.46295,910.51569,-163.23192,380.35233,756.70026,-220.94037,324.45572,722.88977
