Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,653.09558,-221.66255,1341.34363,635.21014,-165.15219,1338.76147,657.00073,-139.39569,1341.93555,693.51013,-111.87025,1352.18896,724.95496,-203.78801,1341.5,763.75293,-179.74651,1327.74036,794.76569,-157.62132,1309.41235
2,0.008,652.85144,-221.78499,1341.25244,635.21014,-165.15219,1338.76147,656.86676,-138.71729,1340.64661,693.90417,-111.2077,1351.44946,725.53345,-202.69058,1341.3197,763.87579,-179.83096,1327.66406,794.89801,-157.45845,1309.16125
3,0.017,653.09558,-221.66255,1341.34363,634.98187,-165.2393,1338.61963,657.02545,-138.77846,1340.33936,693.51984,-111.71868,1351.60864,725.42401,-202.79379,1341.25195,763.84259,-179.94688,1327.50867,794.96967,-157.39355,1308.68115
4,0.025,652.85144,-221.78499,1341.25244,635.24432,-165.04657,1338.39014,657.41107,-139.32513,1340.0116,694.51337,-111.07299,1351.14441,725.7876,-202.5034,1340.9458,764.11005,-179.72018,1327.28772,795.09515,-157.64787,1308.38489
5,0.033,653.69171,-222.20161,1340.84705,635.64441,-166.19423,1338.31299,657.56799,-139.34061,1340.13013,694.59143,-111.00073,1350.24097,725.7876,-202.5034,1340.9458,764.19977,-179.54758,1327.07202,795.50348,-157.47879,1308.06055
6,0.042,653.69171,-222.20161,1340.84705,635.64441,-166.19423,1338.31299,657.58868,-139.041,1340.31091,694.89142,-110.78563,1350.36218,725.7876,-202.5034,1340.9458,764.19977,-179.54758,1327.07202,795.83228,-157.27788,1307.8822
7,0.05,653.927,-221.94989,1340.82959,635.64362,-164.93504,1337.70264,657.47736,-138.40668,1339.11194,694.91211,-111.02348,1350.25586,726.0105,-202.67918,1340.80432,764.38251,-179.24677,1326.49255,795.84937,-157.35063,1307.77295
8,0.058,653.92072,-221.7186,1340.91504,636.04462,-165.74431,1338.07556,657.43121,-138.90834,1339.85669,694.61212,-111.23856,1350.13464,726.2262,-202.5397,1340.57434,764.64471,-179.11624,1326.6698,795.84937,-157.35063,1307.77295
9,0.067,653.77795,-221.62135,1341.11987,635.64362,-164.93504,1337.70264,657.6698,-138.05124,1339.79041,694.61212,-111.23856,1350.13464,726.2262,-202.5397,1340.57434,764.64471,-179.11624,1326.6698,795.84937,-157.35063,1307.77295
10,0.075,654.23956,-221.89986,1340.776,635.64362,-164.93504,1337.70264,657.63397,-137.43013,1338.99133,694.61212,-111.23856,1350.13464,726.2981,-202.73793,1340.70374,764.61139,-179.23239,1326.51453,795.84937,-157.35063,1307.77295
11,0.083,654.4375,-222.00157,1340.64624,635.64362,-164.93504,1337.70264,657.77057,-138.20374,1338.87268,694.75134,-112.39299,1350.24536,726.2981,-202.73793,1340.70374,764.81708,-179.17465,1326.62036,795.83228,-157.27788,1307.8822
12,0.092,654.4375,-222.00157,1340.64624,635.8067,-164.92989,1337.36597,657.69891,-138.43362,1338.42285,695.15186,-112.23423,1349.79504,726.35229,-202.62314,1340.60718,764.78375,-179.2908,1326.46497,795.95178,-156.96718,1308.02356
13,0.1,654.64417,-221.80717,1340.70923,635.8067,-164.92989,1337.36597,657.62561,-138.91861,1339.18054,695.03046,-111.77631,1349.30176,726.2804,-202.4249,1340.47778,764.82446,-179.18469,1326.34802,795.95178,-156.96718,1308.02356
14,0.108,654.73608,-221.69942,1340.41455,636.67029,-165.84171,1337.75745,657.62561,-138.91861,1339.18054,694.98865,-111.99925,1349.04993,726.625,-202.72568,1340.32751,764.95123,-179.00645,1326.34534,795.95178,-156.96718,1308.02356
15,0.117,654.73608,-221.69942,1340.41455,636.22101,-164.95396,1337.35913,657.68091,-138.59059,1338.14795,695.01556,-111.64331,1349.11121,726.625,-202.72568,1340.32751,765.30493,-178.84793,1326.49744,795.95178,-156.96718,1308.02356
16,0.125,655.20184,-221.44029,1340.3064,636.22101,-164.95396,1337.35913,657.68091,-138.59059,1338.14795,695.03046,-111.77631,1349.30176,726.86609,-202.79514,1340.09521,765.25439,-178.80463,1326.40015,796.34015,-156.5565,1307.82117
17,0.133,655.35925,-221.13843,1340.06946,636.99634,-164.45566,1336.90027,658.49756,-140.23193,1338.11072,694.98865,-111.99925,1349.04993,726.91394,-202.90799,1339.84314,765.27319,-178.66862,1325.90234,796.37476,-156.21573,1307.77393
18,0.142,655.73053,-220.67619,1339.98535,636.65259,-164.51932,1336.78455,658.1922,-139.28752,1338.82922,694.97375,-111.86626,1348.85925,726.92535,-202.86844,1339.88354,765.22211,-178.4649,1325.77295,796.53229,-156.41087,1307.69934
19,0.15,655.48047,-220.88776,1339.83936,636.65259,-164.51932,1336.78455,658.97791,-140.03079,1337.79285,695.25006,-111.55436,1348.11926,726.58411,-203.36041,1339.01855,765.1853,-178.57088,1325.44263,796.76715,-156.89401,1307.36511
20,0.158,655.48047,-220.88776,1339.83936,636.60638,-164.10379,1336.52283,658.54297,-138.97295,1338.66443,694.90009,-111.57988,1348.42468,726.58411,-203.36041,1339.01855,765.20593,-177.94032,1324.51611,797.06445,-157.26233,1307.30493
21,0.167,655.58728,-220.99779,1339.67444,636.60638,-164.10379,1336.52283,659.25677,-140.07445,1337.74915,695.25006,-111.55436,1348.11926,726.58411,-203.36041,1339.01855,765.48993,-178.38757,1324.48975,796.86975,-157.75774,1307.11096
22,0.175,655.8764,-220.76241,1339.38403,636.40637,-164.03473,1335.91821,659.06897,-140.32907,1337.12646,694.90009,-111.57988,1348.42468,727.24176,-202.77571,1338.60999,766.2511,-178.5188,1324.47925,797.12451,-157.76912,1306.39355
23,0.183,655.8764,-220.76241,1339.38403,636.70587,-164.05428,1336.35938,657.90643,-138.84822,1338.37451,695.29694,-112.19971,1348.82446,727.24176,-202.77571,1338.60999,766.39148,-179.00578,1324.29602,797.42462,-157.57693,1306.21008
24,0.192,656.3573,-220.59853,1339.22937,636.81171,-164.50076,1335.98938,657.90643,-138.84822,1338.37451,695.5929,-111.96304,1348.53979,727.33679,-202.61847,1338.2771,766.34064,-179.17932,1324.16968,797.70667,-157.4032,1305.9292
25,0.2,656.35394,-220.7561,1339.0553,637.11414,-164.56645,1335.91504,659.06897,-140.32907,1337.12646,695.75818,-113.15414,1349.26917,727.33679,-202.61847,1338.2771,766.86444,-178.51205,1323.86584,797.32458,-157.07886,1304.71375
26,0.208,656.61383,-220.87189,1338.89124,636.51227,-164.48123,1335.5481,659.06897,-140.32907,1337.12646,695.75818,-113.15414,1349.26917,727.63062,-202.60487,1337.96973,766.86444,-178.51205,1323.86584,797.30664,-157.08717,1304.73938
27,0.217,656.57269,-220.66861,1338.73938,637.02069,-165.12389,1335.25842,659.34979,-139.42123,1338.03845,695.75818,-113.15414,1349.26917,727.63062,-202.60487,1337.96973,766.37958,-178.98203,1323.46472,797.30664,-157.08717,1304.73938
28,0.225,656.49902,-220.85353,1338.5481,637.02069,-165.12389,1335.25842,659.65881,-139.1993,1337.32837,695.7536,-113.31794,1348.96533,727.67462,-202.68639,1337.87939,766.20367,-179.28259,1323.47266,797.38367,-156.97316,1304.62988
29,0.233,656.37537,-220.87617,1338.28625,637.71191,-166.33484,1335.29041,659.10065,-139.78033,1337.98523,695.7536,-113.31794,1348.96533,727.67462,-202.68639,1337.87939,766.20367,-179.28259,1323.47266,797.37421,-156.98508,1304.64038
30,0.242,656.34344,-220.87035,1338.02673,637.02069,-165.12389,1335.25842,659.42548,-139.58318,1337.28796,695.7536,-113.31794,1348.96533,727.78839,-202.69438,1337.68384,766.20367,-179.28259,1323.47266,797.37421,-156.98508,1304.64038
31,0.25,655.6452,-221.49176,1337.71057,637.31793,-165.37878,1334.75952,659.2807,-139.77628,1337.74146,696.28949,-113.17796,1348.68848,727.78839,-202.69438,1337.68384,766.20367,-179.28259,1323.47266,797.37421,-156.98508,1304.64038
32,0.258,655.28021,-221.07071,1337.58789,637.31793,-165.37878,1334.75952,659.42548,-139.58318,1337.28796,695.7536,-113.31794,1348.96533,727.84979,-202.60347,1337.54333,766.20801,-178.63066,1323.19604,797.37421,-156.98508,1304.64038
33,0.267,656.0376,-220.99034,1337.44067,637.06183,-164.92726,1334.69092,659.15222,-139.72633,1337.84326,695.78156,-111.57834,1347.53833,727.78839,-202.69438,1337.68384,766.10327,-179.03168,1323.24902,797.37421,-156.98508,1304.64038
34,0.275,655.86377,-221.10617,1337.24768,637.18597,-164.9384,1334.56165,659.42548,-139.58318,1337.28796,695.70697,-112.6729,1348.26038,727.84979,-202.60347,1337.54333,766.12146,-178.34441,1322.93433,797.37421,-156.98508,1304.64038
35,0.283,655.6131,-221.43205,1337.05701,637.18597,-164.9384,1334.56165,659.42548,-139.58318,1337.28796,695.24542,-111.71824,1347.81519,727.79822,-202.58139,1337.39075,765.8136,-178.11089,1322.65479,797.13916,-156.5244,1304.2832
