Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M1.x,R.Thumb.M1.y,R.Thumb.M1.z,R.Thumb.M2.x,R.Thumb.M2.y,R.Thumb.M2.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M1.x,R.Finger3.M1.y,R.Finger3.M1.z,R.Finger3.M2.x,R.Finger3.M2.y,R.Finger3.M2.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,73.00468,-178.64099,605.67047,35.26173,-150.85828,613.00439,40.2519,-104.44865,623.29675,69.26592,-51.50074,619.77826,128.46533,-122.25513,595.77893,137.2981,-71.13421,561.01721,138.42009,-42.57811,518.66302
2,0.008,73.00468,-178.64099,605.67047,35.26173,-150.85828,613.00439,40.2519,-104.44865,623.29675,69.26592,-51.50074,619.77826,128.46533,-122.25513,595.77893,137.2981,-71.13421,561.01721,138.42009,-42.57811,518.66302
3,0.017,73.00468,-178.64099,605.67047,37.43964,-150.78427,612.37885,40.1269,-104.20324,622.4892,69.74733,-50.63873,619.80884,128.4785,-121.8548,595.96582,137.2981,-71.13421,561.01721,138.58321,-41.83511,519.05084
4,0.025,73.00468,-178.64099,605.67047,35.26173,-150.85828,613.00439,39.95317,-104.3281,622.61359,69.26592,-51.50074,619.77826,128.4785,-121.8548,595.96582,137.35364,-70.95116,561.15149,137.9469,-40.76865,519.4187
5,0.033,73.09695,-178.43394,605.73761,35.26173,-150.85828,613.00439,39.96777,-104.57261,623.46301,69.4601,-50.89923,619.9549,128.4785,-121.8548,595.96582,137.2981,-71.13421,561.01721,138.03796,-41.22535,519.14355
6,0.042,73.09695,-178.43394,605.73761,35.26173,-150.85828,613.00439,39.96777,-104.57261,623.46301,68.50021,-51.62392,619.7077,128.4785,-121.8548,595.96582,137.2981,-71.13421,561.01721,138.36417,-40.09338,519.50787
7,0.05,73.00468,-178.64099,605.67047,35.26173,-150.85828,613.00439,39.65565,-104.50492,622.46136,68.50021,-51.62392,619.7077,128.28967,-121.99924,596.06494,136.95598,-71.04616,560.76318,138.14783,-41.52916,518.76154
8,0.058,73.11478,-178.24326,605.86334,35.26173,-150.85828,613.00439,39.95317,-104.3281,622.61359,68.83797,-51.34138,619.55493,128.2619,-121.7217,596.22424,136.8517,-70.75157,560.40497,138.30794,-40.5678,519.1944
9,0.067,73.11478,-178.24326,605.86334,35.26173,-150.85828,613.00439,39.96777,-104.57261,623.46301,68.83797,-51.34138,619.55493,128.4785,-121.8548,595.96582,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
10,0.075,73.28951,-178.00235,605.54846,35.26173,-150.85828,613.00439,39.96777,-104.57261,623.46301,69.47201,-50.33387,619.50238,128.41928,-121.29109,595.95874,136.8517,-70.75157,560.40497,138.14783,-41.52916,518.76154
11,0.083,73.11478,-178.24326,605.86334,35.26173,-150.85828,613.00439,39.72264,-104.57408,623.05914,68.83797,-51.34138,619.55493,128.41928,-121.29109,595.95874,136.8517,-70.75157,560.40497,138.38542,-41.05148,518.9433
12,0.092,73.11478,-178.24326,605.86334,35.26173,-150.85828,613.00439,39.72264,-104.57408,623.05914,69.47201,-50.33387,619.50238,128.41928,-121.29109,595.95874,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
13,0.1,73.28951,-178.00235,605.54846,37.43964,-150.78427,612.37885,39.82938,-104.38007,622.33698,69.47201,-50.33387,619.50238,127.34552,-121.44908,595.92499,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
14,0.108,73.28951,-178.00235,605.54846,35.26173,-150.85828,613.00439,39.72264,-104.57408,623.05914,68.83797,-51.34138,619.55493,127.33141,-121.27415,595.29474,136.8517,-70.75157,560.40497,138.14783,-41.52916,518.76154
15,0.117,73.11478,-178.24326,605.86334,35.48557,-149.84453,613.61017,39.9197,-104.29874,622.48254,68.83797,-51.34138,619.55493,127.33141,-121.27415,595.29474,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
16,0.125,73.19697,-177.22113,605.49042,35.48557,-149.84453,613.61017,40.44904,-104.17332,622.72028,68.27512,-51.22573,619.69806,127.34552,-121.44908,595.92499,136.8517,-70.75157,560.40497,138.14783,-41.52916,518.76154
17,0.133,73.19697,-177.22113,605.49042,35.48557,-149.84453,613.61017,39.9197,-104.29874,622.48254,68.84282,-51.19837,618.85852,127.34552,-121.44908,595.92499,136.8517,-70.75157,560.40497,138.14783,-41.52916,518.76154
18,0.142,73.82216,-176.7309,605.9118,35.48557,-149.84453,613.61017,39.9197,-104.29874,622.48254,68.33083,-50.99665,618.97137,128.41928,-121.29109,595.95874,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
19,0.15,73.4552,-177.18607,605.47406,35.48557,-149.84453,613.61017,39.9197,-104.29874,622.48254,69.24828,-50.55213,618.81372,128.41928,-121.29109,595.95874,136.8517,-70.75157,560.40497,138.14783,-41.52916,518.76154
20,0.158,73.4552,-177.18607,605.47406,35.48557,-149.84453,613.61017,39.9197,-104.29874,622.48254,69.24828,-50.55213,618.81372,127.33141,-121.27415,595.29474,136.8517,-70.75157,560.40497,138.07135,-41.14286,518.99316
21,0.167,73.4552,-177.18607,605.47406,37.88192,-149.9752,613.47601,39.97914,-104.14828,621.93176,69.24828,-50.55213,618.81372,127.33141,-121.27415,595.29474,136.68361,-70.14115,560.22992,138.03796,-41.22535,519.14355
22,0.175,73.4552,-177.18607,605.47406,35.48557,-149.84453,613.61017,40.70399,-103.84566,623.02167,68.84282,-51.19837,618.85852,128.05194,-121.22753,595.5274,136.68361,-70.14115,560.22992,138.14783,-41.52916,518.76154
23,0.183,73.4552,-177.18607,605.47406,35.26173,-150.85828,613.00439,41.47919,-103.55533,623.35931,68.73624,-50.35038,618.92657,128.05194,-121.22753,595.5274,136.68361,-70.14115,560.22992,138.07135,-41.14286,518.99316
24,0.192,73.4552,-177.18607,605.47406,35.48557,-149.84453,613.61017,41.47919,-103.55533,623.35931,69.24828,-50.55213,618.81372,128.05194,-121.22753,595.5274,136.86169,-70.08851,560.19421,138.19637,-41.51779,518.56812
