Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z,R.Elbow.x,R.Elbow.y,R.Elbow.z,R.Elbow.Medial.x,R.Elbow.Medial.y,R.Elbow.Medial.z
1,0,-262.74857,-235.81062,831.02576,-304.15228,-289.39218,660.04926,-340.43683,-218.65057,640.70068
2,0.008,-262.40753,-236.39958,830.8421,-304.00122,-289.47342,660.12341,-340.43683,-218.65057,640.70068
3,0.017,-262.24622,-236.05054,831.06335,-304.00122,-289.47342,660.12341,-341.10678,-218.78889,640.52802
4,0.025,-262.00272,-236.36247,831.00458,-303.53574,-290.10327,660.45825,-341.10678,-218.78889,640.52802
5,0.033,-262.00272,-236.36247,831.00458,-303.30115,-290.13046,660.44525,-341.10678,-218.78889,640.52802
6,0.042,-261.60211,-236.03264,830.84393,-303.46765,-289.43274,660.07855,-340.62482,-218.64784,640.40082
7,0.05,-261.41229,-236.5278,830.71014,-303.46765,-289.43274,660.07855,-341.10678,-218.78889,640.52802
8,0.058,-261.25922,-237.21593,830.27307,-303.46765,-289.43274,660.07855,-341.10678,-218.78889,640.52802
9,0.067,-261.35873,-236.3445,830.78522,-303.46765,-289.43274,660.07855,-341.28421,-218.6338,640.51239
10,0.075,-261.34314,-236.51814,830.65759,-303.46765,-289.43274,660.07855,-341.28421,-218.6338,640.51239
11,0.083,-261.39731,-236.68839,830.59253,-303.46765,-289.43274,660.07855,-341.28421,-218.6338,640.51239
12,0.092,-261.3501,-236.89819,830.61945,-303.60526,-289.28952,659.61249,-341.38947,-218.6498,640.34161
13,0.1,-261.3501,-236.89819,830.61945,-303.91824,-289.00195,659.40497,-341.75888,-218.73276,640.28693
14,0.108,-261.76453,-236.16266,830.58112,-304.11792,-288.76419,659.40063,-342.08734,-217.50377,640.50916
15,0.117,-261.58194,-236.8541,830.60004,-304.39514,-288.73422,659.51746,-341.7536,-217.09265,640.3562
16,0.125,-261.61551,-236.6591,830.72052,-304.3154,-288.71518,659.37097,-342.12567,-217.22676,640.60675
17,0.133,-261.74823,-236.59326,830.57092,-304.29968,-288.67551,659.19507,-341.63568,-216.91809,639.7406
18,0.142,-262.22781,-236.16031,830.67963,-304.50992,-287.93509,659.1416,-341.63568,-216.91809,639.7406
19,0.15,-262.7088,-235.55949,830.47205,-304.59329,-287.95291,659.2865,-341.71213,-216.89545,639.48859
20,0.158,-262.7088,-235.55949,830.47205,-304.98386,-287.91638,659.47406,-342.52164,-217.13742,639.7301
21,0.167,-262.6731,-236.22133,830.4129,-305.15659,-287.85464,659.37073,-342.52164,-217.13742,639.7301
22,0.175,-262.6731,-236.22133,830.4129,-305.15659,-287.85464,659.37073,-342.12643,-216.98477,639.4032
23,0.183,-262.87488,-235.59821,830.4118,-304.69968,-287.92065,659.24658,-342.12643,-216.98477,639.4032
