Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,81.60065,-95.577,58.56501,265.13666,-207.638,45.8049,232.47736,-145.47882,63.37105
2,0.008,81.60065,-95.577,58.56501,265.17307,-207.73872,45.74482,232.4156,-145.6187,63.29262
3,0.017,81.53128,-95.41912,58.46203,264.94891,-207.73291,45.75341,232.32507,-145.52507,63.46992
4,0.025,81.53128,-95.41912,58.46203,264.55759,-208.06779,45.68858,232.32507,-145.52507,63.46992
5,0.033,81.33102,-95.82298,58.5976,264.67038,-208.11598,45.73556,232.20648,-145.52678,63.28544
6,0.042,81.06131,-96.06882,58.63017,265.05362,-207.78093,45.79324,232.27904,-145.60381,63.35298
7,0.05,80.99195,-95.91093,58.5272,264.85004,-207.75365,45.77605,232.32507,-145.52507,63.46992
8,0.058,80.99195,-95.91093,58.5272,264.55759,-208.06779,45.68858,232.27904,-145.60381,63.35298
9,0.067,81.33102,-95.82298,58.5976,264.6102,-208.01752,45.84761,232.20648,-145.52678,63.28544
10,0.075,80.9949,-95.37696,58.68343,265.03732,-207.6032,45.79919,232.27904,-145.60381,63.35298
11,0.083,81.60065,-95.577,58.56501,264.84396,-207.82796,45.84401,232.32507,-145.52507,63.46992
12,0.092,81.26165,-95.6651,58.49463,264.55759,-208.06779,45.68858,232.27904,-145.60381,63.35298
13,0.1,81.06131,-96.06882,58.63017,264.61221,-207.92981,45.76982,232.32507,-145.52507,63.46992
14,0.108,81.06131,-96.06882,58.63017,264.94891,-207.73291,45.75341,232.20648,-145.52678,63.28544
15,0.117,80.99195,-95.91093,58.5272,264.89203,-207.62592,45.85477,232.25253,-145.44803,63.4024
16,0.125,81.26165,-95.6651,58.49463,264.67038,-208.11598,45.73556,232.25253,-145.44803,63.4024
17,0.133,81.33102,-95.82298,58.5976,264.61221,-207.92981,45.76982,232.27904,-145.60381,63.35298
18,0.142,81.60065,-95.577,58.56501,264.89203,-207.62592,45.85477,232.32507,-145.52507,63.46992
19,0.15,81.26165,-95.6651,58.49463,264.85562,-207.52519,45.91485,232.32507,-145.52507,63.46992
20,0.158,81.26165,-95.6651,58.49463,264.57968,-207.82484,45.82979,232.32507,-145.52507,63.46992
21,0.167,80.99195,-95.91093,58.5272,264.61221,-207.92981,45.76982,232.32507,-145.52507,63.46992
22,0.175,81.06131,-96.06882,58.63017,264.61221,-207.92981,45.76982,232.32507,-145.52507,63.46992
23,0.183,80.99195,-95.91093,58.5272,264.55759,-208.06779,45.68858,232.25253,-145.44803,63.4024
24,0.192,81.60065,-95.577,58.56501,264.55759,-208.06779,45.68858,232.25253,-145.44803,63.4024
25,0.2,81.53128,-95.41912,58.46203,264.55759,-208.06779,45.68858,232.25253,-145.44803,63.4024
26,0.208,81.60065,-95.577,58.56501,264.55759,-208.06779,45.68858,232.32507,-145.52507,63.46992
27,0.217,80.74544,-95.58926,58.60814,264.61221,-207.92981,45.76982,232.32507,-145.52507,63.46992
28,0.225,81.33102,-95.82298,58.5976,264.61221,-207.92981,45.76982,232.25253,-145.44803,63.4024
29,0.233,81.33102,-95.82298,58.5976,264.37793,-208.24467,45.68119,232.25253,-145.44803,63.4024
30,0.242,80.72534,-95.62291,58.71599,264.44992,-208.09708,45.71061,232.25253,-145.44803,63.4024
31,0.25,81.53128,-95.41912,58.46203,264.89203,-207.62592,45.85477,232.41928,-145.75049,64.47301
32,0.258,81.53128,-95.41912,58.46203,264.85004,-207.75365,45.77605,231.66763,-144.80202,65.11484
33,0.267,81.60065,-95.577,58.56501,264.55759,-208.06779,45.68858,232.34473,-145.76376,64.41805
34,0.275,81.06429,-95.53483,58.78638,264.52505,-207.96283,45.74856,232.44646,-145.54575,64.11327
35,0.283,81.53128,-95.41912,58.46203,264.99091,-207.60518,45.83213,232.48038,-145.73743,64.31532
36,0.292,81.01984,-95.68807,58.43542,264.93845,-207.62393,45.82184,232.40984,-145.66362,64.25982
37,0.3,81.60065,-95.577,58.56501,264.55759,-208.06779,45.68858,232.48038,-145.73743,64.31532
38,0.308,81.06429,-95.53483,58.78638,264.61221,-207.92981,45.76982,232.40984,-145.66362,64.25982
39,0.317,81.53128,-95.41912,58.46203,264.52505,-207.96283,45.74856,232.48038,-145.73743,64.31532
