Frame#,Time,L.Radius.x,L.Radius.y,L.Radius.z
1,0,1922.47778,-3.25713,1326.65833
2,0.008,1919.03979,-4.56203,1326.97839
3,0.017,1914.06824,-4.2339,1326.04907
4,0.025,1909.79199,-3.81034,1325.97974
5,0.033,1905.81274,-4.42668,1326.27344
6,0.042,1901.56335,-5.16232,1325.45325
7,0.05,1897.24438,-6.07975,1325.00024
8,0.058,1893.11719,-5.44468,1324.70203
9,0.067,1888.57043,-6.1276,1324.68286
10,0.075,1884.85876,-6.24048,1324.85522
11,0.083,1880.80835,-7.2295,1323.90454
12,0.092,1876.20288,-7.94,1323.18188
13,0.1,1870.28955,-9.57609,1322.99744
14,0.108,1866.37634,-9.88575,1322.77222
15,0.117,1861.62939,-10.1971,1322.29272
16,0.125,1857.22705,-11.87381,1321.70764
17,0.133,1852.40857,-11.59441,1320.76904
18,0.142,1848.77466,-13.99527,1320.7771
19,0.15,1842.90112,-13.74667,1320.01636
20,0.158,1838.38599,-15.86134,1319.14734
21,0.167,1833.78394,-16.40681,1318.10498
22,0.175,1828.59937,-18.17699,1317.47913
23,0.183,1824.1571,-18.26603,1316.86267
24,0.192,1819.4917,-20.27609,1316.21545
25,0.2,1814.04456,-22.39531,1314.47644
26,0.208,1809.88367,-22.88713,1313.97339
27,0.217,1805.26196,-25.20292,1313.05823
28,0.225,1799.64307,-27.09881,1311.7146
29,0.233,1795.21729,-28.71754,1310.79236
30,0.242,1789.62427,-30.08619,1309.35999
31,0.25,1786.21277,-32.77412,1309.26563
32,0.258,1780.42261,-33.78727,1309.05701
33,0.267,1775.59802,-35.49253,1308.74219
34,0.275,1770.26392,-37.53144,1308.38721
35,0.283,1765.66064,-39.75809,1307.74426
36,0.292,1759.69519,-41.96188,1307.15271
37,0.3,1755.23914,-43.51361,1307.05664
38,0.308,1750.60193,-44.98185,1307.73596
39,0.317,1746.20984,-46.96595,1307.37329
40,0.325,1740.41016,-48.52553,1308.05334
41,0.333,1736.10559,-50.35742,1307.38379
42,0.342,1731.25769,-51.60226,1307.47131
43,0.35,1726.9469,-53.20013,1308.34692
44,0.358,1722.16663,-55.20453,1308.95154
45,0.367,1717.90283,-56.42253,1309.43713
46,0.375,1713.12183,-58.54263,1309.97546
47,0.383,1708.68787,-60.19038,1310.69958
48,0.392,1703.16089,-61.37603,1311.63037
49,0.4,1698.58862,-63.43156,1312.57532
50,0.408,1694.06189,-64.7972,1312.9845
51,0.417,1689.01831,-67.1142,1313.72571
52,0.425,1683.29382,-68.80757,1314.25305
53,0.433,1679.07202,-70.68065,1315.50647
54,0.442,1674.80896,-72.65594,1316.30725
55,0.45,1670.28455,-74.27927,1317.59998
56,0.458,1665.1936,-75.25762,1317.85718
57,0.467,1661.53235,-77.50009,1318.15735
58,0.475,1656.59827,-78.13209,1318.88147
59,0.483,1652.25354,-79.74944,1319.2301
60,0.492,1647.3634,-80.59073,1319.87048
61,0.5,1642.78064,-82.3265,1319.80725
62,0.508,1637.44678,-83.74438,1320.14771
63,0.517,1633.37817,-85.95465,1320.37695
64,0.525,1628.52771,-86.40865,1320.83923
65,0.533,1624.10315,-87.48726,1320.31946
66,0.542,1620.12341,-88.12469,1320.6803
67,0.55,1616.70923,-88.85835,1320.52686
68,0.558,1612.2251,-90.82497,1322.00024
69,0.567,1607.65796,-91.133,1321.90808
70,0.575,1602.81799,-92.29801,1321.6626
71,0.583,1598.35742,-92.68182,1322.57288
72,0.592,1593.49365,-93.72164,1323.03052
73,0.6,1589.29211,-94.56556,1323.32947
74,0.608,1583.98657,-95.4149,1323.52295
75,0.617,1580.12378,-96.0397,1323.76135
76,0.625,1576.06702,-96.31187,1323.65894
77,0.633,1572.3197,-96.48934,1324.25024
78,0.642,1566.96521,-97.04357,1324.29382
79,0.65,1564.17078,-98.43513,1325.04419
80,0.658,1558.4115,-98.20821,1324.73596
81,0.667,1555.49878,-99.70916,1325.57104
82,0.675,1550.24548,-98.38525,1324.54004
83,0.683,1547.64746,-99.6702,1325.15283
84,0.692,1541.86963,-99.20823,1325.03149
85,0.7,1538.59119,-100.5274,1325.57666
86,0.708,1534.32581,-99.31478,1324.99939
87,0.717,1529.86243,-99.03077,1325.44189
88,0.725,1525.27759,-99.90611,1324.44312
89,0.733,1520.40308,-100.14823,1324.45337
90,0.742,1516.95007,-99.78785,1324.68494
91,0.75,1513.17542,-99.85221,1324.85547
92,0.758,1508.44592,-99.98183,1323.87793
93,0.767,1503.35474,-99.3119,1323.06409
94,0.775,1500.02649,-98.94386,1323.68066
95,0.783,1495.69519,-99.21046,1322.99463
96,0.792,1490.63049,-99.34107,1322.42419
97,0.8,1486.75696,-98.65488,1321.02344
98,0.808,1482.31677,-96.89946,1321.63525
99,0.817,1477.72302,-96.56287,1320.58057
100,0.825,1473.71265,-96.25909,1320.02136
101,0.833,1469.52209,-94.99525,1319.27393
102,0.842,1464.21045,-94.70647,1318.45996
103,0.85,1461.13892,-92.8038,1317.64587
104,0.858,1456.44177,-92.58788,1317.59509
105,0.867,1451.23254,-90.23631,1315.46814
106,0.875,1447.25684,-89.27883,1315.92749
107,0.883,1442.46948,-89.07823,1314.49268
108,0.892,1438.96082,-87.77639,1313.66028
109,0.9,1433.96375,-86.38044,1312.85205
110,0.908,1429.87585,-84.67002,1310.95081
111,0.917,1425.49585,-84.00021,1309.5957
112,0.925,1420.35303,-83.32782,1308.5459
113,0.933,1416.46497,-81.05415,1308.22668
114,0.942,1410.94446,-79.70029,1306.67847
115,0.95,1406.05334,-77.94722,1306.43066
116,0.958,1401.90137,-77.66757,1305.8916
117,0.967,1396.96606,-76.54105,1304.58276
118,0.975,1391.58533,-73.33768,1304.07861
119,0.983,1387.08301,-72.83868,1304.14636
120,0.992,1382.38599,-72.47086,1303.55286
121,1,1377.06128,-70.4811,1302.79382
122,1.008,1370.81287,-67.70256,1303.57068
123,1.017,1367.50439,-68.63591,1303.776
124,1.025,1363.74939,-66.5809,1303.15198
125,1.033,1357.33374,-63.76644,1304.07813
126,1.042,1352.08228,-62.61139,1303.9834
127,1.05,1349.09399,-62.38036,1303.99402
128,1.058,1342.66089,-60.36193,1305.02209
129,1.067,1338.75415,-59.6728,1305.67859
130,1.075,1335.13037,-56.85162,1306.09851
131,1.083,1328.97571,-55.75532,1306.50537
132,1.092,1326.27502,-54.85596,1307.63123
133,1.1,1320.24121,-53.44101,1308.55273
134,1.108,1315.97815,-50.56076,1308.25879
135,1.117,1311.65649,-49.49398,1310.70374
136,1.125,1306.73511,-47.7328,1310.57678
137,1.133,1302.37524,-46.62091,1311.89758
138,1.142,1298.52856,-43.84832,1312.73718
139,1.15,1293.65869,-42.74413,1312.84216
140,1.158,1290.4165,-41.19929,1314.52393
141,1.167,1284.95178,-39.87308,1315.02075
142,1.175,1279.41321,-37.17854,1315.71252
143,1.183,1276.09351,-37.47881,1315.49683
144,1.192,1271.44788,-34.59867,1315.70972
145,1.2,1266.07031,-31.80118,1317.10547
146,1.208,1262.85132,-31.49857,1316.87097
147,1.217,1257.25745,-30.03596,1316.75684
148,1.225,1252.65442,-28.77901,1318.36584
149,1.233,1249.12036,-26.62828,1318.72937
150,1.242,1244.1748,-26.32316,1319.91187
151,1.25,1240.19885,-24.82264,1319.36145
152,1.258,1234.73804,-24.81967,1320.04724
153,1.267,1230.30737,-22.46064,1320.65747
154,1.275,1225.61658,-21.98981,1321.30872
155,1.283,1221.37622,-21.22762,1321.63989
156,1.292,1216.63855,-18.9615,1323.13318
157,1.3,1211.73291,-19.57394,1322.08972
158,1.308,1208.59094,-18.70165,1322.56628
159,1.317,1201.95679,-17.66358,1324.2179
160,1.325,1199.2666,-16.86861,1323.948
161,1.333,1193.58069,-15.83684,1323.71997
162,1.342,1188.46204,-15.10911,1324.69214
163,1.35,1183.4906,-13.71426,1324.5979
164,1.358,1179.31885,-14.07647,1325.26184
165,1.367,1176.4325,-13.23161,1324.50903
166,1.375,1170.4939,-13.09153,1325.25806
167,1.383,1166.6217,-11.95875,1324.78455
168,1.392,1161.03271,-13.07018,1325.10571
169,1.4,1156.44287,-12.87392,1324.81421
170,1.408,1151.73767,-11.80283,1325.11707
171,1.417,1146.29639,-11.34966,1325.07092
172,1.425,1141.92969,-10.83116,1323.85522
173,1.433,1137.58826,-10.76049,1323.63879
174,1.442,1132.86597,-11.6055,1322.90051
175,1.45,1128.3125,-11.85507,1323.14893
176,1.458,1123.03931,-12.00619,1322.37842
177,1.467,1117.57251,-12.156,1322.03455
178,1.475,1112.56177,-12.39509,1321.3302
179,1.483,1107.64258,-13.08171,1321.44788
180,1.492,1103.21155,-12.37819,1320.70142
181,1.5,1097.71472,-13.31605,1319.94092
182,1.508,1092.36597,-13.37834,1318.57361
183,1.517,1087.98767,-15.20722,1318.73877
184,1.525,1082.72217,-15.04204,1317.14771
185,1.533,1077.35742,-15.7552,1316.58545
186,1.542,1073.0293,-16.6099,1314.9751
187,1.55,1067.14453,-17.79803,1314.6698
188,1.558,1062.30359,-19.00034,1313.2998
189,1.567,1057.14673,-20.0111,1312.63086
190,1.575,1051.35742,-21.51625,1311.51135
191,1.583,1046.7262,-22.53758,1311.81653
192,1.592,1041.15906,-22.85482,1309.33179
193,1.6,1037.0011,-25.12104,1308.54431
194,1.608,1031.27063,-27.02958,1306.48108
195,1.617,1025.70776,-27.63301,1306.3949
196,1.625,1020.9726,-30.11322,1304.98816
197,1.633,1015.40186,-31.13413,1303.48096
198,1.642,1009.49762,-33.18727,1303.06921
199,1.65,1004.98871,-35.37291,1302.21155
200,1.658,997.40802,-36.15973,1301.83435
201,1.667,992.90454,-38.76263,1301.31543
202,1.675,990.18054,-39.68276,1302.47302
203,1.683,985.26373,-40.9602,1301.78235
204,1.692,978.2085,-42.45903,1300.92163
205,1.7,973.22253,-45.3405,1302.41492
206,1.708,967.10907,-46.32015,1302.44531
207,1.717,962.60699,-47.5042,1302.25928
208,1.725,953.91907,-49.00781,1303.29224
209,1.733,951.65833,-50.6893,1303.4248
210,1.742,945.52448,-53.12764,1305.28784
211,1.75,940.65167,-54.8339,1305.04614
212,1.758,935.89581,-56.54737,1305.84509
213,1.767,930.47302,-57.28671,1306.89893
214,1.775,925.97375,-59.50031,1307.63354
215,1.783,920.32635,-61.77229,1309.00403
216,1.792,914.57892,-63.17502,1309.21289
217,1.8,909.53912,-65.47539,1310.2887
218,1.808,904.01239,-67.5829,1310.66235
219,1.817,897.98383,-69.52212,1311.53394
220,1.825,888.15106,-70.53472,1312.21936
221,1.833,882.85187,-72.48055,1313.20068
222,1.842,877.75317,-75.03078,1313.5564
223,1.85,873.8584,-77.09238,1314.18286
224,1.858,868.30597,-78.82355,1315.63159
225,1.867,864.33362,-80.56079,1315.95715
226,1.875,856.73535,-81.22375,1316.6748
227,1.883,852.46918,-83.42484,1316.06433
228,1.892,848.60852,-85.4444,1316.59216
229,1.9,841.49182,-87.94515,1316.49121
230,1.908,839.28088,-89.11317,1317.53101
231,1.917,832.73773,-90.85654,1316.66296
232,1.925,828.42407,-93.77842,1316.53247
233,1.933,823.47821,-92.80423,1317.13
234,1.942,818.71942,-94.58105,1317.66028
235,1.95,814.3916,-96.83188,1318.65198
236,1.958,807.76227,-98.49233,1318.78796
237,1.967,803.82227,-99.1486,1319.64038
238,1.975,799.9317,-99.12568,1319.49121
239,1.983,794.97516,-100.84077,1319.94092
240,1.992,789.63098,-103.1501,1320.41199
241,2,785.98865,-103.79485,1320.33276
242,2.008,780.74292,-104.68656,1320.27258
243,2.017,775.72223,-105.62522,1320.81665
244,2.025,771.46118,-106.37889,1321.44031
245,2.033,766.9234,-107.73909,1321.03748
246,2.042,762.84235,-108.66363,1320.84924
247,2.05,757.58081,-108.50283,1321.41028
248,2.058,753.77417,-109.63915,1321.60083
249,2.067,749.57196,-110.5299,1321.50012
250,2.075,744.58795,-110.81479,1321.65942
251,2.083,740.8761,-111.40337,1321.49121
252,2.092,735.73755,-112.03262,1321.77917
253,2.1,731.93512,-113.016,1321.82227
254,2.108,728.50616,-112.59069,1321.5553
255,2.117,722.88397,-112.58734,1321.36084
256,2.125,719.27521,-113.59963,1321.75598
257,2.133,714.3595,-112.68168,1321.59155
258,2.142,710.25763,-113.11723,1320.57776
259,2.15,707.37866,-112.89621,1320.43762
260,2.158,702.58636,-111.63893,1320.76331
261,2.167,698.86823,-111.99186,1320.96265
262,2.175,693.35919,-110.45981,1320.55676
263,2.183,689.81421,-110.77046,1319.42505
264,2.192,685.89124,-110.72177,1320.05103
265,2.2,681.57672,-109.84435,1319.34106
266,2.208,678.28571,-110.33904,1319.88794
267,2.217,672.94427,-108.14457,1318.93225
268,2.225,669.91858,-107.98595,1317.70898
269,2.233,664.27155,-105.56136,1317.28345
270,2.242,661.7348,-106.62704,1317.54883
271,2.25,655.81458,-103.82705,1316.47327
272,2.258,652.62714,-104.29338,1316.15784
273,2.267,647.63843,-102.37769,1315.84009
274,2.275,643.7475,-101.8118,1315.54504
275,2.283,639.21991,-101.01535,1314.8894
276,2.292,635.198,-100.5479,1314.11218
277,2.3,629.85693,-98.05605,1313.6333
278,2.308,626.20947,-97.2346,1312.77844
279,2.317,621.67902,-95.15255,1311.30212
280,2.325,617.49725,-93.73872,1311.23914
281,2.333,613.40332,-93.28831,1309.99316
282,2.342,608.94788,-90.63295,1308.96936
283,2.35,604.5509,-90.74972,1307.24194
284,2.358,600.39075,-89.05404,1306.87573
285,2.367,594.42249,-85.35896,1306.95032
286,2.375,590.80975,-83.91943,1305.07776
287,2.383,586.90497,-82.15786,1304.74182
288,2.392,583.20367,-80.38163,1305.17981
289,2.4,577.41486,-79.07365,1304.23511
290,2.408,571.34192,-76.64844,1304.04541
291,2.417,567.64648,-75.65353,1302.82874
292,2.425,563.64069,-73.16412,1302.58655
293,2.433,557.6214,-72.47204,1302.45886
294,2.442,553.39709,-69.55661,1303.28442
295,2.45,547.82678,-67.33266,1302.9292
296,2.458,542.6145,-66.51355,1303.02844
297,2.467,539.0105,-64.64514,1303.56116
298,2.475,534.28198,-61.91937,1303.9978
