Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,1729.61963,373.71921,813.97858
2,0.008,1728.61011,374.54129,813.99573
3,0.017,1727.33887,374.4696,814.12439
4,0.025,1723.21936,375.1257,814.06586
5,0.033,1719.46423,371.18863,813.91809
6,0.042,1714.57849,372.10596,810.83099
7,0.05,1712.29456,372.86026,810.97864
8,0.058,1712.01685,372.56104,811.58203
9,0.067,1711.31335,373.15805,810.42603
10,0.075,1706.4436,372.36618,809.57593
11,0.083,1705.8894,367.77316,806.92279
12,0.092,1702.15613,368.66742,806.75146
13,0.1,1698.67993,370.2312,806.95972
14,0.108,1695.97083,365.39825,804.46252
15,0.117,1694.47351,363.58841,804.12708
16,0.125,1691.03015,364.63049,803.9519
17,0.133,1686.14282,364.64233,804.19763
18,0.142,1684.28479,361.27051,804.08246
19,0.15,1679.12,363.00729,803.55151
20,0.158,1675.86121,362.81061,801.30115
21,0.167,1675.33069,361.05365,799.85822
22,0.175,1668.45837,359.46899,797.96252
23,0.183,1664.2218,359.85648,797.46747
24,0.192,1663.56653,359.52118,799.44592
25,0.2,1656.77466,357.42587,797.47461
26,0.208,1652.21289,358.17065,797.31738
27,0.217,1648.72949,358.33456,796.45764
28,0.225,1642.65637,355.17773,796.31805
29,0.233,1639.99817,356.86298,796.57941
30,0.242,1636.94421,356.1398,795.74866
31,0.25,1629.81836,352.44037,795.42651
32,0.258,1626.10742,353.30652,795.18066
33,0.267,1623.16931,352.67294,795.39221
34,0.275,1615.82532,349.08264,794.87817
35,0.283,1611.75488,349.21021,794.02386
36,0.292,1609.82385,349.46082,795.01093
37,0.3,1602.19153,346.13251,795.54089
38,0.308,1598.89221,345.95096,795.41156
39,0.317,1593.39075,343.65619,794.75165
40,0.325,1590.38123,343.4361,795.60583
41,0.333,1584.00732,344.52979,799.35645
42,0.342,1578.32935,340.95709,797.56012
43,0.35,1574.80566,341.52185,798.76276
44,0.358,1569.18494,337.37021,798.61066
45,0.367,1563.89502,336.78159,800.24042
46,0.375,1557.63782,333.82919,800.14539
47,0.383,1552.95715,333.85141,800.22498
48,0.392,1548.70007,330.73367,800.32837
49,0.4,1543.02515,330.87347,802.39038
50,0.408,1540.80786,329.45023,802.84839
51,0.417,1536.2345,323.95895,801.24072
52,0.425,1529.82019,325.65463,805.45721
53,0.433,1525.6676,323.40851,806.70087
54,0.442,1521.40991,322.4263,806.0188
55,0.45,1519.90906,321.60944,807.32574
56,0.458,1513.28345,319.23471,807.66266
57,0.467,1508.80933,318.91772,808.52655
58,0.475,1503.99829,316.0882,808.63519
59,0.483,1500.52124,316.43005,809.2251
60,0.492,1497.96973,316.39114,808.85223
61,0.5,1493.54932,313.39804,808.87067
62,0.508,1489.29602,311.01297,808.48175
63,0.517,1490.3269,311.03372,808.39722
64,0.525,1483.59424,308.24005,808.3374
65,0.533,1479.03894,308.75928,808.73035
66,0.542,1476.21375,306.86575,809.77844
67,0.55,1473.24451,304.54044,807.31012
68,0.558,1469.31409,304.88077,808.00604
69,0.567,1463.64819,302.34744,807.5791
70,0.575,1463.64819,302.34744,807.5791
71,0.583,1460.03516,299.60776,807.23199
72,0.592,1458.8457,300.41254,807.14136
73,0.6,1454.09375,296.54071,807.35547
74,0.608,1450.97766,295.94244,808.00269
75,0.617,1448.8999,296.82913,808.03674
76,0.625,1444.78577,296.04309,808.99457
77,0.633,1444.55884,294.21173,807.78278
78,0.642,1439.36572,294.90536,808.02472
79,0.65,1437.94312,296.47202,808.97137
80,0.658,1433.35071,295.87228,808.63715
81,0.667,1433.77454,295.3078,806.53595
82,0.675,1427.31909,294.88199,807.48804
83,0.683,1427.44751,295.19852,807.17291
84,0.692,1421.38196,295.3024,807.89124
85,0.7,1420.49475,295.77878,807.92853
86,0.708,1417.08862,295.46399,808.33643
87,0.717,1412.90308,300.28296,808.04309
88,0.725,1410.10339,300.25336,808.14154
89,0.733,1407.39978,301.19269,808.10321
90,0.742,1403.38074,298.6918,806.4231
91,0.75,1401.50964,299.01328,806.32684
92,0.758,1396.78455,300.32101,806.51215
93,0.767,1393.50598,300.56146,805.29785
94,0.775,1390.55115,302.11331,804.74487
95,0.783,1386.22034,302.96808,803.93036
96,0.792,1384.64111,302.608,804.39581
97,0.8,1379.29443,303.10855,803.33569
98,0.808,1374.73279,304.47394,804.35968
99,0.817,1372.30151,305.79645,801.46606
100,0.825,1366.14502,307.33667,800.6488
101,0.833,1363.03101,307.5325,800.56372
102,0.842,1359.81592,309.41949,798.73438
103,0.85,1355.49414,305.93991,796.90625
104,0.858,1350.06775,308.12137,797.18738
105,0.867,1344.50793,309.89807,797.45557
106,0.875,1342.37695,310.44556,796.23291
107,0.883,1335.44263,315.02679,794.69965
108,0.892,1329.5885,317.15451,794.66687
109,0.9,1324.93396,314.93414,794.17035
110,0.908,1319.9823,315.91132,792.45551
111,0.917,1313.98267,317.02145,791.86578
112,0.925,1305.51379,322.44128,789.5332
113,0.933,1302.24133,322.64963,790.33777
114,0.942,1296.479,321.51459,789.62219
115,0.95,1290.68396,322.73538,789.66876
116,0.958,1284.00208,325.67389,788.55914
117,0.967,1277.71277,329.19266,787.69678
118,0.975,1271.7782,329.64429,787.98077
119,0.983,1264.45398,329.51315,788.89282
120,0.992,1258.28711,329.71854,788.6947
121,1,1252.37183,331.47244,789.01642
122,1.008,1244.25488,332.15146,788.19928
123,1.017,1237.96753,334.76187,790.35846
124,1.025,1231.04297,336.95065,791.10236
125,1.033,1223.6405,338.69452,792.45697
126,1.042,1217.22119,337.41629,792.40509
127,1.05,1211.3092,340.43472,792.8382
128,1.058,1204.32898,343.18832,794.3783
129,1.067,1195.10339,341.8493,795.14471
130,1.075,1189.76477,343.10577,796.76868
131,1.083,1183.32043,345.1449,798.98987
132,1.092,1176.54089,345.15613,799.02863
133,1.1,1168.11145,347.24185,801.08331
134,1.108,1162.57458,349.21408,802.50787
135,1.117,1156.3916,350.69986,803.92041
136,1.125,1149.6792,351.20636,806.1427
137,1.133,1141.7561,354.60623,806.51221
138,1.142,1136.18848,354.56497,807.77557
139,1.15,1130.23767,355.95001,809.74237
140,1.158,1123.76111,355.01727,810.73669
141,1.167,1117.026,358.69928,812.25354
142,1.175,1110.61462,360.92422,812.76398
143,1.183,1103.90088,362.13052,814.31274
144,1.192,1098.59009,361.97946,814.07013
145,1.2,1090.82117,363.33679,816.03711
146,1.208,1084.90088,367.49829,816.50769
147,1.217,1078.48328,369.33798,817.43829
148,1.225,1072.82983,368.55817,818.01251
149,1.233,1067.62219,367.52722,817.82654
150,1.242,1061.15234,369.49817,817.91229
151,1.25,1055.31641,371.31018,818.59241
152,1.258,1049.35815,372.04062,818.34839
153,1.267,1044.00598,373.21841,819.39331
154,1.275,1037.92786,374.45905,820.24146
155,1.283,1032.62378,371.80032,819.59814
156,1.292,1026.37463,374.6261,821.45209
157,1.3,1021.23737,375.69708,821.98541
158,1.308,1016.11011,372.08081,821.70825
159,1.317,1011.18683,373.58661,821.57452
160,1.325,1004.82599,376.87518,822.99005
161,1.333,998.87207,374.11749,823.22565
162,1.342,994.36395,375.44113,823.8623
163,1.35,989.07666,374.57028,823.40906
164,1.358,983.77686,375.1651,824.21368
165,1.367,977.64142,376.57977,822.99176
166,1.375,972.49371,373.98236,822.56201
167,1.383,967.76373,375.54407,823.07904
168,1.392,963.02344,373.44907,822.90649
169,1.4,958.28876,373.52362,823.22693
170,1.408,953.32306,374.79541,823.3584
171,1.417,947.93939,372.90881,821.9361
172,1.425,943.06946,370.91901,821.08746
173,1.433,937.84888,370.33362,820.67712
174,1.442,933.49695,370.01263,820.07617
175,1.45,928.68622,366.75363,820.41614
176,1.458,923.79492,366.32376,818.07343
177,1.467,919.10596,365.83249,818.03168
178,1.475,914.03845,363.98334,817.70123
179,1.483,908.59821,364.53082,815.16138
180,1.492,903.02142,363.40387,815.17255
181,1.5,897.54938,363.27304,814.44629
182,1.508,891.93176,361.90698,814.07861
183,1.517,887.31958,361.22946,812.83813
184,1.525,883.02966,359.07806,811.36542
185,1.533,877.2735,360.11407,810.00061
186,1.542,871.94434,358.79138,810.08807
187,1.55,868.05322,357.6008,808.66467
188,1.558,862.3335,354.90561,806.9809
189,1.567,856.95874,353.53214,806.3952
190,1.575,852.19073,350.82898,805.99579
191,1.583,846.53229,350.73956,804.76996
192,1.592,841.87646,348.23685,802.55524
193,1.6,836.02838,347.01517,802.29535
194,1.608,830.19818,347.12921,802.08856
195,1.617,823.4657,346.30911,801.0481
196,1.625,819.67175,342.90536,798.82904
197,1.633,815.08679,340.91519,798.06421
198,1.642,809.00677,340.0159,797.27008
199,1.65,804.20282,337.70651,796.36084
200,1.658,798.95551,336.45322,795.69086
201,1.667,793.53369,336.28922,795.53009
202,1.675,786.71057,334.68555,794.41467
203,1.683,780.4978,333.61322,795.54919
204,1.692,775.78217,331.00504,794.05597
205,1.7,771.15228,328.33069,794.33624
206,1.708,765.52618,327.04309,794.62573
207,1.717,759.32257,324.80762,794.11945
208,1.725,754.24048,323.6373,795.23407
209,1.733,748.88953,321.70438,795.40155
210,1.742,743.58435,321.00238,795.79034
211,1.75,738.04547,316.77188,796.33911
212,1.758,731.45874,315.50888,798.69958
213,1.767,727.80005,313.73721,799.24377
214,1.775,721.9436,312.47195,799.90143
215,1.783,715.7168,311.87061,801.0863
216,1.792,710.42786,310.22955,802.43774
217,1.8,705.71191,307.11545,803.04248
218,1.808,699.11243,308.01892,804.3056
219,1.817,696.10309,304.75677,805.69067
220,1.825,690.80725,303.34763,806.1582
221,1.833,684.9704,302.06458,807.51508
222,1.842,679.96118,302.26334,808.01672
223,1.85,675.32507,299.80396,808.15674
224,1.858,670.01947,300.28918,810.90887
225,1.867,665.34161,298.02878,810.29852
226,1.875,660.26093,298.89148,811.51764
227,1.883,655.3136,296.68631,812.00824
228,1.892,652.3183,294.75714,811.90625
229,1.9,647.97308,295.04654,812.79138
230,1.908,642.71381,293.58478,813.43958
231,1.917,640.72467,292.65131,813.57111
232,1.925,635.80627,293.23059,814.56793
233,1.933,632.21875,292.33243,814.61127
234,1.942,629.39581,290.54019,814.91406
235,1.95,624.57489,289.01953,815.01929
236,1.958,622.05389,289.51398,815.72473
237,1.967,617.71021,289.53024,816.8869
238,1.975,614.13031,288.80704,816.79889
239,1.983,610.56812,289.47098,817.85864
240,1.992,609.28223,288.52753,817.96906
241,2,604.53113,288.11615,817.50018
242,2.008,602.12616,287.13986,817.88135
243,2.017,600.67389,287.5433,818.2691
244,2.025,596.84546,288.04654,818.22516
245,2.033,594.22461,287.61636,818.50812
246,2.042,590.81757,286.92938,819.21246
247,2.05,588.52106,287.15433,819.35864
248,2.058,586.49054,286.9895,819.65839
249,2.067,582.82684,287.15894,819.06104
250,2.075,581.17065,286.93091,818.90564
251,2.083,577.86176,286.44977,818.94409
252,2.092,574.44098,288.93402,818.73987
253,2.1,572.42633,288.87787,818.02496
254,2.108,569.98535,288.73956,817.26105
255,2.117,566.91022,287.40164,816.95026
256,2.125,564.56,288.37906,815.9353
257,2.133,562.14166,289.74881,816.27313
258,2.142,559.52777,291.23663,815.77545
259,2.15,554.66046,290.63782,814.55615
260,2.158,553.18005,290.59167,813.84418
261,2.167,549.90613,291.50537,813.27307
262,2.175,546.19769,291.2366,812.59814
263,2.183,542.77948,291.89618,812.57147
264,2.192,540.43115,291.80594,812.09009
265,2.2,535.76312,292.67728,810.64899
266,2.208,532.79419,293.36963,809.66168
267,2.217,529.08063,294.69467,808.75385
268,2.225,524.53577,295.65948,807.68597
269,2.233,521.65948,295.4801,807.68695
270,2.242,517.68018,295.84262,806.66071
271,2.25,512.51752,295.76895,805.23322
272,2.258,508.3674,297.93246,804.84766
273,2.267,503.62711,298.43408,804.19592
274,2.275,499.7402,299.33066,803.45258
275,2.283,495.09341,299.78036,803.53876
276,2.292,489.23825,300.35898,801.76807
277,2.3,484.73831,302.02628,800.22943
278,2.308,479.1796,302.6619,799.96814
279,2.317,472.92584,303.14481,799.21869
280,2.325,468.27371,305.19437,798.2074
281,2.333,462.85596,305.89377,797.5542
282,2.342,457.54904,306.9855,796.79468
283,2.35,450.99069,308.11426,796.05273
284,2.358,445.01654,308.27899,795.48389
285,2.367,440.05212,309.52991,795.05664
286,2.375,433.37689,310.94476,792.94025
287,2.383,428.32178,312.96765,793.12476
288,2.392,420.51434,313.53439,792.41132
289,2.4,414.24622,314.70358,791.45331
290,2.408,408.08084,316.21829,791.41144
291,2.417,401.34882,316.93063,791.21808
292,2.425,395.53558,318.26651,791.11121
293,2.433,388.80286,319.83972,791.43744
294,2.442,381.72131,320.40527,792.04645
295,2.45,374.81421,322.05344,792.91718
296,2.458,368.17136,322.8822,793.49707
297,2.467,361.80811,324.15552,793.17053
298,2.475,355.27487,324.76999,794.00043
299,2.483,349.06116,326.67096,794.84039
300,2.492,341.9967,327.80429,796.43335
301,2.5,335.91565,329.34988,798.40527
302,2.508,328.97153,329.82269,799.3299
303,2.517,323.09265,331.21436,800.4812
304,2.525,316.40872,332.04626,801.66907
305,2.533,310.36798,333.57272,803.6665
306,2.542,303.8139,335.63513,805.41418
307,2.55,297.65671,336.70615,806.92682
308,2.558,291.20282,337.09534,807.94073
309,2.567,285.29028,338.85245,809.87787
310,2.575,278.27835,338.90314,810.89026
311,2.583,272.78958,341.02933,812.01703
312,2.592,267.15762,341.70361,812.91675
313,2.6,261.1994,344.10825,815.11945
314,2.608,255.06689,345.06021,815.80627
315,2.617,249.39757,345.7262,816.75214
316,2.625,243.59196,347.67163,817.6944
