Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1741.86853,35.72344,1587.50208,1639.172,39.11097,1481.09485
2,0.008,1736.26416,35.3106,1585.89575,1637.16711,37.66883,1480.58289
3,0.017,1732.65173,35.65062,1585.88733,1629.98376,38.95107,1478.87927
4,0.025,1729.07422,36.31013,1586.84387,1627.95996,37.90511,1478.10693
5,0.033,1726.24365,34.88436,1587.76599,1625.52734,35.91907,1477.82263
6,0.042,1721.69739,34.20801,1586.50757,1618.14722,37.85067,1478.35242
7,0.05,1717.06201,34.56439,1585.65234,1615.83032,36.82697,1479.49329
8,0.058,1712.62476,35.75778,1586.03186,1608.6571,37.7772,1479.35022
9,0.067,1709.37854,34.04127,1586.24695,1607.13147,36.74934,1479.11743
10,0.075,1703.61804,34.76367,1584.98035,1604.0813,34.69363,1478.65271
11,0.083,1699.3689,33.10342,1584.04395,1597.73157,37.04691,1478.5293
12,0.092,1696.78955,31.75647,1583.49451,1595.16724,34.88823,1477.2688
13,0.1,1691.37781,33.96564,1582.7179,1589.94873,33.94982,1477.46777
14,0.108,1687.29211,31.92063,1581.6377,1585.3147,34.72727,1476.89624
15,0.117,1683.67346,29.41368,1581.0249,1582.11926,31.54329,1475.26721
16,0.125,1677.99524,32.02028,1580.63245,1575.10034,33.2611,1475.55481
17,0.133,1674.11243,29.57622,1579.62927,1572.02661,31.97415,1474.36841
18,0.142,1670.11731,29.26154,1579.94373,1566.04797,33.69674,1472.21375
19,0.15,1665.48621,29.84487,1578.70496,1562.87451,30.9979,1472.01624
20,0.158,1660.96008,27.86903,1580.03137,1559.96375,29.28505,1472.44653
21,0.167,1656.58472,27.77549,1579.1405,1552.61609,29.33835,1472.32056
22,0.175,1653.54932,26.67911,1578.9856,1549.38391,27.26201,1471.95667
23,0.183,1648.57935,25.1755,1577.67041,1543.50623,30.13637,1473.48291
24,0.192,1642.27319,26.05913,1576.82117,1539.02393,26.9274,1469.50647
25,0.2,1638.93274,23.99088,1576.20288,1536.79761,25.00955,1470.21436
26,0.208,1634.97693,23.10189,1575.89441,1530.26379,26.37577,1469.61194
27,0.217,1628.92236,23.24566,1574.23914,1526.93774,24.47626,1468.8197
28,0.225,1624.74243,20.07515,1573.58533,1522.37183,23.84679,1467.86865
29,0.233,1620.23206,17.35765,1573.86328,1515.67651,22.00157,1467.03162
30,0.242,1615.33948,18.85863,1572.85767,1512.27295,19.34461,1465.86475
31,0.25,1611.37048,17.42304,1572.15295,1505.33801,21.20095,1465.5575
32,0.258,1605.25122,14.87172,1572.32849,1503.53125,19.04599,1465.5603
33,0.267,1600.16968,15.03717,1571.72656,1498.68018,16.54951,1464.68799
34,0.275,1596.24951,12.15436,1572.09656,1491.01001,16.42013,1464.78638
35,0.283,1590.29297,13.89389,1571.49353,1487.39233,14.70616,1464.83215
36,0.292,1585.9502,10.53886,1571.04712,1479.9491,15.07559,1465.33008
37,0.3,1580.71729,7.3277,1570.651,1477.49268,13.0643,1465.50342
38,0.308,1575.89893,6.23245,1570.71082,1474.1178,10.62254,1464.96729
39,0.317,1570.17041,5.68775,1570.67004,1465.53955,9.82087,1463.75488
40,0.325,1566.68726,3.24486,1571.47241,1463.01843,7.72336,1463.87207
