Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,1881.74841,258.68118,1006.63068
2,0.008,1880.5498,259.00021,1006.61237
3,0.017,1876.64966,257.92801,1007.24097
4,0.025,1873.50989,257.90424,1005.58856
5,0.033,1868.8916,256.34753,1005.79376
6,0.042,1866.20532,256.60495,1005.78937
7,0.05,1861.51599,255.14767,1004.7392
8,0.058,1860.24963,255.59164,1004.11224
9,0.067,1854.7832,254.46477,1004.03778
10,0.075,1853.25769,253.78133,1003.32031
11,0.083,1849.27173,254.00723,1002.67352
12,0.092,1845.47986,253.16373,1002.28888
13,0.1,1842.04712,251.48503,1001.97076
14,0.108,1837.82959,251.17966,1001.70831
15,0.117,1833.2489,249.12856,1001.8446
16,0.125,1831.20557,250.4304,1001.25513
17,0.133,1825.90686,247.55263,1000.67188
18,0.142,1823.84583,248.00131,999.83514
19,0.15,1818.93494,247.89316,999.65509
20,0.158,1817.80151,246.6736,998.67609
21,0.167,1812.24963,247.19377,998.87109
22,0.175,1809.65894,245.7933,996.66663
23,0.183,1803.6366,243.69389,996.64526
24,0.192,1800.87268,245.05933,995.97205
25,0.2,1796.19666,241.65894,995.66162
26,0.208,1789.64246,238.33629,995.41919
27,0.217,1784.40454,238.59247,994.29669
28,0.225,1785.54468,239.02997,991.48151
29,0.233,1774.30029,234.37006,992.53516
30,0.242,1773.89868,235.79712,992.2146
31,0.25,1771.06104,234.5863,989.22742
32,0.258,1760.11938,229.29037,991.50995
33,0.267,1753.50085,227.67578,991.11975
34,0.275,1752.56165,227.62869,990.33301
35,0.283,1746.17419,225.36642,990.08911
36,0.292,1742.53308,224.3338,991.08698
37,0.3,1735.89404,222.05191,991.04932
38,0.308,1732.52673,220.48401,990.75842
39,0.317,1726.40479,219.36662,992.28406
40,0.325,1722.9657,217.57796,992.0462
41,0.333,1716.84302,215.65294,991.80591
42,0.342,1712.27405,214.31906,992.35126
43,0.35,1707.87769,212.91055,993.00922
44,0.358,1704.32141,210.41765,992.86035
45,0.367,1698.26135,209.70679,993.39191
46,0.375,1694.12354,207.85941,994.48492
47,0.383,1687.60022,204.83345,994.55322
48,0.392,1685.11304,203.57622,994.78125
49,0.4,1679.65491,201.24905,995.41052
50,0.408,1674.69495,199.1653,996.16626
51,0.417,1670.21313,196.5984,996.59937
52,0.425,1665.33008,194.68187,997.74231
53,0.433,1662.71594,192.64468,998.28156
54,0.442,1656.12488,190.31183,998.73895
55,0.45,1653.59961,189.22351,999.69934
56,0.458,1648.93384,187.1635,999.84326
57,0.467,1644.71106,185.3006,999.8847
58,0.475,1640.73438,183.64871,1000.80493
59,0.483,1635.87231,182.3385,1001.06042
60,0.492,1632.59814,180.84454,1001.02252
61,0.5,1628.63806,178.88461,1000.80353
62,0.508,1625.48352,178.52376,1000.35229
63,0.517,1622.01611,177.29456,1000.59314
64,0.525,1617.49634,176.18687,1000.94189
65,0.533,1614.32043,174.84355,1001.30829
66,0.542,1612.56165,175.217,1001.05341
67,0.55,1607.6676,173.04507,1001.26141
68,0.558,1604.49902,173.01625,1000.70764
69,0.567,1601.53918,172.0903,1001.57422
70,0.575,1596.56763,170.95453,1001.12585
71,0.583,1593.06409,170.00299,1001.60559
72,0.592,1592.14673,170.3358,1002.271
73,0.6,1586.38721,169.13544,1002.30682
74,0.608,1584.71301,169.62689,1002.50214
75,0.617,1581.49194,168.02573,1003.26385
76,0.625,1578.09265,167.84761,1004.08966
77,0.633,1574.56482,166.8987,1004.5744
78,0.642,1570.62915,166.35887,1004.50494
79,0.65,1568.7594,166.7532,1005.13922
80,0.658,1566.64307,166.24095,1004.51825
81,0.667,1561.91956,165.77109,1004.69708
82,0.675,1559.92249,165.99751,1005.11047
83,0.683,1555.68262,164.95255,1003.89844
84,0.692,1549.95715,163.31526,1005.11908
85,0.7,1549.45129,164.93047,1004.98065
86,0.708,1544.03857,163.48521,1005.08472
87,0.717,1542.92432,164.34972,1004.08453
88,0.725,1536.76062,164.25371,1003.37067
89,0.733,1535.75061,164.62074,1002.92181
90,0.742,1529.98889,164.37801,1003.37329
91,0.75,1526.49292,165.04401,1003.18011
92,0.758,1521.96814,165.23737,1002.42694
93,0.767,1518.72266,165.86617,1001.56439
94,0.775,1513.6145,165.63904,1001.67633
95,0.783,1509.99622,165.27617,1001.12274
96,0.792,1505.25427,166.47516,1000.19061
97,0.8,1501.14343,165.73653,999.65143
98,0.808,1497.53284,167.83725,999.06848
99,0.817,1491.65845,167.67551,999.31342
100,0.825,1487.66028,168.09816,998.12781
101,0.833,1482.80176,168.87506,997.97058
102,0.842,1478.14392,168.1499,996.534
103,0.85,1472.66418,170.05891,996.24158
104,0.858,1467.4082,171.56761,995.90356
105,0.867,1462.22485,171.03123,993.84387
106,0.875,1458.50781,173.19183,994.29401
107,0.883,1452.323,173.7552,992.94012
108,0.892,1446.91162,174.59727,992.01038
109,0.9,1440.99146,175.51494,991.25616
110,0.908,1436.39539,176.80661,989.92212
111,0.917,1430.07056,176.98405,988.42236
112,0.925,1423.81396,178.45932,987.46252
113,0.933,1421.49255,181.81337,987.52893
114,0.942,1412.6842,181.48393,984.95074
115,0.95,1406.80396,182.94466,985.15894
116,0.958,1399.00684,182.4464,984.62415
117,0.967,1393.14575,184.00517,983.02167
118,0.975,1390.11523,186.87131,983.87097
119,0.983,1384.49329,188.80331,983.43207
120,0.992,1378.49329,189.13188,982.89752
121,1,1372.55664,190.31554,982.79443
122,1.008,1367.79688,192.84778,983.50421
123,1.017,1361.52856,194.70309,983.10901
124,1.025,1355.09253,195.73213,983.75305
125,1.033,1350.60364,198.13789,984.83282
126,1.042,1343.51587,198.93759,984.76904
127,1.05,1339.34912,202.03317,985.38989
128,1.058,1333.53125,203.63382,986.23169
129,1.067,1329.8479,205.57076,987.06433
130,1.075,1323.04175,207.37939,987.82465
131,1.083,1318.01306,209.71342,988.48444
132,1.092,1311.026,211.13669,990.20062
133,1.1,1305.14771,212.54932,990.0567
134,1.108,1300.38696,215.2486,991.34369
135,1.117,1294.87378,216.87996,992.12915
136,1.125,1290.11597,218.47183,993.63934
137,1.133,1283.77979,219.7989,994.03607
138,1.142,1277.65259,221.95114,995.42914
139,1.15,1272.05603,224.54378,996.17267
140,1.158,1264.75537,225.43016,996.13464
141,1.167,1259.77148,227.61108,998.34998
142,1.175,1254.16882,229.52734,998.07019
143,1.183,1250.22083,232.44987,999.36157
144,1.192,1243.50623,233.00841,999.81079
145,1.2,1238.15942,234.77579,999.63641
146,1.208,1232.32251,237.52713,1000.80371
147,1.217,1225.58679,239.37132,1000.84937
148,1.225,1221.64746,240.55759,1002.47607
149,1.233,1216.99951,241.98323,1001.55768
150,1.242,1212.81189,245.3631,1000.98712
151,1.25,1206.64905,246.59236,999.64044
152,1.258,1201.67041,246.64099,1000.52466
153,1.267,1196.01233,248.80449,1001.15125
