Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,1774.97876,351.95834,949.04932
2,0.008,1772.98376,351.83228,947.82458
3,0.017,1768.77124,353.77466,948.22687
4,0.025,1765.61279,352.30554,947.32343
5,0.033,1762.98926,351.24011,946.9834
6,0.042,1759.80835,350.4866,946.30133
7,0.05,1755.82922,351.52951,946.10712
8,0.058,1754.66248,351.6369,945.58844
9,0.067,1751.12244,350.72949,944.73804
10,0.075,1749.75183,349.80777,944.32703
11,0.083,1743.82117,349.8851,944.08618
12,0.092,1741.21558,349.52719,942.74805
13,0.1,1739.15002,348.87491,942.25867
14,0.108,1734.56226,348.68057,941.76178
15,0.117,1732.21045,348.51089,940.48975
16,0.125,1728.46631,345.67017,940.04248
17,0.133,1725.86511,344.64252,939.02924
18,0.142,1720.70251,344.81732,939.04388
19,0.15,1717.92004,344.07358,937.92535
20,0.158,1714.93127,342.72153,937.02142
21,0.167,1709.38928,342.46106,936.53082
22,0.175,1704.80481,340.4476,935.56366
23,0.183,1702.35559,339.49112,934.96747
24,0.192,1697.67346,339.92975,934.99738
25,0.2,1692.49622,337.93921,934.26245
26,0.208,1689.35425,336.85217,933.51257
27,0.217,1685.12695,336.96454,933.29987
28,0.225,1681.00085,336.56403,932.38452
29,0.233,1677.07117,334.36209,931.3703
30,0.242,1670.71716,333.64844,931.75665
31,0.25,1668.07825,332.97717,931.00214
32,0.258,1664.69116,330.89316,930.987
33,0.267,1658.25732,330.28558,931.25055
34,0.275,1654.04224,327.65881,931.16766
35,0.283,1649.64673,325.82578,930.21143
36,0.292,1643.85474,325.1348,931.43201
37,0.3,1640.39197,324.01712,931.32245
38,0.308,1634.92456,322.06836,932.4906
39,0.317,1629.30383,322.39401,932.69525
40,0.325,1625.34082,320.052,932.6001
41,0.333,1620.3501,317.37216,932.32574
42,0.342,1615.38782,317.57599,933.02856
43,0.35,1611.29419,314.242,932.58154
44,0.358,1605.13367,312.63931,934.03094
45,0.367,1600.73499,312.25195,934.64484
46,0.375,1596.19409,310.94574,935.99603
47,0.383,1591.70459,308.38531,935.90112
48,0.392,1585.74133,306.88519,937.1593
49,0.4,1582.12036,304.50528,937.57092
50,0.408,1578.12988,301.54507,937.90747
51,0.417,1574.37512,301.01434,939.65619
52,0.425,1569.06726,299.50772,940.54114
53,0.433,1565.38464,297.66965,941.14526
54,0.442,1562.35425,296.32248,941.62512
55,0.45,1557.39954,294.48804,942.36383
56,0.458,1554.22205,293.83041,942.8927
57,0.467,1550.16785,292.19565,943.57269
58,0.475,1546.27026,290.24026,944.49353
59,0.483,1542.65015,289.49506,943.78162
60,0.492,1538.48584,288.38968,944.2005
61,0.5,1535.60022,287.12827,944.23761
62,0.508,1530.96899,285.35031,943.63953
63,0.517,1527.22998,285.69748,943.96417
64,0.525,1524.17639,284.63571,943.70148
65,0.533,1520.71155,282.09912,943.35089
66,0.542,1516.12854,280.77231,943.10901
67,0.55,1512.70996,281.07529,942.85382
68,0.558,1509.82861,278.49463,943.03552
69,0.567,1505.73413,276.19891,942.9566
70,0.575,1502.92175,277.66769,943.23706
71,0.583,1498.59363,276.28015,942.4267
72,0.592,1495.78003,274.91626,942.82043
73,0.6,1492.98267,274.79004,943.54889
74,0.608,1489.61719,274.43942,943.60297
75,0.617,1487.4165,274.23206,943.97949
76,0.625,1483.83411,273.1636,944.39392
77,0.633,1480.7074,273.15765,944.24445
78,0.642,1477.38379,273.52063,944.80383
79,0.65,1474.995,272.24875,945.06213
80,0.658,1471.755,272.38589,945.0556
81,0.667,1468.53918,273.25821,944.90143
82,0.675,1466.4917,272.87582,944.85028
83,0.683,1463.44312,272.14621,944.87854
84,0.692,1459.6084,272.85239,944.61871
85,0.7,1457.25012,272.17609,944.55707
86,0.708,1452.77246,273.10205,944.22235
87,0.717,1450.25024,273.28381,943.73114
88,0.725,1447.66077,273.65714,943.70331
89,0.733,1442.60339,273.45929,943.16528
90,0.742,1441.11548,273.26135,943.22144
91,0.75,1436.05298,274.76111,942.97278
92,0.758,1433.21045,274.6492,942.78766
93,0.767,1429.6261,276.62662,942.82361
94,0.775,1425.00842,274.62488,940.89941
95,0.783,1420.00952,276.69406,940.4679
96,0.792,1417.88733,276.70294,940.2384
97,0.8,1412.35315,277.89447,939.77814
98,0.808,1408.90479,278.0802,939.23206
99,0.817,1404.46204,278.51337,938.68304
100,0.825,1400.25952,279.2305,937.71869
101,0.833,1395.60828,279.60971,937.05615
102,0.842,1390.65466,281.11252,936.67993
103,0.85,1387.88745,282.09808,936.10321
104,0.858,1381.42114,282.97797,935.82214
105,0.867,1376.69922,284.94012,935.02148
106,0.875,1371.43225,285.32626,933.52618
107,0.883,1366.85083,285.64246,933.29852
108,0.892,1361.4397,287.44296,932.57904
109,0.9,1357.77942,289.40332,931.1109
110,0.908,1351.13123,290.35767,930.38428
111,0.917,1345.88354,291.34326,929.13849
112,0.925,1340.83435,292.66656,928.3703
113,0.933,1334.80957,293.89206,927.82123
114,0.942,1329.06934,294.54828,926.54102
115,0.95,1323.04065,296.03073,926.41803
116,0.958,1317.30066,297.06961,925.9657
117,0.967,1311.95081,299.69778,925.52789
118,0.975,1305.30408,300.69189,925.00067
119,0.983,1299.04993,301.51703,925.22083
120,0.992,1291.92151,303.34869,926.1792
121,1,1286.38867,304.13797,926.11847
122,1.008,1280.56189,305.10373,925.94641
123,1.017,1273.83643,306.63837,926.12561
124,1.025,1267.23633,307.79626,926.53302
125,1.033,1261.27783,309.98352,926.42334
126,1.042,1254.94019,310.94327,928.8847
127,1.05,1248.13965,312.34781,929.25525
128,1.058,1241.96045,313.52493,929.5838
129,1.067,1235.97681,315.29486,930.9942
130,1.075,1229.43347,317.86108,932.13312
131,1.083,1222.89941,318.98599,933.05249
132,1.092,1217.44873,320.07953,935.23877
133,1.1,1210.44104,321.43719,936.72723
134,1.108,1204.77209,322.33502,937.37
135,1.117,1198.21252,324.61957,938.57373
136,1.125,1192.57141,325.91202,939.90735
137,1.133,1186.17004,327.59003,941.2146
138,1.142,1179.98889,328.76825,942.29578
139,1.15,1173.97021,331.0094,943.2793
140,1.158,1167.69409,332.7366,944.28076
141,1.167,1161.28101,334.96912,945.0777
142,1.175,1154.91748,335.97772,946.94818
143,1.183,1149.05835,336.6188,947.54102
144,1.192,1142.63232,337.83676,948.27161
145,1.2,1136.92126,340.21866,948.71979
146,1.208,1131.76477,342.54868,949.54871
147,1.217,1125.60754,343.05466,949.58636
148,1.225,1119.10132,343.83575,950.9458
149,1.233,1113.57458,345.00491,951.67395
150,1.242,1107.60266,346.21292,951.88202
151,1.25,1101.13513,347.27594,951.71777
152,1.258,1096.33752,346.88724,952.26825
153,1.267,1091.33655,350.27866,952.32214
154,1.275,1084.72107,349.18768,952.55896
155,1.283,1078.97241,350.23373,953.27673
156,1.292,1074.5636,350.65222,953.66711
157,1.3,1068.28369,350.36075,953.6369
158,1.308,1063.22681,350.39035,954.63531
159,1.317,1057.46265,351.57376,954.72711
160,1.325,1051.92712,352.51489,955.3147
161,1.333,1046.85681,352.84634,955.8678
162,1.342,1041.81982,352.41675,956.32996
163,1.35,1036.68237,353.35132,956.07233
164,1.358,1031.77356,352.75784,956.18427
165,1.367,1027.09302,354.20468,956.17792
166,1.375,1021.79248,353.65726,956.11365
167,1.383,1017.23285,354.47943,955.95715
168,1.392,1011.80554,353.54761,956.04822
169,1.4,1007.39856,353.90778,955.81366
170,1.408,1001.74048,353.09039,954.9342
171,1.417,996.59949,352.51303,955.15149
172,1.425,991.67194,352.05905,954.31165
173,1.433,986.22284,350.5368,953.85541
174,1.442,981.99536,350.69302,953.94464
175,1.45,977.08429,350.01285,952.185
176,1.458,971.51807,349.35785,952.30206
177,1.467,966.02936,350.03491,951.90723
178,1.475,961.39526,349.34821,951.37708
179,1.483,956.64258,348.4465,949.90381
180,1.492,951.98926,346.86365,947.82697
181,1.5,947.05157,346.28296,946.98297
182,1.508,942.19592,344.62305,946.18323
183,1.517,936.82001,343.85992,945.64966
184,1.525,930.97449,342.55093,944.50696
185,1.533,926.95819,342.9657,944.49451
186,1.542,920.90985,341.97385,943.52618
187,1.55,916.21936,342.0871,942.77045
