Frame#,Time,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z
1,0,1852.10608,51.20201,1481.08459,1681.98743,49.13107,1326.55042
2,0.008,1847.25623,52.14878,1481.41833,1679.30359,50.96811,1326.77063
3,0.017,1843.80579,51.55464,1481.50183,1674.52393,50.07088,1326.97424
4,0.025,1839.73145,51.10572,1481.16321,1668.71143,50.74229,1326.38977
5,0.033,1835.04712,50.83955,1480.20398,1666.83984,49.01356,1325.52637
6,0.042,1832.40845,51.17612,1479.88794,1661.66956,50.65831,1326.18201
7,0.05,1827.70081,50.77316,1479.23145,1658.18591,47.59222,1325.18494
8,0.058,1822.75806,52.04354,1479.69202,1652.36316,50.43549,1326.56091
9,0.067,1818.33887,51.76512,1478.6864,1648.68042,50.18598,1327.46313
10,0.075,1814.40405,50.96523,1478.00818,1644.79553,50.63144,1326.27075
11,0.083,1810.89026,50.94164,1477.93689,1640.16113,50.09139,1326.44324
12,0.092,1805.52222,49.37618,1476.67834,1635.91003,47.23058,1324.96338
13,0.1,1801.41248,49.71223,1476.17395,1633.2384,49.56693,1326.2948
14,0.108,1797.40369,48.60746,1475.02869,1627.83105,48.71441,1324.99731
15,0.117,1792.42175,48.68311,1475.55444,1622.75537,44.7089,1323.59253
16,0.125,1788.40344,47.62252,1475.2207,1619.46558,49.46286,1323.86365
17,0.133,1783.96631,47.74435,1474.39697,1614.86304,46.6753,1322.84399
18,0.142,1779.62976,45.40833,1473.7113,1608.86841,43.54075,1321.52441
19,0.15,1774.54041,45.63789,1473.47278,1603.80994,44.58127,1320.65088
20,0.158,1770.03821,44.15422,1471.88159,1601.83325,42.66578,1319.82507
21,0.167,1765.85962,44.40385,1471.51062,1593.89819,42.82941,1318.70068
22,0.175,1761.44678,42.58856,1470.76965,1590.01416,41.19436,1318.56177
23,0.183,1756.578,40.63624,1469.43042,1585.55542,41.22404,1317.50562
24,0.192,1751.16919,40.02467,1469.20386,1582.20996,41.30465,1318.40063
25,0.2,1746.37524,38.16632,1468.87024,1577.73926,37.27491,1316.349
26,0.208,1743.63501,37.0019,1468.40894,1571.08313,39.61561,1315.15125
27,0.217,1737.52856,37.17184,1467.38464,1569.50159,38.64083,1315.88562
