Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1762.25281,153.2115,1309.99048
2,0.008,1759.30627,152.11742,1310.03552
3,0.017,1753.34204,153.90779,1308.81763
4,0.025,1750.7019,153.0285,1308.37061
5,0.033,1746.57019,152.22519,1308.047
6,0.042,1742.53625,153.31071,1307.6344
7,0.05,1738.07764,151.44261,1306.91223
8,0.058,1734.06226,151.66112,1306.94324
9,0.067,1730.48193,152.53276,1305.97791
10,0.075,1725.38684,151.25566,1305.89087
11,0.083,1720.80945,151.48982,1305.10974
12,0.092,1717.16113,150.36099,1303.73511
13,0.1,1712.94226,150.2769,1303.55029
14,0.108,1707.36438,148.75407,1303.36682
15,0.117,1706.01111,148.84396,1302.3385
16,0.125,1699.77771,148.36847,1302.46033
17,0.133,1694.74744,146.75685,1301.5094
18,0.142,1691.90295,147.99561,1300.9408
19,0.15,1686.95715,146.76886,1300.46936
20,0.158,1682.05237,144.72708,1299.71484
21,0.167,1677.51453,144.54463,1298.68884
22,0.175,1673.96277,144.7397,1299.22083
23,0.183,1669.15088,141.71165,1297.51843
24,0.192,1664.72498,141.5052,1296.20911
25,0.2,1659.4436,139.57426,1296.65747
26,0.208,1655.00427,138.4303,1295.95679
27,0.217,1651.1001,138.65562,1295.43286
28,0.225,1645.99341,136.29633,1294.32996
29,0.233,1641.52795,134.149,1294.63611
30,0.242,1635.33179,133.65831,1293.7627
31,0.25,1631.24365,132.63034,1293.1355
32,0.258,1628.34534,130.56984,1293.1615
33,0.267,1623.11377,129.39053,1292.78906
34,0.275,1617.26245,127.85075,1293.14026
35,0.283,1613.1272,125.94913,1292.91077
36,0.292,1608.31165,124.23718,1292.17444
37,0.3,1602.79773,121.63448,1292.51428
38,0.308,1597.96155,121.32208,1292.84521
39,0.317,1593.71436,120.01676,1293.11194
40,0.325,1589.64648,117.24176,1293.07458
41,0.333,1584.56628,116.529,1292.77612
42,0.342,1580.10547,113.21622,1292.88184
43,0.35,1574.88696,113.082,1294.06482
44,0.358,1569.98206,111.29652,1295.24976
45,0.367,1566.9231,110.18964,1295.68665
46,0.375,1562.97583,108.79683,1296.17041
47,0.383,1557.88025,106.91947,1296.65796
48,0.392,1553.83594,105.68835,1297.80164
49,0.4,1550.59583,103.10738,1298.64526
50,0.408,1546.40796,102.42391,1299.72424
