Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1766.15125,411.50089,819.77911
2,0.008,1765.18982,411.94852,819.47626
3,0.017,1764.14783,412.07239,817.9234
4,0.025,1758.52917,411.45959,817.2348
5,0.033,1753.94348,409.4213,816.63702
6,0.042,1753.09875,409.46069,815.22919
7,0.05,1749.72461,408.08884,813.9585
8,0.058,1748.16431,409.51837,814.09589
9,0.067,1745.2771,407.99954,813.64996
10,0.075,1741.46057,406.61926,813.00812
11,0.083,1738.24536,405.47992,811.82526
12,0.092,1736.65479,406.17838,812.07556
13,0.1,1732.92078,405.27377,811.56165
14,0.108,1731.4342,404.79022,810.68512
15,0.117,1726.30664,402.93402,810.54352
16,0.125,1726.06958,403.17404,808.54706
17,0.133,1719.86072,402.50494,808.72675
18,0.142,1716.32068,399.99683,806.58331
19,0.15,1714.35217,400.53119,805.03436
20,0.158,1709.83789,400.37869,805.41522
21,0.167,1706.56653,398.7092,804.6416
22,0.175,1703.04163,398.1629,803.88257
23,0.183,1698.90527,397.42966,803.88605
24,0.192,1695.203,396.27869,803.65466
25,0.2,1690.05481,393.71683,802.32709
26,0.208,1686.09692,395.15396,804.49988
27,0.217,1680.42212,396.01202,803.27472
28,0.225,1676.06006,395.52744,802.34644
29,0.233,1671.86316,392.86475,803.13544
30,0.242,1668.99915,393.1843,801.71582
31,0.25,1664.56543,392.23776,801.34314
32,0.258,1658.47314,389.81705,801.44043
33,0.267,1654.34509,389.4165,801.42334
34,0.275,1650.64258,388.22888,801.7533
35,0.283,1647.21631,387.24216,801.86041
36,0.292,1642.4823,386.69614,803.03302
37,0.3,1636.86829,383.82532,802.41431
38,0.308,1631.79041,383.62695,802.61652
39,0.317,1627.08557,381.10794,803.47266
40,0.325,1622.36084,379.24908,801.73456
41,0.333,1616.81396,379.92639,803.5755
42,0.342,1611.03076,375.99261,803.37476
43,0.35,1608.53455,375.95688,803.87317
44,0.358,1601.28833,373.87308,803.84686
45,0.367,1599.62012,373.33899,805.9256
46,0.375,1594.00586,372.14197,806.38367
47,0.383,1589.34143,370.6969,807.81714
48,0.392,1584.71838,369.58203,808.49823
49,0.4,1580.13318,365.32996,808.19562
50,0.408,1575.53735,365.13416,809.45215
51,0.417,1571.45068,362.64432,809.42236
52,0.425,1566.34106,361.26205,809.81995
53,0.433,1562.66235,360.24231,812.31659
54,0.442,1559.00195,358.89401,812.13776
55,0.45,1554.53088,357.93356,812.45605
56,0.458,1549.70361,354.88638,812.849
57,0.467,1546.50549,353.1423,813.89954
58,0.475,1543.06787,352.46036,813.26404
59,0.483,1538.7594,351.68784,813.34784
