Frame#,Time,R.Biceps.Lateral.x,R.Biceps.Lateral.y,R.Biceps.Lateral.z
1,0,1855.86182,63.44615,1394.67517
2,0.008,1851.61377,63.85935,1394.93677
3,0.017,1846.76001,63.83995,1394.55444
4,0.025,1843.55383,63.40753,1394.4519
5,0.033,1838.8053,63.36261,1393.44141
6,0.042,1835.42883,62.51766,1393.33313
7,0.05,1830.29272,62.87486,1393.72681
8,0.058,1826.41528,62.57111,1393.54419
9,0.067,1821.95081,62.42098,1393.12805
10,0.075,1817.30676,61.72033,1392.24609
11,0.083,1813.55115,61.19686,1391.77124
12,0.092,1808.72461,60.86201,1391.14429
13,0.1,1804.24695,60.2553,1390.29346
14,0.108,1799.38843,59.93645,1390.57617
15,0.117,1795.1073,58.91763,1389.83276
16,0.125,1790.65686,57.88144,1389.22754
17,0.133,1786.14709,56.96235,1388.29944
18,0.142,1782.04358,56.12098,1388.0824
19,0.15,1777.88342,55.81921,1386.93323
20,0.158,1773.09326,54.9072,1386.30334
21,0.167,1768.22571,54.16195,1385.76123
22,0.175,1763.59717,52.31837,1385.42456
23,0.183,1759.01318,51.1865,1384.27356
24,0.192,1754.36401,50.10237,1383.59387
25,0.2,1749.89429,48.49335,1382.95105
26,0.208,1745.2915,47.16121,1382.28528
27,0.217,1740.65857,44.85385,1380.69092
28,0.225,1736.02539,43.00629,1380.3252
29,0.233,1731.15149,41.94229,1379.74219
30,0.242,1726.76294,39.40478,1378.97656
31,0.25,1721.63049,38.24535,1378.1106
32,0.258,1716.58142,36.87469,1377.81226
33,0.267,1712.32739,34.74366,1377.42236
34,0.275,1707.31458,33.22389,1378.15405
35,0.283,1702.1709,30.92493,1377.12952
36,0.292,1697.20691,29.82175,1376.59363
37,0.3,1692.41541,28.91384,1375.78381
38,0.308,1688.47852,26.245,1376.89197
39,0.317,1683.5968,24.94937,1376.93494
40,0.325,1677.9585,23.87329,1376.74011
41,0.333,1674.0415,21.93502,1377.16772
42,0.342,1669.45825,20.6323,1377.20044
