Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1784.02673,-38.78137,1319.70032,1816.37927,252.28778,1309.01392,1848.79675,-122.58076,1320.99988
2,0.008,1780.18066,-39.38855,1319.4353,1811.4502,252.26816,1308.31482,1843.56714,-121.39031,1320.70178
3,0.017,1777.10852,-38.79612,1318.79272,1809.27356,252.02815,1309.05103,1839.17163,-121.33636,1320.28711
4,0.025,1772.87524,-39.11,1318.57642,1803.70874,251.52536,1308.59705,1835.53333,-122.53298,1321.18811
5,0.033,1768.31836,-40.91921,1317.94482,1801.72083,251.77274,1307.87683,1830.70813,-121.44721,1320.50378
6,0.042,1762.67407,-39.72081,1317.64441,1796.59937,251.3856,1307.40161,1827.79456,-122.44543,1320.27881
7,0.05,1759.40308,-39.28239,1316.93542,1793.70203,251.13205,1306.34534,1822.29065,-121.4201,1319.17346
8,0.058,1755.88245,-39.62902,1317.2533,1788.7699,250.91501,1306.45178,1818.90552,-123.134,1320.26013
9,0.067,1751.44714,-40.42564,1316.52637,1784.86951,250.25952,1305.39783,1812.66748,-123.28603,1319.52551
10,0.075,1746.45898,-41.01126,1316.45911,1780.84509,250.10672,1305.47485,1809.29224,-126.02259,1319.22913
11,0.083,1741.01221,-42.07777,1316.22437,1777.64734,249.58455,1304.88538,1804.55139,-123.5153,1317.81689
12,0.092,1737.05078,-41.73137,1315.13745,1772.54553,248.61247,1304.15857,1800.6239,-125.1943,1318.56604
13,0.1,1733.74536,-43.52991,1314.95813,1769.74255,249.21228,1303.57971,1795.6759,-125.98313,1318.4552
14,0.108,1727.69141,-43.01694,1314.10657,1766.05371,249.12598,1302.89343,1790.25549,-124.88918,1318.21167
15,0.117,1724.49365,-43.5261,1314.02136,1760.71973,247.17912,1301.6272,1786.38269,-126.87674,1316.80164
16,0.125,1719.0166,-43.91935,1312.75623,1756.38062,246.4763,1302.10144,1781.13757,-127.44138,1316.48145
17,0.133,1713.01782,-44.18183,1312.70203,1751.86133,244.95316,1300.35291,1776.95386,-129.27577,1315.71582
18,0.142,1708.78284,-46.0144,1311.50024,1748.81543,244.46527,1300.47388,1770.7616,-128.85605,1314.6676
19,0.15,1705.99207,-46.76048,1311.13818,1742.69312,242.60823,1300.4679,1767.01184,-129.91695,1315.01953
20,0.158,1700.28894,-47.04935,1309.74219,1739.05225,242.30077,1299.60803,1761.70459,-131.04958,1313.58594
21,0.167,1695.77393,-47.31458,1309.54712,1736.30884,242.82875,1298.26343,1756.63818,-132.49875,1312.71411
22,0.175,1690.04041,-48.83392,1308.77905,1730.30078,241.15721,1298.51904,1752.27234,-134.10004,1312.57568
23,0.183,1686.51086,-50.09167,1307.52454,1726.88477,239.84715,1298.03052,1746.38281,-133.92654,1311.14502
24,0.192,1681.0304,-50.77125,1307.17712,1721.87,239.4409,1297.35767,1742.02124,-136.48216,1310.05103
25,0.2,1675.2616,-51.77935,1306.00159,1716.88037,237.38873,1296.89807,1736.40381,-136.90448,1309.25623
26,0.208,1670.73535,-53.5482,1305.69116,1712.8092,235.78181,1296.02502,1732.12537,-139.59547,1307.90955
27,0.217,1665.25293,-54.32312,1305.18982,1709.9314,235.82089,1295.09949,1726.75684,-140.06511,1306.74622
28,0.225,1661.50305,-55.57354,1304.3136,1705.14758,232.66908,1294.5332,1721.20093,-141.20549,1306.39832
29,0.233,1656.99634,-57.72482,1304.16235,1700.9364,232.57523,1293.92444,1716.2384,-142.5625,1305.24573
30,0.242,1651.49121,-59.83655,1302.65442,1696.80249,230.22517,1292.87695,1711.13135,-144.18846,1304.43921
31,0.25,1645.97766,-60.52662,1302.65137,1691.14099,228.78011,1292.76074,1705.40503,-146.04993,1303.09363
32,0.258,1640.52869,-63.92073,1301.39868,1688.56348,228.37807,1292.89478,1700.34363,-148.29387,1302.40308
33,0.267,1636.41284,-63.55936,1300.49048,1682.26624,224.53229,1292.50928,1695.1709,-149.87062,1302.70605
34,0.275,1630.58044,-65.61574,1299.60559,1679.13403,224.53456,1292.32837,1688.09875,-149.88628,1300.94604
35,0.283,1627.63635,-66.32861,1299.83838,1671.93762,221.39302,1292.29944,1685.10522,-153.82709,1300.8468
36,0.292,1621.0072,-68.75903,1299.70349,1668.97034,220.39487,1292.11609,1678.94604,-154.72816,1301.16711
37,0.3,1616.51233,-69.83269,1299.05005,1661.7312,217.11794,1292.3551,1675.43689,-156.63133,1301.62207
38,0.308,1611.00146,-71.40788,1299.95325,1658.7843,217.05727,1292.66296,1668.55066,-157.01161,1301.21899
39,0.317,1605.52271,-73.10888,1300.28918,1653.83496,216.77812,1293.03003,1664.62488,-159.60957,1300.54016
40,0.325,1601.30798,-74.08282,1301.01099,1648.27161,213.40514,1291.62402,1659.98828,-161.96199,1300.34436
41,0.333,1597.02991,-76.24557,1300.53442,1644.79761,212.4151,1293.38904,1654.75342,-163.05836,1301.18274
42,0.342,1592.16443,-77.7366,1300.5835,1639.62366,210.64799,1293.77075,1649.17639,-163.93056,1302.2699
43,0.35,1587.20349,-79.65272,1301.93713,1635.13916,208.57927,1292.96301,1645.40039,-166.76971,1301.77759
44,0.358,1581.30432,-80.74168,1302.42566,1632.44763,208.11209,1294.0564,1639.22144,-166.58354,1302.97766
45,0.367,1576.36816,-83.44393,1303.61157,1628.17969,205.80621,1294.7821,1635.53516,-169.76622,1304.08142
46,0.375,1571.89966,-84.00546,1304.83447,1624.4613,204.81258,1296.26001,1630.03381,-171.79265,1304.95203
47,0.383,1567.53894,-85.05243,1305.97839,1619.65234,201.98625,1295.93884,1624.59473,-171.70819,1306.44739
48,0.392,1562.98816,-86.31625,1307.0011,1615.66663,201.45889,1296.43506,1619.89734,-173.87047,1306.7738
49,0.4,1558.30334,-88.4423,1307.56348,1612.29932,199.80251,1297.89697,1614.83728,-175.32327,1309.22546
50,0.408,1553.23132,-90.61961,1308.23425,1608.22217,197.49007,1298.04834,1609.81311,-176.90498,1308.78479
51,0.417,1547.88477,-90.8642,1309.53723,1603.2511,195.38974,1298.36926,1603.94714,-178.52303,1309.53394
52,0.425,1544.00977,-92.66768,1310.61987,1600.2948,194.59065,1300.70801,1599.67163,-180.15025,1311.74573
53,0.433,1539.31653,-92.32197,1311.91748,1595.73975,194.28488,1301.13611,1593.71655,-180.39981,1312.05127
54,0.442,1534.42529,-94.85148,1313.1698,1591.62402,191.29451,1301.73926,1589.88342,-182.59276,1313.03796
55,0.45,1529.66943,-95.33747,1313.59448,1588.51282,189.89536,1301.44507,1584.06323,-183.72549,1313.87366
