Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,1844.7511,341.88895,1042.60425
2,0.008,1839.55286,339.70734,1041.9209
3,0.017,1838.68237,340.14841,1040.16479
4,0.025,1835.62048,340.59476,1040.90393
5,0.033,1832.69727,340.63638,1039.72644
6,0.042,1827.22314,338.8158,1039.35779
7,0.05,1826.06934,339.26703,1038.09619
8,0.058,1822.35913,338.32584,1039.74609
9,0.067,1819.99402,338.1106,1037.67029
10,0.075,1816.05969,337.45343,1037.08313
11,0.083,1813.8031,337.74576,1036.91052
12,0.092,1810.1958,336.96005,1036.22827
13,0.1,1807.48914,336.46481,1036.23145
14,0.108,1803.07678,335.27603,1035.41382
15,0.117,1801.21338,335.39551,1035.87732
16,0.125,1795.76172,333.45529,1034.55652
17,0.133,1792.4696,333.51352,1033.51648
18,0.142,1790.00891,333.664,1032.77747
19,0.15,1784.14697,330.30545,1031.80066
20,0.158,1782.9032,331.05133,1031.51392
21,0.167,1777.81982,330.98016,1031.2804
22,0.175,1772.52588,329.36945,1031.15723
23,0.183,1767.20874,327.33401,1030.16565
24,0.192,1765.90222,328.21436,1030.03137
25,0.2,1760.09741,324.87195,1029.70862
26,0.208,1755.0166,324.67123,1029.4187
27,0.217,1752.75085,324.96576,1029.02966
28,0.225,1745.02783,320.60886,1028.18604
29,0.233,1743.99927,320.20798,1027.60864
30,0.242,1739.75073,319.60117,1027.02856
31,0.25,1733.37756,316.7291,1025.80457
32,0.258,1731.12671,316.9603,1027.0094
33,0.267,1725.58704,314.48431,1026.03076
34,0.275,1722.0376,312.96329,1025.65833
35,0.283,1717.17566,311.83752,1025.57288
36,0.292,1711.23108,309.73129,1026.05823
37,0.3,1706.93689,308.80075,1026.99463
38,0.308,1701.14832,305.43411,1026.61096
39,0.317,1696.58325,304.76788,1026.7533
40,0.325,1690.64612,301.57379,1026.68811
41,0.333,1686.13049,300.75598,1026.98486
42,0.342,1683.79346,298.36096,1026.92029
43,0.35,1678.41919,298.62256,1027.01245
44,0.358,1673.58667,296.91605,1027.74719
45,0.367,1668.58972,294.50055,1027.21155
46,0.375,1663.68372,293.27158,1028.82263
47,0.383,1659.19824,291.33334,1030.87842
48,0.392,1653.36206,290.57224,1030.93494
49,0.4,1649.27527,286.44049,1031.15063
50,0.408,1644.04919,285.37521,1031.40479
51,0.417,1642.32166,282.52069,1031.64941
52,0.425,1639.13477,281.29938,1032.50317
53,0.433,1634.80737,280.14096,1033.06372
54,0.442,1629.86975,276.87378,1033.57336
55,0.45,1628.86511,276.18726,1033.79248
56,0.458,1623.99463,274.28598,1035.0293
57,0.467,1619.25928,272.20505,1036.08801
58,0.475,1614.24292,269.65768,1034.81165
59,0.483,1611.87769,269.79675,1035.50024
60,0.492,1608.14563,268.66666,1035.79187
61,0.5,1602.6272,264.99573,1035.46667
62,0.508,1599.9032,265.4455,1035.87952
63,0.517,1597.8092,265.0849,1035.81567
64,0.525,1592.37146,265.24567,1035.43066
65,0.533,1587.01489,261.78143,1034.87659
66,0.542,1586.23853,261.89703,1035.13989
67,0.55,1581.57104,260.48441,1036.04663
68,0.558,1576.30908,258.34637,1035.90906
69,0.567,1574.96545,259.51007,1035.05176
70,0.575,1571.09729,258.92325,1036.34888
71,0.583,1565.81042,256.66873,1036.62439
72,0.592,1564.67029,256.81799,1036.9137
73,0.6,1560.22253,255.83195,1036.93726
74,0.608,1557.64893,256.59802,1036.99097
75,0.617,1553.87585,254.63449,1037.29895
76,0.625,1551.80945,254.10748,1037.53052
77,0.633,1548.44666,254.49303,1037.76221
78,0.642,1545.2677,253.95761,1038.00964
79,0.65,1542.92456,253.59663,1038.30164
80,0.658,1538.00427,252.19005,1039.02637
81,0.667,1536.32837,253.06354,1040.14673
82,0.675,1532.43042,252.58171,1039.18848
83,0.683,1530.62329,252.89885,1039.25281
84,0.692,1526.47681,251.94614,1039.31311
85,0.7,1524.24072,251.00597,1038.54871
86,0.708,1519.76611,252.16246,1039.29309
87,0.717,1517.1156,252.38963,1039.27148
88,0.725,1513.9823,252.58693,1039.30481
89,0.733,1508.4613,250.24557,1037.96704
90,0.742,1506.69812,251.28625,1037.86328
91,0.75,1501.81641,252.58228,1038.11182
92,0.758,1497.12708,252.68764,1037.1958
93,0.767,1495.18237,254.25955,1037.10132
94,0.775,1489.20398,252.22662,1036.56873
95,0.783,1485.84375,253.62244,1036.32288
