Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
1,0,1953.40625,143.40749,1258.28223,1813.13135,293.75058,1194.07886
2,0.008,1949.51721,142.73512,1258.72644,1809.71289,293.8544,1193.14331
3,0.017,1945.09998,142.32602,1258.02917,1806.66638,293.63702,1192.63953
4,0.025,1941.72583,142.88469,1258.13818,1803.20544,293.58533,1192.45105
5,0.033,1937.84949,141.95647,1258.09229,1800.35193,293.51126,1191.53174
6,0.042,1932.96936,141.77806,1257.77917,1796.73499,293.19528,1191.43372
7,0.05,1930.34094,140.75647,1257.49548,1793.68787,293.25818,1191.69629
8,0.058,1925.97339,140.7531,1257.26855,1790.11145,293.09125,1190.54199
9,0.067,1921.65906,139.44707,1256.71008,1787.7677,293.05365,1190.22217
10,0.075,1917.47095,139.16782,1256.86523,1785.96655,293.18002,1190.06348
11,0.083,1913.38599,138.10712,1256.2655,1781.2218,292.47067,1188.30591
12,0.092,1909.33044,138.18396,1255.78564,1777.3418,292.24673,1188.82434
13,0.1,1905.33887,137.01772,1255.2937,1772.54785,291.3017,1187.66553
14,0.108,1900.22986,136.55768,1254.7323,1769.69141,290.86453,1187.86255
15,0.117,1895.80859,134.15019,1254.55811,1763.57654,288.3627,1188.06299
16,0.125,1891.48389,134.42397,1253.92188,1760.39502,288.05194,1186.71606
17,0.133,1887.64758,132.83203,1253.52576,1756.53979,288.57037,1186.14001
18,0.142,1883.11316,132.36409,1252.6228,1753.43762,288.40796,1184.73804
19,0.15,1879.23682,131.42319,1251.66125,1748.96655,286.88458,1186.0426
20,0.158,1874.32996,129.61728,1251.77576,1744.27087,285.78769,1184.23206
21,0.167,1869.49365,128.62469,1250.32483,1741.23413,285.10431,1183.91113
22,0.175,1865.0061,127.04626,1249.83923,1735.92615,283.0387,1182.35071
23,0.183,1860.14343,125.77267,1249.11731,1733.12537,283.92911,1182.23425
24,0.192,1855.67493,124.71261,1247.6217,1727.77759,282.6951,1181.4093
25,0.2,1851.37939,122.61105,1247.51233,1725.00098,280.82391,1181.62244
26,0.208,1846.15601,121.94492,1246.79956,1718.32104,278.88168,1180.4115
27,0.217,1842.02661,120.51923,1245.64441,1716.53369,279.16446,1180.26025
28,0.225,1837.16101,117.65256,1244.46326,1710.6095,277.48212,1179.44873
29,0.233,1832.06335,116.20624,1243.78125,1706.78833,275.11804,1179.62866
30,0.242,1827.98816,114.91898,1242.69592,1704.08752,275.49026,1179.28467
31,0.25,1823.58411,111.65804,1241.875,1697.59546,272.62195,1178.52856
32,0.258,1818.67261,109.92406,1241.5199,1694.78503,271.40732,1178.68616
33,0.267,1813.60693,108.73581,1241.18262,1688.53992,268.66498,1176.61694
34,0.275,1808.50842,106.04137,1240.72803,1684.92529,267.06198,1178.82324
35,0.283,1803.37817,104.87823,1241.16602,1680.39307,266.67844,1178.29333
36,0.292,1798.41064,103.66914,1240.86133,1674.46765,263.20654,1177.71411
37,0.3,1793.95264,101.48736,1240.01868,1671.95642,264.164,1177.94177
38,0.308,1789.28845,99.96198,1240.07898,1667.61084,261.36005,1179.01599
39,0.317,1784.52246,98.92814,1240.76733,1661.35974,260.10986,1177.9165
40,0.325,1779.85925,97.65838,1240.48181,1654.33606,257.89639,1178.35156
41,0.333,1775.55029,95.33868,1240.7926,1653.91492,257.88968,1179.46899
42,0.342,1770.72229,93.74471,1240.77637,1647.62036,256.01141,1179.58704
43,0.35,1766.00195,92.55336,1240.71497,1643.57202,253.65706,1180.08582
44,0.358,1761.19141,90.90814,1241.33252,1637.9873,252.70876,1180.39453
45,0.367,1756.94897,88.77345,1242.36658,1633.22791,250.43459,1180.80212
46,0.375,1752.68689,86.67257,1242.97424,1629.53564,248.35883,1181.39282
47,0.383,1747.91602,85.30351,1243.54089,1625.29138,246.30624,1181.24841
48,0.392,1743.18921,83.08513,1243.92957,1621.21753,245.43767,1181.89551
49,0.4,1738.98303,80.80775,1244.28271,1617.87048,242.98482,1182.74707
50,0.408,1734.73364,79.72641,1245.82666,1613.03113,240.53592,1183.2793
51,0.417,1730.32922,77.22102,1246.34583,1609.37048,240.26724,1183.96851
52,0.425,1726.27087,76.1049,1246.45239,1607.11011,239.79604,1185.46484
53,0.433,1722.09802,74.1919,1247.23535,1602.24353,235.93831,1186.98303
54,0.442,1717.349,71.64465,1247.82898,1597.42468,233.87788,1186.12183
55,0.45,1713.39929,69.62428,1248.19824,1594.66125,232.87631,1187.93188
56,0.458,1709.14856,67.89977,1249.00781,1591.84375,233.21405,1188.08545
57,0.467,1704.63879,66.1651,1249.62427,1586.31006,230.75539,1188.55762
58,0.475,1700.57349,64.04624,1249.84167,1583.53186,229.16319,1187.95691
59,0.483,1696.38293,62.41843,1250.05579,1579.87732,228.23273,1189.05847
60,0.492,1692.41931,61.51398,1249.9845,1575.65234,225.96561,1188.11316
61,0.5,1688.93481,60.58915,1250.41431,1570.60303,225.03049,1188.55884
62,0.508,1684.74426,57.61065,1250.52563,1567.49146,224.73503,1188.69299
