Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,-60.32853,11.42151,1046.25085,-62.60733,201.98642,1020.69672,-205.26193,-42.90525,1008.85956,-219.57761,190.26019,1008.71619,-234.06969,-16.70842,935.89624
2,0.008,-60.32853,11.42151,1046.25085,-62.99492,202.04146,1020.55042,-205.38567,-43.08207,1008.72229,-219.71365,190.18391,1008.61926,-234.06969,-16.70842,935.89624
3,0.017,-60.32853,11.42151,1046.25085,-63.15498,202.04701,1020.41327,-205.25056,-42.56307,1008.94421,-219.92511,190.24818,1008.48193,-234.06969,-16.70842,935.89624
4,0.025,-60.32853,11.42151,1046.25085,-63.15498,202.04701,1020.41327,-205.25056,-42.56307,1008.94421,-219.71365,190.18391,1008.61926,-234.06969,-16.70842,935.89624
5,0.033,-60.32853,11.42151,1046.25085,-63.15498,202.04701,1020.41327,-205.26193,-42.90525,1008.85956,-219.71365,190.18391,1008.61926,-234.13036,-16.90292,936.14832
6,0.042,-60.32853,11.42151,1046.25085,-63.15498,202.04701,1020.41327,-205.26193,-42.90525,1008.85956,-219.73964,189.88147,1008.52795,-234.06969,-16.70842,935.89624
7,0.05,-60.32853,11.42151,1046.25085,-63.16872,202.10823,1020.34149,-205.26193,-42.90525,1008.85956,-219.62839,189.99559,1008.54486,-234.13036,-16.90292,936.14832
8,0.058,-60.14645,11.7739,1045.96252,-62.88063,202.03545,1020.30951,-205.28253,-42.60358,1009.17084,-219.62839,189.99559,1008.54486,-234.13036,-16.90292,936.14832
9,0.067,-60.32853,11.42151,1046.25085,-62.88063,202.03545,1020.30951,-205.28253,-42.60358,1009.17084,-219.62839,189.99559,1008.54486,-234.13036,-16.90292,936.14832
10,0.075,-60.32853,11.42151,1046.25085,-62.88063,202.03545,1020.30951,-205.25056,-42.56307,1008.94421,-219.39525,190.29344,1008.56421,-234.13036,-16.90292,936.14832
11,0.083,-59.75816,11.81839,1045.88281,-62.65601,201.692,1020.23291,-205.28253,-42.60358,1009.17084,-219.16624,190.19122,1008.6615,-234.13036,-16.90292,936.14832
12,0.092,-59.75816,11.81839,1045.88281,-62.65601,201.692,1020.23291,-204.65633,-42.73923,1009.13293,-219.06914,190.41281,1008.58392,-234.38147,-16.73438,936.91064
13,0.1,-59.75816,11.81839,1045.88281,-62.65601,201.692,1020.23291,-204.65633,-42.73923,1009.13293,-218.88525,190.71208,1008.58197,-234.17758,-16.71896,936.48248
14,0.108,-59.41985,11.82872,1045.76428,-62.65601,201.692,1020.23291,-204.65633,-42.73923,1009.13293,-218.88525,190.71208,1008.58197,-234.3407,-16.48759,936.74048
15,0.117,-59.41985,11.82872,1045.76428,-62.52683,201.70433,1020.1969,-204.66135,-43.02679,1009.02795,-218.65778,190.63945,1008.41589,-234.49747,-16.68698,936.83447
16,0.125,-59.41985,11.82872,1045.76428,-62.37523,201.58418,1020.31757,-204.65633,-42.73923,1009.13293,-218.33818,190.6438,1008.3371,-233.99048,-16.72738,936.86243
17,0.133,-59.41985,11.82872,1045.76428,-62.41161,201.45436,1019.52618,-204.07309,-41.80367,1009.64154,-218.23735,190.75671,1008.55237,-233.81776,-16.16369,937.30841
18,0.142,-59.28301,11.2192,1045.92004,-62.17899,201.42905,1019.29431,-203.67758,-41.82101,1009.42621,-218.23735,190.75671,1008.55237,-234.34743,-16.11468,937.43317
19,0.15,-59.41985,11.82872,1045.76428,-61.96772,201.31496,1019.14087,-203.83728,-41.68697,1009.71802,-218.23735,190.75671,1008.55237,-233.81776,-16.16369,937.30841
20,0.158,-59.28301,11.2192,1045.92004,-61.38298,201.18431,1019.1474,-204.13403,-42.07065,1009.64954,-218.23735,190.75671,1008.55237,-233.97324,-16.34718,937.16083
21,0.167,-59.28301,11.2192,1045.92004,-61.40398,201.06335,1019.01245,-204.13403,-42.07065,1009.64954,-218.23735,190.75671,1008.55237,-233.81776,-16.16369,937.30841
22,0.175,-59.41985,11.82872,1045.76428,-61.22867,201.17976,1019.12787,-203.83728,-41.68697,1009.71802,-217.86627,190.58707,1008.69574,-233.81776,-16.16369,937.30841
23,0.183,-59.10614,11.02615,1045.84253,-61.22867,201.17976,1019.12787,-203.51927,-41.31443,1009.63837,-217.83023,190.70415,1008.92627,-233.81776,-16.16369,937.30841
24,0.192,-59.10614,11.02615,1045.84253,-61.22867,201.17976,1019.12787,-203.51927,-41.31443,1009.63837,-218.11903,190.83197,1008.90759,-233.81776,-16.16369,937.30841
25,0.2,-58.73083,11.15557,1045.91541,-61.22867,201.17976,1019.12787,-203.51927,-41.31443,1009.63837,-217.86627,190.58707,1008.69574,-233.81776,-16.16369,937.30841
26,0.208,-58.73083,11.15557,1045.91541,-61.18098,201.40109,1019.06592,-203.29323,-40.71469,1009.44189,-217.81813,190.96626,1008.68622,-233.81776,-16.16369,937.30841
27,0.217,-58.73083,11.15557,1045.91541,-61.18098,201.40109,1019.06592,-203.29323,-40.71469,1009.44189,-217.83023,190.70415,1008.92627,-233.81776,-16.16369,937.30841
28,0.225,-58.73083,11.15557,1045.91541,-61.18098,201.40109,1019.06592,-203.34428,-41.13659,1009.48743,-217.70477,190.62111,1008.6333,-233.81776,-16.16369,937.30841
29,0.233,-58.73083,11.15557,1045.91541,-61.18098,201.40109,1019.06592,-203.09877,-41.23117,1009.36462,-217.87679,190.36569,1008.56274,-232.91914,-16.32264,937.3999
30,0.242,-58.73083,11.15557,1045.91541,-61.33211,201.66251,1019.11554,-203.05577,-41.1903,1009.12274,-217.87679,190.36569,1008.56274,-233.3046,-16.09624,937.30475
31,0.25,-58.73083,11.15557,1045.91541,-61.33211,201.66251,1019.11554,-202.61711,-40.70683,1008.90417,-217.86627,190.58707,1008.69574,-233.22214,-15.89966,936.93536
32,0.258,-58.73083,11.15557,1045.91541,-61.33211,201.66251,1019.11554,-202.61711,-40.70683,1008.90417,-217.61839,190.70398,1008.40149,-232.78835,-15.68135,936.9505
33,0.267,-58.73083,11.15557,1045.91541,-61.48315,201.9241,1019.16522,-202.15445,-40.93513,1008.77234,-217.28442,190.26746,1008.62323,-232.46518,-16.4371,937.01428
