Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,257.81689,-41.60134,75.09834,463.65594,-80.79437,46.53493,416.61279,-43.2211,57.31623
2,0.008,257.65994,-41.66269,75.16364,463.63535,-80.68454,46.43622,416.68497,-43.10783,57.23
3,0.017,257.957,-41.24436,75.23421,463.65594,-80.79437,46.53493,416.72324,-43.16293,57.28618
4,0.025,258.17496,-40.96027,75.1634,463.63535,-80.68454,46.43622,416.61279,-43.2211,57.31623
5,0.033,257.89734,-41.4427,75.16759,463.49448,-80.92995,46.58365,416.68497,-43.10783,57.23
6,0.042,257.65994,-41.66269,75.16364,463.49448,-80.92995,46.58365,416.65106,-43.2762,57.37241
7,0.05,257.81689,-41.60134,75.09834,463.49448,-80.92995,46.58365,416.65057,-43.24551,57.40207
8,0.058,258.05432,-41.38137,75.1023,463.49448,-80.92995,46.58365,416.57837,-43.35878,57.4883
9,0.067,257.957,-41.24436,75.23421,463.49448,-80.92995,46.58365,416.23938,-43.03523,57.88163
10,0.075,257.89734,-41.4427,75.16759,463.49448,-80.92995,46.58365,416.43784,-43.05484,57.70783
11,0.083,257.89734,-41.4427,75.16759,463.49448,-80.92995,46.58365,416.44766,-43.27032,57.55019
12,0.092,257.957,-41.24436,75.23421,463.49448,-80.92995,46.58365,416.47531,-43.37277,57.47284
13,0.1,258.11398,-41.18303,75.16892,463.49448,-80.92995,46.58365,416.36554,-42.96412,57.55397
14,0.108,258.05432,-41.38137,75.1023,463.4809,-80.80787,46.47756,416.48157,-42.93148,57.67212
15,0.117,257.87256,-41.31755,75.06448,463.49448,-80.92995,46.58365,416.58514,-43.11865,57.39358
16,0.125,257.87256,-41.31755,75.06448,463.49448,-80.92995,46.58365,416.48642,-43.48643,57.69003
17,0.133,258.17496,-40.96027,75.1634,463.49448,-80.92995,46.58365,416.65057,-43.24551,57.40207
18,0.142,258.17496,-40.96027,75.1634,463.49448,-80.92995,46.58365,416.54315,-42.86559,57.45237
19,0.15,258.11398,-41.18303,75.16892,463.49448,-80.92995,46.58365,416.54871,-42.88668,57.65234
20,0.158,257.71561,-41.37888,75.12978,463.49448,-80.92995,46.58365,416.62018,-43.29176,57.50609
21,0.167,257.81689,-41.60134,75.09834,463.63535,-80.68454,46.43622,416.71771,-43.2007,57.38228
22,0.175,258.05432,-41.38137,75.1023,463.49448,-80.92995,46.58365,416.75162,-43.01688,57.36191
23,0.183,257.87256,-41.31755,75.06448,463.65594,-80.79437,46.53493,416.79037,-43.11812,57.26639
24,0.192,258.05432,-41.38137,75.1023,463.63535,-80.68454,46.43622,416.79037,-43.11812,57.26639
25,0.2,257.89734,-41.4427,75.16759,463.66165,-80.55123,46.33659,416.75162,-43.01688,57.36191
26,0.208,258.17496,-40.96027,75.1634,463.49448,-80.92995,46.58365,416.71771,-43.2007,57.38228
27,0.217,258.01801,-41.02161,75.22868,463.63535,-80.68454,46.43622,416.71771,-43.2007,57.38228
28,0.225,258.05432,-41.38137,75.1023,463.4809,-80.80787,46.47756,416.72675,-43.18539,57.48679
29,0.233,257.81689,-41.60134,75.09834,463.63535,-80.68454,46.43622,416.8266,-43.17457,57.32321
30,0.242,257.65994,-41.66269,75.16364,463.49448,-80.92995,46.58365,416.68173,-43.37043,57.52533
31,0.25,258.05453,-40.86465,75.13794,463.49448,-80.92995,46.58365,416.68173,-43.37043,57.52533
32,0.258,258.05453,-40.86465,75.13794,463.49448,-80.92995,46.58365,416.68173,-43.37043,57.52533
33,0.267,258.21149,-40.80331,75.07265,463.49448,-80.92995,46.58365,416.68173,-43.37043,57.52533
34,0.275,257.57047,-41.74619,75.25002,463.49448,-80.92995,46.58365,416.71191,-43.4532,57.71945
35,0.283,257.89734,-41.4427,75.16759,463.49448,-80.92995,46.58365,416.61035,-43.39133,57.63839
