Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z,R.Ankle.x,R.Ankle.y,R.Ankle.z,R.Ankle.Medial.x,R.Ankle.Medial.y,R.Ankle.Medial.z
1,0,188.23918,-141.70923,320.74707,86.31818,-162.41681,85.92332,131.80823,-73.19586,107.17062
2,0.008,188.23918,-141.70923,320.74707,86.31818,-162.41681,85.92332,131.70598,-73.03069,107.32751
3,0.017,187.58595,-142.01869,320.65015,86.36838,-161.99416,85.97746,132.54823,-75.41515,106.80645
4,0.025,187.99684,-142.15988,321.6618,86.2925,-161.93219,86.15928,132.70711,-75.11856,107.31672
5,0.033,187.99684,-142.15988,321.6618,86.51933,-162.13495,86.14949,133.0361,-75.58049,107.70121
6,0.042,187.99684,-142.15988,321.6618,87.11159,-162.31996,86.34415,133.45988,-76.23859,108.50375
7,0.05,187.28368,-142.71574,323.0498,87.39562,-162.58221,86.74673,133.45988,-76.23859,108.50375
8,0.058,187.63773,-142.42578,322.73965,87.71361,-162.18011,86.44794,133.30734,-76.48943,108.70979
9,0.067,187.80302,-142.10081,322.97455,87.18243,-163.4353,87.38951,133.30734,-76.48943,108.70979
10,0.075,187.80302,-142.10081,322.97455,87.6697,-163.83604,87.62263,133.30734,-76.48943,108.70979
11,0.083,188.19084,-141.78925,323.03983,87.76433,-164.26817,88.34315,133.30734,-76.48943,108.70979
12,0.092,188.19084,-141.78925,323.03983,88.34691,-164.00348,88.65586,133.30734,-76.48943,108.70979
13,0.1,188.28198,-142.46201,323.0152,87.70642,-164.21239,88.62379,133.30734,-76.48943,108.70979
14,0.108,188.19084,-141.78925,323.03983,88.53282,-163.71465,88.50146,133.30734,-76.48943,108.70979
15,0.117,188.28198,-142.46201,323.0152,88.28523,-163.6037,88.63089,133.30734,-76.48943,108.70979
16,0.125,188.19084,-141.78925,323.03983,88.88281,-162.9081,88.04784,132.93478,-76.86871,108.84545
17,0.133,187.92186,-141.80348,323.21283,88.6427,-163.18761,87.71498,133.30734,-76.48943,108.70979
18,0.142,188.19084,-141.78925,323.03983,88.21468,-162.65182,86.69492,133.30734,-76.48943,108.70979
19,0.15,188.01701,-141.79369,322.2283,87.61738,-162.91298,86.49288,133.30734,-76.48943,108.70979
20,0.158,187.48389,-141.59386,321.93127,87.61738,-162.91298,86.49288,132.93478,-76.86871,108.84545
21,0.167,187.31166,-141.59814,321.11978,87.3475,-162.65964,86.36926,133.55792,-75.99071,108.16304
22,0.175,187.146,-141.92325,320.88458,87.03293,-162.3358,85.86752,131.99435,-72.46067,107.97531
23,0.183,187.55968,-141.79625,320.77719,86.98795,-162.61966,85.82851,131.99435,-72.46067,107.97531
24,0.192,188.09279,-141.78384,320.19476,86.98795,-162.61966,85.82851,132.70711,-75.11856,107.31672
25,0.2,187.02867,-142.22784,320.25186,86.57372,-162.58929,85.88157,132.59305,-75.52074,107.11393
26,0.208,187.02867,-142.22784,320.25186,86.98795,-162.61966,85.82851,132.59305,-75.52074,107.11393
27,0.217,187.02867,-142.22784,320.25186,87.03795,-162.23932,85.89689,132.59305,-75.52074,107.11393
28,0.225,187.44011,-142.36913,321.26382,86.98795,-162.61966,85.82851,133.40536,-76.24146,108.36909
29,0.233,187.44011,-142.36913,321.26382,86.93361,-162.81267,86.41708,133.30734,-76.48943,108.70979
30,0.242,187.99684,-142.15988,321.6618,87.0769,-162.94844,86.64376,132.93478,-76.86871,108.84545
31,0.25,188.79532,-143.49753,323.30936,86.88744,-162.69121,86.46738,132.93478,-76.86871,108.84545
32,0.258,187.37459,-143.38853,323.02515,87.15732,-162.94463,86.59102,132.93478,-76.86871,108.84545
33,0.267,187.89413,-142.77351,322.94989,87.87337,-163.62204,87.41479,132.93478,-76.86871,108.84545
34,0.275,187.17458,-143.17676,323.27765,87.75813,-164.27953,88.58611,133.30734,-76.48943,108.70979
35,0.283,187.33844,-142.84146,323.52505,87.62749,-164.53801,88.80447,132.93478,-76.86871,108.84545
36,0.292,187.33844,-142.84146,323.52505,87.98215,-164.47816,88.79537,133.20978,-76.73678,109.05099
37,0.3,186.65225,-143.54701,323.61896,87.96167,-164.23816,89.28394,132.75246,-77.13379,109.276
38,0.308,187.77956,-142.48601,323.65237,88.33714,-163.88054,89.34892,132.75246,-77.13379,109.276
39,0.317,187.77597,-142.66853,323.45767,88.66332,-163.88136,89.58427,133.23665,-77.45977,109.85539
40,0.325,188.21384,-142.51031,323.32187,88.66332,-163.88136,89.58427,133.23665,-77.45977,109.85539
41,0.333,188.4733,-141.54697,323.88266,88.62211,-163.83109,89.3016,133.23665,-77.45977,109.85539
42,0.342,188.4733,-141.54697,323.88266,88.35664,-164.12062,89.23947,132.75246,-77.13379,109.276
43,0.35,188.19084,-141.78925,323.03983,88.62211,-163.83109,89.3016,132.75246,-77.13379,109.276
44,0.358,188.19084,-141.78925,323.03983,88.16567,-163.7066,89.1083,133.30734,-76.48943,108.70979
45,0.367,188.19084,-141.78925,323.03983,88.26738,-164.0041,88.43931,132.93478,-76.86871,108.84545
46,0.375,188.19084,-141.78925,323.03983,87.8724,-164.1216,88.4838,133.30734,-76.48943,108.70979
47,0.383,187.65791,-141.58936,322.74301,88.21817,-163.02383,86.84238,133.30734,-76.48943,108.70979
48,0.392,187.65791,-141.58936,322.74301,87.61738,-162.91298,86.49288,133.30734,-76.48943,108.70979
49,0.4,188.01701,-141.79369,322.2283,87.61738,-162.91298,86.49288,133.30734,-76.48943,108.70979
50,0.408,188.72469,-141.21204,321.60934,87.3475,-162.65964,86.36926,133.30734,-76.48943,108.70979
51,0.417,188.93517,-141.53847,322.02219,87.07615,-162.41426,86.3587,133.45988,-76.23859,108.50375
52,0.425,187.99684,-142.15988,321.6618,86.90974,-162.24324,86.09727,133.45988,-76.23859,108.50375
53,0.433,187.99684,-142.15988,321.6618,86.6161,-162.44574,86.45677,133.30734,-76.48943,108.70979
54,0.442,188.4106,-142.30098,322.67386,87.3475,-162.65964,86.36926,133.30734,-76.48943,108.70979
55,0.45,188.4106,-142.30098,322.67386,87.3475,-162.65964,86.36926,133.30734,-76.48943,108.70979
56,0.458,188.64052,-143.0527,322.75906,87.15732,-162.94463,86.59102,132.93478,-76.86871,108.84545
57,0.467,188.0667,-143.15489,322.88824,87.61738,-162.91298,86.49288,133.30734,-76.48943,108.70979
58,0.475,186.90836,-143.57286,323.41162,87.84798,-163.6321,87.68552,133.30734,-76.48943,108.70979
59,0.483,186.98424,-143.13153,323.83502,87.38805,-163.66373,87.78361,133.30734,-76.48943,108.70979
60,0.492,187.33844,-142.84146,323.52505,87.8724,-164.1216,88.4838,133.30734,-76.48943,108.70979
61,0.5,187.33844,-142.84146,323.52505,88.26738,-164.0041,88.43931,132.93478,-76.86871,108.84545
62,0.508,187.17458,-143.17676,323.27765,87.8724,-164.1216,88.4838,133.30734,-76.48943,108.70979
63,0.517,187.33844,-142.84146,323.52505,88.43881,-164.17813,88.67999,132.75246,-77.13379,109.276
64,0.525,186.98424,-143.13153,323.83502,88.62211,-163.83109,89.3016,132.75246,-77.13379,109.276
65,0.533,187.33844,-142.84146,323.52505,88.41107,-164.07242,89.52143,132.75246,-77.13379,109.276
66,0.542,188.21384,-142.51031,323.32187,88.50941,-164.15359,89.07604,132.75246,-77.13379,109.276
67,0.55,187.92796,-142.75203,323.32535,88.83462,-163.6877,89.39922,132.75246,-77.13379,109.276
68,0.558,188.28198,-142.46201,323.0152,88.70426,-163.88866,88.74215,132.75246,-77.13379,109.276
69,0.567,188.19084,-141.78925,323.03983,88.7981,-163.50987,89.04269,132.75246,-77.13379,109.276
70,0.575,188.19084,-141.78925,323.03983,88.7981,-163.50987,89.04269,133.30734,-76.48943,108.70979
71,0.583,188.19084,-141.78925,323.03983,88.43881,-164.17813,88.67999,133.30734,-76.48943,108.70979
72,0.592,188.19084,-141.78925,323.03983,87.8724,-164.1216,88.4838,133.30734,-76.48943,108.70979
73,0.6,188.19084,-141.78925,323.03983,88.26738,-164.0041,88.43931,133.30734,-76.48943,108.70979
74,0.608,187.92186,-141.80348,323.21283,88.26738,-164.0041,88.43931,133.30734,-76.48943,108.70979
