Frame#,Time,R.Clavicle.x,R.Clavicle.y,R.Clavicle.z,L.Clavicle.x,L.Clavicle.y,L.Clavicle.z,R.Scapula.x,R.Scapula.y,R.Scapula.z,L.Scapula.x,L.Scapula.y,L.Scapula.z,R.Scap.Inf.x,R.Scap.Inf.y,R.Scap.Inf.z
1,0,2030.50879,142.60896,1361.901,2045.43225,-72.81133,1384.01086,2193.94067,134.7325,1387.09229,2203.70825,-54.08094,1417.2998,2239.3689,142.16316,1293.86926
2,0.008,2025.67773,143.09209,1363.55286,2040.89758,-73.74298,1383.5332,2190.43994,134.46585,1387.21216,2200.0564,-54.41734,1417.48022,2235.38281,143.24367,1294.03296
3,0.017,2025.70703,143.52309,1362.81604,2037.07996,-73.21325,1383.45459,2185.7876,134.66759,1387.20105,2196.20142,-54.09508,1416.89783,2231.67798,142.83311,1293.60095
4,0.025,2015.65491,140.59453,1362.79053,2032.05164,-73.97719,1382.81653,2181.78027,134.1349,1387.50391,2191.7771,-54.19222,1416.78442,2227.80786,142.30807,1293.26978
5,0.033,2012.23035,141.06509,1362.30627,2029.31738,-73.99078,1383.30359,2177.57593,134.34302,1386.97705,2187.33887,-54.71273,1416.93018,2223.65161,143.02246,1294.04272
6,0.042,2010.37439,140.242,1361.86938,2024.4762,-73.22741,1382.05237,2173.91943,133.93391,1386.51196,2183.57861,-54.58476,1416.7146,2220.05957,141.57271,1294.22607
7,0.05,2007.47095,142.72079,1362.45703,2020.94519,-74.26894,1382.66443,2169.76514,133.73793,1386.66797,2179.42017,-54.66565,1415.58472,2215.8623,142.52309,1293.4939
8,0.058,2002.12927,141.61684,1360.18982,2015.38708,-75.02053,1381.84119,2165.9668,133.10463,1386.58594,2175.35181,-54.93167,1415.77881,2211.67017,140.72174,1292.80981
9,0.067,1998.62634,139.22241,1359.42688,2012.63464,-75.17954,1381.3042,2162.33838,132.89272,1385.96289,2171.33374,-55.64742,1414.90771,2207.03101,141.03415,1292.57483
10,0.075,1994.22449,139.83966,1361.01758,2008.52026,-75.80163,1381.09094,2157.32788,132.76392,1385.37695,2167.82935,-56.68119,1414.73022,2203.84644,141.04153,1292.64075
