Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,1983.59155,529.53937,1392.49451
2,0.008,1976.51404,530.84613,1391.11938
3,0.017,1968.88123,532.23828,1391.73596
4,0.025,1962.26331,532.78955,1391.16321
5,0.033,1954.77197,533.8811,1390.73779
6,0.042,1947.2168,535.2478,1389.60339
7,0.05,1940.81372,535.12994,1389.47791
8,0.058,1933.60388,535.86725,1387.87256
9,0.067,1925.94116,537.21161,1388.46692
10,0.075,1918.75415,537.32233,1386.53589
11,0.083,1911.41638,537.13116,1385.46765
12,0.092,1903.75195,538.72314,1386.22925
13,0.1,1896.69104,538.75439,1384.84827
14,0.108,1889.71106,538.54175,1383.3429
15,0.117,1882.28918,538.71313,1382.48328
16,0.125,1875.16516,539.39246,1382.17371
17,0.133,1868.20862,538.50732,1381.08411
18,0.142,1861.48743,537.72656,1379.83057
19,0.15,1853.26489,536.72247,1378.26025
20,0.158,1847.11597,536.78235,1379.04431
21,0.167,1839.03955,537.53082,1377.24194
22,0.175,1832.66504,536.35431,1376.67542
23,0.183,1824.672,535.72235,1375.78381
24,0.192,1816.4624,535.19006,1374.91772
25,0.2,1810.25269,533.9444,1374.76807
26,0.208,1802.39368,533.34418,1373.40039
27,0.217,1793.94568,531.96503,1372.50171
28,0.225,1787.0238,530.77368,1372.64514
29,0.233,1779.04968,529.75793,1371.63037
30,0.242,1771.45081,528.23712,1370.94177
31,0.25,1762.97388,527.16223,1371.83362
32,0.258,1755.91174,525.41455,1371.98816
33,0.267,1748.00122,524.50092,1372.93127
34,0.275,1738.96179,523.50488,1373.14063
35,0.283,1731.81006,522.73041,1375.07776
36,0.292,1724.06396,521.67865,1375.41443
37,0.3,1714.96729,520.74377,1376.35742
38,0.308,1707.59961,519.69373,1377.19666
39,0.317,1700.33472,519.14825,1378.31519
40,0.325,1691.97961,518.20142,1379.83459
41,0.333,1684.11719,516.55206,1380.8512
42,0.342,1676.40613,515.98889,1382.15308
43,0.35,1669.20105,514.89233,1382.74939
44,0.358,1660.92639,514.30347,1384.29968
45,0.367,1653.40735,513.15057,1384.85303
46,0.375,1645.45483,513.15625,1385.7572
47,0.383,1638.46301,511.56955,1386.7666
48,0.392,1631.11426,511.17166,1388.39465
49,0.4,1623.67651,510.90784,1389.04919
50,0.408,1614.98376,509.11346,1389.94299
51,0.417,1608.66321,509.49738,1390.64172
52,0.425,1600.74207,508.5466,1392.11975
53,0.433,1594.15979,508.04236,1392.62183
54,0.442,1586.16516,507.34518,1393.89282
55,0.45,1579.24854,507.0744,1395.18372
56,0.458,1572.33728,506.80478,1396.32227
57,0.467,1564.2666,505.99701,1396.979
58,0.475,1557.52771,505.08817,1398.18042
59,0.483,1550.79651,505.50092,1399.38611
60,0.492,1542.86072,504.33051,1400.58569
61,0.5,1537.04529,503.74445,1401.01733
62,0.508,1529.36438,503.45404,1402.16089
63,0.517,1523.52783,502.64771,1402.59229
64,0.525,1515.94373,502.67719,1403.48474
65,0.533,1509.00134,502.97226,1403.27051
66,0.542,1502.21802,502.26892,1403.06226
67,0.55,1495.44031,501.69977,1403.91028
68,0.558,1488.83826,500.55887,1403.74854
69,0.567,1481.37756,500.38953,1403.10754
70,0.575,1475.25562,499.94885,1403.98193
71,0.583,1467.77087,499.32928,1403.10034
72,0.592,1460.0896,498.83835,1402.79993
73,0.6,1453.69702,499.45642,1403.44031
74,0.608,1445.79614,497.84033,1402.14673
75,0.617,1438.81311,497.83942,1402.15271
76,0.625,1432.8103,497.96396,1401.38245
77,0.633,1425.77942,497.03116,1400.24146
78,0.642,1418.99805,497.21829,1400.71216
79,0.65,1411.90723,496.97174,1399.55334
80,0.658,1405.87805,496.32446,1398.20532
81,0.667,1397.82666,496.39194,1397.49304
82,0.675,1390.31982,496.7084,1396.53674
83,0.683,1383.08728,496.91397,1396.30139
84,0.692,1375.77869,497.03522,1394.87012
85,0.7,1368.27563,497.3074,1392.98035
86,0.708,1361.64893,497.44238,1392.6311
87,0.717,1354.06152,497.7803,1390.86279
88,0.725,1347.1748,497.56415,1390.02246
89,0.733,1339.11572,497.34586,1388.38843
90,0.742,1331.77405,498.05542,1387.87341
91,0.75,1324.87146,497.81903,1386.2522
92,0.758,1317.09924,497.74097,1384.95276
93,0.767,1309.47778,499.13727,1383.75146
94,0.775,1301.42102,499.13638,1382.66504
95,0.783,1294.01233,499.50317,1380.88574
96,0.792,1286.82068,500.52734,1379.65405
97,0.8,1278.4054,500.93997,1378.40735
98,0.808,1271.46924,501.18518,1377.37524
99,0.817,1263.96423,502.23093,1376.08508
100,0.825,1256.0166,502.77069,1374.20593
101,0.833,1248.51709,503.17508,1373.5946
102,0.842,1240.60608,504.53088,1371.93066
103,0.85,1232.49561,504.51205,1371.32324
104,0.858,1224.08276,505.71353,1369.91931
105,0.867,1216.86902,506.74078,1368.44739
106,0.875,1208.37756,507.48541,1369.04407
107,0.883,1200.19873,508.49228,1368.35754
108,0.892,1192.38733,509.1091,1368.62854
109,0.9,1183.42859,509.78815,1368.41504
110,0.908,1175.76782,511.34229,1368.59436
111,0.917,1166.85767,512.48059,1369.91821
112,0.925,1158.11304,513.71899,1370.81287
113,0.933,1150.9502,514.21014,1370.76672
114,0.942,1143.26147,514.39258,1371.01074
115,0.95,1134.16357,515.13794,1371.80994
116,0.958,1126.49963,516.1297,1373.89661
117,0.967,1118.96619,516.55432,1373.49133
118,0.975,1110.35388,517.23975,1374.69739
119,0.983,1102.4408,518.31665,1375.70984
120,0.992,1094.55103,519.43896,1376.44958
121,1,1085.75098,520.26929,1377.40808
122,1.008,1078.63013,521.22058,1378.39587
123,1.017,1070.354,521.63892,1379.30029
124,1.025,1061.60901,522.96686,1379.57886
125,1.033,1053.92456,523.29742,1380.59167
126,1.042,1046.52612,523.12457,1381.16418
127,1.05,1038.89258,524.24286,1382.32703
128,1.058,1031.26196,523.67938,1383.21741
129,1.067,1023.54541,524.87311,1384.3053
