Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,1838.26453,375.19321,1422.23889,1896.14246,637.76251,1411.07361,1897.88159,286.22693,1461.28601
2,0.008,1833.83301,374.80981,1422.89941,1888.75537,639.35712,1410.80725,1892.80811,287.2002,1463.43079
3,0.017,1825.72375,375.07858,1421.89917,1882.17285,640.18811,1411.11804,1886.56274,289.48236,1462.72937
4,0.025,1819.53564,374.00616,1421.28674,1874.93396,640.61298,1410.73389,1880.93542,289.11197,1462.33911
5,0.033,1813.2334,374.62924,1421.48254,1866.11072,640.82953,1408.93042,1874.03162,287.91046,1460.15112
6,0.042,1807.57397,377.02686,1421.62988,1859.63977,640.65826,1407.75305,1868.86487,288.34189,1460.95093
7,0.05,1797.88806,377.45468,1420.88635,1850.52246,641.72015,1408.22449,1862.5885,291.08759,1461.12622
8,0.058,1792.59729,376.37418,1419.92358,1843.9353,643.02203,1407.83337,1855.67163,289.51492,1459.7583
9,0.067,1785.96057,376.5174,1418.96716,1836.69324,642.30066,1407.45667,1850.05774,290.54459,1459.57898
10,0.075,1777.87439,378.05746,1417.9342,1829.54932,642.91541,1406.16968,1843.0094,292.45319,1458.04468
11,0.083,1772.82776,376.62717,1417.43726,1820.61084,643.29828,1405.15613,1838.23547,293.51239,1458.23877
12,0.092,1767.74683,378.17847,1416.41565,1813.57837,643.56445,1404.54919,1831.04199,291.96896,1455.25024
13,0.1,1759.9198,379.35556,1415.849,1804.87097,643.96008,1403.86157,1823.72363,293.05331,1454.47998
14,0.108,1752.6554,376.67404,1414.55249,1798.00793,642.06012,1402.08948,1818.88489,292.7366,1453.23657
15,0.117,1745.30725,376.77139,1413.88416,1790.41528,643.1618,1401.97961,1810.87048,290.81607,1452.36621
16,0.125,1737.98291,377.14011,1411.50452,1782.36035,642.4837,1400.96606,1804.74255,291.1781,1451.06104
17,0.133,1732.20032,376.7644,1412.77747,1775.78979,643.42114,1400.5647,1799.84949,291.76837,1449.505
18,0.142,1725.92053,376.40393,1411.15723,1769.07227,642.8222,1401.01001,1790.31958,290.61121,1447.79346
19,0.15,1718.57019,376.02994,1409.96057,1760.86548,641.33124,1400.33899,1785.41943,290.65363,1447.75427
20,0.158,1712.33936,375.45239,1408.82666,1753.63708,640.81512,1399.16187,1778.04626,288.71332,1445.94836
21,0.167,1706.23145,374.45273,1407.58167,1745.37671,639.78394,1398.50989,1772.04333,288.52185,1445.1062
22,0.175,1697.32996,372.80896,1406.90222,1738.18005,638.78937,1398.24048,1764.93677,287.76071,1442.93884
23,0.183,1693.75452,371.59442,1406.52563,1730.76929,638.69849,1397.05029,1758.90869,286.93787,1443.47668
24,0.192,1685.20142,370.22519,1405.54565,1723.57117,637.46167,1397.56079,1751.84509,285.99857,1442.44031
25,0.2,1675.48669,369.50751,1404.70288,1715.26001,636.38318,1396.61755,1744.78821,285.0062,1440.74951
26,0.208,1670.38159,367.72263,1404.50183,1708.13074,635.3313,1396.25586,1739.53687,285.12619,1440.14087
27,0.217,1661.41187,368.29416,1403.16516,1700.64563,634.1745,1395.94568,1730.41504,281.90359,1438.56763
28,0.225,1657.51892,366.91327,1403.55408,1693.1897,632.53778,1395.55273,1724.52771,281.65311,1437.79199
29,0.233,1648.08667,365.20081,1402.125,1686.99182,632.52026,1395.62671,1716.75574,279.58539,1436.66443
30,0.242,1639.43701,362.52393,1402.93091,1677.23425,630.60205,1396.46558,1710.15625,277.50549,1436.85571
31,0.25,1633.62671,362.44958,1403.04688,1670.92969,629.98517,1396.90491,1701.69836,277.1109,1436.34985
32,0.258,1623.91248,359.25665,1403.03333,1663.20325,628.68542,1397.43896,1693.96167,275.00327,1436.12805
33,0.267,1618.12195,358.13596,1402.37158,1654.6394,626.9624,1398.5697,1686.94739,273.98135,1435.12341
34,0.275,1609.00098,356.68942,1402.07776,1646.85889,625.56628,1398.82996,1678.6062,272.33878,1435.06787
35,0.283,1601.12073,356.41068,1403.65894,1637.81213,624.36292,1400.73364,1671.22083,272.45914,1436.88171
