Frame#,Time,Top.Head.x,Top.Head.y,Top.Head.z,Jaw.x,Jaw.y,Jaw.z
1,0,1891.42249,523.77386,1702.4248,1752.60034,492.29752,1640.01245
2,0.008,1883.19324,521.47882,1702.64014,1747.97314,490.13181,1638.45105
3,0.017,1878.54175,521.88568,1702.91211,1740.12146,492.00302,1641.57617
4,0.025,1872.14795,523.42407,1701.38086,1732.33643,494.08353,1638.29883
5,0.033,1862.8175,521.77771,1701.72058,1728.21448,490.07748,1638.62439
6,0.042,1856.81482,525.25189,1704.56592,1720.63855,491.56754,1638.70251
7,0.05,1850.36914,526.32916,1703.63318,1716.38904,489.60843,1636.33167
8,0.058,1845.83984,527.4967,1703.17188,1708.36011,490.23309,1636.13525
9,0.067,1836.99292,524.586,1701.77332,1699.8175,490.44382,1638.77734
10,0.075,1828.73438,526.27362,1699.08777,1693.14417,488.93527,1634.62415
11,0.083,1824.61011,526.43329,1699.28735,1687.80847,489.39886,1637.20288
12,0.092,1815.97693,524.14478,1698.06714,1678.38342,489.26202,1636.37073
13,0.1,1809.62195,524.58459,1697.31079,1671.85498,489.05267,1635.43591
14,0.108,1802.9137,525.01147,1697.22522,1665.69287,487.49161,1634.47949
15,0.117,1794.85352,523.08197,1696.17017,1658.20654,488.19778,1633.13782
16,0.125,1787.79236,524.40436,1694.81238,1653.72351,484.65439,1632.45142
17,0.133,1782.2041,522.3504,1693.92773,1645.47473,485.39914,1632.33997
18,0.142,1775.16504,522.11401,1692.62402,1640.50098,482.29834,1632.92725
19,0.15,1769.18726,522.34113,1692.50122,1633.505,484.12024,1631.94727
20,0.158,1762.3739,520.539,1691.12439,1623.38245,481.90854,1630.77112
21,0.167,1755.88928,520.39886,1690.69751,1619.56702,479.94806,1630.51904
22,0.175,1747.11035,517.21399,1690.25891,1609.71301,478.40408,1627.91345
23,0.183,1738.97534,518.93036,1688.04834,1605.08044,478.22543,1627.29236
24,0.192,1732.6488,515.77643,1687.48315,1597.88757,475.37863,1625.99304
25,0.2,1727.22827,515.21484,1687.52478,1591.51318,474.56033,1625.61865
26,0.208,1720.69824,511.68906,1687.26587,1582.94263,471.44464,1627.29639
27,0.217,1710.84583,512.92145,1686.64294,1574.69043,471.06006,1627.17041
28,0.225,1704.67932,510.57428,1687.38806,1570.92151,468.08307,1625.34741
29,0.233,1698.45276,510.56436,1688.1394,1562.85498,468.6427,1624.28149
30,0.242,1691.00269,505.41174,1688.24768,1554.11304,467.01254,1625.70862
31,0.25,1685.03882,503.84216,1687.70435,1547.99011,463.38483,1627.51355
32,0.258,1677.91736,502.64874,1687.89648,1540.85522,464.74808,1626.68445
33,0.267,1671.31775,499.90378,1688.422,1535.65417,459.78806,1629.66895
34,0.275,1664.23132,499.3233,1688.88672,1525.16675,458.15033,1629.45667
35,0.283,1656.89001,496.04675,1690.16418,1521.64697,456.78387,1630.81226
36,0.292,1649.70911,496.19476,1690.5968,1512.40173,454.46432,1632.5061
37,0.3,1642.31006,494.11652,1691.45068,1505.36914,457.29077,1633.46094
38,0.308,1636.27454,494.03079,1691.2655,1498.27966,450.74423,1636.15674
39,0.317,1629.94031,488.96518,1693.91833,1490.51563,451.57791,1636.47998
40,0.325,1621.79712,485.84583,1694.16614,1485.99219,446.55811,1639.17578
41,0.333,1616.22156,486.24002,1694.97485,1478.76013,449.05569,1639.9585
42,0.342,1608.36829,484.39008,1697.37939,1474.11963,445.3508,1640.30115
43,0.35,1602.12048,484.01187,1697.44409,1463.57007,442.26895,1641.39941
44,0.358,1594.79211,481.49747,1698.17236,1455.98352,442.849,1641.78687
45,0.367,1587.84656,480.56702,1698.4646,1451.59692,440.0979,1645.10461
46,0.375,1581.19507,478.909,1699.65149,1442.74292,438.8511,1644.50757
47,0.383,1572.6842,478.48828,1701.21423,1438.01135,436.75284,1645.55029
48,0.392,1566.10449,477.03723,1701.20776,1429.10608,435.24051,1647.06384
49,0.4,1558.6228,476.2981,1701.72119,1421.94495,436.18698,1647.17432
50,0.408,1551.77063,474.63089,1702.27332,1413.94116,435.80594,1649.71033
51,0.417,1544.52661,472.85406,1703.8562,1409.00488,431.93668,1650.36633
52,0.425,1537.39795,472.74368,1704.2113,1399.37036,431.74789,1651.17859
53,0.433,1531.50989,470.37173,1705.26428,1393.02026,428.68875,1652.82495
54,0.442,1523.97827,470.34702,1706.22888,1387.66638,428.6748,1652.07861
55,0.45,1515.41479,467.46127,1706.7207,1379.11206,427.2811,1652.65601
56,0.458,1509.55396,467.83182,1706.73193,1372.10156,430.31174,1655.18872
57,0.467,1501.9425,467.66714,1707.58057,1365.54138,426.97964,1654.28723
58,0.475,1494.0415,466.68283,1709.48413,1358.35828,426.11807,1655.90417
59,0.483,1487.83386,462.99374,1710.49805,1349.77661,424.35471,1655.68921
60,0.492,1480.75305,464.7171,1710.89404,1342.43555,426.53265,1656.56836
61,0.5,1471.71289,465.30203,1710.64502,1337.00378,421.93927,1656.72449
62,0.508,1464.13562,465.46805,1710.33911,1329.63721,423.47656,1657.95764
63,0.517,1457.04956,463.84537,1711.14307,1321.46362,422.32599,1657.49475
64,0.525,1449.84485,463.84711,1712.13037,1313.55176,424.18713,1656.69702
65,0.533,1442.48145,463.12292,1712.78235,1302.83008,421.60474,1655.54456
66,0.542,1433.7605,462.8002,1711.99792,1298.46143,421.02499,1657.47363
67,0.55,1427.11548,461.84793,1712.18994,1291.98633,419.37601,1657.83606
68,0.558,1419.04199,461.47897,1712.47131,1284.1344,420.06192,1656.94299
69,0.567,1410.98804,462.27414,1712.36011,1276.50562,419.97885,1657.27771
70,0.575,1404.18445,460.3569,1713.25818,1267.93982,420.79343,1655.40601
71,0.583,1396.59631,460.09097,1712.60193,1259.5,420.01074,1655.96912
72,0.592,1388.72266,459.57217,1711.41797,1254.28101,420.26126,1655.1322
73,0.6,1382.63013,459.96799,1711.30066,1246.8634,417.19934,1654.05261
74,0.608,1374.20532,458.23669,1710.53699,1239.85193,418.26834,1653.06445
75,0.617,1367.16333,458.80109,1709.62097,1231.5166,416.98868,1651.32446
76,0.625,1359.45422,457.30191,1709.7782,1223.88513,418.25525,1650.50281
77,0.633,1351.60571,458.34406,1708.66443,1216.23853,417.30807,1649.72583
78,0.642,1344.98657,456.98276,1708.63416,1208.60217,418.70441,1648.7041
79,0.65,1337.0116,457.18188,1707.61816,1199.60571,416.89404,1648.83655
80,0.658,1328.45313,459.37262,1706.82751,1194.9845,417.22733,1648.18787
81,0.667,1321.0061,460.00143,1705.56165,1187.11914,419.3989,1647.83008
82,0.675,1312.96594,461.28339,1704.79553,1179.11389,417.36142,1645.0376
83,0.683,1306.02148,459.27078,1704.78662,1173.146,417.29016,1644.80359
84,0.692,1298.03906,460.84698,1702.90027,1164.6593,417.04059,1642.95593
85,0.7,1291.34338,459.87827,1701.91541,1156.92041,416.99957,1641.57788
86,0.708,1284.09143,459.98969,1700.13586,1149.18713,418.21896,1641.12585
87,0.717,1276.98157,459.29153,1699.28174,1143.19299,420.4989,1639.97522
88,0.725,1268.52515,462.25299,1698.21338,1134.16785,419.21747,1638.24951
89,0.733,1260.21863,463.1857,1697.93713,1127.56885,420.43887,1637.72217
90,0.742,1253.2605,463.67532,1696.05579,1119.98193,421.66141,1637.34375
91,0.75,1246.47925,462.98688,1694.68005,1112.07629,421.66766,1635.98975
92,0.758,1238.73059,464.41046,1693.12854,1105.78198,424.01477,1634.42065
93,0.767,1231.57764,464.4212,1692.12537,1096.48218,421.83746,1632.46912
94,0.775,1224.12439,464.40784,1691.24622,1090.41638,424.22205,1632.53723
95,0.783,1215.79175,467.87857,1688.91345,1081.89172,422.72842,1629.05139
96,0.792,1209.19385,468.27621,1687.98816,1074.78796,423.94672,1628.88684
97,0.8,1201.01648,468.23749,1687.85681,1067.38635,425.89313,1628.75012
98,0.808,1194.15112,470.13229,1686.85706,1057.34912,427.20737,1628.27014
99,0.817,1184.50391,472.39536,1685.7417,1050.78955,428.36328,1625.68311
100,0.825,1177.22363,474.03094,1685.5946,1044.37292,430.31714,1625.35022
