Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,1842.7384,549.49768,1405.93811
2,0.008,1836.12048,548.9574,1406.74719
3,0.017,1828.50769,549.57648,1405.82727
4,0.025,1821.46704,551.53247,1404.29077
5,0.033,1813.87598,551.79034,1403.50085
6,0.042,1807.54248,550.84723,1403.10889
7,0.05,1801.22119,551.73224,1402.62183
8,0.058,1794.46777,551.01331,1402.42285
9,0.067,1788.16125,550.09393,1402.03833
10,0.075,1781.49939,551.28882,1401.5498
11,0.083,1771.50488,550.95477,1400.02368
12,0.092,1763.16882,551.47955,1399.59094
13,0.1,1757.44141,552.95514,1398.59009
14,0.108,1750.44556,552.19934,1398.60889
15,0.117,1742.59839,552.86578,1398.53442
16,0.125,1735.37122,554.35687,1396.35754
17,0.133,1729.15015,550.23932,1394.99548
18,0.142,1721.01575,551.68677,1394.87512
19,0.15,1712.38074,551.63226,1393.50818
20,0.158,1705.59082,551.02942,1394.96436
21,0.167,1699.04712,548.09442,1394.75696
22,0.175,1690.57983,548.44226,1393.79529
23,0.183,1683.42883,549.30029,1391.87439
24,0.192,1677.64429,546.14276,1392.23962
25,0.2,1668.81335,546.29987,1391.67993
26,0.208,1661.02771,544.28516,1390.88721
27,0.217,1654.52026,542.86731,1391.14026
28,0.225,1646.31653,542.84161,1393.14758
29,0.233,1639.26111,540.21021,1391.56995
30,0.242,1631.49866,538.22046,1391.83008
31,0.25,1622.67261,538.20038,1391.6239
32,0.258,1615.50696,537.01251,1393.59924
33,0.267,1607.83508,533.1983,1394.59741
34,0.275,1598.88049,533.00702,1393.83875
35,0.283,1588.89526,531.80878,1396.43518
36,0.292,1584.33667,529.3714,1397.61133
37,0.3,1575.28003,528.94598,1397.35803
38,0.308,1567.32751,528.82452,1400.30444
39,0.317,1558.55139,525.95117,1400.79614
40,0.325,1552.02539,524.16711,1402.0636
41,0.333,1543.00366,523.94775,1404.03137
42,0.342,1534.92957,522.29547,1405.67639
43,0.35,1528.46545,520.36713,1406.93445
44,0.358,1519.80994,520.7417,1407.63232
45,0.367,1511.57544,520.0509,1409.61499
46,0.375,1504.84985,518.32184,1410.42114
47,0.383,1497.03101,515.74603,1410.33655
48,0.392,1488.99402,516.22992,1411.78564
49,0.4,1480.27075,515.79712,1413.07654
50,0.408,1476.00867,513.29388,1413.12573
51,0.417,1466.70557,512.59052,1414.2915
52,0.425,1458.77808,513.17932,1415.8208
53,0.433,1451.2843,511.19821,1415.79834
54,0.442,1445.08508,509.95361,1415.62378
55,0.45,1437.46948,510.19772,1418.03552
56,0.458,1429.62305,511.18896,1418.82751
57,0.467,1421.66101,509.84827,1418.70239
58,0.475,1414.0481,508.30106,1419.81665
59,0.483,1408.86658,508.17072,1420.47852
60,0.492,1401.28674,508.43387,1421.61963
61,0.5,1392.34412,506.8895,1422.34229
62,0.508,1388.2926,505.74405,1422.09961
63,0.517,1379.68201,506.03821,1422.66003
64,0.525,1372.34753,506.22208,1422.38916
65,0.533,1368.32837,503.19223,1422.12097
66,0.542,1359.57581,503.02411,1423.45898
67,0.55,1352.44006,503.2778,1423.27295
68,0.558,1345.14075,503.74313,1422.46606
69,0.567,1337.672,502.00644,1421.82104
70,0.575,1332.3595,500.76779,1420.82117
71,0.583,1323.86633,500.87177,1421.5448
72,0.592,1316.69104,501.39429,1420.90601
73,0.6,1309.90527,502.13831,1421.06287
74,0.608,1303.00635,500.34488,1421.05005
75,0.617,1295.85059,501.07458,1418.82642
76,0.625,1290.00049,500.53421,1418.74939
77,0.633,1281.38708,500.27765,1417.91309
78,0.642,1275.6731,499.44009,1417.37305
79,0.65,1267.8219,501.14108,1416.13855
80,0.658,1260.57385,500.06027,1415.34546
81,0.667,1254.15955,499.88315,1413.9281
82,0.675,1246.12415,499.08722,1414.3241
83,0.683,1239.77942,500.27087,1413.2627
84,0.692,1232.14075,499.11194,1411.82422
85,0.7,1225.55249,499.45087,1410.83325
86,0.708,1217.22839,499.38834,1409.48645
87,0.717,1209.41663,500.82162,1408.39355
88,0.725,1202.29126,500.81354,1408.04517
89,0.733,1196.521,499.72293,1405.65173
90,0.742,1187.72852,500.47839,1405.22595
91,0.75,1180.4668,501.71121,1404.29456
92,0.758,1173.83069,501.50046,1402.75623
93,0.767,1166.67639,501.741,1401.98169
94,0.775,1158.41968,501.2915,1400.36487
95,0.783,1151.19067,502.86053,1399.04089
96,0.792,1142.81519,504.22586,1398.03162
97,0.8,1135.97131,505.00891,1396.36951
98,0.808,1127.90674,505.00226,1395.61133
99,0.817,1121.22986,506.0022,1394.1145
100,0.825,1111.92615,506.5318,1393.61792
101,0.833,1104.72449,508.66913,1392.74829
102,0.842,1097.16333,509.01117,1392.03857
