Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,1745.27893,657.10529,949.83453
2,0.008,1739.04883,656.77405,949.73285
3,0.017,1727.95972,656.00128,949.80396
4,0.025,1720.4021,658.90167,950.35345
5,0.033,1709.13879,656.57397,950.01385
6,0.042,1701.91614,658.37848,949.99323
7,0.05,1690.69824,656.90552,950.77612
8,0.058,1683.08411,658.31635,950.27606
9,0.067,1673.24609,659.09436,949.54529
10,0.075,1664.72632,658.61554,949.71332
11,0.083,1654.57092,659.48486,949.83893
12,0.092,1646.24292,658.73877,950.09967
13,0.1,1636.55811,659.5849,949.38806
14,0.108,1628.5686,660.48792,948.30103
15,0.117,1618.33411,659.61371,948.43549
16,0.125,1607.4679,657.95343,949.29376
17,0.133,1600.26575,660.16034,948.61627
18,0.142,1590.69629,661.0495,947.26593
19,0.15,1582.26355,660.41394,946.90436
20,0.158,1572.68872,661.6283,946.80994
21,0.167,1563.55615,661.12592,946.15338
22,0.175,1555.0708,661.41895,944.97461
23,0.183,1546.11328,662.1557,946.11481
24,0.192,1537.44885,662.07788,945.76105
25,0.2,1528.11755,663.19354,945.05859
26,0.208,1520.48865,664.51746,945.31354
27,0.217,1510.61951,663.83545,943.34613
28,0.225,1504.22864,665.83636,943.72632
29,0.233,1494.18445,664.26379,942.26752
30,0.242,1486.47302,665.87207,942.26508
31,0.25,1477.88049,666.91669,942.14331
32,0.258,1470.50598,666.74567,941.77429
33,0.267,1463.65808,666.37024,942.20947
34,0.275,1456.15515,668.6026,941.65692
35,0.283,1449.03577,669.12646,941.6748
36,0.292,1441.94128,670.5686,940.88373
37,0.3,1435.73608,671.14484,941.92352
38,0.308,1427.31201,670.54962,942.81989
39,0.317,1422.18677,671.81915,941.7326
40,0.325,1416.71936,672.34985,943.1593
41,0.333,1410.42468,673.19177,942.67926
42,0.342,1404.11536,675.45233,943.91223
43,0.35,1398.25977,672.79254,943.4975
44,0.358,1391.797,675.99048,942.98645
45,0.367,1387.15308,675.87085,944.47906
46,0.375,1381.78101,675.71582,943.79608
47,0.383,1376.32214,675.89575,942.6474
48,0.392,1371.33997,676.01501,943.13037
49,0.4,1366.46765,676.29987,940.8277
50,0.408,1360.79529,678.435,940.46136
51,0.417,1357.3197,676.01636,939.50385
52,0.425,1351.71899,678.80432,938.9469
53,0.433,1348.24011,678.5542,935.70221
54,0.442,1343.31104,679.69537,935.21045
55,0.45,1339.93799,680.95319,934.57227
56,0.458,1335.72192,682.02814,933.68921
57,0.467,1331.46509,684.21576,931.95239
58,0.475,1328.78271,682.41077,930.24622
59,0.483,1324.3595,686.39746,928.88428
60,0.492,1320.12317,685.60748,926.86652
61,0.5,1317.00793,686.34155,926.63599
62,0.508,1313.31274,687.41504,924.46637
63,0.517,1309.82104,687.94171,922.76105
64,0.525,1307.16711,689.30896,921.51276
65,0.533,1303.02869,690.74878,919.8233
66,0.542,1299.84265,692.5907,917.88281
67,0.55,1296.53882,693.36237,917.1947
68,0.558,1293.0874,694.66034,916.42688
69,0.567,1290.26233,695.39697,914.88062
70,0.575,1286.51074,695.76685,911.64716
71,0.583,1283.22131,697.05829,911.04126
72,0.592,1279.9635,699.1452,909.80719
73,0.6,1275.50146,696.96124,908.33624
74,0.608,1271.91956,698.79541,907.25751
75,0.617,1268.74756,699.68573,904.48651
76,0.625,1265.29004,700.29657,903.46875
77,0.633,1260.7804,702.77289,903.17114
78,0.642,1257.55603,703.82886,901.65857
79,0.65,1252.69666,705.91327,899.92426
80,0.658,1248.61084,706.81061,899.27167
81,0.667,1245.14661,707.00128,896.90192
82,0.675,1241.08228,707.55792,895.06134
83,0.683,1234.39307,706.7063,894.37347
84,0.692,1229.95508,707.7077,894.15814
85,0.7,1224.94751,710.37354,892.02527
86,0.708,1220.54016,710.83112,891.48016
87,0.717,1215.00159,710.75897,889.66797
88,0.725,1209.08411,710.99597,887.90881
89,0.733,1203.97864,711.38593,886.03766
90,0.742,1197.26294,712.75476,885.30566
91,0.75,1189.77002,711.45056,883.97211
92,0.758,1184.15991,711.87024,881.71997
93,0.767,1177.69751,713.83875,879.8858
94,0.775,1169.09729,713.42865,879.23798
95,0.783,1162.11792,714.34778,877.64386
96,0.792,1154.52698,713.12524,875.28345
97,0.8,1146.82288,713.96143,874.92273
98,0.808,1138.11877,712.96777,872.56183
99,0.817,1130.05005,713.49359,871.78949
100,0.825,1121.38867,713.63214,870.33984
101,0.833,1111.59875,715.3761,869.77936
102,0.842,1103.24109,715.05566,869.28186
103,0.85,1094.30774,714.55145,868.01581
104,0.858,1084.57922,715.52643,867.21875
105,0.867,1074.6134,714.52295,867.16687
106,0.875,1063.62549,714.82318,866.60394
107,0.883,1055.25232,716.63452,866.16449
108,0.892,1043.62463,716.02588,865.73218
109,0.9,1034.08728,717.9729,867.15472
110,0.908,1022.78009,719.53894,869.14337
111,0.917,1012.50433,721.68518,869.93793
112,0.925,1001.00171,721.20093,870.62701
113,0.933,990.71014,725.30597,873.71576
114,0.942,979.50525,726.03412,876.00488
115,0.95,968.34149,729.03082,879.32831
116,0.958,956.16846,730.48474,882.53778
117,0.967,945.28064,731.18854,885.51288
118,0.975,934.37067,733.91925,889.6402
119,0.983,923.10406,734.79028,894.91968
120,0.992,911.50122,738.36237,900.64111
121,1,900.495,739.8067,904.20465
122,1.008,888.55212,742.90302,909.20074
123,1.017,877.6048,743.45605,915.20526
124,1.025,867.05157,747.9292,920.33447
125,1.033,855.74445,749.31708,925.32556
126,1.042,844.11261,751.37933,930.4375
127,1.05,832.54816,753.3291,935.83356
128,1.058,821.59863,754.29883,940.83356
129,1.067,808.81329,755.79272,946.00238
130,1.075,797.37103,757.3327,950.93616
131,1.083,784.50208,759.19647,957.22247
132,1.092,772.97369,758.80432,963.78717
133,1.1,759.5838,761.14081,970.54492
134,1.108,747.35834,762.95203,977.24896
135,1.117,734.77527,764.53143,985.05676
136,1.125,721.86353,766.91974,992.92548
137,1.133,708.64471,770.34766,1001.29346
138,1.142,695.92389,770.69922,1011.4978
139,1.15,682.74963,774.09296,1021.04718
140,1.158,669.75836,775.00189,1031.86975
141,1.167,656.87793,777.02905,1042.46655
142,1.175,644.78284,777.81067,1053.15894
143,1.183,632.45404,778.95239,1064.55664
144,1.192,620.34918,778.11401,1075.39929
145,1.2,608.41522,776.80652,1086.04114
